Index       V(G)              V(B)              I(VD)      
921      8.00000000e-02   -3.00000000e-01    2.56215589e-09
922      9.00000000e-02   -3.00000000e-01    1.96002325e-09
923      1.00000000e-01   -3.00000000e-01    1.49963941e-09
924      1.10000000e-01   -3.00000000e-01    1.14769381e-09
925      1.20000000e-01   -3.00000000e-01    8.78645216e-10
926      1.30000000e-01   -3.00000000e-01    6.72941489e-10
927      1.40000000e-01   -3.00000000e-01    5.15632221e-10
928      1.50000000e-01   -3.00000000e-01    3.95294331e-10
929      1.60000000e-01   -3.00000000e-01    3.03203893e-10
930      1.70000000e-01   -3.00000000e-01    2.32699934e-10
931      1.80000000e-01   -3.00000000e-01    1.78696925e-10
932      1.90000000e-01   -3.00000000e-01    1.37311872e-10
933      2.00000000e-01   -3.00000000e-01    1.05579431e-10
934      2.10000000e-01   -3.00000000e-01    8.12344479e-11
935      2.20000000e-01   -3.00000000e-01    6.25460592e-11
936      2.30000000e-01   -3.00000000e-01    4.81911617e-11
937      2.40000000e-01   -3.00000000e-01    3.71579225e-11
938      2.50000000e-01   -3.00000000e-01    2.86721947e-11
939      2.60000000e-01   -3.00000000e-01    2.21413937e-11
940      2.70000000e-01   -3.00000000e-01    1.71116814e-11
941      2.80000000e-01   -3.00000000e-01    1.32352940e-11
942      2.90000000e-01   -3.00000000e-01    1.02456010e-11
943      3.00000000e-01   -3.00000000e-01    7.93805919e-12
944      3.10000000e-01   -3.00000000e-01    6.15566206e-12
945      3.20000000e-01   -3.00000000e-01    4.77781882e-12
946      3.30000000e-01   -3.00000000e-01    3.71185028e-12
947      3.40000000e-01   -3.00000000e-01    2.88648295e-12
948      3.50000000e-01   -3.00000000e-01    2.24686909e-12
949      3.60000000e-01   -3.00000000e-01    1.75077290e-12
950      3.70000000e-01   -3.00000000e-01    1.36564813e-12
951      3.80000000e-01   -3.00000000e-01    1.06639755e-12
952      3.90000000e-01   -3.00000000e-01    8.33654073e-13
953      4.00000000e-01   -3.00000000e-01    6.52461539e-13
954      4.10000000e-01   -3.00000000e-01    5.11261373e-13
955      4.20000000e-01   -3.00000000e-01    4.01113894e-13
956      4.30000000e-01   -3.00000000e-01    3.15099481e-13
957      4.40000000e-01   -3.00000000e-01    2.47857790e-13
958      4.50000000e-01   -3.00000000e-01    1.95232956e-13
959      4.60000000e-01   -3.00000000e-01    1.54000216e-13
960      4.70000000e-01   -3.00000000e-01    1.21655132e-13
961      4.80000000e-01   -3.00000000e-01    9.62509677e-14
962      4.90000000e-01   -3.00000000e-01    7.62731173e-14
963      5.00000000e-01   -3.00000000e-01    6.05420851e-14
964      5.10000000e-01   -3.00000000e-01    4.81384642e-14
965      5.20000000e-01   -3.00000000e-01    3.83448830e-14
966      5.30000000e-01   -3.00000000e-01    3.06010461e-14
967      5.40000000e-01   -3.00000000e-01    2.44688902e-14
968      5.50000000e-01   -3.00000000e-01    1.96055564e-14
969      5.60000000e-01   -3.00000000e-01    1.57424077e-14
970      5.70000000e-01   -3.00000000e-01    1.26687277e-14
971      5.80000000e-01   -3.00000000e-01    1.02190430e-14
972      5.90000000e-01   -3.00000000e-01    8.26325670e-15
973      6.00000000e-01   -3.00000000e-01    6.69896169e-15
974      6.10000000e-01   -3.00000000e-01    5.44544738e-15
975      6.20000000e-01   -3.00000000e-01    4.43902180e-15
976      6.30000000e-01   -3.00000000e-01    3.62935709e-15
977      6.40000000e-01   -3.00000000e-01    2.97663158e-15
978      6.50000000e-01   -3.00000000e-01    2.44929250e-15
979      6.60000000e-01   -3.00000000e-01    2.02230262e-15
980      6.70000000e-01   -3.00000000e-01    1.67576455e-15
981      6.80000000e-01   -3.00000000e-01    1.39384010e-15
982      6.90000000e-01   -3.00000000e-01    1.16390007e-15
983      7.00000000e-01   -3.00000000e-01    9.75854474e-16
984      7.10000000e-01   -3.00000000e-01    8.21623956e-16
985      7.20000000e-01   -3.00000000e-01    6.94722296e-16
986      7.30000000e-01   -3.00000000e-01    5.89927377e-16
987      7.40000000e-01   -3.00000000e-01    5.03024384e-16
988      7.50000000e-01   -3.00000000e-01    4.30609698e-16
989      7.60000000e-01   -3.00000000e-01    3.69943666e-16
990      7.70000000e-01   -3.00000000e-01    3.18834505e-16
991      7.80000000e-01   -3.00000000e-01    2.75534355e-16
992      7.90000000e-01   -3.00000000e-01    2.38643513e-16
993      8.00000000e-01   -3.00000000e-01    2.07035355e-16
994      8.10000000e-01   -3.00000000e-01    1.79809532e-16
995      8.20000000e-01   -3.00000000e-01    1.56262595e-16
996      8.30000000e-01   -3.00000000e-01    1.35856434e-16
997      8.40000000e-01   -3.00000000e-01    1.18175419e-16
998      8.50000000e-01   -3.00000000e-01    1.02881312e-16
999      8.60000000e-01   -3.00000000e-01    8.96802793e-17
1000     8.70000000e-01   -3.00000000e-01    7.83066267e-17
1001     8.80000000e-01   -3.00000000e-01    6.85182389e-17
1002     8.90000000e-01   -3.00000000e-01    6.00968294e-17
1003     9.00000000e-01   -3.00000000e-01    5.28487102e-17
1004     9.10000000e-01   -3.00000000e-01    4.66043896e-17
1005     9.20000000e-01   -3.00000000e-01    4.12170968e-17
1006     9.30000000e-01   -3.00000000e-01    3.65607479e-17
1007     9.40000000e-01   -3.00000000e-01    3.25276603e-17
1008     9.50000000e-01   -3.00000000e-01    2.90262418e-17
1009     9.60000000e-01   -3.00000000e-01    2.59787964e-17
1010     9.70000000e-01   -3.00000000e-01    2.33195215e-17
1011     9.80000000e-01   -3.00000000e-01    2.09927269e-17
1012     9.90000000e-01   -3.00000000e-01    1.89512802e-17
1013     1.00000000e+00   -3.00000000e-01    1.71552676e-17
1014     1.01000000e+00   -3.00000000e-01    1.55708520e-17
1015     1.02000000e+00   -3.00000000e-01    1.41693065e-17
1016     1.03000000e+00   -3.00000000e-01    1.29262002e-17
1017     1.04000000e+00   -3.00000000e-01    1.18207157e-17
1018     1.05000000e+00   -3.00000000e-01    1.08350765e-17
1019     1.06000000e+00   -3.00000000e-01    9.95406936e-18
1020     1.07000000e+00   -3.00000000e-01    9.16464453e-18
1021     1.08000000e+00   -3.00000000e-01    8.45558138e-18
1022     1.09000000e+00   -3.00000000e-01    7.81720901e-18
1023     1.10000000e+00   -3.00000000e-01    7.24117207e-18
1024     1.11000000e+00   -3.00000000e-01    6.72023442e-18
1025     1.12000000e+00   -3.00000000e-01    6.24811419e-18
1026     1.13000000e+00   -3.00000000e-01    5.81934496e-18
1027     1.14000000e+00   -3.00000000e-01    5.42915877e-18
1028     1.15000000e+00   -3.00000000e-01    5.07338724e-18
1029     1.16000000e+00   -3.00000000e-01    4.74837788e-18
1030     1.17000000e+00   -3.00000000e-01    4.45092310e-18
1031     1.18000000e+00   -3.00000000e-01    4.17819984e-18
1032     1.19000000e+00   -3.00000000e-01    3.92771815e-18
1033     1.20000000e+00   -3.00000000e-01    3.69727724e-18
1034     1.21000000e+00   -3.00000000e-01    3.48492792e-18
1035     1.22000000e+00   -3.00000000e-01    3.28894038e-18
1036     1.23000000e+00   -3.00000000e-01    3.10777647e-18
1037     1.24000000e+00   -3.00000000e-01    2.94006582e-18
1038     1.25000000e+00   -3.00000000e-01    2.78458529e-18
1039     1.26000000e+00   -3.00000000e-01    2.64024113e-18
1040     1.27000000e+00   -3.00000000e-01    2.50605358e-18
1041     1.28000000e+00   -3.00000000e-01    2.38114340e-18
1042     1.29000000e+00   -3.00000000e-01    2.26472028e-18
1043     1.30000000e+00   -3.00000000e-01    2.15607262e-18
End of Xyce(TM) Simulation
