Index       TIME              V(VI)             V(1)              V(2)              V(3)              V(4)              V(VO)      
639      3.66518116e-06    6.93395520e-02    9.62672572e-01    2.33160841e-02    8.53284789e-01    2.47377050e-01    6.02221136e-01
640      3.66569524e-06    6.85212715e-02    9.63248536e-01    2.30011725e-02    8.54880039e-01    2.39576229e-01    6.25636765e-01
641      3.66620931e-06    6.77074926e-02    9.63818776e-01    2.27094937e-02    8.56487921e-01    2.32048357e-01    6.47221195e-01
642      3.66723747e-06    6.60934738e-02    9.64937711e-01    2.21748911e-02    8.59704343e-01    2.17628056e-01    6.85803246e-01
643      3.66826562e-06    6.44975630e-02    9.66024984e-01    2.16889607e-02    8.62895506e-01    2.03903568e-01    7.19435497e-01
644      3.66929377e-06    6.29198267e-02    9.67078980e-01    2.12399110e-02    8.66045607e-01    1.90765742e-01    7.49020842e-01
645      3.67032193e-06    6.13603309e-02    9.68099395e-01    2.08210811e-02    8.69150061e-01    1.78158236e-01    7.75167392e-01
646      3.67237823e-06    5.82963200e-02    9.70042854e-01    2.00621926e-02    8.75243350e-01    1.54492957e-01    8.18995911e-01
647      3.67443454e-06    5.53060418e-02    9.71864657e-01    1.94097200e-02    8.81257403e-01    1.33031452e-01    8.53922612e-01
648      3.67649084e-06    5.23899955e-02    9.73573529e-01    1.88638135e-02    8.87276934e-01    1.13973804e-01    8.81967457e-01
649      3.67854715e-06    4.95486677e-02    9.75175352e-01    1.84123009e-02    8.93349173e-01    9.74284807e-02    9.04593806e-01
650      3.68060345e-06    4.67825329e-02    9.76673058e-01    1.80306350e-02    8.99469177e-01    8.33397740e-02    9.22896834e-01
651      3.68265976e-06    4.40920527e-02    9.78068293e-01    1.76887953e-02    9.05589954e-01    7.15060136e-02    9.37714824e-01
652      3.68471606e-06    4.14776764e-02    9.79363331e-01    1.73596102e-02    9.11644486e-01    6.16449579e-02    9.49703669e-01
653      3.68882868e-06    3.64789678e-02    9.81675757e-01    1.66689305e-02    9.23262539e-01    4.64760400e-02    9.67436303e-01
654      3.69294129e-06    3.17897447e-02    9.83661243e-01    1.59181337e-02    9.33988419e-01    3.59669604e-02    9.79049900e-01
655      3.69705390e-06    2.74131381e-02    9.85371241e-01    1.51194814e-02    9.43650459e-01    2.87662992e-02    9.86442744e-01
656      3.70116651e-06    2.33520701e-02    9.86856219e-01    1.43040569e-02    9.52174336e-01    2.37845069e-02    9.91061166e-01
657      3.70527912e-06    1.96092523e-02    9.88161187e-01    1.35099835e-02    9.59577797e-01    2.02594527e-02    9.93928290e-01
658      3.70939173e-06    1.61871836e-02    9.89323136e-01    1.27700880e-02    9.65937509e-01    1.76949562e-02    9.95720629e-01
659      3.71350434e-06    1.30881490e-02    9.90370571e-01    1.21051317e-02    9.71358068e-01    1.57758374e-02    9.96863287e-01
660      3.72172957e-06    7.86724142e-03    9.92209332e-01    1.10141672e-02    9.79907212e-01    1.30761334e-02    9.98204667e-01
661      3.72995479e-06    3.96047091e-03    9.93783009e-01    1.02095497e-02    9.86024881e-01    1.13565884e-02    9.98875318e-01
662      3.73818001e-06    1.37826968e-03    9.95155078e-01    9.62909370e-03    9.90321698e-01    1.02415147e-02    9.99223562e-01
663      3.74640523e-06    1.27532958e-04    9.96374618e-01    9.20999568e-03    9.93303664e-01    9.50124454e-03    9.99422505e-01
664      3.76285568e-06    1.63024802e-03    9.98516488e-01    8.65886714e-03    9.96925471e-01    8.61559837e-03    9.99652554e-01
665      3.77930612e-06    8.45257607e-03    1.00039543e+00    8.34165625e-03    9.98673736e-01    8.19197105e-03    9.99764025e-01
666      3.79575657e-06    2.05216954e-02    1.00210539e+00    8.15022816e-03    9.99435160e-01    8.00801331e-03    9.99813763e-01
667      3.81220702e-06    3.77087799e-02    1.00369280e+00    8.01952058e-03    9.99728283e-01    7.93707426e-03    9.99833417e-01
668      3.84510791e-06    8.66503514e-02    1.00640047e+00    7.80858885e-03    9.99892432e-01    7.89703261e-03    9.99844685e-01
669      3.87800880e-06    1.53193252e-01    1.00695868e+00    7.55023701e-03    9.99873021e-01    7.89939137e-03    9.99843928e-01
670      3.91090969e-06    2.34503940e-01    9.99399838e-01    7.04775329e-03    9.99807053e-01    7.90727076e-03    9.99841426e-01
671      3.94052049e-06    3.17459038e-01    9.75456239e-01    6.33550940e-03    9.99747891e-01    7.91335752e-03    9.99840318e-01
672      3.96591419e-06    3.93733008e-01    9.31871240e-01    5.95410897e-03    9.99760056e-01    7.92186690e-03    9.99840943e-01
673      3.98830783e-06    4.63300992e-01    8.65252562e-01    6.70219269e-03    9.99915397e-01    7.93539363e-03    9.99842405e-01
674      4.00338923e-06    5.10646764e-01    7.97103619e-01    8.51475426e-03    1.00017076e+00    7.95059928e-03    9.99844239e-01
675      4.01696248e-06    5.53188388e-01    7.07788627e-01    1.23531209e-02    1.00066405e+00    7.98366566e-03    9.99851064e-01
676      4.02563044e-06    5.80172804e-01    6.27425770e-01    1.68520294e-02    1.00123568e+00    8.02768473e-03    9.99861672e-01
677      4.03343159e-06    6.04257774e-01    5.34798874e-01    2.57578458e-02    1.00253656e+00    8.21073904e-03    9.99933199e-01
678      4.04123275e-06    6.28092306e-01    4.28987412e-01    4.84886032e-02    1.00614969e+00    8.78531126e-03    1.00014527e+00
679      4.04608551e-06    6.42767118e-01    3.62199049e-01    7.66817546e-02    1.01080857e+00    9.56051280e-03    1.00043258e+00
680      4.05045300e-06    6.55861360e-01    3.03849640e-01    1.18909212e-01    1.01799545e+00    1.07583827e-02    1.00086694e+00
681      4.05438374e-06    6.67546111e-01    2.49727012e-01    1.76631047e-01    1.02818893e+00    1.23871736e-02    1.00141596e+00
682      4.05792140e-06    6.77975213e-01    2.03846344e-01    2.39187307e-01    1.03831255e+00    1.32134157e-02    1.00124584e+00
683      4.06110530e-06    6.87286372e-01    1.68907662e-01    2.99653000e-01    1.04532101e+00    1.25763740e-02    1.00017735e+00
684      4.06428920e-06    6.96522581e-01    1.41693428e-01    3.60908744e-01    1.04759241e+00    1.02824942e-02    9.98373965e-01
685      4.06747310e-06    7.05680145e-01    1.22296434e-01    4.20212924e-01    1.04302826e+00    6.43189610e-03    9.96236760e-01
686      4.07065699e-06    7.14755397e-01    1.08942439e-01    4.75945180e-01    1.03057521e+00    1.47975866e-03    9.94255620e-01
687      4.07384089e-06    7.23744708e-01    9.95198452e-02    5.27138616e-01    1.00990933e+00   -4.08076029e-03    9.92739982e-01
688      4.07702479e-06    7.32644478e-01    9.24256506e-02    5.73577830e-01    9.81039889e-01   -9.89284932e-03    9.91759629e-01
689      4.08020869e-06    7.41451147e-01    8.65842297e-02    6.15150591e-01    9.44039464e-01   -1.57435634e-02    9.91237221e-01
690      4.08339259e-06    7.50161190e-01    8.14049072e-02    6.52133381e-01    8.98676022e-01   -2.15650778e-02    9.91015350e-01
691      4.08825868e-06    7.63278544e-01    7.45662300e-02    7.02793929e-01    8.09963107e-01   -3.09953996e-02    9.90570315e-01
692      4.09178163e-06    7.72622357e-01    7.08985654e-02    7.38924579e-01    7.24537922e-01   -4.01595932e-02    9.88902360e-01
693      4.09495229e-06    7.80917713e-01    6.81929461e-02    7.71020285e-01    6.30300917e-01   -4.92623806e-02    9.87447913e-01
694      4.09739264e-06    7.87226613e-01    6.54297161e-02    7.91651138e-01    5.52421841e-01   -5.28866128e-02    9.89300441e-01
695      4.09958895e-06    7.92846930e-01    6.21072039e-02    8.05585005e-01    4.83044687e-01   -5.13984342e-02    9.94129590e-01
696      4.10178527e-06    7.98411479e-01    5.82466177e-02    8.15453428e-01    4.17943395e-01   -4.42222357e-02    1.00180220e+00
697      4.10398158e-06    8.03919200e-01    5.44031871e-02    8.22876105e-01    3.59038079e-01   -3.09515491e-02    1.01160325e+00
698      4.10617789e-06    8.09369046e-01    5.09842668e-02    8.29331287e-01    3.07033391e-01   -1.12175649e-02    1.02306083e+00
699      4.10837421e-06    8.14759977e-01    4.81252329e-02    8.35622244e-01    2.61590095e-01    1.59040976e-02    1.03638422e+00
700      4.11057052e-06    8.20090968e-01    4.57239478e-02    8.41801700e-01    2.20749487e-01    5.29931177e-02    1.05318305e+00
701      4.11276683e-06    8.25361003e-01    4.34929289e-02    8.47155911e-01    1.80282460e-01    1.04718663e-01    1.07715605e+00
702      4.11474352e-06    8.30051088e-01    4.17395618e-02    8.51806157e-01    1.45895156e-01    1.58084629e-01    1.10087594e+00
703      4.11652253e-06    8.34228656e-01    4.05777789e-02    8.56790368e-01    1.20108904e-01    2.04921496e-01    1.11727882e+00
704      4.11812364e-06    8.37952777e-01    3.98536678e-02    8.62098551e-01    1.01726876e-01    2.45091321e-01    1.12559527e+00
705      4.11972475e-06    8.41642697e-01    3.93585559e-02    8.68128667e-01    8.77901443e-02    2.83098953e-01    1.12686149e+00
706      4.12132587e-06    8.45298040e-01    3.89879082e-02    8.74664834e-01    7.75946496e-02    3.18904473e-01    1.12128080e+00
707      4.12452809e-06    8.52503523e-01    3.82317652e-02    8.88122419e-01    6.43919847e-02    3.84099483e-01    1.09310246e+00
708      4.12741009e-06    8.58866535e-01    3.73371170e-02    8.99846339e-01    5.74254557e-02    4.36255221e-01    1.05243591e+00
709      4.13029210e-06    8.65111875e-01    3.61776907e-02    9.10668822e-01    5.26815208e-02    4.82515388e-01    1.00082653e+00
710      4.13317410e-06    8.71237497e-01    3.48004146e-02    9.20391752e-01    4.88458817e-02    5.23114519e-01    9.36493522e-01
711      4.13605610e-06    8.77241391e-01    3.32767293e-02    9.28949979e-01    4.50420942e-02    5.57042301e-01    8.50347540e-01
712      4.13759172e-06    8.80390050e-01    3.24326430e-02    9.33063012e-01    4.29732772e-02    5.72617948e-01    7.86206240e-01
713      4.13853963e-06    8.82316014e-01    3.19066427e-02    9.35451896e-01    4.16523088e-02    5.81300051e-01    7.30303946e-01
714      4.13902287e-06    8.83292639e-01    3.16350255e-02    9.36616282e-01    4.09198676e-02    5.85282110e-01    6.88023463e-01
715      4.13930923e-06    8.83869708e-01    3.14682919e-02    9.37272870e-01    4.04001247e-02    5.87256271e-01    6.48626059e-01
716      4.13946196e-06    8.84176978e-01    3.13712145e-02    9.37591415e-01    4.00119922e-02    5.87890050e-01    6.12567800e-01
717      4.13955741e-06    8.84368843e-01    3.12989613e-02    9.37750433e-01    3.96168316e-02    5.87739241e-01    5.71715763e-01
718      4.13964332e-06    8.84541403e-01    3.12181551e-02    9.37839930e-01    3.90535923e-02    5.86863329e-01    5.11853650e-01
719      4.13969552e-06    8.84646186e-01    3.11690033e-02    9.37893013e-01    3.87067514e-02    5.86301532e-01    4.75773761e-01
720      4.13974249e-06    8.84740455e-01    3.11293452e-02    9.37955052e-01    3.84504473e-02    5.85980231e-01    4.49953162e-01
721      4.13978947e-06    8.84834691e-01    3.10937205e-02    9.38029692e-01    3.82436300e-02    5.85823106e-01    4.29846559e-01
722      4.13988342e-06    8.85023062e-01    3.10305427e-02    9.38203958e-01    3.79290504e-02    5.85836465e-01    4.00838305e-01
723      4.13996608e-06    8.85188681e-01    3.09803985e-02    9.38373761e-01    3.77187082e-02    5.86065276e-01    3.82558935e-01
724      4.14004873e-06    8.85354195e-01    3.09333128e-02    9.38552520e-01    3.75455775e-02    5.86413671e-01    3.68137533e-01
725      4.14013139e-06    8.85519606e-01    3.08882844e-02    9.38737080e-01    3.73975237e-02    5.86841520e-01    3.56192039e-01
726      4.14021405e-06    8.85684913e-01    3.08447400e-02    9.38925650e-01    3.72676747e-02    5.87326333e-01    3.45952288e-01
727      4.14029671e-06    8.85850116e-01    3.08023295e-02    9.39117143e-01    3.71518794e-02    5.87854681e-01    3.36961239e-01
728      4.14046202e-06    8.86180209e-01    3.07200109e-02    9.39506157e-01    3.69520073e-02    5.89009034e-01    3.21623332e-01
729      4.14062734e-06    8.86509886e-01    3.06401864e-02    9.39900636e-01    3.67846253e-02    5.90262631e-01    3.08753306e-01
730      4.14079265e-06    8.86839146e-01    3.05622275e-02    9.40298686e-01    3.66425465e-02    5.91593296e-01    2.97604515e-01
731      4.14112328e-06    8.87496413e-01    3.04102558e-02    9.41100667e-01    3.64160291e-02    5.94432927e-01    2.78843218e-01
732      4.14145391e-06    8.88152007e-01    3.02620249e-02    9.41906019e-01    3.62493799e-02    5.97461445e-01    2.63325586e-01
733      4.14178454e-06    8.88805927e-01    3.01163394e-02    9.42711241e-01    3.61291944e-02    6.00641557e-01    2.50061337e-01
734      4.14211518e-06    8.89458169e-01    2.99723305e-02    9.43513762e-01    3.60454972e-02    6.03946294e-01    2.38473776e-01
735      4.14277644e-06    8.90757607e-01    2.96866228e-02    9.45102286e-01    3.59537674e-02    6.10838702e-01    2.18926229e-01
736      4.14343770e-06    8.92050300e-01    2.94016188e-02    9.46660814e-01    3.59292141e-02    6.18011948e-01    2.02874773e-01
737      4.14409896e-06    8.93336225e-01    2.91155329e-02    9.48182686e-01    3.59418762e-02    6.25376403e-01    1.89327425e-01
738      4.14476022e-06    8.94615359e-01    2.88273347e-02    9.49663242e-01    3.59686578e-02    6.32858855e-01    1.77645220e-01
739      4.14608274e-06    8.97153171e-01    2.82438538e-02    9.52490680e-01    3.59997857e-02    6.47942577e-01    1.58200191e-01
740      4.14740526e-06    8.99663559e-01    2.76532498e-02    9.55138111e-01    3.59567550e-02    6.62979229e-01    1.42489516e-01
741      4.14872779e-06    9.02146351e-01    2.70596323e-02    9.57609859e-01    3.58138174e-02    6.77804110e-01    1.29406925e-01
742      4.15005031e-06    9.04601374e-01    2.64677968e-02    9.59914897e-01    3.55637505e-02    6.92306888e-01    1.18251676e-01
743      4.15269535e-06    9.09427441e-01    2.53095309e-02    9.64081607e-01    3.47839763e-02    7.20090248e-01    1.00004586e-01
744      4.15534040e-06    9.14140425e-01    2.42029228e-02    9.67727287e-01    3.37002524e-02    7.46081807e-01    8.57077722e-02
745      4.15798544e-06    9.18739026e-01    2.31602943e-02    9.70924619e-01    3.23906069e-02    7.70193123e-01    7.42314178e-02
746      4.16063048e-06    9.23221973e-01    2.21871867e-02    9.73740153e-01    3.09326915e-02    7.92414745e-01    6.48349204e-02
747      4.16592057e-06    9.31835987e-01    2.04427493e-02    9.78477356e-01    2.78709444e-02    8.31480678e-01    5.03807733e-02
748      4.17121066e-06    9.39972950e-01    1.89358797e-02    9.82257888e-01    2.48295970e-02    8.63976453e-01    4.00518851e-02
749      4.17650075e-06    9.47623874e-01    1.76264806e-02    9.85295332e-01    2.19799891e-02    8.90690024e-01    3.25340648e-02
750      4.18179084e-06    9.54780306e-01    1.64764857e-02    9.87760284e-01    1.94351457e-02    9.12458896e-01    2.69429828e-02
751      4.18708093e-06    9.61434340e-01    1.54541868e-02    9.89779601e-01    1.72433389e-02    9.30082424e-01    2.27047735e-02
752      4.19237101e-06    9.67578627e-01    1.45351547e-02    9.91445567e-01    1.54033603e-02    9.44280514e-01    1.94511103e-02
753      4.19766110e-06    9.73206378e-01    1.37014778e-02    9.92826328e-01    1.38859354e-02    9.55677381e-01    1.69366479e-02
754      4.20824128e-06    9.82887983e-01    1.22382310e-02    9.94956095e-01    1.16267767e-02    9.72351186e-01    1.33934180e-02
755      4.21882146e-06    9.90436386e-01    1.10021843e-02    9.96453045e-01    1.01875773e-02    9.83073795e-01    1.12070855e-02
756      4.22940163e-06    9.95818241e-01    9.95359898e-03    9.97490236e-01    9.31424694e-03    9.89762364e-01    9.87722726e-03
757      4.23998181e-06    9.99009773e-01    9.06417013e-03    9.98198541e-01    8.78434690e-03    9.93844759e-01    9.07579378e-03
758      4.25056199e-06    9.99996883e-01    8.31623933e-03    9.98679671e-01    8.45839526e-03    9.96298882e-01    8.59780239e-03
759      4.26114216e-06    9.98775211e-01    7.69924924e-03    9.99008982e-01    8.25669909e-03    9.97758687e-01    8.31516267e-03
760      4.28230252e-06    9.89736840e-01    6.84125599e-03    9.99424897e-01    8.03977842e-03    9.99251201e-01    8.02745421e-03
761      4.30346287e-06    9.72054195e-01    6.51531025e-03    9.99668483e-01    7.95477400e-03    9.99782197e-01    7.92579544e-03
762      4.32462322e-06    9.46039391e-01    6.82872528e-03    9.99846871e-01    7.92827858e-03    9.99912732e-01    7.90101203e-03
763      4.36694393e-06    8.70989001e-01    1.02655790e-02    1.00024402e+00    7.91460051e-03    9.99922844e-01    7.89917937e-03
764      4.40926464e-06    7.69861102e-01    2.01514950e-02    1.00092164e+00    7.91044768e-03    9.99877516e-01    7.90787720e-03
765      4.45158535e-06    6.49764164e-01    4.27630351e-02    1.00223898e+00    7.90055784e-03    9.99848617e-01    7.91333302e-03
766      4.48140642e-06    5.58280677e-01    7.39073331e-02    1.00401970e+00    7.89989330e-03    9.99841226e-01    7.91502837e-03
767      4.50824538e-06    4.74107955e-01    1.26592545e-01    1.00681871e+00    7.90710225e-03    9.99840118e-01    7.91549115e-03
768      4.52210950e-06    4.30764163e-01    1.72534253e-01    1.00910324e+00    7.94344804e-03    9.99845428e-01    7.91639824e-03
769      4.53303051e-06    3.96974897e-01    2.27532291e-01    1.01101606e+00    7.89421629e-03    9.99833943e-01    7.91197336e-03
770      4.54285943e-06    3.66974665e-01    2.97482074e-01    1.00959081e+00    7.17851935e-03    9.99702073e-01    7.87697463e-03
771      4.55268834e-06    3.37481618e-01    3.82619979e-01    9.96320582e-01    4.60343163e-03    9.99272497e-01    7.79694394e-03
772      4.56117141e-06    3.12521069e-01    4.62855686e-01    9.67196252e-01    4.73410581e-04    9.98671242e-01    7.74835191e-03
773      4.56864421e-06    2.90972001e-01    5.32038229e-01    9.21804715e-01   -4.52322263e-03    9.98046526e-01    7.75030760e-03
774      4.57536973e-06    2.71970434e-01    5.90469524e-01    8.60615363e-01   -9.70557222e-03    9.97514233e-01    7.80022099e-03
775      4.58209524e-06    2.53376002e-01    6.46062768e-01    7.72449985e-01   -1.57761696e-02    9.96947544e-01    7.82048619e-03
776      4.58654817e-06    2.41304979e-01    6.84368059e-01    6.90684742e-01   -2.16711370e-02    9.96243885e-01    7.66371735e-03
777      4.59055581e-06    2.30613925e-01    7.19651193e-01    5.96978274e-01   -2.75019105e-02    9.95640501e-01    7.67990271e-03
778      4.59456345e-06    2.20093671e-01    7.49607306e-01    4.93059602e-01   -2.78802904e-02    9.96457207e-01    8.57955341e-03
779      4.59776174e-06    2.11825003e-01    7.66732092e-01    4.12086496e-01   -1.95985388e-02    9.98999302e-01    9.99625825e-03
780      4.60053783e-06    2.04742100e-01    7.77660022e-01    3.47942137e-01   -3.90231045e-03    1.00282675e+00    1.14390558e-02
781      4.60331392e-06    1.97749025e-01    7.86961537e-01    2.91243734e-01    2.13970972e-02    1.00829716e+00    1.29125837e-02
782      4.60609001e-06    1.90847908e-01    7.95658275e-01    2.40987289e-01    5.92918108e-02    1.01594220e+00    1.46850590e-02
783      4.60886609e-06    1.84040846e-01    8.03349156e-01    1.92204038e-01    1.15150763e-01    1.02706407e+00    1.74086127e-02
784      4.61136457e-06    1.77996621e-01    8.10088404e-01    1.51403105e-01    1.74644041e-01    1.03864730e+00    1.89073551e-02
785      4.61361320e-06    1.72624624e-01    8.17222123e-01    1.21808255e-01    2.28790503e-01    1.04822348e+00    1.81638061e-02
786      4.61563697e-06    1.67845668e-01    8.24780175e-01    1.01867522e-01    2.76868594e-01    1.05507652e+00    1.59830191e-02
787      4.61766074e-06    1.63120418e-01    8.33312805e-01    8.79256747e-02    3.23558205e-01    1.05929318e+00    1.25882430e-02
788      4.61968451e-06    1.58449636e-01    8.42442762e-01    7.86181228e-02    3.68335169e-01    1.06023690e+00    8.34700645e-03
789      4.62170827e-06    1.53834079e-01    8.51756711e-01    7.24094584e-02    4.10841547e-01    1.05753665e+00    3.62109549e-03
790      4.62373204e-06    1.49274493e-01    8.60936538e-01    6.80768927e-02    4.50836349e-01    1.05102227e+00   -1.30436321e-03
791      4.62575581e-06    1.44771614e-01    8.69777134e-01    6.47822779e-02    4.88182394e-01    1.04068091e+00   -6.21858991e-03
792      4.62777958e-06    1.40326171e-01    8.78163598e-01    6.19986645e-02    5.22824618e-01    1.02661218e+00   -1.09740171e-02
793      4.63182711e-06    1.31610458e-01    8.93436676e-01    5.69427670e-02    5.84384175e-01    9.87971242e-01   -1.97513842e-02
794      4.63587465e-06    1.23132991e-01    9.06765665e-01    5.20595883e-02    6.36837140e-01    9.35815308e-01   -2.77877447e-02
795      4.63992218e-06    1.14899252e-01    9.18341682e-01    4.72848736e-02    6.81725792e-01    8.69278611e-01   -3.57774410e-02
796      4.64396972e-06    1.06914566e-01    9.28513882e-01    4.32975617e-02    7.22890305e-01    7.83563530e-01   -4.61909000e-02
797      4.64761250e-06    9.99455608e-02    9.36744587e-01    4.10335093e-02    7.60713020e-01    6.81856038e-01   -6.10061123e-02
798      4.65080222e-06    9.40152873e-02    9.43014834e-01    3.87307664e-02    7.90416912e-01    5.80251650e-01   -6.79428438e-02
799      4.65339091e-06    8.93221956e-02    9.47318050e-01    3.57074482e-02    8.08427029e-01    4.98904860e-01   -6.03460237e-02
800      4.65548735e-06    8.56010719e-02    9.50373657e-01    3.26767346e-02    8.18830610e-01    4.37916367e-01   -4.33090383e-02
801      4.65758379e-06    8.19518498e-02    9.53211093e-01    2.97085683e-02    8.26918966e-01    3.83317776e-01   -1.52916626e-02
802      4.65968024e-06    7.83751623e-02    9.55943999e-01    2.72272993e-02    8.34144631e-01    3.36289877e-01    2.84778528e-02
803      4.66090937e-06    7.63121498e-02    9.57519785e-01    2.60844295e-02    8.38392118e-01    3.12505537e-01    6.84523354e-02
804      4.66159251e-06    7.51764581e-02    9.58390415e-01    2.55617424e-02    8.40845258e-01    3.00642339e-01    1.03357039e-01
805      4.66193765e-06    7.46056633e-02    9.58831585e-01    2.53397544e-02    8.42154190e-01    2.95194159e-01    1.32521625e-01
806      4.66213332e-06    7.42829499e-02    9.59086501e-01    2.52452584e-02    8.42974250e-01    2.92527781e-01    1.62134671e-01
807      4.66224099e-06    7.41056394e-02    9.59234428e-01    2.52291807e-02    8.43525646e-01    2.91538706e-01    1.94249598e-01
808      4.66231218e-06    7.39885116e-02    9.59342703e-01    2.52643641e-02    8.44020527e-01    2.91488693e-01    2.35306561e-01
809      4.66237626e-06    7.38831695e-02    9.59448042e-01    2.53305671e-02    8.44565399e-01    2.91905517e-01    2.87783414e-01
810      4.66241920e-06    7.38126087e-02    9.59516238e-01    2.53653804e-02    8.44904885e-01    2.92072043e-01    3.20464184e-01
811      4.66245784e-06    7.37491305e-02    9.59573437e-01    2.53794231e-02    8.45162357e-01    2.92005216e-01    3.44005613e-01
812      4.66249649e-06    7.36856774e-02    9.59627081e-01    2.53787751e-02    8.45378775e-01    2.91753237e-01    3.62435312e-01
813      4.66257379e-06    7.35588467e-02    9.59727481e-01    2.53492941e-02    8.45732164e-01    2.90892504e-01    3.89197242e-01
814      4.66264335e-06    7.34447850e-02    9.59813367e-01    2.53048693e-02    8.45999109e-01    2.89891009e-01    4.06617770e-01
815      4.66271291e-06    7.33308049e-02    9.59896960e-01    2.52516919e-02    8.46240281e-01    2.88777758e-01    4.20515906e-01
816      4.66278248e-06    7.32169062e-02    9.59979179e-01    2.51936205e-02    8.46466276e-01    2.87600899e-01    4.32201168e-01
817      4.66285204e-06    7.31030891e-02    9.60060507e-01    2.51326904e-02    8.46682664e-01    2.86385683e-01    4.42364656e-01
818      4.66299117e-06    7.28756996e-02    9.60221563e-01    2.50067412e-02    8.47098869e-01    2.83895478e-01    4.59662223e-01
819      4.66313030e-06    7.26486364e-02    9.60381402e-01    2.48791915e-02    8.47503650e-01    2.81373684e-01    4.74314703e-01
820      4.66326943e-06    7.24218999e-02    9.60540591e-01    2.47524240e-02    8.47903687e-01    2.78850163e-01    4.87224339e-01
821      4.66340856e-06    7.21954901e-02    9.60699424e-01    2.46276702e-02    8.48302531e-01    2.76340544e-01    4.98900008e-01
822      4.66368682e-06    7.17436514e-02    9.61016520e-01    2.43863113e-02    8.49103345e-01    2.71391865e-01    5.19683686e-01
823      4.66396508e-06    7.12931217e-02    9.61333185e-01    2.41572035e-02    8.49913549e-01    2.66558599e-01    5.38110982e-01
824      4.66424334e-06    7.08439025e-02    9.61649468e-01    2.39405583e-02    8.50735350e-01    2.61848314e-01    5.54908403e-01
825      4.66479985e-06    6.99494010e-02    9.62279891e-01    2.35404148e-02    8.52409304e-01    2.52770778e-01    5.85041549e-01
826      4.66535637e-06    6.90601576e-02    9.62906110e-01    2.31786093e-02    8.54116018e-01    2.44106078e-01    6.11890662e-01
827      4.66591289e-06    6.81761832e-02    9.63526545e-01    2.28481318e-02    8.55844426e-01    2.35795168e-01    6.36313093e-01
828      4.66646940e-06    6.72974888e-02    9.64139742e-01    2.25423337e-02    8.57583140e-01    2.27780120e-01    6.58761922e-01
829      4.66758244e-06    6.55559823e-02    9.65339718e-01    2.19815502e-02    8.61050554e-01    2.12433832e-01    6.98679755e-01
830      4.66869547e-06    6.38357235e-02    9.66501699e-01    2.14716251e-02    8.64479141e-01    1.97842800e-01    7.33208940e-01
831      4.66980851e-06    6.21367962e-02    9.67624527e-01    2.10012637e-02    8.67856715e-01    1.83904727e-01    7.63340615e-01
832      4.67092154e-06    6.04592838e-02    9.68708464e-01    2.05647504e-02    8.71183771e-01    1.70577239e-01    7.89758942e-01
833      4.67314761e-06    5.71688304e-02    9.70765101e-01    1.97836848e-02    8.77727406e-01    1.45773805e-01    8.33573686e-01
834      4.67537368e-06    5.39650068e-02    9.72683542e-01    1.91270025e-02    8.84219082e-01    1.23641385e-01    8.67983587e-01
835      4.67759975e-06    5.08484399e-02    9.74473418e-01    1.85898969e-02    8.90749181e-01    1.04398432e-01    8.95195698e-01
836      4.67982581e-06    4.78197394e-02    9.76140204e-01    1.81491489e-02    8.97344572e-01    8.80810609e-02    9.16802197e-01
837      4.68205188e-06    4.48794977e-02    9.77686451e-01    1.77688906e-02    9.03966006e-01    7.45058678e-02    9.33987394e-01
838      4.68427795e-06    4.20282900e-02    9.79114574e-01    1.74126955e-02    9.10534786e-01    6.33425453e-02    9.47651941e-01
839      4.68650402e-06    3.92666741e-02    9.80428988e-01    1.70533823e-02    9.16964863e-01    5.42156811e-02    9.58499153e-01
840      4.68873009e-06    3.65951903e-02    9.81636579e-01    1.66760946e-02    9.23182711e-01    4.67725458e-02    9.67084981e-01
841      4.69318222e-06    3.15246915e-02    9.83773598e-01    1.58587925e-02    9.34758604e-01    3.55800206e-02    9.79400105e-01
842      4.69763436e-06    2.68207612e-02    9.85597224e-01    1.49887836e-02    9.45057790e-01    2.80103208e-02    9.87101494e-01
843      4.70208650e-06    2.24870800e-02    9.87167349e-01    1.41095996e-02    9.54031496e-01    2.28893784e-02    9.91779377e-01
844      4.70653863e-06    1.85270389e-02    9.88537180e-01    1.32660813e-02    9.61721001e-01    1.93529776e-02    9.94582771e-01
845      4.71099077e-06    1.49437366e-02    9.89749905e-01    1.24940357e-02    9.68230788e-01    1.68360695e-02    9.96268628e-01
846      4.71544291e-06    1.17399768e-02    9.90838194e-01    1.18136048e-02    9.73694632e-01    1.49860730e-02    9.97304015e-01
847      4.72434718e-06    6.48081345e-03    9.92739512e-01    1.07254660e-02    9.82130050e-01    1.24271547e-02    9.98483055e-01
848      4.73325145e-06    2.76600619e-03    9.94358734e-01    9.94803548e-03    9.87983567e-01    1.08335618e-02    9.99054660e-01
849      4.74215573e-06    6.07179673e-04    9.95766716e-01    9.40255832e-03    9.91959470e-01    9.82544338e-03    9.99346202e-01
850      4.75106000e-06    1.10894512e-05    9.97018378e-01    9.01796311e-03    9.94623039e-01    9.17423974e-03    9.99512016e-01
851      4.76886855e-06    3.50968315e-03    9.99227451e-01    8.52311015e-03    9.97722209e-01    8.42269632e-03    9.99702677e-01
852      4.78667709e-06    1.32180293e-02    1.00118087e+00    8.24324308e-03    9.99113859e-01    8.08606810e-03    9.99791741e-01
