Index       TIME              V(1)              V(2)              L1:L             {L1:L}          {R1:R*L1:L}   
22       1.74079000e-05    1.09159106e-01    1.09159106e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
23       2.39615000e-05    1.49986427e-01    1.49986427e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
24       3.05151000e-05    1.90559470e-01    1.90559470e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
25       3.70687000e-05    2.30809448e-01    2.30809448e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
26       4.36223000e-05    2.70668124e-01    2.70668124e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
27       5.01759000e-05    3.10067925e-01    3.10067925e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
28       5.67295000e-05    3.48942053e-01    3.48942053e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
29       6.32831000e-05    3.87224604e-01    3.87224604e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
30       6.98367000e-05    4.24850675e-01    4.24850675e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
31       7.63903000e-05    4.61756478e-01    4.61756478e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
32       8.29439000e-05    4.97879444e-01    4.97879444e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
33       8.94975000e-05    5.33158332e-01    5.33158332e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
34       9.60511000e-05    5.67533332e-01    5.67533332e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
35       1.02604700e-04    6.00946168e-01    6.00946168e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
36       1.09158300e-04    6.33340192e-01    6.33340192e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
37       1.15711900e-04    6.64660485e-01    6.64660485e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
38       1.22265500e-04    6.94853949e-01    6.94853949e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
39       1.28819100e-04    7.23869396e-01    7.23869396e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
40       1.35372700e-04    7.51657634e-01    7.51657634e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
41       1.41926300e-04    7.78171553e-01    7.78171553e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
42       1.48479900e-04    8.03366201e-01    8.03366201e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
43       1.55033500e-04    8.27198867e-01    8.27198867e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
44       1.61587100e-04    8.49629145e-01    8.49629145e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
45       1.68140700e-04    8.70619007e-01    8.70619007e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
46       1.74694300e-04    8.90132870e-01    8.90132870e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
47       1.81247900e-04    9.08137650e-01    9.08137650e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
48       1.87801500e-04    9.24602822e-01    9.24602822e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
49       1.94355100e-04    9.39500474e-01    9.39500474e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
50       2.00908700e-04    9.52805347e-01    9.52805347e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
51       2.07462300e-04    9.64494886e-01    9.64494886e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
52       2.14015900e-04    9.74549273e-01    9.74549273e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
53       2.20569500e-04    9.82951462e-01    9.82951462e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
54       2.27123100e-04    9.89687209e-01    9.89687209e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
55       2.33676700e-04    9.94745094e-01    9.94745094e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
56       2.40230300e-04    9.98116543e-01    9.98116543e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
57       2.46783900e-04    9.99795838e-01    9.99795838e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
58       2.53337500e-04    9.99780135e-01    9.99780135e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
59       2.59891100e-04    9.98069459e-01    9.98069459e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
60       2.66444700e-04    9.94666710e-01    9.94666710e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
61       2.72998300e-04    9.89577657e-01    9.89577657e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
62       2.79551900e-04    9.82810928e-01    9.82810928e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
63       2.86105500e-04    9.74377995e-01    9.74377995e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
64       2.92659100e-04    9.64293155e-01    9.64293155e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
65       2.99212700e-04    9.52573504e-01    9.52573504e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
66       3.05766300e-04    9.39238912e-01    9.39238912e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
67       3.12319900e-04    9.24311986e-01    9.24311986e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
68       3.18873500e-04    9.07818032e-01    9.07818032e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
69       3.25427100e-04    8.89785012e-01    8.89785012e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
70       3.31980700e-04    8.70243499e-01    8.70243499e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
71       3.38534300e-04    8.49226623e-01    8.49226623e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
72       3.45087900e-04    8.26770014e-01    8.26770014e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
73       3.51641500e-04    8.02911744e-01    8.02911744e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
74       3.58195100e-04    7.77692262e-01    7.77692262e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
75       3.64748700e-04    7.51154322e-01    7.51154322e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
76       3.71302300e-04    7.23342916e-01    7.23342916e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
77       3.77855900e-04    6.94305194e-01    6.94305194e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
78       3.84409500e-04    6.64090385e-01    6.64090385e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
79       3.90963100e-04    6.32749713e-01    6.32749713e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
80       3.97516700e-04    6.00336312e-01    6.00336312e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
81       4.04070300e-04    5.66905133e-01    5.66905133e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
82       4.10623900e-04    5.32512854e-01    5.32512854e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
83       4.17177500e-04    4.97217782e-01    4.97217782e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
84       4.23731100e-04    4.61079754e-01    4.61079754e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
85       4.30284700e-04    4.24160036e-01    4.24160036e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
86       4.36838300e-04    3.86521220e-01    3.86521220e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
87       4.43391900e-04    3.48227118e-01    3.48227118e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
88       4.49945500e-04    3.09342650e-01    3.09342650e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
89       4.56499100e-04    2.69933739e-01    2.69933739e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
90       4.63052700e-04    2.30067198e-01    2.30067198e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
91       4.69606300e-04    1.89810613e-01    1.89810613e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
92       4.76159900e-04    1.49232234e-01    1.49232234e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
93       4.82713500e-04    1.08400854e-01    1.08400854e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
94       4.95820700e-04    2.62562986e-02    2.62562986e-02    1.00000000e+02    1.00000000e+02    2.00000000e+02
95       5.00117216e-04   -7.36488061e-04   -7.36488061e-04    1.00000000e+02    1.00000000e+02    2.00000000e+02
96       5.04413731e-04   -2.77287380e-02   -2.77287380e-02    1.00000000e+02    1.00000000e+02    2.00000000e+02
97       5.13006763e-04   -8.16329624e-02   -8.16329624e-02    1.00000000e+02    1.00000000e+02    2.00000000e+02
98       5.21599794e-04   -1.35299277e-01   -1.35299277e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
99       5.30192826e-04   -1.88571277e-01   -1.88571277e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
100      5.38785857e-04   -2.41293708e-01   -2.41293708e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
101      5.47378889e-04   -2.93312915e-01   -2.93312915e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
102      5.55971920e-04   -3.44477296e-01   -3.44477296e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
103      5.64564952e-04   -3.94637737e-01   -3.94637737e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
104      5.73157983e-04   -4.43648052e-01   -4.43648052e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
105      5.81751015e-04   -4.91365405e-01   -4.91365405e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
106      5.90344046e-04   -5.37650729e-01   -5.37650729e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
107      5.98937077e-04   -5.82369132e-01   -5.82369132e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
108      6.07530109e-04   -6.25390287e-01   -6.25390287e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
109      6.16123140e-04   -6.66588813e-01   -6.66588813e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
110      6.24716172e-04   -7.05844642e-01   -7.05844642e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
111      6.33309203e-04   -7.43043367e-01   -7.43043367e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
112      6.41902235e-04   -7.78076578e-01   -7.78076578e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
113      6.50495266e-04   -8.10842173e-01   -8.10842173e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
114      6.59088298e-04   -8.41244662e-01   -8.41244662e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
115      6.67681329e-04   -8.69195438e-01   -8.69195438e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
116      6.76274360e-04   -8.94613045e-01   -8.94613045e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
117      6.84867392e-04   -9.17423403e-01   -9.17423403e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
118      6.93460423e-04   -9.37560036e-01   -9.37560036e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
119      7.02053455e-04   -9.54964257e-01   -9.54964257e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
120      7.10646486e-04   -9.69585344e-01   -9.69585344e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
121      7.19239518e-04   -9.81380686e-01   -9.81380686e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
122      7.27832549e-04   -9.90315905e-01   -9.90315905e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
123      7.36425581e-04   -9.96364962e-01   -9.96364962e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
124      7.45018612e-04   -9.99510227e-01   -9.99510227e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
125      7.53611644e-04   -9.99742533e-01   -9.99742533e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
126      7.62204675e-04   -9.97061205e-01   -9.97061205e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
127      7.70797706e-04   -9.91474055e-01   -9.91474055e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
128      7.79390738e-04   -9.82997367e-01   -9.82997367e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
129      7.87983769e-04   -9.71655846e-01   -9.71655846e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
130      7.96576801e-04   -9.57482545e-01   -9.57482545e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
131      8.05169832e-04   -9.40518770e-01   -9.40518770e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
132      8.13762864e-04   -9.20813961e-01   -9.20813961e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
133      8.22355895e-04   -8.98425545e-01   -8.98425545e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
134      8.30948927e-04   -8.73418770e-01   -8.73418770e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
135      8.39541958e-04   -8.45866516e-01   -8.45866516e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
136      8.47275686e-04   -8.18959319e-01   -8.18959319e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
137      8.54236042e-04   -7.93087908e-01   -7.93087908e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
138      8.61196397e-04   -7.65699883e-01   -7.65699883e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
139      8.68156753e-04   -7.36847620e-01   -7.36847620e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
140      8.75117108e-04   -7.06586291e-01   -7.06586291e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
141      8.82077464e-04   -6.74973766e-01   -6.74973766e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
142      8.89037819e-04   -6.42070497e-01   -6.42070497e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
143      8.95998175e-04   -6.07939404e-01   -6.07939404e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
144      9.02958530e-04   -5.72645755e-01   -5.72645755e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
145      9.09918886e-04   -5.36257042e-01   -5.36257042e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
146      9.16879241e-04   -4.98842852e-01   -4.98842852e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
147      9.23839597e-04   -4.60474730e-01   -4.60474730e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
148      9.30799952e-04   -4.21226048e-01   -4.21226048e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
149      9.37760308e-04   -3.81171860e-01   -3.81171860e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
150      9.44720663e-04   -3.40388762e-01   -3.40388762e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
151      9.51681019e-04   -2.98954742e-01   -2.98954742e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
152      9.58641374e-04   -2.56949035e-01   -2.56949035e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
153      9.65601729e-04   -2.14451967e-01   -2.14451967e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
154      9.72562085e-04   -1.71544805e-01   -1.71544805e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
155      9.79522440e-04   -1.28309600e-01   -1.28309600e-01    1.00000000e+02    1.00000000e+02    2.00000000e+02
156      9.86482796e-04   -8.48290295e-02   -8.48290295e-02    1.00000000e+02    1.00000000e+02    2.00000000e+02
157      9.93443151e-04   -4.11862419e-02   -4.11862419e-02    1.00000000e+02    1.00000000e+02    2.00000000e+02
158      1.00000000e-03   -2.44929318e-16   -1.02300468e-15    1.00000000e+02    1.00000000e+02    2.00000000e+02
0        0.00000000e+00    0.00000000e+00    0.00000000e+00    2.00000000e+02    2.00000000e+02    4.00000000e+02
1        1.00000000e-10    6.28318531e-07    3.14159265e-07    2.00000000e+02    2.00000000e+02    4.00000000e+02
2        3.00000000e-10    1.88495559e-06    9.42477796e-07    2.00000000e+02    2.00000000e+02    4.00000000e+02
3        7.00000000e-10    4.39822972e-06    2.19911486e-06    2.00000000e+02    2.00000000e+02    4.00000000e+02
4        1.50000000e-09    9.42477796e-06    4.71238898e-06    2.00000000e+02    2.00000000e+02    4.00000000e+02
5        3.10000000e-09    1.94778745e-05    9.73893723e-06    2.00000000e+02    2.00000000e+02    4.00000000e+02
6        6.30000000e-09    3.95840674e-05    1.97920337e-05    2.00000000e+02    2.00000000e+02    4.00000000e+02
7        1.27000000e-08    7.97964533e-05    3.98982267e-05    2.00000000e+02    2.00000000e+02    4.00000000e+02
8        2.55000000e-08    1.60221225e-04    8.01106123e-05    2.00000000e+02    2.00000000e+02    4.00000000e+02
9        5.11000000e-08    3.21070764e-04    1.60535382e-04    2.00000000e+02    2.00000000e+02    4.00000000e+02
10       1.02300000e-07    6.42769813e-04    3.21384906e-04    2.00000000e+02    2.00000000e+02    4.00000000e+02
11       2.04700000e-07    1.28616768e-03    6.43083839e-04    2.00000000e+02    2.00000000e+02    4.00000000e+02
12       4.09500000e-07    2.57296154e-03    1.28648077e-03    2.00000000e+02    2.00000000e+02    4.00000000e+02
13       8.19100000e-07    5.14653437e-03    2.57326718e-03    2.00000000e+02    2.00000000e+02    4.00000000e+02
14       1.22870000e-06    7.72007310e-03    3.86003655e-03    2.00000000e+02    2.00000000e+02    4.00000000e+02
15       2.04790000e-06    1.28669801e-02    6.43349006e-03    2.00000000e+02    2.00000000e+02    4.00000000e+02
16       2.86710000e-06    1.80135463e-02    9.00677313e-03    2.00000000e+02    2.00000000e+02    4.00000000e+02
17       4.50550000e-06    2.83051105e-02    1.41525552e-02    2.00000000e+02    2.00000000e+02    4.00000000e+02
18       7.78230000e-06    4.88781498e-02    2.44390749e-02    2.00000000e+02    2.00000000e+02    4.00000000e+02
19       1.43359000e-05    8.99533612e-02    4.49766806e-02    2.00000000e+02    2.00000000e+02    4.00000000e+02
20       2.08895000e-05    1.30876071e-01    6.54380353e-02    2.00000000e+02    2.00000000e+02    4.00000000e+02
21       2.74431000e-05    1.71576900e-01    8.57884498e-02    2.00000000e+02    2.00000000e+02    4.00000000e+02
22       3.39967000e-05    2.11986847e-01    1.05993423e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
23       4.05503000e-05    2.52037403e-01    1.26018701e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
24       4.71039000e-05    2.91660668e-01    1.45830334e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
25       5.36575000e-05    3.30789468e-01    1.65394734e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
26       6.02111000e-05    3.69357466e-01    1.84678733e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
27       6.67647000e-05    4.07299275e-01    2.03649637e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
28       7.33183000e-05    4.44550571e-01    2.22275285e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
29       7.98719000e-05    4.81048200e-01    2.40524100e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
30       8.64255000e-05    5.16730286e-01    2.58365143e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
31       9.29791000e-05    5.51536336e-01    2.75768168e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
32       9.95327000e-05    5.85407341e-01    2.92703671e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
33       1.06086300e-04    6.18285878e-01    3.09142939e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
34       1.12639900e-04    6.50116208e-01    3.25058104e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
35       1.19193500e-04    6.80844365e-01    3.40422183e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
36       1.25747100e-04    7.10418256e-01    3.55209128e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
37       1.32300700e-04    7.38787743e-01    3.69393871e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
38       1.38854300e-04    7.65904729e-01    3.82952365e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
39       1.45407900e-04    7.91723242e-01    3.95861621e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
40       1.51961500e-04    8.16199510e-01    4.08099755e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
41       1.58515100e-04    8.39292039e-01    4.19646019e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
42       1.65068700e-04    8.60961677e-01    4.30480838e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
43       1.71622300e-04    8.81171688e-01    4.40585844e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
44       1.78175900e-04    8.99887808e-01    4.49943904e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
45       1.84729500e-04    9.17078307e-01    4.58539154e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
46       1.91283100e-04    9.32714042e-01    4.66357021e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
47       1.97836700e-04    9.46768504e-01    4.73384252e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
48       2.04390300e-04    9.59217867e-01    4.79608933e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
49       2.10943900e-04    9.70041023e-01    4.85020512e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
50       2.17497500e-04    9.79219625e-01    4.89609813e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
51       2.24051100e-04    9.86738111e-01    4.93369056e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
52       2.30604700e-04    9.92583736e-01    4.96291868e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
53       2.37158300e-04    9.96746587e-01    4.98373294e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
54       2.43711900e-04    9.99219609e-01    4.99609805e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
55       2.50265500e-04    9.99998609e-01    4.99999304e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
56       2.56819100e-04    9.99082265e-01    4.99541132e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
57       2.63372700e-04    9.96472131e-01    4.98236066e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
58       2.69926300e-04    9.92172633e-01    4.96086317e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
59       2.76479900e-04    9.86191060e-01    4.93095530e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
60       2.83033500e-04    9.78537551e-01    4.89268776e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
61       2.89587100e-04    9.69225084e-01    4.84612542e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
62       2.96140700e-04    9.58269445e-01    4.79134722e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
63       3.02694300e-04    9.45689208e-01    4.72844604e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
64       3.09247900e-04    9.31505701e-01    4.65752851e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
65       3.15801500e-04    9.15742971e-01    4.57871485e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
66       3.22355100e-04    8.98427739e-01    4.49213869e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
67       3.28908700e-04    8.79589362e-01    4.39794681e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
68       3.35462300e-04    8.59259777e-01    4.29629888e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
69       3.42015900e-04    8.37473450e-01    4.18736725e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
70       3.48569500e-04    8.14267316e-01    4.07133658e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
71       3.55123100e-04    7.89680717e-01    3.94840358e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
72       3.61676700e-04    7.63755337e-01    3.81877668e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
73       3.68230300e-04    7.36535127e-01    3.68267564e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
74       3.74783900e-04    7.08066236e-01    3.54033118e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
75       3.81337500e-04    6.78396928e-01    3.39198464e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
76       3.87891100e-04    6.47577503e-01    3.23788751e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
77       3.94444700e-04    6.15660210e-01    3.07830105e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
78       4.00998300e-04    5.82699160e-01    2.91349580e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
79       4.07551900e-04    5.48750234e-01    2.74375117e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
80       4.14105500e-04    5.13870987e-01    2.56935493e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
81       4.20659100e-04    4.78120551e-01    2.39060275e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
82       4.27212700e-04    4.41559535e-01    2.20779767e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
83       4.33766300e-04    4.04249923e-01    2.02124962e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
84       4.40319900e-04    3.66254968e-01    1.83127484e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
85       4.46873500e-04    3.27639084e-01    1.63819542e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
86       4.53427100e-04    2.88467739e-01    1.44233869e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
