   1.58489319e+04    1.42572081e-01   -2.25741538e-01    1.42572081e-01   -2.25741538e-01    3.97818118e-15    2.83588784e-16
   2.51188643e+04    6.85185473e-02   -1.71943253e-01    6.85185473e-02   -1.71943253e-01    3.97818118e-15    1.36289598e-16
   3.98107171e+04    2.97298957e-02   -1.18241622e-01    2.97298957e-02   -1.18241622e-01    3.97818118e-15    5.91354558e-17
   6.30957344e+04    1.22749871e-02   -7.73745322e-02    1.22749871e-02   -7.73745322e-02    3.97818118e-15    2.44160613e-17
   1.00000000e+05    4.96005236e-03   -4.95522357e-02    4.96005236e-03   -4.95522357e-02    3.97818118e-15    9.86599348e-18
   1.58489319e+05    1.98649344e-03   -3.14531487e-02    1.98649344e-03   -3.14531487e-02    3.97818118e-15    3.95131542e-18
   2.51188643e+05    7.92732956e-04   -1.98931660e-02    7.92732956e-04   -1.98931660e-02    3.97818118e-15    1.57681767e-18
   3.98107171e+05    3.15894126e-04   -1.25637285e-02    3.15894126e-04   -1.25637285e-02    3.97818118e-15    6.28342034e-19
   6.30957344e+05    1.25807557e-04   -7.93019238e-03    1.25807557e-04   -7.93019238e-03    3.97818118e-15    2.50242629e-19
   1.00000000e+06    5.00924770e-05   -5.00437101e-03    5.00924770e-05   -5.00437101e-03    3.97818118e-15    9.96384746e-20
   1.58489319e+06    1.99433769e-05   -3.15773506e-03    1.99433769e-05   -3.15773506e-03    3.97818118e-15    3.96691833e-20
   2.51188643e+06    7.93979195e-06   -1.99244396e-03    7.93979195e-06   -1.99244396e-03    3.97818118e-15    1.57929655e-20
   3.98107171e+06    3.16091832e-06   -1.25715917e-03    3.16091832e-06   -1.25715917e-03    3.97818118e-15    6.28735289e-21
   6.30957344e+06    1.25838904e-06   -7.93216827e-04    1.25838904e-06   -7.93216827e-04    3.97818118e-15    2.50304979e-21
   1.00000000e+07    5.00974458e-07   -5.00486741e-04    5.00974458e-07   -5.00486741e-04    3.97818118e-15    9.96483581e-22
   1.58489319e+07    1.99441644e-07   -3.15785975e-04    1.99441644e-07   -3.15785975e-04    3.97818118e-15    3.96707498e-22
   2.51188643e+07    7.93991677e-08   -1.99247528e-04    7.93991677e-08   -1.99247528e-04    3.97818118e-15    1.57932138e-22
   3.98107171e+07    3.16093810e-08   -1.25716703e-04    3.16093810e-08   -1.25716703e-04    3.97818118e-15    6.28739224e-23
   6.30957344e+07    1.25839217e-08   -7.93218803e-05    1.25839217e-08   -7.93218803e-05    3.97818118e-15    2.50305603e-23
   1.00000000e+08    5.00974955e-09   -5.00487237e-05    5.00974955e-09   -5.00487237e-05    3.97818118e-15    9.96484569e-24
End of Xyce(TM) Parameter Sweep
