V(g) I(d) I(g) I(s) I(b)
0.17 -2.88604e-08 1.70908e-11 -1.26246e-11 2.8856e-08
0.16 -2.88622e-08 1.58848e-11 -9.655e-12 2.8856e-08
0.15 -2.88647e-08 1.46755e-11 -5.9802e-12 2.8856e-08
0.14 -2.88681e-08 1.34608e-11 -1.3177e-12 2.8856e-08
0.13 -2.88729e-08 1.22425e-11 4.7236e-12 2.8856e-08
0.12 -2.88797e-08 1.10267e-11 1.26889e-11 2.8856e-08
0.11 -2.88891e-08 9.8229e-12 2.33409e-11 2.8856e-08
0.1 -2.89024e-08 8.6432e-12 3.77514e-11 2.8856e-08
0.09 -2.89209e-08 7.5e-12 5.74288e-11 2.8856e-08
0.08 -2.89469e-08 6.4043e-12 8.44963e-11 2.8856e-08
0.07 -2.89833e-08 5.3653e-12 1.219416e-10 2.8856e-08
0.06 -2.90343e-08 4.3893e-12 1.739672e-10 2.8856e-08
0.05 -2.91059e-08 3.4808e-12 2.464819e-10 2.8856e-08
0.04 -2.92064e-08 2.642e-12 3.477931e-10 2.8856e-08
0.03 -2.93474e-08 1.8744e-12 4.895808e-10 2.8856e-08
0.02 -2.95454e-08 1.1784e-12 6.8827e-10 2.8856e-08
0.01 -2.98235e-08 5.5458e-13 9.669636e-10 2.8856e-08
0. -3.02142e-08 3.2896e-15 1.3582e-09 2.8856e-08
-0.01 -3.07631e-08 -5.279375e-13 1.9077e-09 2.8856e-08
-0.02 -3.15348e-08 -1.0858e-12 2.6799e-09 2.8856e-08
-0.03 -3.26199e-08 -1.6585e-12 3.7656e-09 2.8856e-08
-0.04 -3.41462e-08 -2.2325e-12 5.2924e-09 2.8856e-08
-0.05 -3.62934e-08 -2.795e-12 7.4402e-09 2.8856e-08
-0.06 -3.93153e-08 -3.3374e-12 1.04626e-08 2.88561e-08
-0.07 -4.35691e-08 -3.857e-12 1.47169e-08 2.88561e-08
-0.08 -4.95589e-08 -4.3577e-12 2.0707e-08 2.88562e-08
-0.09 -5.7995e-08 -4.8479e-12 2.91436e-08 2.88562e-08
-0.1 -6.98797e-08 -5.3389e-12 4.10287e-08 2.88563e-08
-0.11 -8.66268e-08 -5.8431e-12 5.77761e-08 2.88565e-08
-0.12 -1.102311e-07 -6.374e-12 8.13807e-08 2.88567e-08
-0.13 -1.435074e-07 -6.9468e-12 1.146573e-07 2.8857e-08
-0.14 -1.904277e-07 -7.579e-12 1.615778e-07 2.88575e-08
-0.15 -2.565971e-07 -8.2933e-12 2.277473e-07 2.88581e-08
-0.16 -3.499234e-07 -9.1191e-12 3.210736e-07 2.88589e-08
-0.17 -4.8156e-07 -1.00966e-11 4.527099e-07 2.88601e-08
-0.18 -6.672284e-07 -1.1281e-11 6.383779e-07 2.88618e-08
-0.19 -9.290692e-07 -1.27485e-11 9.002178e-07 2.88642e-08
-0.2 -1.2982e-06 -1.46037e-11 1.2694e-06 2.88676e-08
-0.21 -1.8184e-06 -1.69888e-11 1.7895e-06 2.88723e-08
-0.22 -2.5506e-06 -2.00938e-11 2.5217e-06 2.88789e-08
-0.23 -3.5798e-06 -2.4166e-11 3.5509e-06 2.88882e-08
-0.24 -5.0234e-06 -2.95157e-11 4.9945e-06 2.8901e-08
-0.25 -7.0412e-06 -3.65132e-11 7.0123e-06 2.89187e-08
-0.26 -9.8479e-06 -4.55688e-11 9.819e-06 2.8943e-08
-0.27 -1.3724e-05 -5.70935e-11 1.36951e-05 2.89758e-08
-0.28 -1.90243e-05 -7.14403e-11 1.89953e-05 2.90195e-08
-0.29 -2.61772e-05 -8.88392e-11 2.61483e-05 2.90764e-08
-0.3 -3.56723e-05 -1.09349e-10 3.56432e-05 2.91487e-08
-0.31 -4.80322e-05 -1.328474e-10 4.8003e-05 2.92381e-08
-0.32 -6.37756e-05 -1.59063e-10 6.37464e-05 2.93453e-08
-0.33 -8.33785e-05 -1.87637e-10 8.33492e-05 2.94695e-08
-0.34 -0.0001072438 -2.181894e-10 0.0001072144 2.96087e-08
-0.35 -0.0001356848 -2.503697e-10 0.0001356553 2.976e-08
-0.36 -0.0001689233 -2.838867e-10 0.0001688936 2.99194e-08
-0.37 -0.0002070966 -3.18518e-10 0.0002070669 3.00824e-08
-0.38 -0.0002502714 -3.541067e-10 0.0002502415 3.02447e-08
-0.39 -0.000298457 -3.905519e-10 0.000298427 3.0402e-08
-0.4 -0.0003516189 -4.277974e-10 0.0003515887 3.05507e-08
-0.41 -0.0004096893 -4.658207e-10 0.000409659 3.06875e-08
-0.42 -0.0004725758 -5.046244e-10 0.0004725455 3.08101e-08
-0.43 -0.0005401683 -5.442287e-10 0.0005401379 3.09165e-08
-0.44 -0.0006123434 -5.84666e-10 0.000612313 3.10055e-08
-0.45 -0.0006889689 -6.259772e-10 0.0006889385 3.10766e-08
-0.46 -0.0007699066 -6.682079e-10 0.0007698761 3.11297e-08
-0.47 -0.0008550143 -7.114074e-10 0.0008549839 3.11651e-08
-0.48 -0.0009441483 -7.556261e-10 0.0009441179 3.11834e-08
-0.49 -0.0010372 -8.009149e-10 0.0010371 3.11858e-08
-0.5 -0.0011339 -8.473246e-10 0.0011339 3.11733e-08
-0.51 -0.0012343 -8.949049e-10 0.0012342 3.11472e-08
-0.52 -0.0013381 -9.437043e-10 0.001338 3.11091e-08
-0.53 -0.0014452 -9.937701e-10 0.0014452 3.10603e-08
-0.54 -0.0015555 -1.0451e-09 0.0015555 3.10023e-08
-0.55 -0.0016689 -1.0979e-09 0.0016689 3.09366e-08
-0.56 -0.0017852 -1.152e-09 0.0017852 3.08644e-08
-0.57 -0.0019043 -1.2076e-09 0.0019043 3.07871e-08
-0.58 -0.0020261 -1.2646e-09 0.0020261 3.07058e-08
-0.59 -0.0021505 -1.3232e-09 0.0021505 3.06217e-08
-0.6 -0.0022774 -1.3833e-09 0.0022773 3.05357e-08
-0.61 -0.0024066 -1.445e-09 0.0024065 3.04488e-08
-0.62 -0.0025381 -1.5083e-09 0.002538 3.03616e-08
-0.63 -0.0026717 -1.5733e-09 0.0026717 3.0275e-08
-0.64 -0.0028074 -1.64e-09 0.0028074 3.01896e-08
-0.65 -0.0029451 -1.7084e-09 0.0029451 3.01058e-08
-0.66 -0.0030847 -1.7785e-09 0.0030846 3.0024e-08
-0.67 -0.003226 -1.8504e-09 0.003226 2.99448e-08
-0.68 -0.0033691 -1.9241e-09 0.0033691 2.98682e-08
-0.69 -0.0035138 -1.9997e-09 0.0035138 2.97947e-08
-0.7 -0.0036601 -2.0771e-09 0.0036601 2.97243e-08
-0.71 -0.0038079 -2.1564e-09 0.0038079 2.96573e-08
-0.72 -0.0039571 -2.2376e-09 0.0039571 2.95936e-08
-0.73 -0.0041076 -2.3207e-09 0.0041076 2.95333e-08
-0.74 -0.0042594 -2.4058e-09 0.0042594 2.94765e-08
-0.75 -0.0044124 -2.4928e-09 0.0044124 2.94231e-08
-0.76 -0.0045666 -2.5819e-09 0.0045666 2.93731e-08
-0.77 -0.0047218 -2.673e-09 0.0047218 2.93264e-08
-0.78 -0.0048781 -2.7661e-09 0.0048781 2.92829e-08
-0.79 -0.0050353 -2.8613e-09 0.0050353 2.92425e-08
-0.8 -0.0051935 -2.9585e-09 0.0051934 2.92051e-08
-0.81 -0.0053525 -3.0578e-09 0.0053524 2.91706e-08
-0.82 -0.0055123 -3.1593e-09 0.0055122 2.91388e-08
-0.83 -0.0056728 -3.2628e-09 0.0056728 2.91096e-08
-0.84 -0.0058341 -3.3684e-09 0.0058341 2.90829e-08
-0.85 -0.005996 -3.4762e-09 0.005996 2.90585e-08
-0.86 -0.0061585 -3.5862e-09 0.0061585 2.90363e-08
-0.87 -0.0063216 -3.6982e-09 0.0063216 2.90162e-08
-0.88 -0.0064852 -3.8124e-09 0.0064852 2.89979e-08
-0.89 -0.0066493 -3.9288e-09 0.0066493 2.89815e-08
-0.9 -0.0068139 -4.0473e-09 0.0068138 2.89666e-08
-0.91 -0.0069788 -4.168e-09 0.0069788 2.89533e-08
-0.92 -0.0071441 -4.2909e-09 0.0071441 2.89413e-08
-0.93 -0.0073097 -4.4159e-09 0.0073097 2.89306e-08
-0.94 -0.0074756 -4.543e-09 0.0074756 2.89211e-08
-0.95 -0.0076418 -4.6723e-09 0.0076418 2.89127e-08
-0.96 -0.0078082 -4.8037e-09 0.0078081 2.89052e-08
-0.97 -0.0079747 -4.9372e-09 0.0079747 2.88986e-08
-0.98 -0.0081414 -5.0729e-09 0.0081414 2.88927e-08
-0.99 -0.0083083 -5.2106e-09 0.0083083 2.88876e-08
-1.00000 -0.0084752 -5.3505e-09 0.0084752 2.88831e-08
-1.01000 -0.0086422 -5.4924e-09 0.0086422 2.88792e-08
-1.02000 -0.0088092 -5.6363e-09 0.0088092 2.88758e-08
-1.03000 -0.0089762 -5.7823e-09 0.0089762 2.88728e-08
-1.04000 -0.0091433 -5.9302e-09 0.0091432 2.88703e-08
-1.05000 -0.0093102 -6.0802e-09 0.0093102 2.88681e-08
-1.06000 -0.0094771 -6.2321e-09 0.0094771 2.88662e-08
-1.07000 -0.0096439 -6.3859e-09 0.0096439 2.88645e-08
-1.08000 -0.0098106 -6.5416e-09 0.0098105 2.88631e-08
-1.09000 -0.0099771 -6.6992e-09 0.009977 2.8862e-08
-1.10000 -0.0101434 -6.8586e-09 0.0101434 2.8861e-08
-1.11000 -0.0103096 -7.0197e-09 0.0103095 2.88601e-08
-1.12000 -0.0104755 -7.1827e-09 0.0104755 2.88594e-08
-1.13000 -0.0106412 -7.3473e-09 0.0106412 2.88588e-08
-1.14000 -0.0108067 -7.5136e-09 0.0108066 2.88583e-08
-1.15000 -0.0109718 -7.6815e-09 0.0109718 2.88579e-08
-1.16000 -0.0111367 -7.851e-09 0.0111367 2.88575e-08
-1.17000 -0.0113013 -8.022e-09 0.0113012 2.88572e-08
-1.18000 -0.0114655 -8.1945e-09 0.0114655 2.8857e-08
-1.19000 -0.0116294 -8.3684e-09 0.0116293 2.88568e-08
-1.20000 -0.0117929 -8.5437e-09 0.0117928 2.88566e-08
1.00000 -5.408561e-10 9.321145e-10 -8.586447e-10 4.673863e-10
0.99 -5.381427e-10 9.107045e-10 -8.399481e-10 4.673863e-10
0.98 -5.354243e-10 8.894129e-10 -8.213749e-10 4.673863e-10
0.97 -5.327159e-10 8.682736e-10 -8.02944e-10 4.673863e-10
0.96 -5.300316e-10 8.473185e-10 -7.846732e-10 4.673863e-10
0.95 -5.273845e-10 8.26577e-10 -7.665788e-10 4.673864e-10
0.94 -5.247863e-10 8.060758e-10 -7.486759e-10 4.673864e-10
0.93 -5.222471e-10 7.858385e-10 -7.309778e-10 4.673864e-10
0.92 -5.19776e-10 7.658858e-10 -7.134962e-10 4.673864e-10
0.91 -5.173802e-10 7.462351e-10 -6.962413e-10 4.673864e-10
0.9 -5.15066e-10 7.269011e-10 -6.792215e-10 4.673864e-10
0.89 -5.128381e-10 7.078955e-10 -6.624438e-10 4.673864e-10
0.88 -5.107002e-10 6.892274e-10 -6.459135e-10 4.673864e-10
0.87 -5.08655e-10 6.709034e-10 -6.296347e-10 4.673864e-10
0.86 -5.067043e-10 6.529281e-10 -6.136102e-10 4.673864e-10
0.85 -5.04849e-10 6.353042e-10 -5.978415e-10 4.673864e-10
0.84 -5.030896e-10 6.180324e-10 -5.823291e-10 4.673864e-10
0.83 -5.014262e-10 6.011124e-10 -5.670726e-10 4.673864e-10
0.82 -4.998585e-10 5.845426e-10 -5.520705e-10 4.673864e-10
0.81 -4.983861e-10 5.683202e-10 -5.373205e-10 4.673864e-10
0.8 -4.970086e-10 5.524419e-10 -5.228197e-10 4.673864e-10
0.79 -4.957259e-10 5.369037e-10 -5.085641e-10 4.673864e-10
0.78 -4.945381e-10 5.21701e-10 -4.945492e-10 4.673864e-10
0.77 -4.934458e-10 5.068289e-10 -4.807695e-10 4.673864e-10
0.76 -4.924502e-10 4.922825e-10 -4.672187e-10 4.673864e-10
0.75 -4.915533e-10 4.780565e-10 -4.538895e-10 4.673864e-10
0.74 -4.907582e-10 4.641456e-10 -4.407738e-10 4.673864e-10
0.73 -4.900689e-10 4.505444e-10 -4.278618e-10 4.673864e-10
0.72 -4.894912e-10 4.372476e-10 -4.151427e-10 4.673864e-10
0.71 -4.890323e-10 4.242499e-10 -4.02604e-10 4.673864e-10
0.7 -4.887014e-10 4.115462e-10 -3.902311e-10 4.673864e-10
0.69 -4.885104e-10 3.991313e-10 -3.780073e-10 4.673864e-10
0.68 -4.884737e-10 3.870002e-10 -3.659129e-10 4.673864e-10
0.67 -4.886092e-10 3.751481e-10 -3.539253e-10 4.673864e-10
0.66 -4.889387e-10 3.635701e-10 -3.420178e-10 4.673864e-10
0.65 -4.894889e-10 3.522616e-10 -3.301591e-10 4.673864e-10
0.64 -4.902919e-10 3.41218e-10 -3.183125e-10 4.673864e-10
0.63 -4.913866e-10 3.304349e-10 -3.064347e-10 4.673864e-10
0.62 -4.928199e-10 3.199077e-10 -2.944742e-10 4.673864e-10
0.61 -4.946482e-10 3.096323e-10 -2.823705e-10 4.673864e-10
0.6 -4.969394e-10 2.996044e-10 -2.700514e-10 4.673864e-10
0.59 -4.997748e-10 2.898198e-10 -2.574313e-10 4.673864e-10
0.58 -5.032523e-10 2.802743e-10 -2.444084e-10 4.673864e-10
0.57 -5.07489e-10 2.709639e-10 -2.308613e-10 4.673864e-10
0.56 -5.126256e-10 2.618845e-10 -2.166452e-10 4.673864e-10
0.55 -5.18831e-10 2.530319e-10 -2.015873e-10 4.673864e-10
0.54 -5.263077e-10 2.444022e-10 -1.854809e-10 4.673864e-10
0.53 -5.352985e-10 2.359911e-10 -1.68079e-10 4.673864e-10
0.52 -5.460952e-10 2.277946e-10 -1.490858e-10 4.673864e-10
0.51 -5.590478e-10 2.198083e-10 -1.281468e-10 4.673864e-10
0.5 -5.745769e-10 2.120278e-10 -1.048373e-10 4.673864e-10
0.49 -5.931875e-10 2.044488e-10 -7.86476e-11 4.673864e-10
0.48 -6.154866e-10 1.970665e-10 -4.89662e-11 4.673864e-10
0.47 -6.422039e-10 1.89876e-10 -1.50585e-11 4.673864e-10
0.46 -6.742169e-10 1.828723e-10 2.39582e-11 4.673864e-10
0.45 -7.125813e-10 1.760499e-10 6.91451e-11 4.673864e-10
0.44 -7.585677e-10 1.694029e-10 1.217785e-10 4.673864e-10
0.43 -8.137058e-10 1.629251e-10 1.833944e-10 4.673864e-10
0.42 -8.798379e-10 1.566097e-10 2.558418e-10 4.673864e-10
0.41 -9.591836e-10 1.504493e-10 3.41348e-10 4.673864e-10
0.4 -1.0544e-09 1.444359e-10 4.425962e-10 4.673864e-10
0.39 -1.1688e-09 1.385609e-10 5.628211e-10 4.673864e-10
0.38 -1.3061e-09 1.328149e-10 7.059228e-10 4.673864e-10
0.37 -1.4712e-09 1.271878e-10 8.76606e-10 4.673864e-10
0.36 -1.6696e-09 1.216693e-10 1.0805e-09 4.673864e-10
0.35 -1.9082e-09 1.162487e-10 1.3246e-09 4.673864e-10
0.34 -2.1953e-09 1.109155e-10 1.617e-09 4.673864e-10
0.33 -2.5409e-09 1.056602e-10 1.9679e-09 4.673864e-10
0.32 -2.957e-09 1.004746e-10 2.3891e-09 4.673864e-10
0.31 -3.4582e-09 9.5353e-11 2.8954e-09 4.673864e-10
0.3 -4.0621e-09 9.0293e-11 3.5045e-09 4.673864e-10
0.29 -4.7902e-09 8.52959e-11 4.2375e-09 4.673864e-10
0.28 -5.6682e-09 8.03671e-11 5.1204e-09 4.673864e-10
0.27 -6.7274e-09 7.55162e-11 6.1845e-09 4.673864e-10
0.26 -8.0056e-09 7.07562e-11 7.4674e-09 4.673864e-10
0.25 -9.5487e-09 6.61025e-11 9.0152e-09 4.673864e-10
0.24 -1.14123e-08 6.15715e-11 1.08833e-08 4.673864e-10
0.23 -1.36636e-08 5.71794e-11 1.3139e-08 4.673864e-10
0.22 -1.63841e-08 5.29411e-11 1.58638e-08 4.673864e-10
0.21 -1.96729e-08 4.88691e-11 1.91567e-08 4.673864e-10
0.2 -2.36499e-08 4.49732e-11 2.31375e-08 4.673864e-10
0.19 -2.84603e-08 4.12601e-11 2.79517e-08 4.673864e-10
0.18 -3.42808e-08 3.77338e-11 3.37757e-08 4.673864e-10
0.17 -4.13253e-08 3.43954e-11 4.08236e-08 4.673864e-10
0.16 -4.98537e-08 3.12438e-11 4.93551e-08 4.673864e-10
0.15 -6.01812e-08 2.82761e-11 5.96855e-08 4.673864e-10
0.14 -7.26904e-08 2.54877e-11 7.21975e-08 4.673864e-10
0.13 -8.78458e-08 2.28728e-11 8.73555e-08 4.673864e-10
0.12 -1.062112e-07 2.04246e-11 1.057234e-07 4.673864e-10
0.11 -1.284709e-07 1.81356e-11 1.279853e-07 4.673864e-10
0.1 -1.554553e-07 1.5998e-11 1.549719e-07 4.673864e-10
0.09 -1.881723e-07 1.40031e-11 1.876909e-07 4.673864e-10
0.08 -2.278444e-07 1.2142e-11 2.273649e-07 4.673864e-10
0.07 -2.759542e-07 1.04055e-11 2.754764e-07 4.673864e-10
0.06 -3.342985e-07 8.7838e-12 3.338224e-07 4.673864e-10
0.05 -4.05054e-07 7.2667e-12 4.045794e-07 4.673864e-10
0.04 -4.908547e-07 5.8435e-12 4.903815e-07 4.673864e-10
0.03 -5.948851e-07 4.5024e-12 5.944132e-07 4.673864e-10
0.02 -7.209896e-07 3.2312e-12 7.20519e-07 4.673864e-10
0.01 -8.738018e-07 2.016e-12 8.733324e-07 4.673864e-10
0. -1.0589e-06 8.41562e-13 1.0584e-06 4.673864e-10
-0.01 -1.283e-06 -3.870442e-13 1.2825e-06 4.673864e-10
-0.02 -1.554e-06 -1.765e-12 1.5535e-06 4.673864e-10
-0.03 -1.8815e-06 -3.3111e-12 1.881e-06 4.673864e-10
-0.04 -2.2768e-06 -5.0466e-12 2.2763e-06 4.673864e-10
-0.05 -2.7531e-06 -6.9956e-12 2.7527e-06 4.673864e-10
-0.06 -3.3262e-06 -9.1856e-12 3.3258e-06 4.673864e-10
-0.07 -4.0141e-06 -1.16483e-11 4.0137e-06 4.673864e-10
-0.08 -4.8377e-06 -1.44198e-11 4.8373e-06 4.673864e-10
-0.09 -5.8208e-06 -1.75421e-11 5.8203e-06 4.673864e-10
-0.1 -6.99e-06 -2.10634e-11 6.9895e-06 4.673864e-10
-0.11 -8.3748e-06 -2.5039e-11 8.3743e-06 4.673864e-10
-0.12 -1.00073e-05 -2.95323e-11 1.00068e-05 4.673864e-10
-0.13 -1.19216e-05 -3.46146e-11 1.19212e-05 4.673864e-10
-0.14 -1.41531e-05 -4.03653e-11 1.41527e-05 4.673864e-10
-0.15 -1.67376e-05 -4.68714e-11 1.67372e-05 4.673864e-10
-0.16 -1.97099e-05 -5.42258e-11 1.97095e-05 4.673864e-10
-0.17 -2.31029e-05 -6.25264e-11 2.31025e-05 4.673864e-10
-0.18 -2.69457e-05 -7.18738e-11 2.69453e-05 4.673864e-10
-0.19 -3.12629e-05 -8.23693e-11 3.12625e-05 4.673864e-10
-0.2 -3.60729e-05 -9.41134e-11 3.60726e-05 4.673864e-10
-0.21 -4.13878e-05 -1.072034e-10 4.13874e-05 4.673864e-10
-0.22 -4.72123e-05 -1.217323e-10 4.72119e-05 4.673864e-10
-0.23 -5.35441e-05 -1.377874e-10 5.35437e-05 4.673864e-10
-0.24 -6.03739e-05 -1.554497e-10 6.03736e-05 4.673864e-10
-0.25 -6.76866e-05 -1.74793e-10 6.76863e-05 4.673864e-10
-0.26 -7.54614e-05 -1.958845e-10 7.54611e-05 4.673864e-10
-0.27 -8.36734e-05 -2.18785e-10 8.36732e-05 4.673864e-10
-0.28 -9.22945e-05 -2.435494e-10 9.22943e-05 4.673864e-10
-0.29 -0.0001012942 -2.702282e-10 0.000101294 4.673864e-10
-0.3 -0.0001106409 -2.988679e-10 0.0001106407 4.673864e-10
-0.31 -0.0001203024 -3.295122e-10 0.0001203023 4.673864e-10
-0.32 -0.0001302468 -3.622032e-10 0.0001302467 4.673864e-10
-0.33 -0.0001404429 -3.969823e-10 0.0001404428 4.673864e-10
-0.34 -0.0001508604 -4.338905e-10 0.0001508603 4.673864e-10
-0.35 -0.0001614707 -4.729694e-10 0.0001614707 4.673864e-10
-0.36 -0.0001722465 -5.142613e-10 0.0001722466 4.673864e-10
-0.37 -0.0001831625 -5.578099e-10 0.0001831626 4.673864e-10
-0.38 -0.0001941949 -6.036603e-10 0.000194195 4.673864e-10
-0.39 -0.0002053216 -6.51859e-10 0.0002053218 4.673864e-10
-0.4 -0.0002165223 -7.024541e-10 0.0002165225 4.673864e-10
-0.41 -0.0002277783 -7.554953e-10 0.0002277786 4.673864e-10
-0.42 -0.0002390724 -8.110339e-10 0.0002390727 4.673864e-10
-0.43 -0.0002503889 -8.691226e-10 0.0002503893 4.673864e-10
-0.44 -0.0002617136 -9.298152e-10 0.000261714 4.673864e-10
-0.45 -0.0002730333 -9.931671e-10 0.0002730338 4.673864e-10
-0.46 -0.0002843363 -1.0592e-09 0.0002843369 4.673864e-10
-0.47 -0.0002956118 -1.1281e-09 0.0002956124 4.673864e-10
-0.48 -0.00030685 -1.1997e-09 0.0003068508 4.673864e-10
-0.49 -0.0003180423 -1.2743e-09 0.0003180431 4.673864e-10
-0.5 -0.0003291806 -1.3518e-09 0.0003291815 4.673864e-10
-0.51 -0.000340258 -1.4323e-09 0.0003402589 4.673864e-10
-0.52 -0.0003512678 -1.5159e-09 0.0003512689 4.673864e-10
-0.53 -0.0003622045 -1.6026e-09 0.0003622056 4.673864e-10
-0.54 -0.0003730629 -1.6925e-09 0.0003730641 4.673864e-10
-0.55 -0.0003838384 -1.7857e-09 0.0003838397 4.673864e-10
-0.56 -0.000394527 -1.8822e-09 0.0003945284 4.673864e-10
-0.57 -0.000405125 -1.982e-09 0.0004051265 4.673864e-10
-0.58 -0.0004156294 -2.0852e-09 0.000415631 4.673864e-10
-0.59 -0.0004260373 -2.192e-09 0.000426039 4.673864e-10
-0.6 -0.0004363462 -2.3023e-09 0.0004363481 4.673864e-10
-0.61 -0.0004465542 -2.4161e-09 0.0004465562 4.673864e-10
-0.62 -0.0004566594 -2.5337e-09 0.0004566615 4.673864e-10
-0.63 -0.0004666603 -2.6549e-09 0.0004666625 4.673864e-10
-0.64 -0.0004765555 -2.7799e-09 0.0004765578 4.673864e-10
-0.65 -0.0004863441 -2.9087e-09 0.0004863465 4.673864e-10
-0.66 -0.0004960251 -3.0414e-09 0.0004960277 4.673864e-10
-0.67 -0.0005055979 -3.178e-09 0.0005056007 4.673864e-10
-0.68 -0.0005150621 -3.3185e-09 0.0005150649 4.673864e-10
-0.69 -0.0005244171 -3.4631e-09 0.0005244201 4.673864e-10
-0.7 -0.000533663 -3.6116e-09 0.0005336661 4.673864e-10
-0.71 -0.0005427995 -3.7643e-09 0.0005428028 4.673864e-10
-0.72 -0.0005518268 -3.9211e-09 0.0005518302 4.673864e-10
-0.73 -0.0005607449 -4.0821e-09 0.0005607485 4.673864e-10
-0.74 -0.0005695541 -4.2472e-09 0.0005695579 4.673864e-10
-0.75 -0.0005782549 -4.4166e-09 0.0005782588 4.673864e-10
-0.76 -0.0005868475 -4.5902e-09 0.0005868516 4.673864e-10
-0.77 -0.0005953324 -4.7681e-09 0.0005953367 4.673864e-10
-0.78 -0.0006037103 -4.9503e-09 0.0006037148 4.673864e-10
-0.79 -0.0006119817 -5.1368e-09 0.0006119864 4.673864e-10
-0.8 -0.0006201473 -5.3277e-09 0.0006201522 4.673864e-10
-0.81 -0.0006282078 -5.5229e-09 0.0006282129 4.673864e-10
-0.82 -0.000636164 -5.7225e-09 0.0006361693 4.673864e-10
-0.83 -0.0006440166 -5.9264e-09 0.0006440221 4.673864e-10
-0.84 -0.0006517665 -6.1347e-09 0.0006517721 4.673864e-10
-0.85 -0.0006594145 -6.3474e-09 0.0006594203 4.673864e-10
-0.86 -0.0006669615 -6.5644e-09 0.0006669675 4.673864e-10
-0.87 -0.0006744083 -6.7858e-09 0.0006744147 4.673864e-10
-0.88 -0.0006817561 -7.0116e-09 0.0006817626 4.673864e-10
-0.89 -0.0006890056 -7.2416e-09 0.0006890123 4.673864e-10
-0.9 -0.0006961578 -7.476e-09 0.0006961648 4.673864e-10
-0.91 -0.0007032137 -7.7147e-09 0.0007032209 4.673864e-10
-0.92 -0.0007101743 -7.9576e-09 0.0007101818 4.673864e-10
-0.93 -0.0007170405 -8.2048e-09 0.0007170482 4.673864e-10
-0.94 -0.0007238134 -8.4561e-09 0.0007238214 4.673864e-10
-0.95 -0.0007304939 -8.7116e-09 0.0007305022 4.673864e-10
-0.96 -0.0007370831 -8.9712e-09 0.0007370916 4.673864e-10
-0.97 -0.000743582 -9.2349e-09 0.0007435908 4.673864e-10
-0.98 -0.0007499915 -9.5026e-09 0.0007500006 4.673864e-10
-0.99 -0.0007563127 -9.7742e-09 0.000756322 4.673864e-10
-1.00000 -0.0007625466 -1.00497e-08 0.0007625562 4.673864e-10
-1.01000 -0.0007686942 -1.0329e-08 0.000768704 4.673864e-10
-1.02000 -0.0007747564 -1.06121e-08 0.0007747666 4.673864e-10
-1.03000 -0.0007807344 -1.08988e-08 0.0007807448 4.673864e-10
-1.04000 -0.000786629 -1.11892e-08 0.0007866397 4.673864e-10
-1.05000 -0.0007924413 -1.1483e-08 0.0007924523 4.673864e-10
-1.06000 -0.0007981722 -1.17803e-08 0.0007981835 4.673864e-10
-1.07000 -0.0008038227 -1.20809e-08 0.0008038344 4.673864e-10
-1.08000 -0.0008093939 -1.23848e-08 0.0008094058 4.673864e-10
-1.09000 -0.0008148866 -1.26918e-08 0.0008148988 4.673864e-10
-1.10000 -0.0008203018 -1.30018e-08 0.0008203144 4.673864e-10
-1.11000 -0.0008256405 -1.33147e-08 0.0008256534 4.673864e-10
-1.12000 -0.0008309036 -1.36304e-08 0.0008309168 4.673864e-10
-1.13000 -0.000836092 -1.39488e-08 0.0008361055 4.673864e-10
-1.14000 -0.0008412067 -1.42698e-08 0.0008412205 4.673864e-10
-1.15000 -0.0008462486 -1.45932e-08 0.0008462627 4.673864e-10
-1.16000 -0.0008512185 -1.49189e-08 0.000851233 4.673864e-10
-1.17000 -0.0008561174 -1.52468e-08 0.0008561322 4.673864e-10
-1.18000 -0.0008609462 -1.55767e-08 0.0008609613 4.673864e-10
-1.19000 -0.0008657057 -1.59085e-08 0.0008657212 4.673864e-10
-1.20000 -0.0008703969 -1.62421e-08 0.0008704126 4.673864e-10
1.00000 -6.061e-08 1.0327e-09 -9.088865e-10 6.04861e-08
0.99 -6.06071e-08 1.0111e-09 -8.900488e-10 6.04861e-08
0.98 -6.06043e-08 9.894242e-10 -8.712687e-10 6.04861e-08
0.97 -6.06013e-08 9.677835e-10 -8.525628e-10 6.04861e-08
0.96 -6.05983e-08 9.461943e-10 -8.339474e-10 6.04861e-08
0.95 -6.05953e-08 9.24685e-10 -8.15438e-10 6.04861e-08
0.94 -6.05923e-08 9.032831e-10 -7.970494e-10 6.04861e-08
0.93 -6.05893e-08 8.820149e-10 -7.787955e-10 6.04861e-08
0.92 -6.05863e-08 8.609051e-10 -7.606892e-10 6.04861e-08
0.91 -6.05833e-08 8.399767e-10 -7.427424e-10 6.04861e-08
0.9 -6.05804e-08 8.192513e-10 -7.249658e-10 6.04861e-08
0.89 -6.05775e-08 7.987485e-10 -7.07369e-10 6.04861e-08
0.88 -6.05746e-08 7.784865e-10 -6.899601e-10 6.04861e-08
0.87 -6.05718e-08 7.584816e-10 -6.727461e-10 6.04861e-08
0.86 -6.05691e-08 7.387481e-10 -6.557324e-10 6.04861e-08
0.85 -6.05665e-08 7.192991e-10 -6.389231e-10 6.04861e-08
0.84 -6.05639e-08 7.001458e-10 -6.223206e-10 6.04861e-08
