Index       TIME              V(A)        N(YNEURON!NEURON1_V0) N(YNEURON!NEURON1_V36)       V(B)       
4011     2.00550000e-01    1.01349227e-01    9.96286329e-02    4.25067947e-02    4.25067947e-02
4012     2.00600000e-01    1.01350578e-01    9.96299839e-02    4.25081456e-02    4.25081456e-02
4013     2.00650000e-01    1.01351929e-01    9.96313348e-02    4.25094966e-02    4.25094966e-02
4014     2.00700000e-01    1.01353280e-01    9.96326858e-02    4.25108475e-02    4.25108475e-02
4015     2.00750000e-01    1.01354631e-01    9.96340368e-02    4.25121985e-02    4.25121985e-02
4016     2.00800000e-01    1.01355982e-01    9.96353877e-02    4.25135495e-02    4.25135495e-02
4017     2.00850000e-01    1.01357333e-01    9.96367387e-02    4.25149004e-02    4.25149004e-02
4018     2.00900000e-01    1.01358684e-01    9.96380896e-02    4.25162514e-02    4.25162514e-02
4019     2.00950000e-01    1.01360035e-01    9.96394406e-02    4.25176023e-02    4.25176023e-02
4020     2.01000000e-01    1.01361386e-01    9.96407916e-02    4.25189533e-02    4.25189533e-02
4021     2.01050000e-01    1.01362736e-01    9.96421425e-02    4.25203043e-02    4.25203043e-02
4022     2.01100000e-01    1.01364087e-01    9.96434935e-02    4.25216552e-02    4.25216552e-02
4023     2.01150000e-01    1.01365438e-01    9.96448444e-02    4.25230062e-02    4.25230062e-02
4024     2.01200000e-01    1.01366789e-01    9.96461954e-02    4.25243571e-02    4.25243571e-02
4025     2.01250000e-01    1.01368140e-01    9.96475463e-02    4.25257081e-02    4.25257081e-02
4026     2.01300000e-01    1.01369491e-01    9.96488973e-02    4.25270591e-02    4.25270591e-02
4027     2.01350000e-01    1.01370842e-01    9.96502483e-02    4.25284100e-02    4.25284100e-02
4028     2.01400000e-01    1.01372193e-01    9.96515992e-02    4.25297610e-02    4.25297610e-02
4029     2.01450000e-01    1.01373544e-01    9.96529502e-02    4.25311119e-02    4.25311119e-02
4030     2.01500000e-01    1.01374895e-01    9.96543011e-02    4.25324629e-02    4.25324629e-02
4031     2.01550000e-01    1.01376246e-01    9.96556521e-02    4.25338138e-02    4.25338138e-02
4032     2.01600000e-01    1.01377597e-01    9.96570031e-02    4.25351648e-02    4.25351648e-02
4033     2.01650000e-01    1.01378948e-01    9.96583540e-02    4.25365158e-02    4.25365158e-02
4034     2.01700000e-01    1.01380299e-01    9.96597050e-02    4.25378667e-02    4.25378667e-02
4035     2.01750000e-01    1.01381650e-01    9.96610559e-02    4.25392177e-02    4.25392177e-02
4036     2.01800000e-01    1.01383001e-01    9.96624069e-02    4.25405686e-02    4.25405686e-02
4037     2.01850000e-01    1.01384352e-01    9.96637579e-02    4.25419196e-02    4.25419196e-02
4038     2.01900000e-01    1.01385703e-01    9.96651088e-02    4.25432706e-02    4.25432706e-02
4039     2.01950000e-01    1.01387054e-01    9.96664598e-02    4.25446215e-02    4.25446215e-02
4040     2.02000000e-01    1.01388405e-01    9.96678107e-02    4.25459725e-02    4.25459725e-02
4041     2.02050000e-01    1.01389756e-01    9.96691617e-02    4.25473234e-02    4.25473234e-02
4042     2.02100000e-01    1.01391107e-01    9.96705126e-02    4.25486744e-02    4.25486744e-02
4043     2.02150000e-01    1.01392458e-01    9.96718636e-02    4.25500254e-02    4.25500254e-02
4044     2.02200000e-01    1.01393809e-01    9.96732146e-02    4.25513763e-02    4.25513763e-02
4045     2.02250000e-01    1.01395159e-01    9.96745655e-02    4.25527273e-02    4.25527273e-02
4046     2.02300000e-01    1.01396510e-01    9.96759165e-02    4.25540782e-02    4.25540782e-02
4047     2.02350000e-01    1.01397861e-01    9.96772674e-02    4.25554292e-02    4.25554292e-02
4048     2.02400000e-01    1.01399212e-01    9.96786184e-02    4.25567801e-02    4.25567801e-02
4049     2.02450000e-01    1.01400563e-01    9.96799694e-02    4.25581311e-02    4.25581311e-02
4050     2.02500000e-01    1.01401914e-01    9.96813203e-02    4.25594821e-02    4.25594821e-02
4051     2.02550000e-01    1.01403265e-01    9.96826713e-02    4.25608330e-02    4.25608330e-02
4052     2.02600000e-01    1.01404616e-01    9.96840222e-02    4.25621840e-02    4.25621840e-02
4053     2.02650000e-01    1.01405967e-01    9.96853732e-02    4.25635349e-02    4.25635349e-02
4054     2.02700000e-01    1.01407318e-01    9.96867242e-02    4.25648859e-02    4.25648859e-02
4055     2.02750000e-01    1.01408669e-01    9.96880751e-02    4.25662369e-02    4.25662369e-02
4056     2.02800000e-01    1.01410020e-01    9.96894261e-02    4.25675878e-02    4.25675878e-02
4057     2.02850000e-01    1.01411371e-01    9.96907770e-02    4.25689388e-02    4.25689388e-02
4058     2.02900000e-01    1.01412722e-01    9.96921280e-02    4.25702897e-02    4.25702897e-02
4059     2.02950000e-01    1.01414073e-01    9.96934789e-02    4.25716407e-02    4.25716407e-02
4060     2.03000000e-01    1.01415424e-01    9.96948299e-02    4.25729917e-02    4.25729917e-02
4061     2.03050000e-01    1.01416775e-01    9.96961809e-02    4.25743426e-02    4.25743426e-02
4062     2.03100000e-01    1.01418126e-01    9.96975318e-02    4.25756936e-02    4.25756936e-02
4063     2.03150000e-01    1.01419477e-01    9.96988828e-02    4.25770445e-02    4.25770445e-02
4064     2.03200000e-01    1.01420828e-01    9.97002337e-02    4.25783955e-02    4.25783955e-02
4065     2.03250000e-01    1.01422179e-01    9.97015847e-02    4.25797464e-02    4.25797464e-02
4066     2.03300000e-01    1.01423530e-01    9.97029357e-02    4.25810974e-02    4.25810974e-02
4067     2.03350000e-01    1.01424881e-01    9.97042866e-02    4.25824484e-02    4.25824484e-02
4068     2.03400000e-01    1.01426232e-01    9.97056376e-02    4.25837993e-02    4.25837993e-02
4069     2.03450000e-01    1.01427583e-01    9.97069885e-02    4.25851503e-02    4.25851503e-02
4070     2.03500000e-01    1.01428933e-01    9.97083395e-02    4.25865012e-02    4.25865012e-02
4071     2.03550000e-01    1.01430284e-01    9.97096905e-02    4.25878522e-02    4.25878522e-02
4072     2.03600000e-01    1.01431635e-01    9.97110414e-02    4.25892032e-02    4.25892032e-02
4073     2.03650000e-01    1.01432986e-01    9.97123924e-02    4.25905541e-02    4.25905541e-02
4074     2.03700000e-01    1.01434337e-01    9.97137433e-02    4.25919051e-02    4.25919051e-02
4075     2.03750000e-01    1.01435688e-01    9.97150943e-02    4.25932560e-02    4.25932560e-02
4076     2.03800000e-01    1.01437039e-01    9.97164452e-02    4.25946070e-02    4.25946070e-02
4077     2.03850000e-01    1.01438390e-01    9.97177962e-02    4.25959579e-02    4.25959579e-02
4078     2.03900000e-01    1.01439741e-01    9.97191472e-02    4.25973089e-02    4.25973089e-02
4079     2.03950000e-01    1.01441092e-01    9.97204981e-02    4.25986599e-02    4.25986599e-02
4080     2.04000000e-01    1.01442443e-01    9.97218491e-02    4.26000108e-02    4.26000108e-02
4081     2.04050000e-01    1.01443794e-01    9.97232000e-02    4.26013618e-02    4.26013618e-02
4082     2.04100000e-01    1.01445145e-01    9.97245510e-02    4.26027127e-02    4.26027127e-02
4083     2.04150000e-01    1.01446496e-01    9.97259020e-02    4.26040637e-02    4.26040637e-02
4084     2.04200000e-01    1.01447847e-01    9.97272529e-02    4.26054147e-02    4.26054147e-02
4085     2.04250000e-01    1.01449198e-01    9.97286039e-02    4.26067656e-02    4.26067656e-02
4086     2.04300000e-01    1.01450549e-01    9.97299548e-02    4.26081166e-02    4.26081166e-02
4087     2.04350000e-01    1.01451900e-01    9.97313058e-02    4.26094675e-02    4.26094675e-02
4088     2.04400000e-01    1.01453251e-01    9.97326568e-02    4.26108185e-02    4.26108185e-02
4089     2.04450000e-01    1.01454602e-01    9.97340077e-02    4.26121695e-02    4.26121695e-02
4090     2.04500000e-01    1.01455922e-01    9.97353278e-02    4.26134896e-02    4.26134896e-02
4091     2.04550000e-01    1.01456629e-01    9.97360355e-02    4.26141972e-02    4.26141972e-02
4092     2.04600000e-01    1.01457337e-01    9.97367431e-02    4.26149048e-02    4.26149048e-02
4093     2.04650000e-01    1.01458045e-01    9.97374507e-02    4.26156125e-02    4.26156125e-02
4094     2.04700000e-01    1.01458752e-01    9.97381584e-02    4.26163201e-02    4.26163201e-02
4095     2.04750000e-01    1.01459460e-01    9.97388660e-02    4.26170278e-02    4.26170278e-02
4096     2.04800000e-01    1.01460168e-01    9.97395737e-02    4.26177354e-02    4.26177354e-02
4097     2.04850000e-01    1.01460875e-01    9.97402813e-02    4.26184431e-02    4.26184431e-02
4098     2.04900000e-01    1.01461583e-01    9.97409890e-02    4.26191507e-02    4.26191507e-02
4099     2.04950000e-01    1.01462291e-01    9.97416966e-02    4.26198584e-02    4.26198584e-02
4100     2.05000000e-01    1.01462998e-01    9.97424043e-02    4.26205660e-02    4.26205660e-02
4101     2.05050000e-01    1.01463706e-01    9.97431119e-02    4.26212737e-02    4.26212737e-02
4102     2.05100000e-01    1.01464414e-01    9.97438196e-02    4.26219813e-02    4.26219813e-02
4103     2.05150000e-01    1.01465121e-01    9.97445272e-02    4.26226889e-02    4.26226889e-02
4104     2.05200000e-01    1.01465829e-01    9.97452348e-02    4.26233966e-02    4.26233966e-02
4105     2.05250000e-01    1.01466536e-01    9.97459425e-02    4.26241042e-02    4.26241042e-02
4106     2.05300000e-01    1.01467244e-01    9.97466501e-02    4.26248119e-02    4.26248119e-02
4107     2.05350000e-01    1.01467952e-01    9.97473578e-02    4.26255195e-02    4.26255195e-02
4108     2.05400000e-01    1.01468659e-01    9.97480654e-02    4.26262272e-02    4.26262272e-02
4109     2.05450000e-01    1.01469367e-01    9.97487731e-02    4.26269348e-02    4.26269348e-02
4110     2.05500000e-01    1.01470075e-01    9.97494807e-02    4.26276425e-02    4.26276425e-02
4111     2.05550000e-01    1.01470782e-01    9.97501884e-02    4.26283501e-02    4.26283501e-02
4112     2.05600000e-01    1.01471490e-01    9.97508960e-02    4.26290577e-02    4.26290577e-02
4113     2.05650000e-01    1.01472198e-01    9.97516036e-02    4.26297654e-02    4.26297654e-02
4114     2.05700000e-01    1.01472905e-01    9.97523113e-02    4.26304730e-02    4.26304730e-02
4115     2.05750000e-01    1.01473613e-01    9.97530189e-02    4.26311807e-02    4.26311807e-02
4116     2.05800000e-01    1.01474321e-01    9.97537266e-02    4.26318883e-02    4.26318883e-02
4117     2.05850000e-01    1.01475028e-01    9.97544342e-02    4.26325960e-02    4.26325960e-02
4118     2.05900000e-01    1.01475736e-01    9.97551419e-02    4.26333036e-02    4.26333036e-02
4119     2.05950000e-01    1.01476443e-01    9.97558495e-02    4.26340113e-02    4.26340113e-02
4120     2.06000000e-01    1.01477151e-01    9.97565572e-02    4.26347189e-02    4.26347189e-02
4121     2.06050000e-01    1.01477859e-01    9.97572648e-02    4.26354266e-02    4.26354266e-02
4122     2.06100000e-01    1.01478566e-01    9.97579725e-02    4.26361342e-02    4.26361342e-02
4123     2.06150000e-01    1.01479274e-01    9.97586801e-02    4.26368418e-02    4.26368418e-02
4124     2.06200000e-01    1.01479982e-01    9.97593877e-02    4.26375495e-02    4.26375495e-02
4125     2.06250000e-01    1.01480689e-01    9.97600954e-02    4.26382571e-02    4.26382571e-02
4126     2.06300000e-01    1.01481397e-01    9.97608030e-02    4.26389648e-02    4.26389648e-02
4127     2.06350000e-01    1.01482105e-01    9.97615107e-02    4.26396724e-02    4.26396724e-02
4128     2.06400000e-01    1.01482812e-01    9.97622183e-02    4.26403801e-02    4.26403801e-02
4129     2.06450000e-01    1.01483520e-01    9.97629260e-02    4.26410877e-02    4.26410877e-02
4130     2.06500000e-01    1.01484228e-01    9.97636336e-02    4.26417954e-02    4.26417954e-02
4131     2.06550000e-01    1.01484935e-01    9.97643413e-02    4.26425030e-02    4.26425030e-02
4132     2.06600000e-01    1.01485643e-01    9.97650489e-02    4.26432106e-02    4.26432106e-02
4133     2.06650000e-01    1.01486351e-01    9.97657565e-02    4.26439183e-02    4.26439183e-02
4134     2.06700000e-01    1.01487058e-01    9.97664642e-02    4.26446259e-02    4.26446259e-02
4135     2.06750000e-01    1.01487766e-01    9.97671718e-02    4.26453336e-02    4.26453336e-02
4136     2.06800000e-01    1.01488473e-01    9.97678795e-02    4.26460412e-02    4.26460412e-02
4137     2.06850000e-01    1.01489181e-01    9.97685871e-02    4.26467489e-02    4.26467489e-02
4138     2.06900000e-01    1.01489889e-01    9.97692948e-02    4.26474565e-02    4.26474565e-02
4139     2.06950000e-01    1.01490596e-01    9.97700024e-02    4.26481642e-02    4.26481642e-02
4140     2.07000000e-01    1.01491304e-01    9.97707101e-02    4.26488718e-02    4.26488718e-02
4141     2.07050000e-01    1.01492012e-01    9.97714177e-02    4.26495795e-02    4.26495795e-02
4142     2.07100000e-01    1.01492719e-01    9.97721254e-02    4.26502871e-02    4.26502871e-02
4143     2.07150000e-01    1.01493427e-01    9.97728330e-02    4.26509947e-02    4.26509947e-02
4144     2.07200000e-01    1.01494135e-01    9.97735406e-02    4.26517024e-02    4.26517024e-02
4145     2.07250000e-01    1.01494842e-01    9.97742483e-02    4.26524100e-02    4.26524100e-02
4146     2.07300000e-01    1.01495550e-01    9.97749559e-02    4.26531177e-02    4.26531177e-02
4147     2.07350000e-01    1.01496258e-01    9.97756636e-02    4.26538253e-02    4.26538253e-02
4148     2.07400000e-01    1.01496965e-01    9.97763712e-02    4.26545330e-02    4.26545330e-02
4149     2.07450000e-01    1.01497673e-01    9.97770789e-02    4.26552406e-02    4.26552406e-02
4150     2.07500000e-01    1.01498380e-01    9.97777865e-02    4.26559483e-02    4.26559483e-02
4151     2.07550000e-01    1.01499088e-01    9.97784942e-02    4.26566559e-02    4.26566559e-02
4152     2.07600000e-01    1.01499796e-01    9.97792018e-02    4.26573635e-02    4.26573635e-02
4153     2.07650000e-01    1.01500503e-01    9.97799094e-02    4.26580712e-02    4.26580712e-02
4154     2.07700000e-01    1.01501211e-01    9.97806171e-02    4.26587788e-02    4.26587788e-02
4155     2.07750000e-01    1.01501919e-01    9.97813247e-02    4.26594865e-02    4.26594865e-02
4156     2.07800000e-01    1.01502626e-01    9.97820324e-02    4.26601941e-02    4.26601941e-02
4157     2.07850000e-01    1.01503334e-01    9.97827400e-02    4.26609018e-02    4.26609018e-02
4158     2.07900000e-01    1.01504042e-01    9.97834477e-02    4.26616094e-02    4.26616094e-02
4159     2.07950000e-01    1.01504749e-01    9.97841553e-02    4.26623171e-02    4.26623171e-02
4160     2.08000000e-01    1.01505457e-01    9.97848630e-02    4.26630247e-02    4.26630247e-02
4161     2.08050000e-01    1.01506165e-01    9.97855706e-02    4.26637324e-02    4.26637324e-02
4162     2.08100000e-01    1.01506872e-01    9.97862782e-02    4.26644400e-02    4.26644400e-02
4163     2.08150000e-01    1.01507580e-01    9.97869859e-02    4.26651476e-02    4.26651476e-02
4164     2.08200000e-01    1.01508288e-01    9.97876935e-02    4.26658553e-02    4.26658553e-02
4165     2.08250000e-01    1.01508995e-01    9.97884012e-02    4.26665629e-02    4.26665629e-02
4166     2.08300000e-01    1.01509703e-01    9.97891088e-02    4.26672706e-02    4.26672706e-02
4167     2.08350000e-01    1.01510410e-01    9.97898165e-02    4.26679782e-02    4.26679782e-02
4168     2.08400000e-01    1.01511118e-01    9.97905241e-02    4.26686859e-02    4.26686859e-02
4169     2.08450000e-01    1.01511826e-01    9.97912318e-02    4.26693935e-02    4.26693935e-02
4170     2.08500000e-01    1.01512533e-01    9.97919394e-02    4.26701012e-02    4.26701012e-02
4171     2.08550000e-01    1.01513241e-01    9.97926471e-02    4.26708088e-02    4.26708088e-02
4172     2.08600000e-01    1.01513949e-01    9.97933547e-02    4.26715165e-02    4.26715165e-02
4173     2.08650000e-01    1.01514656e-01    9.97940623e-02    4.26722241e-02    4.26722241e-02
4174     2.08700000e-01    1.01515364e-01    9.97947700e-02    4.26729317e-02    4.26729317e-02
4175     2.08750000e-01    1.01516072e-01    9.97954776e-02    4.26736394e-02    4.26736394e-02
4176     2.08800000e-01    1.01516779e-01    9.97961853e-02    4.26743470e-02    4.26743470e-02
4177     2.08850000e-01    1.01517487e-01    9.97968929e-02    4.26750547e-02    4.26750547e-02
4178     2.08900000e-01    1.01518195e-01    9.97976006e-02    4.26757623e-02    4.26757623e-02
4179     2.08950000e-01    1.01518902e-01    9.97983082e-02    4.26764700e-02    4.26764700e-02
4180     2.09000000e-01    1.01519610e-01    9.97990159e-02    4.26771776e-02    4.26771776e-02
4181     2.09050000e-01    1.01520317e-01    9.97997235e-02    4.26778853e-02    4.26778853e-02
4182     2.09100000e-01    1.01521025e-01    9.98004311e-02    4.26785929e-02    4.26785929e-02
4183     2.09150000e-01    1.01521733e-01    9.98011388e-02    4.26793005e-02    4.26793005e-02
4184     2.09200000e-01    1.01522440e-01    9.98018464e-02    4.26800082e-02    4.26800082e-02
4185     2.09250000e-01    1.01523148e-01    9.98025541e-02    4.26807158e-02    4.26807158e-02
4186     2.09300000e-01    1.01523856e-01    9.98032617e-02    4.26814235e-02    4.26814235e-02
4187     2.09350000e-01    1.01524563e-01    9.98039694e-02    4.26821311e-02    4.26821311e-02
4188     2.09400000e-01    1.01525271e-01    9.98046770e-02    4.26828388e-02    4.26828388e-02
4189     2.09450000e-01    1.01525979e-01    9.98053847e-02    4.26835464e-02    4.26835464e-02
4190     2.09500000e-01    1.01526686e-01    9.98060923e-02    4.26842541e-02    4.26842541e-02
4191     2.09550000e-01    1.01527394e-01    9.98068000e-02    4.26849617e-02    4.26849617e-02
4192     2.09600000e-01    1.01528102e-01    9.98075076e-02    4.26856694e-02    4.26856694e-02
4193     2.09650000e-01    1.01528809e-01    9.98082152e-02    4.26863770e-02    4.26863770e-02
4194     2.09700000e-01    1.01529517e-01    9.98089229e-02    4.26870846e-02    4.26870846e-02
4195     2.09750000e-01    1.01530225e-01    9.98096305e-02    4.26877923e-02    4.26877923e-02
4196     2.09800000e-01    1.01530932e-01    9.98103382e-02    4.26884999e-02    4.26884999e-02
4197     2.09850000e-01    1.01531640e-01    9.98110458e-02    4.26892076e-02    4.26892076e-02
4198     2.09900000e-01    1.01532347e-01    9.98117535e-02    4.26899152e-02    4.26899152e-02
4199     2.09950000e-01    1.01533055e-01    9.98124611e-02    4.26906229e-02    4.26906229e-02
4200     2.10000000e-01    1.01533763e-01    9.98131688e-02    4.26913305e-02    4.26913305e-02
4201     2.10050000e-01    1.01534470e-01    9.98138764e-02    4.26920382e-02    4.26920382e-02
4202     2.10100000e-01    1.01535178e-01    9.98145840e-02    4.26927458e-02    4.26927458e-02
4203     2.10150000e-01    1.01535886e-01    9.98152917e-02    4.26934534e-02    4.26934534e-02
4204     2.10200000e-01    1.01536593e-01    9.98159993e-02    4.26941611e-02    4.26941611e-02
4205     2.10250000e-01    1.01537301e-01    9.98167070e-02    4.26948687e-02    4.26948687e-02
4206     2.10300000e-01    1.01538009e-01    9.98174146e-02    4.26955764e-02    4.26955764e-02
4207     2.10350000e-01    1.01538716e-01    9.98181223e-02    4.26962840e-02    4.26962840e-02
4208     2.10400000e-01    1.01539424e-01    9.98188299e-02    4.26969917e-02    4.26969917e-02
4209     2.10450000e-01    1.01540132e-01    9.98195376e-02    4.26976993e-02    4.26976993e-02
4210     2.10500000e-01    1.01540839e-01    9.98202452e-02    4.26984070e-02    4.26984070e-02
4211     2.10550000e-01    1.01541547e-01    9.98209528e-02    4.26991146e-02    4.26991146e-02
4212     2.10600000e-01    1.01542254e-01    9.98216605e-02    4.26998223e-02    4.26998223e-02
4213     2.10650000e-01    1.01542962e-01    9.98223681e-02    4.27005299e-02    4.27005299e-02
4214     2.10700000e-01    1.01543670e-01    9.98230758e-02    4.27012375e-02    4.27012375e-02
4215     2.10750000e-01    1.01544377e-01    9.98237834e-02    4.27019452e-02    4.27019452e-02
4216     2.10800000e-01    1.01545085e-01    9.98244911e-02    4.27026528e-02    4.27026528e-02
4217     2.10850000e-01    1.01545793e-01    9.98251987e-02    4.27033605e-02    4.27033605e-02
4218     2.10900000e-01    1.01546500e-01    9.98259064e-02    4.27040681e-02    4.27040681e-02
4219     2.10950000e-01    1.01547208e-01    9.98266140e-02    4.27047758e-02    4.27047758e-02
4220     2.11000000e-01    1.01547916e-01    9.98273217e-02    4.27054834e-02    4.27054834e-02
4221     2.11050000e-01    1.01548623e-01    9.98280293e-02    4.27061911e-02    4.27061911e-02
4222     2.11100000e-01    1.01549331e-01    9.98287369e-02    4.27068987e-02    4.27068987e-02
4223     2.11150000e-01    1.01550039e-01    9.98294446e-02    4.27076063e-02    4.27076063e-02
4224     2.11200000e-01    1.01550746e-01    9.98301522e-02    4.27083140e-02    4.27083140e-02
4225     2.11250000e-01    1.01551454e-01    9.98308599e-02    4.27090216e-02    4.27090216e-02
4226     2.11300000e-01    1.01552161e-01    9.98315675e-02    4.27097293e-02    4.27097293e-02
4227     2.11350000e-01    1.01552869e-01    9.98322752e-02    4.27104369e-02    4.27104369e-02
4228     2.11400000e-01    1.01553577e-01    9.98329828e-02    4.27111446e-02    4.27111446e-02
4229     2.11450000e-01    1.01554284e-01    9.98336905e-02    4.27118522e-02    4.27118522e-02
4230     2.11500000e-01    1.01554992e-01    9.98343981e-02    4.27125599e-02    4.27125599e-02
4231     2.11550000e-01    1.01555700e-01    9.98351057e-02    4.27132675e-02    4.27132675e-02
4232     2.11600000e-01    1.01556407e-01    9.98358134e-02    4.27139752e-02    4.27139752e-02
4233     2.11650000e-01    1.01557115e-01    9.98365210e-02    4.27146828e-02    4.27146828e-02
4234     2.11700000e-01    1.01557823e-01    9.98372287e-02    4.27153904e-02    4.27153904e-02
4235     2.11750000e-01    1.01558530e-01    9.98379363e-02    4.27160981e-02    4.27160981e-02
4236     2.11800000e-01    1.01559238e-01    9.98386440e-02    4.27168057e-02    4.27168057e-02
4237     2.11850000e-01    1.01559946e-01    9.98393516e-02    4.27175134e-02    4.27175134e-02
4238     2.11900000e-01    1.01560653e-01    9.98400593e-02    4.27182210e-02    4.27182210e-02
4239     2.11950000e-01    1.01561361e-01    9.98407669e-02    4.27189287e-02    4.27189287e-02
4240     2.12000000e-01    1.01562069e-01    9.98414746e-02    4.27196363e-02    4.27196363e-02
4241     2.12050000e-01    1.01562776e-01    9.98421822e-02    4.27203440e-02    4.27203440e-02
4242     2.12100000e-01    1.01563484e-01    9.98428898e-02    4.27210516e-02    4.27210516e-02
4243     2.12150000e-01    1.01564191e-01    9.98435975e-02    4.27217592e-02    4.27217592e-02
4244     2.12200000e-01    1.01564899e-01    9.98443051e-02    4.27224669e-02    4.27224669e-02
4245     2.12250000e-01    1.01565607e-01    9.98450128e-02    4.27231745e-02    4.27231745e-02
4246     2.12300000e-01    1.01566314e-01    9.98457204e-02    4.27238822e-02    4.27238822e-02
4247     2.12350000e-01    1.01567022e-01    9.98464281e-02    4.27245898e-02    4.27245898e-02
4248     2.12400000e-01    1.01567730e-01    9.98471357e-02    4.27252975e-02    4.27252975e-02
4249     2.12450000e-01    1.01568437e-01    9.98478434e-02    4.27260051e-02    4.27260051e-02
4250     2.12500000e-01    1.01569145e-01    9.98485510e-02    4.27267128e-02    4.27267128e-02
4251     2.12550000e-01    1.01569853e-01    9.98492586e-02    4.27274204e-02    4.27274204e-02
4252     2.12600000e-01    1.01570560e-01    9.98499663e-02    4.27281281e-02    4.27281281e-02
4253     2.12650000e-01    1.01571268e-01    9.98506739e-02    4.27288357e-02    4.27288357e-02
4254     2.12700000e-01    1.01571976e-01    9.98513816e-02    4.27295433e-02    4.27295433e-02
4255     2.12750000e-01    1.01572683e-01    9.98520892e-02    4.27302510e-02    4.27302510e-02
4256     2.12800000e-01    1.01573391e-01    9.98527969e-02    4.27309586e-02    4.27309586e-02
4257     2.12850000e-01    1.01574098e-01    9.98535045e-02    4.27316663e-02    4.27316663e-02
4258     2.12900000e-01    1.01574806e-01    9.98542122e-02    4.27323739e-02    4.27323739e-02
4259     2.12950000e-01    1.01575514e-01    9.98549198e-02    4.27330816e-02    4.27330816e-02
4260     2.13000000e-01    1.01576221e-01    9.98556274e-02    4.27337892e-02    4.27337892e-02
4261     2.13050000e-01    1.01576929e-01    9.98563351e-02    4.27344969e-02    4.27344969e-02
4262     2.13100000e-01    1.01577637e-01    9.98570427e-02    4.27352045e-02    4.27352045e-02
4263     2.13150000e-01    1.01578344e-01    9.98577504e-02    4.27359121e-02    4.27359121e-02
4264     2.13200000e-01    1.01579052e-01    9.98584580e-02    4.27366198e-02    4.27366198e-02
4265     2.13250000e-01    1.01579760e-01    9.98591657e-02    4.27373274e-02    4.27373274e-02
4266     2.13300000e-01    1.01580467e-01    9.98598733e-02    4.27380351e-02    4.27380351e-02
4267     2.13350000e-01    1.01581175e-01    9.98605810e-02    4.27387427e-02    4.27387427e-02
4268     2.13400000e-01    1.01581883e-01    9.98612886e-02    4.27394504e-02    4.27394504e-02
4269     2.13450000e-01    1.01582590e-01    9.98619963e-02    4.27401580e-02    4.27401580e-02
4270     2.13500000e-01    1.01583298e-01    9.98627039e-02    4.27408657e-02    4.27408657e-02
4271     2.13550000e-01    1.01584006e-01    9.98634115e-02    4.27415733e-02    4.27415733e-02
4272     2.13600000e-01    1.01584713e-01    9.98641192e-02    4.27422810e-02    4.27422810e-02
4273     2.13650000e-01    1.01585421e-01    9.98648268e-02    4.27429886e-02    4.27429886e-02
4274     2.13700000e-01    1.01586128e-01    9.98655345e-02    4.27436962e-02    4.27436962e-02
4275     2.13750000e-01    1.01586836e-01    9.98662421e-02    4.27444039e-02    4.27444039e-02
4276     2.13800000e-01    1.01587544e-01    9.98669498e-02    4.27451115e-02    4.27451115e-02
4277     2.13850000e-01    1.01588251e-01    9.98676574e-02    4.27458192e-02    4.27458192e-02
4278     2.13900000e-01    1.01588959e-01    9.98683651e-02    4.27465268e-02    4.27465268e-02
4279     2.13950000e-01    1.01589667e-01    9.98690727e-02    4.27472345e-02    4.27472345e-02
4280     2.14000000e-01    1.01590374e-01    9.98697803e-02    4.27479421e-02    4.27479421e-02
4281     2.14050000e-01    1.01591082e-01    9.98704880e-02    4.27486498e-02    4.27486498e-02
4282     2.14100000e-01    1.01591790e-01    9.98711956e-02    4.27493574e-02    4.27493574e-02
4283     2.14150000e-01    1.01592497e-01    9.98719033e-02    4.27500651e-02    4.27500651e-02
4284     2.14200000e-01    1.01593205e-01    9.98726109e-02    4.27507727e-02    4.27507727e-02
4285     2.14250000e-01    1.01593913e-01    9.98733186e-02    4.27514803e-02    4.27514803e-02
4286     2.14300000e-01    1.01594620e-01    9.98740262e-02    4.27521880e-02    4.27521880e-02
4287     2.14350000e-01    1.01595328e-01    9.98747339e-02    4.27528956e-02    4.27528956e-02
4288     2.14400000e-01    1.01596035e-01    9.98754415e-02    4.27536033e-02    4.27536033e-02
4289     2.14450000e-01    1.01596743e-01    9.98761492e-02    4.27543109e-02    4.27543109e-02
4290     2.14500000e-01    1.01597451e-01    9.98768568e-02    4.27550186e-02    4.27550186e-02
4291     2.14550000e-01    1.01598158e-01    9.98775644e-02    4.27557262e-02    4.27557262e-02
4292     2.14600000e-01    1.01598866e-01    9.98782721e-02    4.27564339e-02    4.27564339e-02
4293     2.14650000e-01    1.01599574e-01    9.98789797e-02    4.27571415e-02    4.27571415e-02
4294     2.14700000e-01    1.01600281e-01    9.98796874e-02    4.27578491e-02    4.27578491e-02
4295     2.14750000e-01    1.01600989e-01    9.98803950e-02    4.27585568e-02    4.27585568e-02
4296     2.14800000e-01    1.01601697e-01    9.98811027e-02    4.27592644e-02    4.27592644e-02
4297     2.14850000e-01    1.01602404e-01    9.98818103e-02    4.27599721e-02    4.27599721e-02
4298     2.14900000e-01    1.01603112e-01    9.98825180e-02    4.27606797e-02    4.27606797e-02
4299     2.14950000e-01    1.01603820e-01    9.98832256e-02    4.27613874e-02    4.27613874e-02
4300     2.15000000e-01    1.01604527e-01    9.98839332e-02    4.27620950e-02    4.27620950e-02
