Index       TIME             V(IN1)            V(OUT)      
88       4.40000000e-03   -6.94892489e-02    4.29858638e-02
89       4.45000000e-03   -6.96487382e-02    4.17756713e-02
90       4.50000000e-03   -6.97521697e-02    4.03524669e-02
91       4.55000000e-03   -6.98138166e-02    3.87374594e-02
92       4.60000000e-03   -6.98440688e-02    3.69499752e-02
93       4.65000000e-03   -6.98504876e-02    3.50091545e-02
94       4.70000000e-03   -6.98386016e-02    3.29342379e-02
95       4.75000000e-03   -6.98124858e-02    3.07443358e-02
96       4.80000000e-03   -6.97751735e-02    2.84580685e-02
97       4.85000000e-03   -6.97287817e-02    2.60917663e-02
98       4.90000000e-03   -6.96748691e-02    2.36609126e-02
99       4.95000000e-03   -6.96152782e-02    2.11855285e-02
100      5.00000000e-03   -6.95509933e-02    1.86789709e-02
101      5.05000000e-03   -6.94827897e-02    1.61530209e-02
102      5.10000000e-03   -6.94112833e-02    1.36178998e-02
103      5.15000000e-03   -6.93369669e-02    1.10823155e-02
104      5.20000000e-03   -6.92602377e-02    8.55354174e-03
105      5.25000000e-03   -6.91814179e-02    6.03751542e-03
106      5.30000000e-03   -6.91007334e-02    3.53943789e-03
107      5.35000000e-03   -6.90183476e-02    1.06410487e-03
108      5.40000000e-03   -6.89345531e-02   -1.38734365e-03
109      5.45000000e-03   -6.88494923e-02   -3.81342761e-03
110      5.50000000e-03   -6.87632848e-02   -6.21347295e-03
111      5.55000000e-03   -6.86760313e-02   -8.58755460e-03
112      5.60000000e-03   -6.85878171e-02   -1.09364716e-02
113      5.65000000e-03   -6.84987150e-02   -1.32617620e-02
114      5.70000000e-03   -6.84087872e-02   -1.55657700e-02
115      5.75000000e-03   -6.83180709e-02   -1.78514683e-02
116      5.80000000e-03   -6.82265846e-02   -2.01233228e-02
117      5.85000000e-03   -6.81344198e-02   -2.23888151e-02
118      5.90000000e-03   -6.80416114e-02   -2.46562606e-02
119      5.95000000e-03   -6.79481904e-02   -2.69365732e-02
120      6.00000000e-03   -6.78541847e-02   -2.92439741e-02
121      6.05000000e-03   -6.77596194e-02   -3.15968221e-02
122      6.10000000e-03   -6.76645173e-02   -3.40185144e-02
123      6.15000000e-03   -6.75688992e-02   -3.65383409e-02
124      6.20000000e-03   -6.74727732e-02   -3.91961654e-02
125      6.25000000e-03   -6.73761380e-02   -4.20464566e-02
126      6.30000000e-03   -6.72790433e-02   -4.51250363e-02
127      6.35000000e-03   -6.71815050e-02   -4.84713724e-02
128      6.40000000e-03   -6.70835377e-02   -5.21034759e-02
129      6.45000000e-03   -6.69851556e-02   -5.59928254e-02
130      6.50000000e-03   -6.68863725e-02   -6.00338234e-02
131      6.55000000e-03   -6.67872014e-02   -6.40245747e-02
132      6.60000000e-03   -6.66876554e-02   -6.76888240e-02
133      6.65000000e-03   -6.65877382e-02   -7.07397881e-02
134      6.70000000e-03   -6.64874484e-02   -7.29916688e-02
135      6.75000000e-03   -6.63868216e-02   -7.45333725e-02
136      6.80000000e-03   -6.62858700e-02   -7.55161197e-02
137      6.85000000e-03   -6.61846048e-02   -7.61124020e-02
138      6.90000000e-03   -6.60830374e-02   -7.64640134e-02
139      6.95000000e-03   -6.59811792e-02   -7.66688320e-02
140      7.00000000e-03   -6.58790312e-02   -7.67864795e-02
141      7.05000000e-03   -6.57766163e-02   -7.68561469e-02
142      7.10000000e-03   -6.56739415e-02   -7.68972754e-02
143      7.15000000e-03   -6.55710183e-02   -7.69218151e-02
144      7.20000000e-03   -6.54678573e-02   -7.69365671e-02
145      7.25000000e-03   -6.53644701e-02   -7.69454471e-02
146      7.30000000e-03   -6.52608669e-02   -7.69507425e-02
147      7.35000000e-03   -6.51570593e-02   -7.69538107e-02
148      7.40000000e-03   -6.50530574e-02   -7.69554697e-02
149      7.45000000e-03   -6.49488725e-02   -7.69562203e-02
150      7.50000000e-03   -6.48445147e-02   -7.69563739e-02
151      7.55000000e-03   -6.47399950e-02   -7.69561268e-02
152      7.60000000e-03   -6.46353233e-02   -7.69556044e-02
153      7.65000000e-03   -6.45305106e-02   -7.69548881e-02
154      7.70000000e-03   -6.44255665e-02   -7.69540311e-02
155      7.75000000e-03   -6.43205019e-02   -7.69530686e-02
156      7.80000000e-03   -6.42153261e-02   -7.69520242e-02
157      7.85000000e-03   -6.41100499e-02   -7.69509138e-02
158      7.90000000e-03   -6.40046823e-02   -7.69497482e-02
159      7.95000000e-03   -6.38992340e-02   -7.69485347e-02
160      8.00000000e-03   -6.37937137e-02   -7.69472783e-02
161      8.05000000e-03   -6.36881318e-02   -7.69459825e-02
162      8.10000000e-03   -6.35824968e-02   -7.69446494e-02
163      8.15000000e-03   -6.34768189e-02   -7.69432806e-02
164      8.20000000e-03   -6.33711063e-02   -7.69418769e-02
165      8.25000000e-03   -6.32653688e-02   -7.69404389e-02
166      8.30000000e-03   -6.31596143e-02   -7.69389668e-02
167      8.35000000e-03   -6.30538524e-02   -7.69374606e-02
168      8.40000000e-03   -6.29480906e-02   -7.69359202e-02
169      8.45000000e-03   -6.28423382e-02   -7.69343452e-02
170      8.50000000e-03   -6.27366022e-02   -7.69327353e-02
171      8.55000000e-03   -6.26308915e-02   -7.69310900e-02
172      8.60000000e-03   -6.25252130e-02   -7.69294089e-02
173      8.65000000e-03   -6.24195749e-02   -7.69276914e-02
174      8.70000000e-03   -6.23139837e-02   -7.69259369e-02
175      8.75000000e-03   -6.22084474e-02   -7.69241447e-02
176      8.80000000e-03   -6.21029718e-02   -7.69223143e-02
177      8.85000000e-03   -6.19975645e-02   -7.69204448e-02
178      8.90000000e-03   -6.18922309e-02   -7.69185357e-02
179      8.95000000e-03   -6.17869780e-02   -7.69165861e-02
180      9.00000000e-03   -6.16818109e-02   -7.69145952e-02
181      9.05000000e-03   -6.15767360e-02   -7.69125624e-02
182      9.10000000e-03   -6.14717578e-02   -7.69104866e-02
183      9.15000000e-03   -6.13668823e-02   -7.69083672e-02
184      9.20000000e-03   -6.12621133e-02   -7.69062031e-02
185      9.25000000e-03   -6.11574563e-02   -7.69039936e-02
186      9.30000000e-03   -6.10529147e-02   -7.69017376e-02
187      9.35000000e-03   -6.09484934e-02   -7.68994342e-02
188      9.40000000e-03   -6.08441950e-02   -7.68970825e-02
189      9.45000000e-03   -6.07400240e-02   -7.68946814e-02
190      9.50000000e-03   -6.06359824e-02   -7.68922299e-02
191      9.55000000e-03   -6.05320740e-02   -7.68897269e-02
192      9.60000000e-03   -6.04283004e-02   -7.68871714e-02
193      9.65000000e-03   -6.03246645e-02   -7.68845621e-02
194      9.70000000e-03   -6.02211674e-02   -7.68818979e-02
195      9.75000000e-03   -6.01178115e-02   -7.68791778e-02
196      9.80000000e-03   -6.00145971e-02   -7.68764003e-02
197      9.85000000e-03   -5.99115259e-02   -7.68735644e-02
198      9.90000000e-03   -5.98085975e-02   -7.68706687e-02
199      9.95000000e-03   -5.97058132e-02   -7.68677118e-02
200      1.00000000e-02   -5.96031718e-02   -7.68646926e-02
201      1.00500000e-02   -5.95006739e-02   -7.68616095e-02
202      1.01000000e-02   -5.93983175e-02   -7.68584613e-02
203      1.01500000e-02   -5.92961026e-02   -7.68552464e-02
204      1.02000000e-02   -5.91940265e-02   -7.68519634e-02
205      1.02500000e-02   -5.90920885e-02   -7.68486108e-02
206      1.03000000e-02   -5.89902852e-02   -7.68451871e-02
207      1.03500000e-02   -5.88886149e-02   -7.68416907e-02
208      1.04000000e-02   -5.87870738e-02   -7.68381200e-02
209      1.04500000e-02   -5.86856594e-02   -7.68344735e-02
210      1.05000000e-02   -5.85843669e-02   -7.68307494e-02
211      1.05500000e-02   -5.84831931e-02   -7.68269461e-02
212      1.06000000e-02   -5.83821326e-02   -7.68230619e-02
213      1.06500000e-02   -5.82811813e-02   -7.68190951e-02
214      1.07000000e-02   -5.81803329e-02   -7.68150438e-02
215      1.07500000e-02   -5.80795824e-02   -7.68109064e-02
216      1.08000000e-02   -5.79789229e-02   -7.68066810e-02
217      1.08500000e-02   -5.78783484e-02   -7.68023657e-02
218      1.09000000e-02   -5.77778510e-02   -7.67979588e-02
219      1.09500000e-02   -5.76774240e-02   -7.67934583e-02
220      1.10000000e-02   -5.75770585e-02   -7.67888624e-02
221      1.10500000e-02   -5.74767468e-02   -7.67841690e-02
222      1.11000000e-02   -5.73764791e-02   -7.67793764e-02
223      1.11500000e-02   -5.72762466e-02   -7.67744825e-02
224      1.12000000e-02   -5.71760385e-02   -7.67694853e-02
225      1.12500000e-02   -5.70758451e-02   -7.67643829e-02
226      1.13000000e-02   -5.69756543e-02   -7.67591733e-02
227      1.13500000e-02   -5.68754553e-02   -7.67538544e-02
228      1.14000000e-02   -5.67752349e-02   -7.67484242e-02
229      1.14500000e-02   -5.66749810e-02   -7.67428807e-02
230      1.15000000e-02   -5.65746792e-02   -7.67372218e-02
231      1.15500000e-02   -5.64743161e-02   -7.67314456e-02
232      1.16000000e-02   -5.63738759e-02   -7.67255499e-02
233      1.16500000e-02   -5.62733437e-02   -7.67195327e-02
234      1.17000000e-02   -5.61727022e-02   -7.67133919e-02
235      1.17500000e-02   -5.60719351e-02   -7.67071255e-02
236      1.18000000e-02   -5.59710235e-02   -7.67007313e-02
237      1.18500000e-02   -5.58699491e-02   -7.66942075e-02
238      1.19000000e-02   -5.57686912e-02   -7.66875518e-02
239      1.19500000e-02   -5.56672298e-02   -7.66807623e-02
240      1.20000000e-02   -5.55655422e-02   -7.66738369e-02
241      1.20500000e-02   -5.54636061e-02   -7.66667736e-02
242      1.21000000e-02   -5.53613966e-02   -7.66595703e-02
243      1.21500000e-02   -5.52588890e-02   -7.66522251e-02
244      1.22000000e-02   -5.51560559e-02   -7.66447360e-02
245      1.22500000e-02   -5.50528700e-02   -7.66371010e-02
246      1.23000000e-02   -5.49493009e-02   -7.66293181e-02
247      1.23500000e-02   -5.48453183e-02   -7.66213854e-02
248      1.24000000e-02   -5.47408885e-02   -7.66133009e-02
249      1.24500000e-02   -5.46359777e-02   -7.66050628e-02
250      1.25000000e-02   -5.45305486e-02   -7.65966691e-02
251      1.25500000e-02   -5.44245633e-02   -7.65881181e-02
252      1.26000000e-02   -5.43179802e-02   -7.65794078e-02
253      1.26500000e-02   -5.42107569e-02   -7.65705365e-02
254      1.27000000e-02   -5.41028469e-02   -7.65615024e-02
255      1.27500000e-02   -5.39942022e-02   -7.65523036e-02
256      1.28000000e-02   -5.38847707e-02   -7.65429386e-02
257      1.28500000e-02   -5.37744983e-02   -7.65334055e-02
258      1.29000000e-02   -5.36633260e-02   -7.65237027e-02
259      1.29500000e-02   -5.35511924e-02   -7.65138287e-02
260      1.30000000e-02   -5.34380306e-02   -7.65037816e-02
261      1.30500000e-02   -5.33237707e-02   -7.64935601e-02
262      1.31000000e-02   -5.32083365e-02   -7.64831625e-02
263      1.31500000e-02   -5.30916476e-02   -7.64725874e-02
264      1.32000000e-02   -5.29736170e-02   -7.64618332e-02
265      1.32500000e-02   -5.28541520e-02   -7.64508985e-02
266      1.33000000e-02   -5.27331522e-02   -7.64397819e-02
267      1.33500000e-02   -5.26105106e-02   -7.64284821e-02
268      1.34000000e-02   -5.24861105e-02   -7.64169977e-02
269      1.34500000e-02   -5.23598273e-02   -7.64053274e-02
270      1.35000000e-02   -5.22315250e-02   -7.63934699e-02
271      1.35500000e-02   -5.21010573e-02   -7.63814240e-02
272      1.36000000e-02   -5.19682645e-02   -7.63691885e-02
273      1.36500000e-02   -5.18329740e-02   -7.63567623e-02
274      1.37000000e-02   -5.16949971e-02   -7.63441441e-02
275      1.37500000e-02   -5.15541286e-02   -7.63313330e-02
276      1.38000000e-02   -5.14101433e-02   -7.63183279e-02
277      1.38500000e-02   -5.12627955e-02   -7.63051276e-02
278      1.39000000e-02   -5.11118147e-02   -7.62917313e-02
279      1.39500000e-02   -5.09569041e-02   -7.62781379e-02
280      1.40000000e-02   -5.07977357e-02   -7.62643466e-02
281      1.40500000e-02   -5.06339478e-02   -7.62503563e-02
282      1.41000000e-02   -5.04651391e-02   -7.62361663e-02
283      1.41500000e-02   -5.02908648e-02   -7.62217757e-02
284      1.42000000e-02   -5.01106287e-02   -7.62071835e-02
285      1.42500000e-02   -4.99238778e-02   -7.61923891e-02
286      1.43000000e-02   -4.97299920e-02   -7.61773916e-02
287      1.43500000e-02   -4.95282758e-02   -7.61621903e-02
288      1.44000000e-02   -4.93179450e-02   -7.61467844e-02
289      1.44500000e-02   -4.90981142e-02   -7.61311731e-02
290      1.45000000e-02   -4.88677785e-02   -7.61153557e-02
291      1.45500000e-02   -4.86257949e-02   -7.60993315e-02
292      1.46000000e-02   -4.83708573e-02   -7.60830998e-02
293      1.46500000e-02   -4.81014681e-02   -7.60666598e-02
294      1.47000000e-02   -4.78159021e-02   -7.60500108e-02
295      1.47500000e-02   -4.75121645e-02   -7.60331522e-02
296      1.48000000e-02   -4.71879368e-02   -7.60160831e-02
297      1.48500000e-02   -4.68405121e-02   -7.59988027e-02
298      1.49000000e-02   -4.64667129e-02   -7.59813104e-02
299      1.49500000e-02   -4.60627929e-02   -7.59636053e-02
300      1.50000000e-02   -4.56243051e-02   -7.59456866e-02
301      1.50500000e-02   -4.51459433e-02   -7.59275533e-02
302      1.51000000e-02   -4.46213369e-02   -7.59092046e-02
303      1.51500000e-02   -4.40427894e-02   -7.58906394e-02
304      1.52000000e-02   -4.34009418e-02   -7.58718567e-02
305      1.52500000e-02   -4.26843393e-02   -7.58528553e-02
306      1.53000000e-02   -4.18788707e-02   -7.58336341e-02
307      1.53500000e-02   -4.09670438e-02   -7.58141917e-02
308      1.54000000e-02   -3.99270525e-02   -7.57945265e-02
309      1.54500000e-02   -3.87315875e-02   -7.57746371e-02
310      1.55000000e-02   -3.73463340e-02   -7.57545217e-02
311      1.55500000e-02   -3.57282316e-02   -7.57341783e-02
312      1.56000000e-02   -3.38234801e-02   -7.57136048e-02
313      1.56500000e-02   -3.15657132e-02   -7.56927989e-02
314      1.57000000e-02   -2.88751876e-02   -7.56717578e-02
315      1.57500000e-02   -2.56607254e-02   -7.56504788e-02
316      1.58000000e-02   -2.18276993e-02   -7.56289584e-02
317      1.58500000e-02   -1.72972022e-02   -7.56071929e-02
318      1.59000000e-02   -1.20421664e-02   -7.55851783e-02
319      1.59500000e-02   -6.14106976e-03   -7.55629097e-02
320      1.60000000e-02    1.66872479e-04   -7.55403820e-02
321      1.60500000e-02    6.46532941e-03   -7.55175888e-02
322      1.61000000e-02    1.22270112e-02   -7.54945233e-02
323      1.61500000e-02    1.69583367e-02   -7.54711775e-02
324      1.62000000e-02    2.03475572e-02   -7.54475422e-02
325      1.62500000e-02    2.23277428e-02   -7.54236064e-02
326      1.63000000e-02    2.30335568e-02   -7.53993577e-02
327      1.63500000e-02    2.27039925e-02   -7.53747810e-02
328      1.64000000e-02    2.15946848e-02   -7.53498587e-02
329      1.64500000e-02    1.99284587e-02   -7.53245694e-02
330      1.65000000e-02    1.78797901e-02   -7.52988873e-02
331      1.65500000e-02    1.55777924e-02   -7.52727805e-02
332      1.66000000e-02    1.31155146e-02   -7.52462095e-02
333      1.66500000e-02    1.05594019e-02   -7.52191248e-02
334      1.67000000e-02    7.95686831e-03   -7.51914639e-02
335      1.67500000e-02    5.34180521e-03   -7.51631468e-02
336      1.68000000e-02    2.73843560e-03   -7.51340708e-02
337      1.68500000e-02    1.63988573e-04   -7.51041038e-02
338      1.69000000e-02   -2.36943277e-03   -7.50730753e-02
339      1.69500000e-02   -4.85352457e-03   -7.50407647e-02
340      1.70000000e-02   -7.28282601e-03   -7.50068882e-02
341      1.70500000e-02   -9.65401947e-03   -7.49710806e-02
342      1.71000000e-02   -1.19654186e-02   -7.49328737e-02
343      1.71500000e-02   -1.42165955e-02   -7.48916698e-02
344      1.72000000e-02   -1.64081194e-02   -7.48467086e-02
345      1.72500000e-02   -1.85413813e-02   -7.47970267e-02
346      1.73000000e-02   -2.06184917e-02   -7.47414075e-02
347      1.73500000e-02   -2.26422307e-02   -7.46783200e-02
348      1.74000000e-02   -2.46160406e-02   -7.46058430e-02
349      1.74500000e-02   -2.65440404e-02   -7.45215720e-02
350      1.75000000e-02   -2.84310515e-02   -7.44225045e-02
351      1.75500000e-02   -3.02826144e-02   -7.43048986e-02
352      1.76000000e-02   -3.21049848e-02   -7.41640987e-02
353      1.76500000e-02   -3.39050918e-02   -7.39943200e-02
354      1.77000000e-02   -3.56904440e-02   -7.37883831e-02
355      1.77500000e-02   -3.74689628e-02   -7.35373861e-02
356      1.78000000e-02   -3.92487228e-02   -7.32302990e-02
357      1.78500000e-02   -4.10375661e-02   -7.28534625e-02
358      1.79000000e-02   -4.28425596e-02   -7.23899668e-02
359      1.79500000e-02   -4.46692552e-02   -7.18188808e-02
360      1.80000000e-02   -4.65207375e-02   -7.11142930e-02
361      1.80500000e-02   -4.83964666e-02   -7.02441103e-02
362      1.81000000e-02   -5.02910131e-02   -6.91685450e-02
363      1.81500000e-02   -5.21928835e-02   -6.78381794e-02
364      1.82000000e-02   -5.40837868e-02   -6.61914366e-02
365      1.82500000e-02   -5.59387894e-02   -6.41511552e-02
366      1.83000000e-02   -5.77277866e-02   -6.16196887e-02
367      1.83500000e-02   -5.94184458e-02   -5.84713419e-02
368      1.84000000e-02   -6.09802778e-02   -5.45395775e-02
369      1.84500000e-02   -6.23889147e-02   -4.95933536e-02
370      1.85000000e-02   -6.36293986e-02   -4.32908422e-02
371      1.85500000e-02   -6.46975274e-02   -3.50919668e-02
372      1.86000000e-02   -6.55990295e-02   -2.41393413e-02
373      1.86500000e-02   -6.63519338e-02   -9.52917163e-03
374      1.87000000e-02   -6.69671817e-02    9.13553647e-03
375      1.87500000e-02   -6.74634381e-02    2.83864101e-02
376      1.88000000e-02   -6.78562914e-02    4.09976848e-02
377      1.88500000e-02   -6.81694839e-02    4.56357984e-02
378      1.89000000e-02   -6.84167986e-02    4.62367069e-02
379      1.89500000e-02   -6.86097632e-02    4.57764802e-02
380      1.90000000e-02   -6.87578640e-02    4.50104438e-02
381      1.90500000e-02   -6.88688406e-02    4.40301395e-02
382      1.91000000e-02   -6.89489865e-02    4.28538877e-02
383      1.91500000e-02   -6.90034233e-02    4.14931328e-02
384      1.92000000e-02   -6.90359119e-02    3.99553658e-02
385      1.92500000e-02   -6.90493743e-02    3.82473356e-02
386      1.93000000e-02   -6.90479280e-02    3.63949383e-02
387      1.93500000e-02   -6.90338151e-02    3.44134639e-02
388      1.94000000e-02   -6.90089037e-02    3.23188173e-02
389      1.94500000e-02   -6.89747576e-02    3.01269816e-02
390      1.95000000e-02   -6.89326900e-02    2.78536173e-02
391      1.95500000e-02   -6.88838073e-02    2.55137090e-02
392      1.96000000e-02   -6.88290448e-02    2.31213035e-02
393      1.96500000e-02   -6.87690919e-02    2.06886953e-02
394      1.97000000e-02   -6.87044872e-02    1.82274470e-02
395      1.97500000e-02   -6.86361180e-02    1.57502006e-02
396      1.98000000e-02   -6.85644560e-02    1.32657434e-02
397      1.98500000e-02   -6.84899038e-02    1.07815946e-02
398      1.99000000e-02   -6.84128064e-02    8.30406256e-03
399      1.99500000e-02   -6.83334600e-02    5.83831888e-03
400      2.00000000e-02   -6.82521185e-02    3.38848144e-03
401      2.00500000e-02   -6.81690015e-02    9.57701441e-04
402      2.01000000e-02   -6.80842638e-02   -1.45121921e-03
403      2.01500000e-02   -6.79980213e-02   -3.83572814e-03
404      2.02000000e-02   -6.79105151e-02   -6.19672050e-03
405      2.02500000e-02   -6.78218647e-02   -8.53430989e-03
406      2.03000000e-02   -6.77321729e-02   -1.08492791e-02
407      2.03500000e-02   -6.76415300e-02   -1.31431048e-02
408      2.04000000e-02   -6.75500150e-02   -1.54180308e-02
409      2.04500000e-02   -6.74576970e-02   -1.76772032e-02
410      2.05000000e-02   -6.73646374e-02   -1.99248798e-02
411      2.05500000e-02   -6.72708748e-02   -2.21667833e-02
412      2.06000000e-02   -6.71764341e-02   -2.44115500e-02
413      2.06500000e-02   -6.70814021e-02   -2.66700329e-02
414      2.07000000e-02   -6.69858167e-02   -2.89559903e-02
415      2.07500000e-02   -6.68897112e-02   -3.12872576e-02
416      2.08000000e-02   -6.67931163e-02   -3.36866738e-02
417      2.08500000e-02   -6.66960596e-02   -3.61829899e-02
418      2.09000000e-02   -6.65985662e-02   -3.88115000e-02
419      2.09500000e-02   -6.65006599e-02   -4.16138475e-02
420      2.10000000e-02   -6.64023530e-02   -4.46421591e-02
421      2.10500000e-02   -6.63036518e-02   -4.79557317e-02
422      2.11000000e-02   -6.62046002e-02   -5.15624272e-02
423      2.11500000e-02   -6.61052162e-02   -5.54410460e-02
424      2.12000000e-02   -6.60055156e-02   -5.94941271e-02
425      2.12500000e-02   -6.59055143e-02   -6.35255251e-02
426      2.13000000e-02   -6.58052270e-02   -6.72582159e-02
427      2.13500000e-02   -6.57046677e-02   -7.04137909e-02
428      2.14000000e-02   -6.56038505e-02   -7.28226930e-02
429      2.14500000e-02   -6.55027824e-02   -7.44711653e-02
430      2.15000000e-02   -6.54014679e-02   -7.54873389e-02
431      2.15500000e-02   -6.52999349e-02   -7.61013452e-02
432      2.16000000e-02   -6.51981959e-02   -7.64615049e-02
433      2.16500000e-02   -6.50962622e-02   -7.66700224e-02
434      2.17000000e-02   -6.49941407e-02   -7.67895102e-02
435      2.17500000e-02   -6.48918498e-02   -7.68599243e-02
436      2.18000000e-02   -6.47893962e-02   -7.69009295e-02
437      2.18500000e-02   -6.46867908e-02   -7.69250611e-02
438      2.19000000e-02   -6.45840444e-02   -7.69393667e-02
439      2.19500000e-02   -6.44811675e-02   -7.69478539e-02
440      2.20000000e-02   -6.43781703e-02   -7.69528340e-02
441      2.20500000e-02   -6.42750632e-02   -7.69556615e-02
442      2.21000000e-02   -6.41718561e-02   -7.69571427e-02
443      2.21500000e-02   -6.40685589e-02   -7.69577657e-02
444      2.22000000e-02   -6.39651811e-02   -7.69578303e-02
445      2.22500000e-02   -6.38617324e-02   -7.69575233e-02
446      2.23000000e-02   -6.37582219e-02   -7.69569630e-02
447      2.23500000e-02   -6.36546590e-02   -7.69562251e-02
448      2.24000000e-02   -6.35510526e-02   -7.69553588e-02
449      2.24500000e-02   -6.34474115e-02   -7.69543963e-02
450      2.25000000e-02   -6.33437444e-02   -7.69533590e-02
451      2.25500000e-02   -6.32400598e-02   -7.69522611e-02
452      2.26000000e-02   -6.31363661e-02   -7.69511122e-02
