Index       FREQ            {S(1,1)}          {SR(1,1)}         {SI(1,1)}         {SM(1,1)}         {SP(1,1)}        {SDB(1,1)}         {S(1,2)}          {SR(1,2)}         {SI(1,2)}         {SM(1,2)}         {SP(1,2)}        {SDB(1,2)}         {S(2,1)}          {SR(2,1)}         {SI(2,1)}         {SM(2,1)}         {SP(2,1)}        {SDB(2,1)}         {S(2,2)}          {SR(2,2)}         {SI(2,2)}         {SM(2,2)}         {SP(2,2)}        {SDB(2,2)}         {Y(1,1)}          {YR(1,1)}         {YI(1,1)}         {YM(1,1)}         {YP(1,1)}        {YDB(1,1)}         {Y(1,2)}          {YR(1,2)}         {YI(1,2)}         {YM(1,2)}         {YP(1,2)}        {YDB(1,2)}         {Y(2,1)}          {YR(2,1)}         {YI(2,1)}         {YM(2,1)}         {YP(2,1)}        {YDB(2,1)}         {Y(2,2)}          {YR(2,2)}         {YI(2,2)}         {YM(2,2)}         {YP(2,2)}        {YDB(2,2)}         {Z(1,1)}          {ZR(1,1)}         {ZI(1,1)}         {ZM(1,1)}         {ZP(1,1)}        {ZDB(1,1)}         {Z(1,2)}          {ZR(1,2)}         {ZI(1,2)}         {ZM(1,2)}         {ZP(1,2)}        {ZDB(1,2)}         {Z(2,1)}          {ZR(2,1)}         {ZI(2,1)}         {ZM(2,1)}         {ZP(2,1)}        {ZDB(2,1)}         {Z(2,2)}          {ZR(2,2)}         {ZI(2,2)}         {ZM(2,2)}         {ZP(2,2)}        {ZDB(2,2)}    
29       7.94328235e+03   -9.99200316e-01   -9.99200316e-01   -8.00816026e-05    9.99200319e-01   -1.79995408e+02   -6.94871765e-03    3.95984394e-10    3.95984394e-10   -1.60227271e-05    1.60227271e-05   -8.99985840e+01   -9.59052713e+01    3.95984394e-10    3.95984394e-10   -1.60227271e-05    1.60227271e-05   -8.99985840e+01   -9.59052713e+01    6.00000000e-01    6.00000000e-01   -1.58228515e-05    6.00000000e-01   -1.51097102e-03   -4.43697499e+00    4.95031151e+01    4.95031151e+01    4.95932110e+00    4.97509123e+01    5.72091757e+00    3.39360210e+01   -4.96808162e-05   -4.96808162e-05    4.95932879e-04    4.98415092e-04    9.57206051e+01   -6.60481763e+01   -4.96808162e-05   -4.96808162e-05    4.95932879e-04    4.98415092e-04    9.57206051e+01   -6.60481763e+01    4.99999503e-03    4.99999503e-03    2.46734369e-07    4.99999504e-03    2.82737040e-03   -4.60206085e+01    2.00000000e-02    2.00000000e-02   -2.00364202e-03    2.01001140e-02   -5.72092327e+00   -3.39360296e+01   -1.10000000e-07   -1.10000000e-07   -2.00364202e-03    2.00364202e-03   -9.00031455e+01   -5.39635974e+01   -1.10000000e-07   -1.10000000e-07   -2.00364202e-03    2.00364202e-03   -9.00031455e+01   -5.39635974e+01    1.99999999e+02    1.99999999e+02   -9.88928215e-03    2.00000000e+02   -2.83307065e-03    4.60205999e+01
30       1.00000000e+04   -9.99200317e-01   -9.99200317e-01   -6.36110781e-05    9.99200319e-01   -1.79996352e+02   -6.94871559e-03    1.11734938e-10    1.11734938e-10   -1.27273045e-05    1.27273045e-05   -8.99994970e+01   -9.79052713e+01    1.11734938e-10    1.11734938e-10   -1.27273045e-05    1.27273045e-05   -8.99994970e+01   -9.79052713e+01    6.00000000e-01    6.00000000e-01   -1.84303715e-05    6.00000000e-01   -1.75997084e-03   -4.43697499e+00    4.96853327e+01    4.96853327e+01    3.95383064e+00    4.98424022e+01    4.54986244e+00    3.39519793e+01   -3.14590297e-05   -3.14590297e-05    3.95383677e-04    3.96633234e-04    9.45492024e+01   -6.80322180e+01   -3.14590297e-05   -3.14590297e-05    3.95383677e-04    3.96633234e-04    9.45492024e+01   -6.80322180e+01    4.99999686e-03    4.99999686e-03    2.87724249e-07    4.99999686e-03    3.29707909e-03   -4.60206054e+01    2.00000000e-02    2.00000000e-02   -1.59154943e-03    2.00632258e-02   -4.54986530e+00   -3.39519848e+01   -1.09999999e-07   -1.09999999e-07   -1.59154942e-03    1.59154943e-03   -9.00039600e+01   -5.59635974e+01   -1.09999999e-07   -1.09999999e-07   -1.59154942e-03    1.59154943e-03   -9.00039600e+01   -5.59635974e+01    1.99999999e+02    1.99999999e+02   -1.15189822e-02    2.00000000e+02   -3.29994532e-03    4.60205999e+01
31       1.25892541e+04   -9.99200318e-01   -9.99200318e-01   -5.05280754e-05    9.99200320e-01   -1.79997103e+02   -6.94871430e-03   -6.76143444e-11   -6.76143444e-11   -1.01096573e-05    1.01096573e-05   -9.00003832e+01   -9.99052713e+01   -6.76143445e-11   -6.76143445e-11   -1.01096573e-05    1.01096573e-05   -9.00003832e+01   -9.99052713e+01    5.99999999e-01    5.99999999e-01   -2.20193761e-05    6.00000000e-01   -2.10269553e-03   -4.43697499e+00    4.98009961e+01    4.98009961e+01    3.14795120e+00    4.99003889e+01    3.61688895e+00    3.39620786e+01   -1.98926693e-05   -1.98926693e-05    3.14795608e-04    3.15423514e-04    9.36158462e+01   -7.00221187e+01   -1.98926693e-05   -1.98926693e-05    3.14795608e-04    3.15423514e-04    9.36158462e+01   -7.00221187e+01    4.99999801e-03    4.99999801e-03    3.43927045e-07    4.99999803e-03    3.94111518e-03   -4.60206033e+01    2.00000000e-02    2.00000000e-02   -1.26421265e-03    2.00399160e-02   -3.61689038e+00   -3.39620821e+01   -1.09999999e-07   -1.09999999e-07   -1.26421264e-03    1.26421265e-03   -9.00049853e+01   -5.79635974e+01   -1.09999999e-07   -1.09999999e-07   -1.26421264e-03    1.26421265e-03   -9.00049853e+01   -5.79635974e+01    1.99999999e+02    1.99999999e+02   -1.37621100e-02    1.99999999e+02   -3.94255411e-03    4.60205999e+01
32       1.58489319e+04   -9.99200319e-01   -9.99200319e-01   -4.01358769e-05    9.99200320e-01   -1.79997699e+02   -6.94871348e-03   -1.80776091e-10   -1.80776091e-10   -8.03038625e-06    8.03038626e-06   -9.00012898e+01   -1.01905271e+02   -1.80776091e-10   -1.80776091e-10   -8.03038625e-06    8.03038626e-06   -9.00012898e+01   -1.01905271e+02    5.99999999e-01    5.99999999e-01   -2.67809927e-05    6.00000000e-01   -2.55739642e-03   -4.43697500e+00    4.98742523e+01    4.98742523e+01    2.50418508e+00    4.99370803e+01    2.87440592e+00    3.39684629e+01   -1.25670377e-05   -1.25670377e-05    2.50418896e-04    2.50734031e-04    9.28729249e+01   -7.20157344e+01   -1.25670377e-05   -1.25670377e-05    2.50418896e-04    2.50734031e-04    9.28729249e+01   -7.20157344e+01    4.99999875e-03    4.99999875e-03    4.18389944e-07    4.99999877e-03    4.79439679e-03   -4.60206021e+01    2.00000000e-02    2.00000000e-02   -1.00419980e-03    2.00251946e-02   -2.87440664e+00   -3.39684651e+01   -1.09999999e-07   -1.09999999e-07   -1.00419979e-03    1.00419980e-03   -9.00062762e+01   -5.99635974e+01   -1.09999999e-07   -1.09999999e-07   -1.00419979e-03    1.00419980e-03   -9.00062762e+01   -5.99635974e+01    1.99999998e+02    1.99999998e+02   -1.67381203e-02    1.99999999e+02   -4.79511827e-03    4.60205999e+01
33       1.99526231e+04   -9.99200319e-01   -9.99200319e-01   -3.18810603e-05    9.99200320e-01   -1.79998172e+02   -6.94871296e-03   -2.52176327e-10   -2.52176327e-10   -6.37876253e-06    6.37876254e-06   -9.00022651e+01   -1.03905271e+02   -2.52176327e-10   -2.52176327e-10   -6.37876253e-06    6.37876254e-06   -9.00022651e+01   -1.03905271e+02    5.99999999e-01    5.99999999e-01   -3.29687948e-05    6.00000000e-01   -3.14828800e-03   -4.43697500e+00    4.99205849e+01    4.99205849e+01    1.99099299e+00    4.99602727e+01    2.28392892e+00    3.39724960e+01   -7.93377610e-06   -7.93377610e-06    1.99099608e-04    1.99257619e-04    9.22819307e+01   -7.40117013e+01   -7.93377610e-06   -7.93377610e-06    1.99099608e-04    1.99257619e-04    9.22819307e+01   -7.40117013e+01    4.99999921e-03    4.99999921e-03    5.15105804e-07    4.99999924e-03    5.90267863e-03   -4.60206012e+01    2.00000000e-02    2.00000000e-02   -7.97664256e-04    2.00159004e-02   -2.28392929e+00   -3.39724974e+01   -1.09999998e-07   -1.09999998e-07   -7.97664243e-04    7.97664250e-04   -9.00079012e+01   -6.19635974e+01   -1.09999998e-07   -1.09999998e-07   -7.97664243e-04    7.97664250e-04   -9.00079012e+01   -6.19635974e+01    1.99999998e+02    1.99999998e+02   -2.06054965e-02    1.99999999e+02   -5.90303997e-03    4.60205999e+01
34       2.51188643e+04   -9.99200319e-01   -9.99200319e-01   -2.53240263e-05    9.99200320e-01   -1.79998548e+02   -6.94871264e-03   -2.97226829e-10   -2.97226829e-10   -5.06683117e-06    5.06683118e-06   -9.00033610e+01   -1.05905271e+02   -2.97226829e-10   -2.97226829e-10   -5.06683117e-06    5.06683118e-06   -9.00033610e+01   -1.05905271e+02    5.99999998e-01    5.99999998e-01   -4.09123054e-05    6.00000000e-01   -3.90683739e-03   -4.43697500e+00    4.99498630e+01    4.99498630e+01    1.58242959e+00    4.99749227e+01    1.81454397e+00    3.39750426e+01   -5.00595330e-06   -5.00595330e-06    1.58243204e-04    1.58322364e-04    9.18119222e+01   -7.60091547e+01   -5.00595330e-06   -5.00595330e-06    1.58243204e-04    1.58322364e-04    9.18119222e+01   -7.60091547e+01    4.99999951e-03    4.99999951e-03    6.39238937e-07    4.99999955e-03    7.32513932e-03   -4.60206007e+01    2.00000000e-02    2.00000000e-02   -6.33607240e-04    2.00100339e-02   -1.81454415e+00   -3.39750435e+01   -1.09999997e-07   -1.09999997e-07   -6.33607224e-04    6.33607233e-04   -9.00099471e+01   -6.39635975e+01   -1.09999997e-07   -1.09999997e-07   -6.33607224e-04    6.33607233e-04   -9.00099471e+01   -6.39635975e+01    1.99999996e+02    1.99999996e+02   -2.55701904e-02    1.99999998e+02   -7.32532005e-03    4.60205998e+01
35       3.16227766e+04   -9.99200320e-01   -9.99200320e-01   -2.01155891e-05    9.99200320e-01   -1.79998847e+02   -6.94871243e-03   -3.25651774e-10   -3.25651774e-10   -4.02472705e-06    4.02472707e-06   -9.00046360e+01   -1.07905271e+02   -3.25651774e-10   -3.25651774e-10   -4.02472705e-06    4.02472707e-06   -9.00046360e+01   -1.07905271e+02    5.99999997e-01    5.99999997e-01   -5.10345455e-05    5.99999999e-01   -4.87344012e-03   -4.43697500e+00    4.99683540e+01    4.99683540e+01    1.25743386e+00    4.99841729e+01    1.44152139e+00    3.39766502e+01   -3.15685410e-06   -3.15685410e-06    1.25743581e-04    1.25783202e-04    9.14381365e+01   -7.80075471e+01   -3.15685410e-06   -3.15685410e-06    1.25743581e-04    1.25783202e-04    9.14381365e+01   -7.80075471e+01    4.99999970e-03    4.99999970e-03    7.97406850e-07    4.99999977e-03    9.13760988e-03   -4.60206003e+01    2.00000000e-02    2.00000000e-02   -5.03292121e-04    2.00063316e-02   -1.44152149e+00   -3.39766508e+01   -1.09999996e-07   -1.09999996e-07   -5.03292100e-04    5.03292112e-04   -9.00125226e+01   -6.59635975e+01   -1.09999996e-07   -1.09999996e-07   -5.03292100e-04    5.03292112e-04   -9.00125226e+01   -6.59635975e+01    1.99999994e+02    1.99999994e+02   -3.18965900e-02    1.99999997e+02   -9.13770012e-03    4.60205998e+01
36       3.98107171e+04   -9.99200320e-01   -9.99200320e-01   -1.59783804e-05    9.99200320e-01   -1.79999084e+02   -6.94871230e-03   -3.43586702e-10   -3.43586702e-10   -3.19695432e-06    3.19695434e-06   -9.00061578e+01   -1.09905271e+02   -3.43586702e-10   -3.43586702e-10   -3.19695432e-06    3.19695434e-06   -9.00061578e+01   -1.09905271e+02    5.99999996e-01    5.99999996e-01   -6.38745611e-05    5.99999999e-01   -6.09957130e-03   -4.43697501e+00    4.99800281e+01    4.99800281e+01    9.99048597e-01    4.99900120e+01    1.14513033e+00    3.39776648e+01   -1.98944674e-06   -1.98944674e-06    9.99050141e-05    9.99248204e-05    9.11408020e+01   -8.00065325e+01   -1.98944674e-06   -1.98944674e-06    9.99050141e-05    9.99248204e-05    9.11408020e+01   -8.00065325e+01    4.99999983e-03    4.99999983e-03    9.98036060e-07    4.99999993e-03    1.14366510e-02   -4.60206000e+01    2.00000000e-02    2.00000000e-02   -3.99779142e-04    2.00039952e-02   -1.14513038e+00   -3.39776652e+01   -1.09999994e-07   -1.09999994e-07   -3.99779116e-04    3.99779131e-04   -9.00157650e+01   -6.79635976e+01   -1.09999994e-07   -1.09999994e-07   -3.99779116e-04    3.99779131e-04   -9.00157650e+01   -6.79635976e+01    1.99999991e+02    1.99999991e+02   -3.99215988e-02    1.99999995e+02   -1.14366960e-02    4.60205997e+01
37       5.01187234e+04   -9.99200320e-01   -9.99200320e-01   -1.26920787e-05    9.99200320e-01   -1.79999272e+02   -6.94871222e-03   -3.54902875e-10   -3.54902875e-10   -2.53943107e-06    2.53943109e-06   -9.00080075e+01   -1.11905271e+02   -3.54902875e-10   -3.54902875e-10   -2.53943107e-06    2.53943109e-06   -9.00080075e+01   -1.11905271e+02    5.99999993e-01    5.99999993e-01   -8.01161299e-05    5.99999998e-01   -7.65052690e-03   -4.43697501e+00    4.99873967e+01    4.99873967e+01    7.93689518e-01    4.99936973e+01    9.09654067e-01    3.39783051e+01   -1.25258175e-06   -1.25258175e-06    7.93690742e-05    7.93789575e-05    9.09041518e+01   -8.20058922e+01   -1.25258175e-06   -1.25258175e-06    7.93690742e-05    7.93789575e-05    9.09041518e+01   -8.20058922e+01    4.99999992e-03    4.99999992e-03    1.25181256e-06    5.00000008e-03    1.43447152e-02   -4.60205998e+01    2.00000000e-02    2.00000000e-02   -3.17555860e-04    2.00025209e-02   -9.09654089e-01   -3.39783053e+01   -1.09999990e-07   -1.09999990e-07   -3.17555827e-04    3.17555846e-04   -9.00198470e+01   -6.99635977e+01   -1.09999990e-07   -1.09999990e-07   -3.17555827e-04    3.17555846e-04   -9.00198470e+01   -6.99635977e+01    1.99999986e+02    1.99999986e+02   -5.00725774e-02    1.99999992e+02   -1.43447375e-02    4.60205996e+01
38       6.30957344e+04   -9.99200320e-01   -9.99200320e-01   -1.00816765e-05    9.99200320e-01   -1.79999422e+02   -6.94871217e-03   -3.62042896e-10   -3.62042896e-10   -2.01714178e-06    2.01714181e-06   -9.00102836e+01   -1.13905271e+02   -3.62042896e-10   -3.62042896e-10   -2.01714178e-06    2.01714181e-06   -9.00102836e+01   -1.13905271e+02    5.99999989e-01    5.99999989e-01   -1.00624174e-04    5.99999998e-01   -9.60890094e-03   -4.43697503e+00    4.99920471e+01    4.99920471e+01    6.30508651e-01    4.99960230e+01    7.22586321e-01    3.39787092e+01   -7.87539559e-07   -7.87539559e-07    6.30509621e-05    6.30558803e-05    9.07156171e+01   -8.40054881e+01   -7.87539559e-07   -7.87539559e-07    6.30509621e-05    6.30558803e-05    9.07156171e+01   -8.40054881e+01    4.99999999e-03    4.99999999e-03    1.57225176e-06    5.00000024e-03    1.80166774e-02   -4.60205995e+01    2.00000000e-02    2.00000000e-02   -2.52243586e-04    2.00015906e-02   -7.22586332e-01   -3.39787093e+01   -1.09999985e-07   -1.09999985e-07   -2.52243545e-04    2.52243569e-04   -9.00249859e+01   -7.19635980e+01   -1.09999985e-07   -1.09999985e-07   -2.52243545e-04    2.52243569e-04   -9.00249859e+01   -7.19635980e+01    1.99999977e+02    1.99999977e+02   -6.28901016e-02    1.99999987e+02   -1.80166884e-02    4.60205994e+01
39       7.94328235e+04   -9.99200320e-01   -9.99200320e-01   -8.00816028e-06    9.99200320e-01   -1.79999541e+02   -6.94871214e-03   -3.66547942e-10   -3.66547942e-10   -1.60227264e-06    1.60227268e-06   -9.00131074e+01   -1.15905271e+02   -3.66547942e-10   -3.66547942e-10   -1.60227264e-06    1.60227268e-06   -9.00131074e+01   -1.15905271e+02    5.99999983e-01    5.99999983e-01   -1.26490823e-04    5.99999996e-01   -1.20789840e-02   -4.43697505e+00    4.99949818e+01    4.99949818e+01    5.00860227e-01    4.99974906e+01    5.73981950e-01    3.39789641e+01   -4.94073244e-07   -4.94073244e-07    5.00860994e-05    5.00885362e-05    9.05651746e+01   -8.60052332e+01   -4.94073244e-07   -4.94073244e-07    5.00860994e-05    5.00885362e-05    9.05651746e+01   -8.60052332e+01    5.00000006e-03    5.00000006e-03    1.97641865e-06    5.00000045e-03    2.26480879e-02   -4.60205991e+01    2.00000000e-02    2.00000000e-02   -2.00364202e-04    2.00010036e-02   -5.73981955e-01   -3.39789642e+01   -1.09999976e-07   -1.09999976e-07   -2.00364150e-04    2.00364181e-04   -9.00314554e+01   -7.39635983e+01   -1.09999976e-07   -1.09999976e-07   -2.00364150e-04    2.00364181e-04   -9.00314554e+01   -7.39635983e+01    1.99999964e+02    1.99999964e+02   -7.90567495e-02    1.99999980e+02   -2.26480933e-02    4.60205990e+01
40       1.00000000e+05   -9.99200320e-01   -9.99200320e-01   -6.36110782e-06    9.99200320e-01   -1.79999635e+02   -6.94871212e-03   -3.69390430e-10   -3.69390430e-10   -1.27273037e-06    1.27273042e-06   -9.00166292e+01   -1.17905271e+02   -3.69390430e-10   -3.69390430e-10   -1.27273037e-06    1.27273042e-06   -9.00166292e+01   -1.17905271e+02    5.99999973e-01    5.99999973e-01   -1.59093567e-04    5.99999994e-01   -1.51923169e-02   -4.43697508e+00    4.99968336e+01    4.99968336e+01    3.97862158e-01    4.99984166e+01    4.55935699e-01    3.39791250e+01   -3.08890787e-07   -3.08890787e-07    3.97862762e-05    3.97874753e-05    9.04448213e+01   -8.80050724e+01   -3.08890787e-07   -3.08890787e-07    3.97862762e-05    3.97874753e-05    9.04448213e+01   -8.80050724e+01    5.00000014e-03    5.00000014e-03    2.48583681e-06    5.00000076e-03    2.84855884e-02   -4.60205986e+01    2.00000000e-02    2.00000000e-02   -1.59154943e-04    2.00006332e-02   -4.55935702e-01   -3.39791251e+01   -1.09999962e-07   -1.09999962e-07   -1.59154878e-04    1.59154916e-04   -9.00396000e+01   -7.59635988e+01   -1.09999962e-07   -1.09999962e-07   -1.59154878e-04    1.59154916e-04   -9.00396000e+01   -7.59635988e+01    1.99999944e+02    1.99999944e+02   -9.94334503e-02    1.99999968e+02   -2.84855909e-02    4.60205985e+01
End of Xyce(TM) Simulation
