Index        TIME         {V(VOUT)+2.0}     {V(IN)+2.0}      {V(1)+2.0}
708     4.50615199e-06   6.38959183e+00   2.21037976e+00   2.00000000e+00   
709     4.50627765e-06   6.39591453e+00   2.18317427e+00   2.00000000e+00   
710     4.50640330e-06   6.40092078e+00   2.15948558e+00   2.00000000e+00   
711     4.50652896e-06   6.40492917e+00   2.13885946e+00   2.00000000e+00   
712     4.50678027e-06   6.41127723e+00   2.10357303e+00   2.00000000e+00   
713     4.50693003e-06   6.41368638e+00   2.08799275e+00   2.00000000e+00   
714     4.50706482e-06   6.41548212e+00   2.07589771e+00   2.00000000e+00   
715     4.50719961e-06   6.41697949e+00   2.06546505e+00   2.00000000e+00   
716     4.50733440e-06   6.41823533e+00   2.05646635e+00   2.00000000e+00   
717     4.50760398e-06   6.42031039e+00   2.04122857e+00   2.00000000e+00   
718     4.50776170e-06   6.42115422e+00   2.03474868e+00   2.00000000e+00   
719     4.50790364e-06   6.42179747e+00   2.02975487e+00   2.00000000e+00   
720     4.50804559e-06   6.42234335e+00   2.02547872e+00   2.00000000e+00   
721     4.50818754e-06   6.42280731e+00   2.02181710e+00   2.00000000e+00   
722     4.50847143e-06   6.42358165e+00   2.01566557e+00   2.00000000e+00   
723     4.50863386e-06   6.42389561e+00   2.01314170e+00   2.00000000e+00   
724     4.50878005e-06   6.42413583e+00   2.01120497e+00   2.00000000e+00   
725     4.50892623e-06   6.42434015e+00   2.00955366e+00   2.00000000e+00   
726     4.50907242e-06   6.42451400e+00   2.00814571e+00   2.00000000e+00   
727     4.50936479e-06   6.42480415e+00   2.00579128e+00   2.00000000e+00   
728     4.50952937e-06   6.42492001e+00   2.00484790e+00   2.00000000e+00   
729     4.50967749e-06   6.42500867e+00   2.00412539e+00   2.00000000e+00   
730     4.50982561e-06   6.42508405e+00   2.00351056e+00   2.00000000e+00   
731     4.50997374e-06   6.42514816e+00   2.00298736e+00   2.00000000e+00   
732     4.51026998e-06   6.42525507e+00   2.00211430e+00   2.00000000e+00   
733     4.51043669e-06   6.42529765e+00   2.00176617e+00   2.00000000e+00   
734     4.51058673e-06   6.42533020e+00   2.00150006e+00   2.00000000e+00   
735     4.51073676e-06   6.42535783e+00   2.00127404e+00   2.00000000e+00   
736     4.51088680e-06   6.42538129e+00   2.00108208e+00   2.00000000e+00   
737     4.51118688e-06   6.42542035e+00   2.00076242e+00   2.00000000e+00   
738     4.51135852e-06   6.42543606e+00   2.00063379e+00   2.00000000e+00   
739     4.51151299e-06   6.42544802e+00   2.00053591e+00   2.00000000e+00   
740     4.51166746e-06   6.42545812e+00   2.00045314e+00   2.00000000e+00   
741     4.51182194e-06   6.42546667e+00   2.00038316e+00   2.00000000e+00   
742     4.51213089e-06   6.42548083e+00   2.00026718e+00   2.00000000e+00   
743     4.51231582e-06   6.42548668e+00   2.00021924e+00   2.00000000e+00   
744     4.51248226e-06   6.42549109e+00   2.00018319e+00   2.00000000e+00   
745     4.51264870e-06   6.42549476e+00   2.00015307e+00   2.00000000e+00   
746     4.51281514e-06   6.42549784e+00   2.00012790e+00   2.00000000e+00   
747     4.51314801e-06   6.42550286e+00   2.00008671e+00   2.00000000e+00   
748     4.51336951e-06   6.42550506e+00   2.00006872e+00   2.00000000e+00   
749     4.51356885e-06   6.42550666e+00   2.00005561e+00   2.00000000e+00   
750     4.51376820e-06   6.42550795e+00   2.00004500e+00   2.00000000e+00   
751     4.51396754e-06   6.42550900e+00   2.00003642e+00   2.00000000e+00   
752     4.51436623e-06   6.42551066e+00   2.00002284e+00   2.00000000e+00   
753     4.51469390e-06   6.42551144e+00   2.00001646e+00   2.00000000e+00   
754     4.51498880e-06   6.42551196e+00   2.00001221e+00   2.00000000e+00   
755     4.51528370e-06   6.42551234e+00   2.00000905e+00   2.00000000e+00   
756     4.51557860e-06   6.42551263e+00   2.00000671e+00   2.00000000e+00   
757     4.51616840e-06   6.42551304e+00   2.00000333e+00   2.00000000e+00   
758     4.51675820e-06   6.42551321e+00   2.00000196e+00   2.00000000e+00   
759     4.51734800e-06   6.42551331e+00   2.00000116e+00   2.00000000e+00   
760     4.51852760e-06   6.42551339e+00   2.00000048e+00   2.00000000e+00   
761     4.51970720e-06   6.42551342e+00   2.00000020e+00   2.00000000e+00   
762     4.52206640e-06   6.42551344e+00   2.00000005e+00   2.00000000e+00   
763     4.52678481e-06   6.42551345e+00   2.00000001e+00   2.00000000e+00   
764     4.53622162e-06   6.42551345e+00   2.00000000e+00   2.00000000e+00   
765     4.55509524e-06   6.42551345e+00   2.00000000e+00   2.00000000e+00   
766     4.59284247e-06   6.42551345e+00   2.00000000e+00   2.00000000e+00   
767     4.66833694e-06   6.42551345e+00   2.00000000e+00   2.00000000e+00   
768     4.81932588e-06   6.42551345e+00   2.00000000e+00   2.00000000e+00   
769     5.11932588e-06   6.42551345e+00   2.00000000e+00   2.00000000e+00   
770     5.41932588e-06   6.42551345e+00   2.00000000e+00   2.00000000e+00   
771     5.71932588e-06   6.42551345e+00   2.00000000e+00   2.00000000e+00   
772     6.00000000e-06   6.42551345e+00   2.00000000e+00   2.00000000e+00   
End of Xyce(TM) Simulation
