Index         TIME             {V(8)+4}           {V(5)+4}           {V(1)+4}           {V(3)+4}
30      5.0057139693e-08   6.6761382126e+00   6.6762135340e+00   6.8599424274e+00   6.6620315853e+00   
31      5.0060463799e-08   6.6762742700e+00   6.6763495961e+00   6.8599346152e+00   6.6620336087e+00   
32      5.0063787904e-08   6.6764101036e+00   6.6764854345e+00   6.8599266502e+00   6.6620364855e+00   
33      5.0067112010e-08   6.6765457108e+00   6.6766210464e+00   6.8599185361e+00   6.6620401969e+00   
34      5.0070436115e-08   6.6766811396e+00   6.6767564799e+00   6.8599103095e+00   6.6620445384e+00   
35      5.0073760221e-08   6.6768163901e+00   6.6768917351e+00   6.8599019705e+00   6.6620495099e+00   
36      5.0077222960e-08   6.6769569199e+00   6.6770322698e+00   6.8598930652e+00   6.6620559157e+00   
37      5.0080685699e-08   6.6770971925e+00   6.6771725472e+00   6.8598840131e+00   6.6620631473e+00   
38      5.0084148438e-08   6.6772372051e+00   6.6773125646e+00   6.8598748180e+00   6.6620711853e+00   
39      5.0087611177e-08   6.6773770132e+00   6.6774523776e+00   6.8598655151e+00   6.6620798311e+00   
40      5.0091073916e-08   6.6775166171e+00   6.6775919863e+00   6.8598561046e+00   6.6620890846e+00   
41      5.0094684618e-08   6.6776617723e+00   6.6777371466e+00   6.8598460827e+00   6.6620999177e+00   
42      5.0098295321e-08   6.6778066335e+00   6.6778820128e+00   6.8598359206e+00   6.6621115460e+00   
43      5.0101906023e-08   6.6779511980e+00   6.6780265822e+00   6.8598256219e+00   6.6621239500e+00   
44      5.0105516726e-08   6.6780955296e+00   6.6781709188e+00   6.8598152208e+00   6.6621369373e+00   
45      5.0109127428e-08   6.6782396285e+00   6.6783150227e+00   6.8598047171e+00   6.6621505082e+00   
46      5.0112895973e-08   6.6783895553e+00   6.6784649546e+00   6.8597935552e+00   6.6621658091e+00   
47      5.0116664519e-08   6.6785391477e+00   6.6786145522e+00   6.8597822603e+00   6.6621818718e+00   
48      5.0120433064e-08   6.6786884033e+00   6.6787638129e+00   6.8597708360e+00   6.6621986762e+00   
49      5.0124201610e-08   6.6788373949e+00   6.6789128096e+00   6.8597593149e+00   6.6622160374e+00   
50      5.0127970155e-08   6.6789861227e+00   6.6790615425e+00   6.8597476970e+00   6.6622339555e+00   
51      5.0131906930e-08   6.6791409554e+00   6.6792163805e+00   6.8597353724e+00   6.6622537582e+00   
52      5.0135843706e-08   6.6792954097e+00   6.6793708401e+00   6.8597229226e+00   6.6622742857e+00   
53      5.0139780481e-08   6.6794494833e+00   6.6795249190e+00   6.8597103515e+00   6.6622955179e+00   
54      5.0143717257e-08   6.6796032590e+00   6.6796787000e+00   6.8596976896e+00   6.6623172777e+00   
55      5.0147654032e-08   6.6797567369e+00   6.6798321831e+00   6.8596849371e+00   6.6623395651e+00   
56      5.0151769857e-08   6.6799165920e+00   6.6799920436e+00   6.8596714288e+00   6.6623638937e+00   
57      5.0155885681e-08   6.6800760207e+00   6.6801514778e+00   6.8596578038e+00   6.6623889066e+00   
58      5.0160001506e-08   6.6802350208e+00   6.6803104833e+00   6.8596440661e+00   6.6624145834e+00   
59      5.0164117330e-08   6.6803936860e+00   6.6804691539e+00   6.8596302444e+00   6.6624407559e+00   
60      5.0168233155e-08   6.6805520163e+00   6.6806274896e+00   6.8596163388e+00   6.6624674240e+00   
61      5.0172539170e-08   6.6807169850e+00   6.6807924639e+00   6.8596016281e+00   6.6624962890e+00   
62      5.0176845186e-08   6.6808814751e+00   6.6809569596e+00   6.8595868102e+00   6.6625257939e+00   
63      5.0181151201e-08   6.6810454844e+00   6.6811209746e+00   6.8595718888e+00   6.6625559180e+00   
64      5.0185457217e-08   6.6812091187e+00   6.6812846143e+00   6.8595568908e+00   6.6625865030e+00   
65      5.0189763232e-08   6.6813723777e+00   6.6814478790e+00   6.8595418161e+00   6.6626175489e+00   
66      5.0194270752e-08   6.6815425174e+00   6.6816180244e+00   6.8595258881e+00   6.6626509430e+00   
67      5.0198778272e-08   6.6817121217e+00   6.6817876345e+00   6.8595098630e+00   6.6626849283e+00   
68      5.0203285792e-08   6.6818811888e+00   6.6819567074e+00   6.8594937447e+00   6.6627194841e+00   
69      5.0207793312e-08   6.6820498372e+00   6.6821253615e+00   6.8594775576e+00   6.6627544630e+00   
70      5.0212300832e-08   6.6822180669e+00   6.6822935969e+00   6.8594613017e+00   6.6627898648e+00   
71      5.0217021150e-08   6.6823933914e+00   6.6824689274e+00   6.8594441463e+00   6.6628277577e+00   
72      5.0221741468e-08   6.6825681194e+00   6.6826436613e+00   6.8594269048e+00   6.6628661889e+00   
73      5.0226461787e-08   6.6827422494e+00   6.6828177972e+00   6.8594095812e+00   6.6629051378e+00   
74      5.0231182105e-08   6.6829159136e+00   6.6829914673e+00   6.8593921972e+00   6.6629444685e+00   
75      5.0235902423e-08   6.6830891121e+00   6.6831646717e+00   6.8593747530e+00   6.6629841811e+00   
76      5.0240846586e-08   6.6832695823e+00   6.6833451480e+00   6.8593563665e+00   6.6630265147e+00   
77      5.0245790749e-08   6.6834493903e+00   6.6835249621e+00   6.8593379059e+00   6.6630693292e+00   
78      5.0250734913e-08   6.6836285350e+00   6.6837041129e+00   6.8593193748e+00   6.6631126041e+00   
79      5.0255679076e-08   6.6838071636e+00   6.6838827475e+00   6.8593007926e+00   6.6631562167e+00   
80      5.0260623239e-08   6.6839852761e+00   6.6840608661e+00   6.8592821593e+00   6.6632001669e+00   
81      5.0265801797e-08   6.6841707901e+00   6.6842463864e+00   6.8592625458e+00   6.6632468498e+00   
82      5.0270980355e-08   6.6843555721e+00   6.6844311746e+00   6.8592428708e+00   6.6632939519e+00   
83      5.0276158913e-08   6.6845396211e+00   6.6846152299e+00   6.8592231380e+00   6.6633414531e+00   
84      5.0281337471e-08   6.6847231006e+00   6.6847987156e+00   6.8592033638e+00   6.6633892445e+00   
85      5.0286516029e-08   6.6849060104e+00   6.6849816316e+00   6.8591835481e+00   6.6634373262e+00   
86      5.0291938785e-08   6.6850963961e+00   6.6851720238e+00   6.8591627206e+00   6.6634882295e+00   
87      5.0297361540e-08   6.6852859759e+00   6.6853616100e+00   6.8591418451e+00   6.6635394863e+00   
88      5.0302784296e-08   6.6854747493e+00   6.6855503899e+00   6.8591209251e+00   6.6635910767e+00   
89      5.0308207051e-08   6.6856628967e+00   6.6857385436e+00   6.8590999738e+00   6.6636429073e+00   
90      5.0313629807e-08   6.6858504178e+00   6.6859260712e+00   6.8590789912e+00   6.6636949778e+00   
91      5.0319305596e-08   6.6860454278e+00   6.6861210878e+00   6.8590569727e+00   6.6637499319e+00   
92      5.0324981386e-08   6.6862395545e+00   6.6863152211e+00   6.8590349202e+00   6.6638051699e+00   
93      5.0330657175e-08   6.6864327980e+00   6.6865084713e+00   6.8590128370e+00   6.6638606730e+00   
94      5.0336332965e-08   6.6866253564e+00   6.6867010362e+00   6.8589907333e+00   6.6639163633e+00   
95      5.0342008755e-08   6.6868172295e+00   6.6868929158e+00   6.8589686089e+00   6.6639722408e+00   
96      5.0347945295e-08   6.6870165401e+00   6.6870922332e+00   6.8589454324e+00   6.6640310341e+00   
97      5.0353881836e-08   6.6872148871e+00   6.6872905869e+00   6.8589222364e+00   6.6640900390e+00   
98      5.0359818377e-08   6.6874122714e+00   6.6874879781e+00   6.8588990242e+00   6.6641492372e+00   
99      5.0365754918e-08   6.6876089095e+00   6.6876846228e+00   6.8588758023e+00   6.6642085679e+00   
100     5.0371691459e-08   6.6878048012e+00   6.6878805212e+00   6.8588525708e+00   6.6642680311e+00   
101     5.0377895297e-08   6.6880080162e+00   6.6880837432e+00   6.8588282792e+00   6.6643304115e+00   
102     5.0384099135e-08   6.6882101854e+00   6.6882859193e+00   6.8588039831e+00   6.6643929288e+00   
103     5.0390302973e-08   6.6884113105e+00   6.6884870513e+00   6.8587796854e+00   6.6644555659e+00   
104     5.0396506811e-08   6.6886116266e+00   6.6886873744e+00   6.8587553891e+00   6.6645182793e+00   
105     5.0402710649e-08   6.6888111339e+00   6.6888868885e+00   6.8587310943e+00   6.6645810690e+00   
106     5.0409187225e-08   6.6890177936e+00   6.6890935553e+00   6.8587057394e+00   6.6646467479e+00   
107     5.0415663800e-08   6.6892233241e+00   6.6892990929e+00   6.8586803949e+00   6.6647124878e+00   
108     5.0422140376e-08   6.6894277279e+00   6.6895035037e+00   6.8586550635e+00   6.6647782728e+00   
109     5.0428616951e-08   6.6896312593e+00   6.6897070422e+00   6.8586297447e+00   6.6648440772e+00   
110     5.0435093526e-08   6.6898339184e+00   6.6899097083e+00   6.8586044385e+00   6.6649099011e+00   
111     5.0441847367e-08   6.6900435127e+00   6.6901193098e+00   6.8585780790e+00   6.6649785599e+00   
112     5.0448601208e-08   6.6902518938e+00   6.6903276981e+00   6.8585517446e+00   6.6650472036e+00   
113     5.0455355048e-08   6.6904590652e+00   6.6905348767e+00   6.8585254379e+00   6.6651158175e+00   
114     5.0462108889e-08   6.6906653007e+00   6.6907411193e+00   6.8584991548e+00   6.6651843941e+00   
115     5.0468862729e-08   6.6908706002e+00   6.6909464260e+00   6.8584728953e+00   6.6652529333e+00   
116     5.0475897745e-08   6.6910825838e+00   6.6911584170e+00   6.8584455942e+00   6.6653242317e+00   
117     5.0482932760e-08   6.6912932707e+00   6.6913691112e+00   6.8584183328e+00   6.6653954397e+00   
118     5.0489967776e-08   6.6915026653e+00   6.6915785132e+00   6.8583911133e+00   6.6654665440e+00   
119     5.0497002791e-08   6.6917110607e+00   6.6917869158e+00   6.8583639282e+00   6.6655375548e+00   
120     5.0504037807e-08   6.6919184568e+00   6.6919943192e+00   6.8583367774e+00   6.6656084722e+00   
121     5.0511357648e-08   6.6921322658e+00   6.6922081357e+00   6.8583085999e+00   6.6656820575e+00   
122     5.0518677490e-08   6.6923446956e+00   6.6924205729e+00   6.8582804762e+00   6.6657554786e+00   
123     5.0525997331e-08   6.6925557513e+00   6.6926316360e+00   6.8582524081e+00   6.6658287238e+00   
124     5.0533317173e-08   6.6927657453e+00   6.6928416374e+00   6.8582243847e+00   6.6659018209e+00   
125     5.0540637014e-08   6.6929746776e+00   6.6930505771e+00   6.8581964061e+00   6.6659747698e+00   
126     5.0548245453e-08   6.6931897442e+00   6.6932656513e+00   6.8581674169e+00   6.6660502857e+00   
127     5.0555853891e-08   6.6934033503e+00   6.6934792650e+00   6.8581384949e+00   6.6661255660e+00   
128     5.0563462329e-08   6.6936155021e+00   6.6936914243e+00   6.8581096416e+00   6.6662006005e+00   
129     5.0571070767e-08   6.6938265308e+00   6.6939024605e+00   6.8580808429e+00   6.6662754340e+00   
130     5.0578679206e-08   6.6940364364e+00   6.6941123735e+00   6.8580520988e+00   6.6663500667e+00   
131     5.0586580481e-08   6.6942522008e+00   6.6943281456e+00   6.8580223599e+00   6.6664271608e+00   
132     5.0594481756e-08   6.6944664250e+00   6.6945423775e+00   6.8579927008e+00   6.6665039508e+00   
133     5.0602383032e-08   6.6946791164e+00   6.6947550765e+00   6.8579631229e+00   6.6665804280e+00   
134     5.0610284307e-08   6.6948906245e+00   6.6949665922e+00   6.8579336089e+00   6.6666566538e+00   
135     5.0618185582e-08   6.6951009493e+00   6.6951769246e+00   6.8579041587e+00   6.6667326280e+00   
136     5.0626384696e-08   6.6953168679e+00   6.6953928509e+00   6.8578737277e+00   6.6668109579e+00   
137     5.0634583809e-08   6.6955311683e+00   6.6956071591e+00   6.8578433886e+00   6.6668889183e+00   
138     5.0642782923e-08   6.6957438589e+00   6.6958198574e+00   6.8578131421e+00   6.6669665021e+00   
139     5.0650982037e-08   6.6959553076e+00   6.6960313138e+00   6.8577829682e+00   6.6670437864e+00   
140     5.0659181150e-08   6.6961655144e+00   6.6962415282e+00   6.8577528669e+00   6.6671207710e+00   
141     5.0667684077e-08   6.6963810637e+00   6.6964570854e+00   6.8577217961e+00   6.6672000077e+00   
142     5.0676187004e-08   6.6965949187e+00   6.6966709482e+00   6.8576908282e+00   6.6672788129e+00   
143     5.0684689932e-08   6.6968070888e+00   6.6968831261e+00   6.8576599638e+00   6.6673571811e+00   
144     5.0693192859e-08   6.6970179596e+00   6.6970940047e+00   6.8576291801e+00   6.6674352041e+00   
145     5.0701695786e-08   6.6972275312e+00   6.6973035840e+00   6.8575984769e+00   6.6675128818e+00   
146     5.0710509613e-08   6.6974422093e+00   6.6975182700e+00   6.8575668126e+00   6.6675927116e+00   
147     5.0719323441e-08   6.6976551186e+00   6.6977311872e+00   6.8575352615e+00   6.6676720514e+00   
148     5.0728137268e-08   6.6978662695e+00   6.6979423459e+00   6.8575038238e+00   6.6677508968e+00   
149     5.0736951096e-08   6.6980760651e+00   6.6981521494e+00   6.8574724742e+00   6.6678293538e+00   
150     5.0745764923e-08   6.6982845054e+00   6.6983605975e+00   6.8574412128e+00   6.6679074224e+00   
151     5.0754897915e-08   6.6984978301e+00   6.6985739302e+00   6.8574089951e+00   6.6679875471e+00   
152     5.0764030908e-08   6.6987093129e+00   6.6987854209e+00   6.8573769000e+00   6.6680671261e+00   
153     5.0773163900e-08   6.6989189655e+00   6.6989950814e+00   6.8573449277e+00   6.6681461566e+00   
154     5.0782296892e-08   6.6991272079e+00   6.6992033317e+00   6.8573130505e+00   6.6682247579e+00   
155     5.0791429885e-08   6.6993340402e+00   6.6994101718e+00   6.8572812682e+00   6.6683029298e+00   
156     5.0800891499e-08   6.6995455457e+00   6.6996216854e+00   6.8572485314e+00   6.6683830651e+00   
157     5.0810353114e-08   6.6997551376e+00   6.6998312853e+00   6.8572159261e+00   6.6684626022e+00   
158     5.0819814729e-08   6.6999628288e+00   6.7000389845e+00   6.8571834521e+00   6.6685415393e+00   
159     5.0829276343e-08   6.7001690561e+00   6.7002452197e+00   6.8571510795e+00   6.6686200083e+00   
160     5.0838737958e-08   6.7003738196e+00   6.7004499911e+00   6.8571188083e+00   6.6686980093e+00   
161     5.0848538820e-08   6.7005830523e+00   6.7006592319e+00   6.8570855814e+00   6.6687778830e+00   
162     5.0858339681e-08   6.7007903010e+00   6.7008664887e+00   6.8570524941e+00   6.6688571083e+00   
163     5.0868140543e-08   6.7009955798e+00   6.7010717755e+00   6.8570195460e+00   6.6689356848e+00   
164     5.0877941405e-08   6.7011993421e+00   6.7012755458e+00   6.8569867052e+00   6.6690137563e+00   
165     5.0887742266e-08   6.7014015878e+00   6.7014777995e+00   6.8569539719e+00   6.6690913228e+00   
166     5.0897894122e-08   6.7016081020e+00   6.7016843219e+00   6.8569202790e+00   6.6691706720e+00   
167     5.0908045977e-08   6.7018125632e+00   6.7018887911e+00   6.8568867333e+00   6.6692493250e+00   
168     5.0918197832e-08   6.7020149863e+00   6.7020912223e+00   6.8568533342e+00   6.6693272824e+00   
169     5.0928349688e-08   6.7022158412e+00   6.7022920853e+00   6.8568200480e+00   6.6694046994e+00   
170     5.0938501543e-08   6.7024151279e+00   6.7024913800e+00   6.8567868746e+00   6.6694815760e+00   
171     5.0949017201e-08   6.7026184817e+00   6.7026947420e+00   6.8567527358e+00   6.6695601443e+00   
172     5.0959532860e-08   6.7028197143e+00   6.7028959828e+00   6.8567187513e+00   6.6696379705e+00   
173     5.0970048518e-08   6.7030188423e+00   6.7030951188e+00   6.8566849202e+00   6.6697150560e+00   
174     5.0980564176e-08   6.7032163512e+00   6.7032926358e+00   6.8566512072e+00   6.6697915672e+00   
175     5.0991079834e-08   6.7034122412e+00   6.7034885339e+00   6.8566176122e+00   6.6698675041e+00   
176     5.1001973106e-08   6.7036119925e+00   6.7036882935e+00   6.8565830441e+00   6.6699450387e+00   
177     5.1012866378e-08   6.7038095559e+00   6.7038858650e+00   6.8565486369e+00   6.6700217868e+00   
178     5.1023759650e-08   6.7040049490e+00   6.7040812663e+00   6.8565143897e+00   6.6700977509e+00   
179     5.1034652922e-08   6.7041986735e+00   6.7042749989e+00   6.8564802653e+00   6.6701731077e+00   
180     5.1045546193e-08   6.7043907293e+00   6.7044670628e+00   6.8564462637e+00   6.6702478574e+00   
181     5.1056831833e-08   6.7045864331e+00   6.7046627750e+00   6.8564112801e+00   6.6703241065e+00   
182     5.1068117472e-08   6.7047798836e+00   6.7048562337e+00   6.8563764637e+00   6.6703995261e+00   
183     5.1079403112e-08   6.7049710997e+00   6.7050474579e+00   6.8563418132e+00   6.6704741194e+00   
184     5.1090688751e-08   6.7051605984e+00   6.7052369649e+00   6.8563072902e+00   6.6705480735e+00   
185     5.1101974391e-08   6.7053483799e+00   6.7054247545e+00   6.8562728945e+00   6.6706213884e+00   
186     5.1113668044e-08   6.7055395861e+00   6.7056159690e+00   6.8562375069e+00   6.6706960989e+00   
187     5.1125361697e-08   6.7057284749e+00   6.7058048661e+00   6.8562022923e+00   6.6707699377e+00   
188     5.1137055350e-08   6.7059150667e+00   6.7059914662e+00   6.8561672495e+00   6.6708429090e+00   
189     5.1148749003e-08   6.7060998938e+00   6.7061763015e+00   6.8561323384e+00   6.6709152098e+00   
190     5.1160442656e-08   6.7062829562e+00   6.7063593720e+00   6.8560975590e+00   6.6709868401e+00   
191     5.1172560821e-08   6.7064692078e+00   6.7065456321e+00   6.8560617769e+00   6.6710597549e+00   
192     5.1184678985e-08   6.7066530799e+00   6.7067295125e+00   6.8560261736e+00   6.6711317569e+00   
193     5.1196797149e-08   6.7068345940e+00   6.7069110349e+00   6.8559907475e+00   6.6712028509e+00   
194     5.1208915314e-08   6.7070142974e+00   6.7070907465e+00   6.8559554572e+00   6.6712732437e+00   
195     5.1221033478e-08   6.7071921902e+00   6.7072686475e+00   6.8559203027e+00   6.6713429352e+00   
196     5.1233593476e-08   6.7073730231e+00   6.7074494888e+00   6.8558841345e+00   6.6714137921e+00   
197     5.1246153475e-08   6.7075514161e+00   6.7076278902e+00   6.8558481503e+00   6.6714836955e+00   
198     5.1258713473e-08   6.7077273924e+00   6.7078038748e+00   6.8558123486e+00   6.6715526511e+00   
199     5.1271273471e-08   6.7079015136e+00   6.7079780043e+00   6.8557766866e+00   6.6716208752e+00   
200     5.1283833469e-08   6.7080737797e+00   6.7081502787e+00   6.8557411644e+00   6.6716883679e+00   
201     5.1296853439e-08   6.7082487224e+00   6.7083252299e+00   6.8557046170e+00   6.6717568976e+00   
202     5.1309873409e-08   6.7084211673e+00   6.7084976832e+00   6.8556682588e+00   6.6718244338e+00   
203     5.1322893380e-08   6.7085911389e+00   6.7086676632e+00   6.8556320880e+00   6.6718909828e+00   
204     5.1335913350e-08   6.7087592129e+00   6.7088357455e+00   6.8555960608e+00   6.6719567705e+00   
205     5.1348933320e-08   6.7089253893e+00   6.7090019302e+00   6.8555601770e+00   6.6720217968e+00   
206     5.1362432228e-08   6.7090939639e+00   6.7091705133e+00   6.8555232564e+00   6.6720877221e+00   
207     5.1375931136e-08   6.7092599853e+00   6.7093365432e+00   6.8554865300e+00   6.6721526142e+00   
208     5.1389430045e-08   6.7094234797e+00   6.7095000460e+00   6.8554499958e+00   6.6722164803e+00   
209     5.1402928953e-08   6.7095850361e+00   6.7096616108e+00   6.8554136088e+00   6.6722795556e+00   
210     5.1416427861e-08   6.7097446545e+00   6.7098212375e+00   6.8553773689e+00   6.6723418398e+00   
211     5.1430425542e-08   6.7099063778e+00   6.7099829694e+00   6.8553400801e+00   6.6724048748e+00   
212     5.1444423223e-08   6.7100654957e+00   6.7101420958e+00   6.8553029903e+00   6.6724668373e+00   
213     5.1458420905e-08   6.7102220358e+00   6.7102986444e+00   6.8552660974e+00   6.6725277353e+00   
214     5.1472418586e-08   6.7103766001e+00   6.7104532171e+00   6.8552293551e+00   6.6725878132e+00   
215     5.1486416267e-08   6.7105291884e+00   6.7106058138e+00   6.8551927635e+00   6.6726470709e+00   
216     5.1500933495e-08   6.7106835740e+00   6.7107602080e+00   6.8551551107e+00   6.6727069201e+00   
217     5.1515450724e-08   6.7108353053e+00   6.7109119479e+00   6.8551176614e+00   6.6727656582e+00   
218     5.1529967952e-08   6.7109844117e+00   6.7110610628e+00   6.8550804135e+00   6.6728232937e+00   
219     5.1544485181e-08   6.7111315070e+00   6.7112081666e+00   6.8550433195e+00   6.6728800801e+00   
220     5.1559002410e-08   6.7112765912e+00   6.7113532592e+00   6.8550063795e+00   6.6729360174e+00   
221     5.1574061013e-08   6.7114231515e+00   6.7114998282e+00   6.8549683657e+00   6.6729923762e+00   
222     5.1589119617e-08   6.7115670126e+00   6.7116436979e+00   6.8549305596e+00   6.6730475855e+00   
223     5.1604178220e-08   6.7117082054e+00   6.7117848993e+00   6.8548929593e+00   6.6731016544e+00   
224     5.1619236824e-08   6.7118473549e+00   6.7119240573e+00   6.8548555162e+00   6.6731548457e+00   
225     5.1634295427e-08   6.7119844612e+00   6.7120611721e+00   6.8548182302e+00   6.6732071593e+00   
226     5.1649918443e-08   6.7121227100e+00   6.7121994296e+00   6.8547798566e+00   6.6732597133e+00   
227     5.1665541458e-08   6.7122582187e+00   6.7123349470e+00   6.8547416952e+00   6.6733110798e+00   
228     5.1681164474e-08   6.7123910199e+00   6.7124677569e+00   6.8547037436e+00   6.6733612687e+00   
229     5.1696787490e-08   6.7125217492e+00   6.7125984947e+00   6.8546659523e+00   6.6734105518e+00   
230     5.1712410505e-08   6.7126504063e+00   6.7127271605e+00   6.8546283212e+00   6.6734589290e+00   
231     5.1728622388e-08   6.7127798607e+00   6.7128566237e+00   6.8545895878e+00   6.6735073540e+00   
232     5.1744834272e-08   6.7129065389e+00   6.7129833106e+00   6.8545510705e+00   6.6735545540e+00   
233     5.1761046155e-08   6.7130304750e+00   6.7131072554e+00   6.8545127670e+00   6.6736005398e+00   
234     5.1777258038e-08   6.7131523139e+00   6.7132291029e+00   6.8544746267e+00   6.6736455919e+00   
235     5.1793469921e-08   6.7132720554e+00   6.7133488531e+00   6.8544366495e+00   6.6736897104e+00   
236     5.1810296812e-08   6.7133922385e+00   6.7134690451e+00   6.8543975536e+00   6.6737336724e+00   
237     5.1827123702e-08   6.7135096138e+00   6.7135864293e+00   6.8543586778e+00   6.6737763725e+00   
238     5.1843950593e-08   6.7136242175e+00   6.7137010418e+00   6.8543200194e+00   6.6738178223e+00   
239     5.1860777483e-08   6.7137367024e+00   6.7138135354e+00   6.8542815271e+00   6.6738583111e+00   
240     5.1877604374e-08   6.7138470686e+00   6.7139239103e+00   6.8542432007e+00   6.6738978389e+00   
241     5.1895074423e-08   6.7139575107e+00   6.7140343614e+00   6.8542037369e+00   6.6739369937e+00   
242     5.1912544471e-08   6.7140651187e+00   6.7141419783e+00   6.8541644969e+00   6.6739748504e+00   
243     5.1930014520e-08   6.7141699303e+00   6.7142467989e+00   6.8541254779e+00   6.6740114212e+00   
244     5.1947484569e-08   6.7142726058e+00   6.7143494832e+00   6.8540866276e+00   6.6740470042e+00   
245     5.1964954617e-08   6.7143731450e+00   6.7144500312e+00   6.8540479459e+00   6.6740815995e+00   
246     5.1983098376e-08   6.7144733848e+00   6.7145502801e+00   6.8540081053e+00   6.6741155922e+00   
247     5.2001242135e-08   6.7145707694e+00   6.7146476737e+00   6.8539684920e+00   6.6741482510e+00   
248     5.2019385894e-08   6.7146653382e+00   6.7147422515e+00   6.8539291032e+00   6.6741795892e+00   
249     5.2037529653e-08   6.7147577575e+00   6.7148346798e+00   6.8538898855e+00   6.6742099133e+00   
250     5.2055673412e-08   6.7148480272e+00   6.7149249584e+00   6.8538508390e+00   6.6742392235e+00   
251     5.2074524294e-08   6.7149376119e+00   6.7150145523e+00   6.8538106086e+00   6.6742676872e+00   
252     5.2093375175e-08   6.7150243256e+00   6.7151012752e+00   6.8537706087e+00   6.6742947820e+00   
253     5.2112226057e-08   6.7151082097e+00   6.7151851683e+00   6.8537308366e+00   6.6743205220e+00   
254     5.2131076938e-08   6.7151899349e+00   6.7152669027e+00   6.8536912380e+00   6.6743452223e+00   
255     5.2149927820e-08   6.7152695014e+00   6.7153464782e+00   6.8536518128e+00   6.6743688830e+00   
256     5.2169522625e-08   6.7153479860e+00   6.7154249722e+00   6.8536111745e+00   6.6743914374e+00   
257     5.2189117431e-08   6.7154235893e+00   6.7155005847e+00   6.8535707700e+00   6.6744125886e+00   
258     5.2208712236e-08   6.7154963542e+00   6.7155733589e+00   6.8535305961e+00   6.6744323514e+00   
259     5.2228307042e-08   6.7155669554e+00   6.7156439693e+00   6.8534905979e+00   6.6744510495e+00   
260     5.2247901847e-08   6.7156353929e+00   6.7157124160e+00   6.8534507755e+00   6.6744686828e+00   
261     5.2268281374e-08   6.7157023383e+00   6.7157793709e+00   6.8534097055e+00   6.6744849320e+00   
