Index   TIME           V(IN)           V(OUT)           
923     6.90972585e-09   4.51370751e+00   4.76608357e+00   
924     6.91113612e-09   4.44319392e+00   4.76676687e+00   
925     6.91254639e-09   4.37268032e+00   4.76744891e+00   
926     6.91399066e-09   4.30046723e+00   4.76814775e+00   
927     6.91537374e-09   4.23131276e+00   4.76881852e+00   
928     6.91641106e-09   4.17944692e+00   4.76932312e+00   
929     6.91788745e-09   4.10562732e+00   4.77004430e+00   
930     6.91974456e-09   4.01277212e+00   4.77095721e+00   
931     6.92219211e-09   3.89039467e+00   4.77217132e+00   
932     6.92463966e-09   3.76801722e+00   4.77339860e+00   
933     6.92693782e-09   3.65310912e+00   4.77456318e+00   
934     6.93017102e-09   3.49144917e+00   4.77622085e+00   
935     6.93259592e-09   3.37020421e+00   4.77747842e+00   
936     6.93501023e-09   3.24948852e+00   4.77874176e+00   
937     6.93642875e-09   3.17856233e+00   4.77948894e+00   
938     6.93738997e-09   3.13050129e+00   4.77999707e+00   
939     6.93811089e-09   3.09445552e+00   4.78037742e+00   
940     6.93853231e-09   3.07338433e+00   4.78058870e+00   
941     6.93884838e-09   3.05758094e+00   4.78074711e+00   
942     6.93916445e-09   3.04177756e+00   4.78090546e+00   
943     6.93948052e-09   3.02597417e+00   4.78106376e+00   
944     6.93995866e-09   3.00206721e+00   4.78130312e+00   
945     6.94075413e-09   2.96229335e+00   4.78170109e+00   
946     6.94168602e-09   2.91569910e+00   4.78216689e+00   
947     6.94261790e-09   2.86910485e+00   4.78263227e+00   
948     6.94354979e-09   2.82251060e+00   4.78309725e+00   
949     6.94472515e-09   2.76374275e+00   4.78368319e+00   
950     6.94623280e-09   2.68835992e+00   4.78443404e+00   
951     6.94861620e-09   2.56919013e+00   4.78561985e+00   
952     6.95212552e-09   2.39372403e+00   4.78736818e+00   
953     6.95475751e-09   2.26212446e+00   4.78869272e+00   
954     6.95673150e-09   2.16342477e+00   4.78970957e+00   
955     6.95821200e-09   2.08940001e+00   4.79049918e+00   
956     6.95957627e-09   2.02118641e+00   4.79126070e+00   
957     6.96042544e-09   1.97872796e+00   4.79175518e+00   
958     6.96127461e-09   1.93626952e+00   4.79226854e+00   
959     6.96212378e-09   1.89381108e+00   4.79280160e+00   
960     6.96297557e-09   1.85122159e+00   4.79335547e+00   
961     6.96382736e-09   1.80863211e+00   4.79392675e+00   
962     6.96470833e-09   1.76458344e+00   4.79453309e+00   
963     6.96558930e-09   1.72053478e+00   4.79515211e+00   
964     6.96650396e-09   1.67480210e+00   4.79580501e+00   
965     6.96775302e-09   1.61234921e+00   4.79670813e+00   
966     6.96900207e-09   1.54989632e+00   4.79762124e+00   
967     6.97025113e-09   1.48744343e+00   4.79854082e+00   
968     6.97150019e-09   1.42499053e+00   4.79946212e+00   
969     6.97243698e-09   1.37815087e+00   4.80015109e+00   
970     6.97337378e-09   1.33131120e+00   4.80083687e+00   
971     6.97431057e-09   1.28447153e+00   4.80151990e+00   
972     6.97521358e-09   1.23932083e+00   4.80217779e+00   
973     6.97589084e-09   1.20545781e+00   4.80267384e+00   
974     6.97639879e-09   1.18006054e+00   4.80305002e+00   
975     6.97677975e-09   1.16101259e+00   4.80333625e+00   
976     6.97716766e-09   1.14161722e+00   4.80363287e+00   
977     6.97755556e-09   1.12222184e+00   4.80393627e+00   
978     6.97794347e-09   1.10282647e+00   4.80424772e+00   
979     6.97833138e-09   1.08343109e+00   4.80456763e+00   
980     6.97859090e-09   1.07045498e+00   4.80478608e+00   
981     6.97876131e-09   1.06193432e+00   4.80493111e+00   
982     6.97887354e-09   1.05632302e+00   4.80502719e+00   
983     6.97892796e-09   1.05360190e+00   4.80507389e+00   
984     6.97898238e-09   1.05088077e+00   4.80512065e+00   
985     6.97902320e-09   1.04883993e+00   4.80515577e+00   
986     6.97907781e-09   1.04610932e+00   4.80520282e+00   
987     6.97918704e-09   1.04064811e+00   4.80529708e+00   
988     6.97940549e-09   1.02972568e+00   4.80548607e+00   
989     6.97971022e-09   1.01448900e+00   4.80575006e+00   
990     6.98001495e-09   9.99252321e-01   4.80601356e+00   
991     6.98031969e-09   9.84015642e-01   4.80627583e+00   
992     6.98074109e-09   9.62945640e-01   4.80663580e+00   
993     6.98129528e-09   9.35235839e-01   4.80710359e+00   
994     6.98208264e-09   8.95868126e-01   4.80775719e+00   
995     6.98285182e-09   8.57408947e-01   4.80838380e+00   
996     6.98358886e-09   8.20556811e-01   4.80897463e+00   
997     6.98432591e-09   7.83704675e-01   4.80955750e+00   
998     6.98506295e-09   7.46852539e-01   4.81013354e+00   
999     6.98601963e-09   6.99018383e-01   4.81087266e+00   
1000    6.98697632e-09   6.51184227e-01   4.81160326e+00   
1001    6.98793300e-09   6.03350071e-01   4.81232642e+00   
1002    6.98916952e-09   5.41523751e-01   4.81325160e+00   
1003    6.99040605e-09   4.79697432e-01   4.81416715e+00   
1004    6.99164258e-09   4.17871112e-01   4.81507408e+00   
1005    6.99287910e-09   3.56044793e-01   4.81597320e+00   
1006    6.99452601e-09   2.73699450e-01   4.81715979e+00   
1007    6.99617292e-09   1.91354107e-01   4.81833477e+00   
1008    6.99781982e-09   1.09008765e-01   4.81949903e+00   
1009    6.99988270e-09   5.86482361e-03   4.82094335e+00   
1010    7.00000000e-09   8.16634398e-19   4.82102501e+00   
1011    7.00206288e-09   -2.39994837e-18  4.82263153e+00   
1012    7.00212159e-09   7.34406202e-18   4.82267724e+00   
1013    7.00218029e-09   2.32582562e-18   4.82272293e+00   
1014    7.00223900e-09   5.31618353e-22   4.82276860e+00   
1015    7.00229771e-09   -9.77659870e-20  4.82281427e+00   
1016    7.00241512e-09   1.19516565e-19   4.82290556e+00   
1017    7.00264690e-09   -7.88962100e-20  4.82308560e+00   
1018    7.00302962e-09   -2.96580729e-21  4.82338237e+00   
1019    7.00379505e-09   1.10150554e-19   4.82397414e+00   
1020    7.00489120e-09   2.08491368e-19   4.82481766e+00   
1021    7.00598735e-09   2.05417372e-19   4.82565681e+00   
1022    7.00708350e-09   3.35118689e-19   4.82649186e+00   
1023    7.00817965e-09   3.94311452e-19   4.82732300e+00   
1024    7.00927580e-09   4.94902816e-19   4.82815042e+00   
1025    7.01037195e-09   5.11924049e-19   4.82897425e+00   
1026    7.01119407e-09   -1.94553511e-19  4.82958984e+00   
1027    7.01178309e-09   -2.09278641e-19  4.83002971e+00   
1028    7.01237211e-09   3.11482060e-21   4.83046862e+00   
1029    7.01331242e-09   -2.57360147e-20  4.83116734e+00   
1030    7.01456552e-09   3.87788669e-19   4.83209481e+00   
1031    7.01581863e-09   5.16856127e-19   4.83301813e+00   
1032    7.01675846e-09   -4.88375180e-19  4.83370793e+00   
1033    7.01769828e-09   2.10199002e-19   4.83439546e+00   
1034    7.01840653e-09   -4.18454085e-21  4.83491209e+00   
1035    7.01911478e-09   -5.26485569e-20  4.83542745e+00   
1036    7.02025597e-09   3.27915615e-20   4.83625519e+00   
1037    7.02173169e-09   1.62059890e-20   4.83732077e+00   
1038    7.02320740e-09   -1.02106058e-20  4.83838097e+00   
1039    7.02468312e-09   -2.58287318e-20  4.83943584e+00   
1040    7.02615883e-09   -2.70334968e-20  4.84048543e+00   
1041    7.02763455e-09   -3.01642108e-20  4.84152976e+00   
1042    7.02948355e-09   -1.22041793e-19  4.84283091e+00   
1043    7.03133254e-09   -4.92054726e-20  4.84412394e+00   
1044    7.03318154e-09   -1.66755865e-19  4.84540891e+00   
1045    7.03446758e-09   1.06958754e-18   4.84629830e+00   
1046    7.03543211e-09   -1.45010009e-19  4.84696288e+00   
1047    7.03678740e-09   3.83497468e-19   4.84789303e+00   
1048    7.03814269e-09   -8.64921315e-21  4.84881889e+00   
1049    7.04017563e-09   1.13778926e-21   4.85019972e+00   
1050    7.04279102e-09   6.11733258e-21   4.85196223e+00   
1051    7.04540641e-09   4.69961018e-21   4.85370918e+00   
1052    7.04873749e-09   6.74939103e-20   4.85591194e+00   
1053    7.05206857e-09   8.49130549e-21   4.85809003e+00   
1054    7.05539966e-09   6.01036507e-20   4.86024377e+00   
1055    7.05971236e-09   1.25107478e-19   4.86299653e+00   
1056    7.06402506e-09   -1.53268020e-20  4.86570957e+00   
1057    7.06992219e-09   -6.21759831e-19  4.86935625e+00   
1058    7.07581932e-09   -3.47513765e-20  4.87293124e+00   
1059    7.08399509e-09   1.97587437e-20   4.87777196e+00   
1060    7.09217086e-09   -1.30474019e-20  4.88248119e+00   
1061    7.09788542e-09   -1.91105599e-18  4.88569603e+00   
1062    7.10180023e-09   -4.06621652e-19  4.88786229e+00   
1063    7.10473634e-09   -7.59100520e-20  4.88946773e+00   
1064    7.10767245e-09   -2.94147057e-19  4.89105684e+00   
1065    7.10987453e-09   -2.60047478e-20  4.89223815e+00   
1066    7.11216153e-09   2.14161168e-17   4.89345568e+00   
1067    7.11444853e-09   1.85901597e-17   4.89466384e+00   
1068    7.11744397e-09   -1.17909689e-19  4.89623232e+00   
1069    7.12043940e-09   4.41962857e-20   4.89778519e+00   
1070    7.12481859e-09   2.85343225e-18   4.90002775e+00   
1071    7.12919778e-09   -6.10170868e-19  4.90223783e+00   
1072    7.13448087e-09   -9.71962399e-19  4.90486151e+00   
1073    7.13976397e-09   -9.51723970e-20  4.90743928e+00   
1074    7.14504706e-09   -3.52307452e-19  4.90997186e+00   
1075    7.15033015e-09   -2.17209377e-19  4.91245997e+00   
1076    7.15561325e-09   -1.33642928e-19  4.91490432e+00   
1077    7.16274414e-09   -8.92599703e-19  4.91813568e+00   
1078    7.16987503e-09   -4.69240770e-19  4.92129049e+00   
1079    7.17708256e-09   -7.81917778e-19  4.92440318e+00   
1080    7.18672413e-09   1.79744598e-19   4.92845105e+00   
1081    7.19636569e-09   -1.94664332e-19  4.93236962e+00   
1082    7.20600726e-09   -7.21785865e-20  4.93616291e+00   
1083    7.21281258e-09   8.55534875e-19   4.93876669e+00   
1084    7.21961790e-09   3.56129221e-19   4.94131135e+00   
1085    7.22642322e-09   3.24509126e-19   4.94379826e+00   
1086    7.23446194e-09   7.32220688e-21   4.94666345e+00   
1087    7.24250067e-09   -1.07516466e-20  4.94945204e+00   
1088    7.25053940e-09   6.84942282e-19   4.95216608e+00   
1089    7.25857813e-09   -1.28053760e-18  4.95480754e+00   
1090    7.26921526e-09   1.54039650e-20   4.95819503e+00   
1091    7.27985239e-09   4.14483914e-20   4.96146331e+00   
1092    7.29792924e-09   -1.23836285e-18  4.96675865e+00   
1093    7.31600608e-09   -2.84972320e-19  4.97174197e+00   
1094    7.34387201e-09   1.39287365e-18   4.97886796e+00   
1095    7.35192395e-09   3.53079090e-20   4.98082301e+00   
1096    7.35729913e-09   -1.31131191e-18  4.98213156e+00   
1097    7.36083176e-09   -1.10045837e-20  4.98301288e+00   
1098    7.36348123e-09   -1.67718053e-21  4.98369669e+00   
1099    7.36613070e-09   -7.81862944e-22  4.98440915e+00   
1100    7.36878017e-09   -4.09228606e-21  4.98515774e+00   
1101    7.37226155e-09   -1.22170943e-20  4.98620401e+00   
1102    7.37584383e-09   1.23338502e-20   4.98735575e+00   
1103    7.37853055e-09   9.25119800e-21   4.98826451e+00   
1104    7.38121934e-09   1.18094992e-20   4.98920548e+00   
1105    7.38390813e-09   1.26661054e-20   4.99017056e+00   
1106    7.38734162e-09   5.74991893e-20   4.99142565e+00   
1107    7.39077511e-09   1.23896465e-21   4.99269262e+00   
1108    7.39522618e-09   5.14184191e-20   4.99432959e+00   
1109    7.40097995e-09   1.88599149e-19   4.99639726e+00   
1110    7.40807992e-09   -7.26265959e-20  4.99881139e+00   
1111    7.41509169e-09   -3.57952904e-20  5.00144259e+00   
1112    7.42210347e-09   7.29069562e-20   5.00424344e+00   
1113    7.42911525e-09   3.53772035e-20   5.00660265e+00   
1114    7.43612702e-09   -9.66104440e-20  5.00847836e+00   
1115    7.44531100e-09   6.06638198e-20   5.01015133e+00   
1116    7.45449497e-09   -1.16248232e-19  5.01090143e+00   
1117    7.45919206e-09   -4.03577584e-19  5.01092165e+00   
1118    7.46166688e-09   3.31054650e-20   5.01083188e+00   
1119    7.46537911e-09   1.84692424e-21   5.01056573e+00   
1120    7.46891305e-09   -3.49421109e-21  5.01016556e+00   
1121    7.47241670e-09   -2.87953062e-21  5.00962723e+00   
1122    7.47585341e-09   -7.46949299e-21  5.00896217e+00   
1123    7.47942828e-09   -1.54677387e-20  5.00812652e+00   
1124    7.48425033e-09   -5.23559695e-20  5.00676747e+00   
1125    7.48907238e-09   -4.45449809e-20  5.00514329e+00   
1126    7.49389443e-09   -3.18206862e-20  5.00325564e+00   
1127    7.50035597e-09   -3.90513741e-20  5.00031687e+00   
1128    7.50923042e-09   7.60439927e-20   4.99690729e+00   
1129    7.51810487e-09   -3.91904672e-18  4.99293478e+00   
1130    7.52476071e-09   7.00023617e-19   4.98951466e+00   
1131    7.53169419e-09   2.48113662e-21   4.98554625e+00   
1132    7.53862767e-09   1.88989147e-21   4.98116171e+00   
1133    7.54984488e-09   1.11189264e-20   4.97318258e+00   
1134    7.56391031e-09   -1.42512189e-19  4.96162429e+00   
1135    7.58888293e-09   -7.82880008e-19  4.93683815e+00   
1136    7.61276039e-09   -1.32685513e-18  4.90801934e+00   
1137    7.63066847e-09   4.17479394e-20   4.88310331e+00   
1138    7.64913447e-09   1.31533938e-19   4.85449402e+00   
1139    7.66760046e-09   1.78146587e-20   4.82304658e+00   
1140    7.68606645e-09   1.40356678e-20   4.78903301e+00   
1141    7.70871751e-09   1.85881679e-20   4.74443722e+00   
1142    7.73021956e-09   -3.59836350e-19  4.69972351e+00   
1143    7.75172161e-09   -1.37668552e-19  4.65320295e+00   
1144    7.76288571e-09   4.83234832e-20   4.62842123e+00   
1145    7.77125879e-09   -8.78460945e-23  4.60959642e+00   
1146    7.77963187e-09   2.45638252e-23   4.59058757e+00   
1147    7.79403278e-09   9.87177483e-20   4.55749768e+00   
1148    7.80843370e-09   1.71686695e-19   4.52391894e+00   
1149    7.83094760e-09   -1.29330238e-20  4.47048310e+00   
1150    7.85346150e-09   -2.57833751e-20  4.41585309e+00   
1151    7.89848931e-09   1.08228190e-19   4.30261007e+00   
1152    7.94351711e-09   -4.84144518e-20  4.18216131e+00   
1153    7.97728796e-09   1.30003871e-19   4.08458421e+00   
1154    8.01274062e-09   1.30040304e-19   3.97100255e+00   
1155    8.04819327e-09   7.98231510e-20   3.83540131e+00   
1156    8.07478277e-09   -4.71108626e-21  3.69878104e+00   
1157    8.09215203e-09   1.90850050e-19   3.56234612e+00   
1158    8.10369798e-09   1.14587623e-20   3.41435626e+00   
1159    8.11235744e-09   -8.36069283e-20  3.25062367e+00   
1160    8.12101690e-09   -3.96265139e-20  3.04852359e+00   
1161    8.12915984e-09   -1.41198914e-19  2.84186484e+00   
1162    8.13730277e-09   1.96594618e-17   2.62971477e+00   
1163    8.14544570e-09   -4.82834327e-19  2.41650714e+00   
1164    8.15755652e-09   1.09724574e-18   2.10202991e+00   
1165    8.16966735e-09   2.84305802e-18   1.79572323e+00   
1166    8.17996259e-09   6.24312904e-18   1.55047528e+00   
1167    8.18731027e-09   -1.28909457e-17  1.39653194e+00   
1168    8.19282104e-09   5.03157221e-19   1.30174530e+00   
1169    8.19833180e-09   2.62847631e-20   1.22584619e+00   
1170    8.20315684e-09   -1.75292037e-19  1.17159533e+00   
1171    8.20798187e-09   4.41532210e-20   1.12572030e+00   
1172    8.21433154e-09   -4.86785375e-19  1.07459692e+00   
1173    8.22068121e-09   -4.61384335e-19  1.03123574e+00   
1174    8.22863578e-09   -1.26441198e-18  9.84881149e-01   
1175    8.23659036e-09   -4.55491349e-19  9.45297803e-01   
1176    8.24694828e-09   3.01366839e-19   9.01378156e-01   
1177    8.25730620e-09   1.88800075e-19   8.64299268e-01   
1178    8.27113906e-09   -6.91315623e-19  8.22943329e-01   
1179    8.28497191e-09   -8.00147833e-19  7.89087125e-01   
1180    8.30321881e-09   4.58175067e-20   7.53098078e-01   
1181    8.32146572e-09   4.81650350e-21   7.24867815e-01   
1182    8.33971262e-09   1.98459686e-20   7.02540323e-01   
1183    8.35684746e-09   -5.60706061e-19  6.85684046e-01   
1184    8.38032866e-09   6.49068791e-20   6.67188199e-01   
1185    8.40380987e-09   2.62923077e-20   6.52766461e-01   
1186    8.42595350e-09   3.42258063e-20   6.41889117e-01   
1187    8.45672180e-09   3.43491296e-21   6.29696738e-01   
1188    8.48749010e-09   -1.28101298e-20  6.20003126e-01   
1189    8.51825839e-09   -3.09105593e-20  6.12020388e-01   
1190    8.54902669e-09   -2.92098616e-20  6.05231245e-01   
1191    8.57979498e-09   -2.58400387e-20  5.99304353e-01   
1192    8.61056328e-09   -2.33641471e-20  5.94028396e-01   
1193    8.64133158e-09   -1.56959594e-20  5.89266967e-01   
1194    8.67209987e-09   -1.23184902e-20  5.84929589e-01   
1195    8.70107376e-09   -6.90140552e-21  5.81177794e-01   
1196    8.73065050e-09   -6.89987371e-21  5.77638305e-01   
1197    8.75961235e-09   -4.74657627e-21  5.74427352e-01   
1198    8.78945445e-09   -3.38270526e-21  5.71357046e-01   
1199    8.81910306e-09   -1.57869029e-21  5.68525388e-01   
1200    8.84955292e-09   1.10901987e-21   5.65824769e-01   
1201    8.88000688e-09   1.15747676e-21   5.63317242e-01   
1202    8.91120462e-09   4.14928133e-21   5.60932867e-01   
1203    8.94259976e-09   5.78933522e-21   5.58707032e-01   
1204    8.97476512e-09   6.27544675e-21   5.56592892e-01   
1205    9.00733760e-09   9.37760617e-21   5.54610096e-01   
1206    9.04077372e-09   2.56557917e-22   5.52727040e-01   
1207    9.07484149e-09   -2.77109217e-23  5.50954509e-01   
1208    9.10992681e-09   -8.23582875e-22  5.49270673e-01   
1209    9.14590725e-09   -5.74997583e-22  5.47680944e-01   
1210    9.18312352e-09   -6.98306931e-22  5.46170395e-01   
1211    9.23435793e-09   -6.57560132e-21  5.44289893e-01   
1212    9.28559233e-09   -5.69746468e-21  5.42618739e-01   
1213    9.33682673e-09   -9.05398987e-21  5.41133559e-01   
1214    9.38806114e-09   -7.45324776e-21  5.39813353e-01   
1215    9.43929554e-09   -5.96991404e-21  5.38639494e-01   
1216    9.50623308e-09   -4.19595331e-18  5.37296253e-01   
1217    9.57317062e-09   -3.89195911e-18  5.36143103e-01   
1218    9.64010816e-09   -4.24384910e-18  5.35153386e-01   
1219    9.72614393e-09   -2.66792459e-18  5.34080622e-01   
1220    9.81217971e-09   -1.87568777e-18  5.33198607e-01   
1221    9.91217971e-09   -2.51989001e-19  5.32366536e-01   
1222    1.00000000e-08   -8.35155176e-20  5.31778818e-01   
End of Xyce(TM) Simulation
