Index       TIME             V(BASE)           V(COLL)          I(V_COLL)         I(V_BASE)    
8        2.27000000e-01    4.70250000e-01    1.00000000e+00    8.01966089e-09    8.06617527e-11
9        3.27000000e-01    5.45250000e-01    1.00000000e+00    1.45677540e-07    1.46600801e-09
10       4.27000000e-01    6.20250000e-01    1.00000000e+00    2.64667239e-06    2.66351099e-08
11       4.78243753e-01    6.58682815e-01    1.00000000e+00    1.16946453e-05    1.17728952e-07
12       4.96561369e-01    6.72421026e-01    1.00000000e+00    1.98894418e-05    2.00285553e-07
13       5.14878984e-01    6.86159238e-01    1.00000000e+00    3.38234419e-05    3.40774967e-07
14       5.33196600e-01    6.99897450e-01    1.00000000e+00    5.75090447e-05    5.79915941e-07
15       5.51514216e-01    7.13635662e-01    1.00000000e+00    9.77484625e-05    9.87148743e-07
16       5.68000070e-01    7.26000053e-01    1.00000000e+00    1.57478681e-04    1.59385710e-06
17       5.82561888e-01    7.36921416e-01    1.00000000e+00    2.39804491e-04    2.43444364e-06
18       5.94666548e-01    7.45999911e-01    1.00000000e+00    3.39882043e-04    3.46311339e-06
19       6.04677437e-01    7.53508078e-01    1.00000000e+00    4.53155790e-04    4.63649284e-06
20       6.13207383e-01    7.59905538e-01    1.00000000e+00    5.78550228e-04    5.94669974e-06
21       6.20687734e-01    7.65515801e-01    1.00000000e+00    7.16204602e-04    7.39869866e-06
22       6.27375041e-01    7.70531281e-01    1.00000000e+00    8.66092402e-04    8.99610493e-06
23       6.33393617e-01    7.75045213e-01    1.00000000e+00    1.02683708e-03    1.07282678e-05
24       6.38810335e-01    7.79107751e-01    1.00000000e+00    1.19596723e-03    1.25721839e-05
25       6.43685382e-01    7.82764036e-01    1.00000000e+00    1.37090349e-03    1.45025991e-05
26       6.48560428e-01    7.86420321e-01    1.00000000e+00    1.57021091e-03    1.67308586e-05
27       6.53435475e-01    7.90076606e-01    1.00000000e+00    1.79690365e-03    1.93029444e-05
28       6.58310521e-01    7.93732891e-01    1.00000000e+00    2.05425525e-03    2.22718010e-05
29       6.63185568e-01    7.97389176e-01    1.00000000e+00    2.34578844e-03    2.56983019e-05
30       6.68060614e-01    8.01045461e-01    1.00000000e+00    2.67525463e-03    2.96523090e-05
31       6.72935661e-01    8.04701745e-01    1.00000000e+00    3.04660104e-03    3.42138208e-05
32       6.77810707e-01    8.08358030e-01    1.00000000e+00    3.46392439e-03    3.94741931e-05
33       6.82685754e-01    8.12014315e-01    1.00000000e+00    3.93141018e-03    4.55374135e-05
34       6.87560800e-01    8.15670600e-01    1.00000000e+00    4.45325783e-03    5.25213939e-05
35       6.92435846e-01    8.19326885e-01    1.00000000e+00    5.03359300e-03    6.05592402e-05
36       6.97310893e-01    8.22983170e-01    1.00000000e+00    5.67636962e-03    6.98004412e-05
37       7.02185939e-01    8.26639455e-01    1.00000000e+00    6.38526560e-03    8.04119084e-05
38       7.07060986e-01    8.30295739e-01    1.00000000e+00    7.16357690e-03    9.25787871e-05
39       7.11936032e-01    8.33952024e-01    1.00000000e+00    8.01411591e-03    1.06504948e-04
40       7.16811079e-01    8.37608309e-01    1.00000000e+00    8.93911962e-03    1.22413066e-04
41       7.21686125e-01    8.41264594e-01    1.00000000e+00    9.94017315e-03    1.40544193e-04
42       7.26561172e-01    8.44920879e-01    1.00000000e+00    1.10181529e-02    1.61156742e-04
43       7.31436218e-01    8.48577164e-01    1.00000000e+00    1.21731926e-02    1.84524798e-04
44       7.36311265e-01    8.52233449e-01    1.00000000e+00    1.34046733e-02    2.10935734e-04
45       7.41186311e-01    8.55889733e-01    1.00000000e+00    1.47112374e-02    2.40687103e-04
46       7.46061358e-01    8.59546018e-01    1.00000000e+00    1.60908252e-02    2.74082843e-04
47       7.50936404e-01    8.63202303e-01    1.00000000e+00    1.75407315e-02    3.11428874e-04
48       7.60686497e-01    8.70514873e-01    1.00000000e+00    2.06378961e-02    3.99175758e-04
49       7.70436590e-01    8.77827443e-01    1.00000000e+00    2.39712022e-02    5.06222847e-04
50       7.80186683e-01    8.85140012e-01    1.00000000e+00    2.75043534e-02    6.34570154e-04
51       7.99686869e-01    8.99765152e-01    1.00000000e+00    3.50189785e-02    9.60874710e-04
52       8.19187055e-01    9.14390291e-01    1.00000000e+00    4.29002831e-02    1.38394170e-03
53       8.38687241e-01    9.29015431e-01    1.00000000e+00    5.09303972e-02    1.90092448e-03
54       8.58187427e-01    9.43640570e-01    1.00000000e+00    5.89685706e-02    2.50225140e-03
55       8.77687613e-01    9.58265710e-01    1.00000000e+00    6.69394228e-02    3.17431930e-03
56       8.97187799e-01    9.72890849e-01    1.00000000e+00    7.48134720e-02    3.90161597e-03
57       9.16687985e-01    9.87515988e-01    1.00000000e+00    8.25899360e-02    4.66793993e-03
58       9.36188170e-01    1.00214113e+00    1.00000000e+00    9.02846511e-02    5.45690016e-03
59       9.55688356e-01    1.01676627e+00    1.00000000e+00    9.79225797e-02    6.25197294e-03
60       9.75188542e-01    1.03139141e+00    1.00000000e+00    1.05533504e-01    7.03632080e-03
61       9.94688728e-01    1.04601655e+00    1.00000000e+00    1.13149682e-01    7.79249566e-03
62       1.00000000e+00    1.05000000e+00    1.00000000e+00    1.15229422e-01    7.99117758e-03
0        0.00000000e+00    3.00000000e-01    1.50000000e+00    1.38027959e-11   -7.88278836e-13
1        1.00000000e-03    3.00750000e-01    1.50000000e+00    1.41058280e-11   -7.45808645e-13
2        3.00000000e-03    3.02250000e-01    1.50000000e+00    1.47914720e-11   -7.35893664e-13
3        7.00000000e-03    3.05250000e-01    1.50000000e+00    1.62780064e-11   -7.14903418e-13
4        1.50000000e-02    3.11250000e-01    1.50000000e+00    1.98231606e-11   -6.67168030e-13
5        3.10000000e-02    3.23250000e-01    1.50000000e+00    2.99370205e-11   -5.41270811e-13
6        6.30000000e-02    3.47250000e-01    1.50000000e+00    7.16267595e-11   -7.35154728e-14
7        1.27000000e-01    3.95250000e-01    1.50000000e+00    4.43913723e-10    3.76913927e-12
8        2.27000000e-01    4.70250000e-01    1.50000000e+00    8.02066733e-09    8.01612907e-11
9        3.27000000e-01    5.45250000e-01    1.50000000e+00    1.45679353e-07    1.46551895e-09
10       4.27000000e-01    6.20250000e-01    1.50000000e+00    2.64688504e-06    2.66380285e-08
11       4.78198711e-01    6.58649033e-01    1.50000000e+00    1.16831142e-05    1.17637602e-07
12       4.96508056e-01    6.72381042e-01    1.50000000e+00    1.98691187e-05    2.00153477e-07
13       5.14817401e-01    6.86113051e-01    1.50000000e+00    3.37920398e-05    3.40669728e-07
14       5.33126746e-01    6.99845059e-01    1.50000000e+00    5.74731025e-05    5.80166314e-07
15       5.51436091e-01    7.13577068e-01    1.50000000e+00    9.77503307e-05    9.88946484e-07
16       5.67914501e-01    7.25935876e-01    1.50000000e+00    1.57645801e-04    1.60019632e-06
17       5.82432294e-01    7.36824220e-01    1.50000000e+00    2.40152348e-04    2.44880311e-06
18       5.94467646e-01    7.45850735e-01    1.50000000e+00    3.40356601e-04    3.48977676e-06
19       6.04395514e-01    7.53296635e-01    1.50000000e+00    4.53671585e-04    4.68069411e-06
20       6.12830209e-01    7.59622656e-01    1.50000000e+00    5.78954048e-04    6.01447630e-06
21       6.20203395e-01    7.65152547e-01    1.50000000e+00    7.16266738e-04    7.49709685e-06
22       6.26773070e-01    7.70079803e-01    1.50000000e+00    8.65525438e-04    9.13352561e-06
23       6.32685778e-01    7.74514333e-01    1.50000000e+00    1.02590022e-03    1.09208895e-05
24       6.38007215e-01    7.78505411e-01    1.50000000e+00    1.19505100e-03    1.28389773e-05
25       6.42796508e-01    7.82097381e-01    1.50000000e+00    1.37050451e-03    1.48645787e-05
26       6.47585801e-01    7.85689351e-01    1.50000000e+00    1.57106551e-03    1.72254594e-05
27       6.52375094e-01    7.89281320e-01    1.50000000e+00    1.80009324e-03    1.99813487e-05
28       6.57164387e-01    7.92873290e-01    1.50000000e+00    2.06131703e-03    2.32036363e-05
29       6.61953680e-01    7.96465260e-01    1.50000000e+00    2.35885116e-03    2.69778381e-05
30       6.66742973e-01    8.00057230e-01    1.50000000e+00    2.69720145e-03    3.14065949e-05
31       6.71532266e-01    8.03649200e-01    1.50000000e+00    3.08126053e-03    3.66133028e-05
32       6.76321559e-01    8.07241169e-01    1.50000000e+00    3.51628815e-03    4.27464865e-05
33       6.81110852e-01    8.10833139e-01    1.50000000e+00    4.00787291e-03    4.99850271e-05
34       6.85900145e-01    8.14425109e-01    1.50000000e+00    4.56187141e-03    5.85443463e-05
35       6.90689438e-01    8.18017079e-01    1.50000000e+00    5.18432133e-03    6.86836275e-05
36       6.95478731e-01    8.21609048e-01    1.50000000e+00    5.88132533e-03    8.07140941e-05
37       7.00268024e-01    8.25201018e-01    1.50000000e+00    6.65890373e-03    9.50082805e-05
38       7.05057317e-01    8.28792988e-01    1.50000000e+00    7.52281539e-03    1.12010080e-04
39       7.09846611e-01    8.32384958e-01    1.50000000e+00    8.47834825e-03    1.32245151e-04
40       7.14635904e-01    8.35976928e-01    1.50000000e+00    9.53008323e-03    1.56330963e-04
41       7.19425197e-01    8.39568897e-01    1.50000000e+00    1.06816386e-02    1.84985440e-04
42       7.24214490e-01    8.43160867e-01    1.50000000e+00    1.19354055e-02    2.19032722e-04
43       7.29003783e-01    8.46752837e-01    1.50000000e+00    1.32922905e-02    2.59404242e-04
44       7.33793076e-01    8.50344807e-01    1.50000000e+00    1.47514851e-02    3.07133077e-04
45       7.38582369e-01    8.53936777e-01    1.50000000e+00    1.63102881e-02    3.63339601e-04
46       7.43371662e-01    8.57528746e-01    1.50000000e+00    1.79640091e-02    4.29207067e-04
47       7.48160955e-01    8.61120716e-01    1.50000000e+00    1.97059798e-02    5.05946836e-04
48       7.52950248e-01    8.64712686e-01    1.50000000e+00    2.15276945e-02    5.94754696e-04
49       7.62528834e-01    8.71896626e-01    1.50000000e+00    2.53689110e-02    8.12983821e-04
50       7.81686006e-01    8.86264505e-01    1.50000000e+00    3.35145953e-02    1.43417359e-03
51       8.00843179e-01    9.00632384e-01    1.50000000e+00    4.17135303e-02    2.31507514e-03
52       8.20000351e-01    9.15000263e-01    1.50000000e+00    4.95422352e-02    3.43585296e-03
53       8.37241806e-01    9.27931354e-01    1.50000000e+00    5.61466918e-02    4.61900080e-03
54       8.54483261e-01    9.40862446e-01    1.50000000e+00    6.23317792e-02    5.93980277e-03
55       8.71724716e-01    9.53793537e-01    1.50000000e+00    6.81376713e-02    7.37613870e-03
56       8.88966171e-01    9.66724628e-01    1.50000000e+00    7.36142637e-02    8.91040789e-03
57       9.06207626e-01    9.79655719e-01    1.50000000e+00    7.88093770e-02    1.05286477e-02
58       9.23449081e-01    9.92586811e-01    1.50000000e+00    8.37653530e-02    1.22195926e-02
59       9.40690536e-01    1.00551790e+00    1.50000000e+00    8.85170993e-02    1.39741057e-02
60       9.57931991e-01    1.01844899e+00    1.50000000e+00    9.30959607e-02    1.57843150e-02
61       9.92414901e-01    1.04431118e+00    1.50000000e+00    1.01830658e-01    1.95463532e-02
62       1.00000000e+00    1.05000000e+00    1.50000000e+00    1.03688997e-01    2.03957901e-02
End of Xyce(TM) Parameter Sweep
