Index       TIME              V(IN)          V(AWL1_OUT)       V(LPF1_OUT)       V(LIM1_OUT)       V(AWL2_OUT)       V(LPF2_OUT)       V(LIM2_OUT)   
100      3.83621045e+00   -6.41585572e-01    2.08281552e-01    7.35717305e-02    7.35717305e-02    2.08281552e-01    2.37048421e-01    2.37048421e-01
101      3.87705865e+00   -6.72389672e-01    1.90787856e-01    4.43269952e-02    4.43269952e-02    1.90787856e-01    2.18973126e-01    2.18973126e-01
102      3.95875505e+00   -7.30579561e-01    1.55069646e-01   -1.42119156e-02   -1.42119156e-02    1.55069646e-01    1.82126643e-01    1.82126643e-01
103      4.04045144e+00   -7.83891110e-01    1.18549522e-01   -7.25319807e-02   -7.25319807e-02    1.18549522e-01    1.44523411e-01    1.44523411e-01
104      4.12214784e+00   -8.31968341e-01    8.14619946e-02   -1.30253505e-01   -1.30253505e-01    8.14619946e-02    1.06396133e-01    1.06396133e-01
105      4.20384423e+00   -8.74490224e-01    4.40457342e-02   -1.87000026e-01   -1.87000026e-01    4.40457342e-02    6.79817439e-02    6.79817439e-02
106      4.28554063e+00   -9.11172827e-01    6.54196761e-03   -2.42400890e-01   -2.42400890e-01    6.54196761e-03    2.95198043e-02    2.95198043e-02
107      4.36723702e+00   -9.41771205e-01   -3.08071497e-02   -2.96093777e-01   -2.96093777e-01   -3.08071497e-02   -8.74912982e-03   -8.74912982e-03
108      4.44893342e+00   -9.66081044e-01   -6.77601638e-02   -3.47727177e-01   -3.47727177e-01   -6.77601638e-02   -4.65851399e-02   -4.65851399e-02
109      4.53062981e+00   -9.83940017e-01   -1.04077948e-01   -3.96962780e-01   -3.96962780e-01   -1.04077948e-01   -8.37505730e-02   -8.37505730e-02
110      4.61232620e+00   -9.95228874e-01   -1.39525312e-01   -4.43477779e-01   -4.43477779e-01   -1.39525312e-01   -1.20011654e-01   -1.20011654e-01
111      4.69402260e+00   -9.99872235e-01   -1.73872584e-01   -4.86967068e-01   -4.86967068e-01   -1.73872584e-01   -1.55140070e-01   -1.55140070e-01
112      4.70561852e+00   -9.99990392e-01   -1.78634772e-01   -4.92847854e-01   -4.92847854e-01   -1.78634772e-01   -1.60010243e-01   -1.60010243e-01
113      4.72881037e+00   -9.99822911e-01   -1.88103280e-01   -5.04472683e-01   -5.00000000e-01   -1.88103280e-01   -1.69693474e-01   -1.69693474e-01
114      4.75200222e+00   -9.99117142e-01   -1.97457590e-01   -5.15820992e-01   -5.00000000e-01   -1.97457590e-01   -1.79260032e-01   -1.79260032e-01
115      4.77519406e+00   -9.97873465e-01   -2.06692817e-01   -5.26886782e-01   -5.00000000e-01   -2.06692817e-01   -1.88705060e-01   -1.88705060e-01
116      4.79838591e+00   -9.96092550e-01   -2.15804134e-01   -5.37664207e-01   -5.00000000e-01   -2.15804134e-01   -1.98023759e-01   -1.98023759e-01
117      4.84476960e+00   -9.90923127e-01   -2.33633768e-01   -5.58328671e-01   -5.00000000e-01   -2.33633768e-01   -2.16261026e-01   -2.16261026e-01
118      4.93753699e+00   -9.74198912e-01   -2.67584402e-01   -5.95939087e-01   -5.00000000e-01   -2.67584402e-01   -2.50999207e-01   -2.50999207e-01
119      5.03030437e+00   -9.49088463e-01   -2.99047742e-01   -6.28360712e-01   -5.00000000e-01   -2.99047742e-01   -2.83214393e-01   -2.83214393e-01
120      5.12307176e+00   -9.15807941e-01   -3.27761274e-01   -6.55319658e-01   -5.00000000e-01   -3.27761274e-01   -3.12645688e-01   -3.12645688e-01
121      5.21583915e+00   -8.74643834e-01   -3.53485780e-01   -6.76588600e-01   -5.00000000e-01   -3.53485780e-01   -3.39055419e-01   -3.39055419e-01
122      5.30860653e+00   -8.25950498e-01   -3.76007408e-01   -6.91988773e-01   -5.00000000e-01   -3.76007408e-01   -3.62231210e-01   -3.62231210e-01
123      5.40137392e+00   -7.70147102e-01   -3.95139537e-01   -7.01391549e-01   -5.00000000e-01   -3.95139537e-01   -3.81987846e-01   -3.81987846e-01
124      5.49414130e+00   -7.07714019e-01   -4.10724393e-01   -7.04719578e-01   -5.00000000e-01   -4.10724393e-01   -3.98168899e-01   -3.98168899e-01
125      5.58690869e+00   -6.39188694e-01   -4.22634424e-01   -7.01947487e-01   -5.00000000e-01   -4.22634424e-01   -4.10648100e-01   -4.10648100e-01
126      5.67967607e+00   -5.65161018e-01   -4.30773414e-01   -6.93102122e-01   -5.00000000e-01   -4.30773414e-01   -4.19330459e-01   -4.19330459e-01
127      5.77244346e+00   -4.86268245e-01   -4.35077323e-01   -6.78262345e-01   -5.00000000e-01   -4.35077323e-01   -4.24153103e-01   -4.24153103e-01
128      5.86521085e+00   -4.03189510e-01   -4.35514851e-01   -6.57558382e-01   -5.00000000e-01   -4.35514851e-01   -4.25085852e-01   -4.25085852e-01
129      5.95797823e+00   -3.16639984e-01   -4.32087720e-01   -6.31170718e-01   -5.00000000e-01   -4.32087720e-01   -4.22131492e-01   -4.22131492e-01
130      6.05074562e+00   -2.27364714e-01   -4.24830674e-01   -5.99328564e-01   -5.00000000e-01   -4.24830674e-01   -4.15325785e-01   -4.15325785e-01
131      6.14351300e+00   -1.36132212e-01   -4.13811185e-01   -5.62307904e-01   -5.00000000e-01   -4.13811185e-01   -4.04737176e-01   -4.04737176e-01
132      6.23628039e+00   -4.37278377e-02   -3.99128891e-01   -5.20429135e-01   -5.00000000e-01   -3.99128891e-01   -3.90466227e-01   -3.90466227e-01
133      6.27176832e+00   -8.23576165e-03   -3.92313823e-01   -5.02875398e-01   -5.00000000e-01   -3.92313823e-01   -3.83802189e-01   -3.83802189e-01
134      6.28170879e+00    1.70965177e-03   -3.90365120e-01   -4.97908957e-01   -4.97908957e-01   -3.90365120e-01   -3.81895582e-01   -3.81895582e-01
135      6.29164925e+00    1.16548961e-02   -3.88396594e-01   -4.92917892e-01   -4.92917892e-01   -3.88396594e-01   -3.79969047e-01   -3.79969047e-01
136      6.30158972e+00    2.15989876e-02   -3.86388523e-01   -4.87877829e-01   -4.87877829e-01   -3.86388523e-01   -3.78002760e-01   -3.78002760e-01
137      6.31153018e+00    3.15409427e-02   -3.84341111e-01   -4.82789270e-01   -4.82789270e-01   -3.84341111e-01   -3.75996924e-01   -3.75996924e-01
138      6.33141111e+00    5.14145104e-02   -3.80129208e-01   -4.72468943e-01   -4.72468943e-01   -3.80129208e-01   -3.71867555e-01   -3.71867555e-01
139      6.37117297e+00    9.10927664e-02   -3.71243624e-01   -4.51270957e-01   -4.51270957e-01   -3.71243624e-01   -3.63144604e-01   -3.63144604e-01
140      6.41093484e+00    1.30626877e-01   -3.61753297e-01   -4.29355294e-01   -4.29355294e-01   -3.61753297e-01   -3.53813708e-01   -3.53813708e-01
141      6.45069670e+00    1.69954284e-01   -3.51673585e-01   -4.06756775e-01   -4.06756775e-01   -3.51673585e-01   -3.43890289e-01   -3.43890289e-01
142      6.49045856e+00    2.09012754e-01   -3.41020772e-01   -3.83511293e-01   -3.83511293e-01   -3.41020772e-01   -3.33390692e-01   -3.33390692e-01
143      6.53022042e+00    2.47740483e-01   -3.29812042e-01   -3.59655760e-01   -3.59655760e-01   -3.29812042e-01   -3.22332162e-01   -3.22332162e-01
144      6.56998228e+00    2.86076187e-01   -3.18065452e-01   -3.35228051e-01   -3.35228051e-01   -3.18065452e-01   -3.10732815e-01   -3.10732815e-01
145      6.60974414e+00    3.23959203e-01   -3.05799904e-01   -3.10266938e-01   -3.10266938e-01   -3.05799904e-01   -2.98611612e-01   -2.98611612e-01
146      6.64950601e+00    3.61329587e-01   -2.93035116e-01   -2.84812035e-01   -2.84812035e-01   -2.93035116e-01   -2.85988327e-01   -2.85988327e-01
147      6.68926787e+00    3.98128201e-01   -2.79791588e-01   -2.58903732e-01   -2.58903732e-01   -2.79791588e-01   -2.72883517e-01   -2.72883517e-01
148      6.72902973e+00    4.34296818e-01   -2.66090573e-01   -2.32583132e-01   -2.32583132e-01   -2.66090573e-01   -2.59318489e-01   -2.59318489e-01
149      6.76879159e+00    4.69778202e-01   -2.51954042e-01   -2.05891985e-01   -2.05891985e-01   -2.51954042e-01   -2.45315269e-01   -2.45315269e-01
150      6.80855345e+00    5.04516209e-01   -2.37404649e-01   -1.78872627e-01   -1.78872627e-01   -2.37404649e-01   -2.30896561e-01   -2.30896561e-01
151      6.84831531e+00    5.38455869e-01   -2.22465696e-01   -1.51567906e-01   -1.51567906e-01   -2.22465696e-01   -2.16085722e-01   -2.16085722e-01
152      6.88807718e+00    5.71543476e-01   -2.07161096e-01   -1.24021119e-01   -1.24021119e-01   -2.07161096e-01   -2.00906713e-01   -2.00906713e-01
153      6.92783904e+00    6.03726671e-01   -1.91515334e-01   -9.62759440e-02   -9.62759440e-02   -1.91515334e-01   -1.85384070e-01   -1.85384070e-01
154      7.00736276e+00    6.65177634e-01   -1.59313531e-01   -4.03879363e-02   -4.03879363e-02   -1.59313531e-01   -1.53421305e-01   -1.53421305e-01
155      7.08688648e+00    7.22419951e-01   -1.26053438e-01    1.57645967e-02    1.57645967e-02   -1.26053438e-01   -1.20390932e-01   -1.20390932e-01
156      7.16641021e+00    7.75091445e-01   -9.19474572e-02    7.18256850e-02    7.18256850e-02   -9.19474572e-02   -8.65057133e-02   -8.65057133e-02
157      7.24593393e+00    8.22858856e-01   -5.72132638e-02    1.27439990e-01    1.27439990e-01   -5.72132638e-02   -5.19836760e-02   -5.19836760e-02
158      7.32545765e+00    8.65419957e-01   -2.20724360e-02    1.82255047e-01    1.82255047e-01   -2.20724360e-02   -1.70467329e-02   -1.70467329e-02
159      7.40498138e+00    9.02505459e-01    1.32509463e-02    2.35923495e-01    2.35923495e-01    1.32509463e-02    1.80807135e-02    1.80807135e-02
160      7.48450510e+00    9.33880718e-01    4.85317160e-02    2.88105269e-01    2.88105269e-01    4.85317160e-02    5.31731862e-02    5.31731862e-02
161      7.56402882e+00    9.59347220e-01    8.35450408e-02    3.38469747e-01    3.38469747e-01    8.35450408e-02    8.80055551e-02    8.80055551e-02
162      7.64355255e+00    9.78743835e-01    1.18067843e-01    3.86697842e-01    3.86697842e-01    1.18067843e-01    1.22354456e-01    1.22354456e-01
163      7.72307627e+00    9.91947840e-01    1.51880210e-01    4.32484016e-01    4.32484016e-01    1.51880210e-01    1.55999702e-01    1.55999702e-01
164      7.80259999e+00    9.98875691e-01    1.84766779e-01    4.75538212e-01    4.75538212e-01    1.84766779e-01    1.88725665e-01    1.88725665e-01
165      7.88212372e+00    9.99483554e-01    2.16518104e-01    5.15587685e-01    5.00000000e-01    2.16518104e-01    2.20322646e-01    2.20322646e-01
166      7.94684984e+00    9.95308967e-01    2.41387292e-01    5.45795665e-01    5.00000000e-01    2.41387292e-01    2.45070668e-01    2.45070668e-01
167      8.00510336e+00    9.87983413e-01    2.62926221e-01    5.71032945e-01    5.00000000e-01    2.62926221e-01    2.66503852e-01    2.66503852e-01
168      8.06335687e+00    9.77302712e-01    2.83588328e-01    5.94332054e-01    5.00000000e-01    2.83588328e-01    2.87063251e-01    2.87063251e-01
169      8.12161039e+00    9.63303137e-01    3.03302986e-01    6.15613810e-01    5.00000000e-01    3.03302986e-01    3.06678148e-01    3.06678148e-01
170      8.17986390e+00    9.46032229e-01    3.22002795e-01    6.34805886e-01    5.00000000e-01    3.22002795e-01    3.25281060e-01    3.25281060e-01
171      8.23811742e+00    9.25548639e-01    3.39623817e-01    6.51843057e-01    5.00000000e-01    3.39623817e-01    3.42807968e-01    3.42807968e-01
172      8.29637093e+00    9.01921928e-01    3.56105789e-01    6.66667414e-01    5.00000000e-01    3.56105789e-01    3.59198527e-01    3.59198527e-01
173      8.35462444e+00    8.75232333e-01    3.71392329e-01    6.79228569e-01    5.00000000e-01    3.71392329e-01    3.74396278e-01    3.74396278e-01
174      8.41287796e+00    8.45570489e-01    3.85431125e-01    6.89483821e-01    5.00000000e-01    3.85431125e-01    3.88348836e-01    3.88348836e-01
175      8.47113147e+00    8.13037126e-01    3.98174116e-01    6.97398304e-01    5.00000000e-01    3.98174116e-01    4.01008063e-01    4.01008063e-01
176      8.52938499e+00    7.77742727e-01    4.09577650e-01    7.02945100e-01    5.00000000e-01    4.09577650e-01    4.12330239e-01    4.12330239e-01
177      8.58763850e+00    7.39807150e-01    4.19602637e-01    7.06105337e-01    5.00000000e-01    4.19602637e-01    4.22276202e-01    4.22276202e-01
178      8.64589202e+00    6.99359222e-01    4.28214678e-01    7.06868248e-01    5.00000000e-01    4.28214678e-01    4.30811488e-01    4.30811488e-01
179      8.70414553e+00    6.56536302e-01    4.35384180e-01    7.05231209e-01    5.00000000e-01    4.35384180e-01    4.37906440e-01    4.37906440e-01
180      8.76239905e+00    6.11483816e-01    4.41086464e-01    7.01199750e-01    5.00000000e-01    4.41086464e-01    4.43536312e-01    4.43536312e-01
181      8.82065256e+00    5.64354758e-01    4.45301837e-01    6.94787532e-01    5.00000000e-01    4.45301837e-01    4.47681354e-01    4.47681354e-01
182      8.87890607e+00    5.15309178e-01    4.48015671e-01    6.86016304e-01    5.00000000e-01    4.48015671e-01    4.50326875e-01    4.50326875e-01
183      8.93715959e+00    4.64513632e-01    4.49218441e-01    6.74915825e-01    5.00000000e-01    4.49218441e-01    4.51463294e-01    4.51463294e-01
184      8.99541310e+00    4.12140619e-01    4.48905766e-01    6.61523769e-01    5.00000000e-01    4.48905766e-01    4.51086172e-01    4.51086172e-01
185      9.05366662e+00    3.58367995e-01    4.47078418e-01    6.45885591e-01    5.00000000e-01    4.47078418e-01    4.49196228e-01    4.49196228e-01
186      9.11192013e+00    3.03378371e-01    4.43742321e-01    6.28054377e-01    5.00000000e-01    4.43742321e-01    4.45799331e-01    4.45799331e-01
187      9.17017365e+00    2.47358487e-01    4.38908532e-01    6.08090659e-01    5.00000000e-01    4.38908532e-01    4.40906488e-01    4.40906488e-01
188      9.22842716e+00    1.90498585e-01    4.32593201e-01    5.86062215e-01    5.00000000e-01    4.32593201e-01    4.34533798e-01    4.34533798e-01
189      9.28668068e+00    1.32991759e-01    4.24817516e-01    5.62043834e-01    5.00000000e-01    4.24817516e-01    4.26702402e-01    4.26702402e-01
190      9.34493419e+00    7.50332995e-02    4.15607634e-01    5.36117063e-01    5.00000000e-01    4.15607634e-01    4.17438407e-01    4.17438407e-01
191      9.40318770e+00    1.68200301e-02    4.04994588e-01    5.08369934e-01    5.00000000e-01    4.04994588e-01    4.06772802e-01    4.06772802e-01
192      9.42769495e+00   -7.69877816e-03    3.99998815e-01    4.96025049e-01    4.96025049e-01    3.99998815e-01    4.01755503e-01    4.01755503e-01
193      9.43643416e+00   -1.64417553e-02    3.98187051e-01    4.91585295e-01    4.91585295e-01    3.98187051e-01    3.99936097e-01    3.99936097e-01
194      9.44429945e+00   -2.43093791e-02    3.96532032e-01    4.87559300e-01    4.87559300e-01    3.96532032e-01    3.98274226e-01    3.98274226e-01
195      9.46003003e+00   -4.00396235e-02    3.93173340e-01    4.79447390e-01    4.79447390e-01    3.93173340e-01    3.94901885e-01    3.94901885e-01
196      9.49149118e+00   -7.14664652e-02    3.86166579e-01    4.62870137e-01    4.62870137e-01    3.86166579e-01    3.87868145e-01    3.87868145e-01
197      9.52295233e+00   -1.02822503e-01    3.78779227e-01    4.45834030e-01    4.45834030e-01    3.78779227e-01    3.80454235e-01    3.80454235e-01
198      9.55441349e+00   -1.34076672e-01    3.71018571e-01    4.28355957e-01    4.28355957e-01    3.71018571e-01    3.72667435e-01    3.72667435e-01
199      9.58587464e+00   -1.65198008e-01    3.62892268e-01    4.10453241e-01    4.10453241e-01    3.62892268e-01    3.64515398e-01    3.64515398e-01
200      9.61733579e+00   -1.96155678e-01    3.54408341e-01    3.92143627e-01    3.92143627e-01    3.54408341e-01    3.56006138e-01    3.56006138e-01
201      9.64879695e+00   -2.26919010e-01    3.45575165e-01    3.73445263e-01    3.73445263e-01    3.45575165e-01    3.47148023e-01    3.47148023e-01
202      9.68025810e+00   -2.57457529e-01    3.36401461e-01    3.54376682e-01    3.54376682e-01    3.36401461e-01    3.37949770e-01    3.37949770e-01
203      9.71171925e+00   -2.87740977e-01    3.26896289e-01    3.34956782e-01    3.34956782e-01    3.26896289e-01    3.28420433e-01    3.28420433e-01
204      9.74318041e+00   -3.17739352e-01    3.17069039e-01    3.15204810e-01    3.15204810e-01    3.17069039e-01    3.18569394e-01    3.18569394e-01
205      9.77464156e+00   -3.47422935e-01    3.06929418e-01    2.95140343e-01    2.95140343e-01    3.06929418e-01    3.08406355e-01    3.08406355e-01
206      9.80610272e+00   -3.76762316e-01    2.96487444e-01    2.74783264e-01    2.74783264e-01    2.96487444e-01    2.97941330e-01    2.97941330e-01
207      9.83756387e+00   -4.05728429e-01    2.85753436e-01    2.54153749e-01    2.54153749e-01    2.85753436e-01    2.87184630e-01    2.87184630e-01
208      9.86902502e+00   -4.34292576e-01    2.74738002e-01    2.33272242e-01    2.33272242e-01    2.74738002e-01    2.76146858e-01    2.76146858e-01
209      9.93194733e+00   -4.90102201e-01    2.51912227e-01    1.90846452e-01    1.90846452e-01    2.51912227e-01    2.53277445e-01    2.53277445e-01
210      9.99486964e+00   -5.43970078e-01    2.28094885e-01    1.47663434e-01    1.47663434e-01    2.28094885e-01    2.29417817e-01    2.29417817e-01
211      1.00577919e+01   -5.95682786e-01    2.03380137e-01    1.03894342e-01    1.03894342e-01    2.03380137e-01    2.04662093e-01    2.04662093e-01
212      1.01207143e+01   -6.45035443e-01    1.77865707e-01    5.97126508e-02    5.97126508e-02    1.77865707e-01    1.79107955e-01    1.79107955e-01
213      1.01836366e+01   -6.91832518e-01    1.51652491e-01    1.52934636e-02    1.52934636e-02    1.51652491e-01    1.52856262e-01    1.52856262e-01
214      1.02465589e+01   -7.35888604e-01    1.24844163e-01   -2.91871777e-02   -2.91871777e-02    1.24844163e-01    1.26010648e-01    1.26010648e-01
215      1.03094812e+01   -7.77029154e-01    9.75467561e-02   -7.35529914e-02   -7.35529914e-02    9.75467561e-02    9.86771113e-02    9.86771113e-02
216      1.03724035e+01   -8.15091173e-01    6.98682504e-02   -1.17628154e-01   -1.17628154e-01    6.98682504e-02    7.09635940e-02    7.09635940e-02
217      1.04353258e+01   -8.49923862e-01    4.19181391e-02   -1.61237997e-01   -1.61237997e-01    4.19181391e-02    4.29795557e-02    4.29795557e-02
218      1.04982481e+01   -8.81389215e-01    1.38069972e-02   -2.04209698e-01   -2.04209698e-01    1.38069972e-02    1.48355376e-02    1.48355376e-02
219      1.05611704e+01   -9.09362571e-01   -1.43539573e-02   -2.46372964e-01   -2.46372964e-01   -1.43539573e-02   -1.33572749e-02   -1.33572749e-02
220      1.06240927e+01   -9.33733099e-01   -4.24533043e-02   -2.87560711e-01   -2.87560711e-01   -4.24533043e-02   -4.14874931e-02   -4.14874931e-02
221      1.06870150e+01   -9.54404247e-01   -7.03798631e-02   -3.27609719e-01   -3.27609719e-01   -7.03798631e-02   -6.94439668e-02   -6.94439668e-02
222      1.07499373e+01   -9.71294117e-01   -9.80231328e-02   -3.66361283e-01   -3.66361283e-01   -9.80231328e-02   -9.71162249e-02   -9.71162249e-02
223      1.08128596e+01   -9.84335791e-01   -1.25273731e-01   -4.03661840e-01   -4.03661840e-01   -1.25273731e-01   -1.24394913e-01   -1.24394913e-01
224      1.08757819e+01   -9.93477601e-01   -1.52023826e-01   -4.39363579e-01   -4.39363579e-01   -1.52023826e-01   -1.51172229e-01   -1.51172229e-01
225      1.09387042e+01   -9.98683327e-01   -1.78167565e-01   -4.73325023e-01   -4.73325023e-01   -1.78167565e-01   -1.77342346e-01   -1.77342346e-01
226      1.10016266e+01   -9.99932344e-01   -2.03601495e-01   -5.05411595e-01   -5.00000000e-01   -2.03601495e-01   -2.02801836e-01   -2.02801836e-01
227      1.10117307e+01   -9.99763657e-01   -2.07603562e-01   -5.10356655e-01   -5.00000000e-01   -2.07603562e-01   -2.06807922e-01   -2.06807922e-01
228      1.10218349e+01   -9.99492797e-01   -2.11594862e-01   -5.15275496e-01   -5.00000000e-01   -2.11594862e-01   -2.10803232e-01   -2.10803232e-01
229      1.10319391e+01   -9.99119792e-01   -2.15564427e-01   -5.20141649e-01   -5.00000000e-01   -2.15564427e-01   -2.14776786e-01   -2.14776786e-01
230      1.10521475e+01   -9.98067508e-01   -2.23436530e-01   -5.29713669e-01   -5.00000000e-01   -2.23436530e-01   -2.22656807e-01   -2.22656807e-01
231      1.10925642e+01   -9.94739570e-01   -2.38900684e-01   -5.48202134e-01   -5.00000000e-01   -2.38900684e-01   -2.38136561e-01   -2.38136561e-01
232      1.11733977e+01   -9.83212752e-01   -2.68615801e-01   -5.82447359e-01   -5.00000000e-01   -2.68615801e-01   -2.67881949e-01   -2.67881949e-01
233      1.12542312e+01   -9.65258553e-01   -2.96569757e-01   -6.12886716e-01   -5.00000000e-01   -2.96569757e-01   -2.95864978e-01   -2.95864978e-01
234      1.13350647e+01   -9.40994344e-01   -3.22580018e-01   -6.39321092e-01   -5.00000000e-01   -3.22580018e-01   -3.21903159e-01   -3.21903159e-01
235      1.14158982e+01   -9.10578742e-01   -3.46476750e-01   -6.61577562e-01   -5.00000000e-01   -3.46476750e-01   -3.45826706e-01   -3.45826706e-01
236      1.14967317e+01   -8.74210578e-01   -3.68103927e-01   -6.79510523e-01   -5.00000000e-01   -3.68103927e-01   -3.67479635e-01   -3.67479635e-01
237      1.15775652e+01   -8.32127595e-01   -3.87320350e-01   -6.93002644e-01   -5.00000000e-01   -3.87320350e-01   -3.86720791e-01   -3.86720791e-01
238      1.16583987e+01   -7.84604894e-01   -4.04000576e-01   -7.01965632e-01   -5.00000000e-01   -4.04000576e-01   -4.03424768e-01   -4.03424768e-01
239      1.17392322e+01   -7.31953136e-01   -4.18035730e-01   -7.06340809e-01   -5.00000000e-01   -4.18035730e-01   -4.17482734e-01   -4.17482734e-01
240      1.18200657e+01   -6.74516513e-01   -4.29334226e-01   -7.06099495e-01   -5.00000000e-01   -4.29334226e-01   -4.28803138e-01   -4.28803138e-01
241      1.19008992e+01   -6.12670495e-01   -4.37822358e-01   -7.01243193e-01   -5.00000000e-01   -4.37822358e-01   -4.37312309e-01   -4.37312309e-01
242      1.19817327e+01   -5.46819377e-01   -4.43444787e-01   -6.91803583e-01   -5.00000000e-01   -4.43444787e-01   -4.42954944e-01   -4.42954944e-01
243      1.20625662e+01   -4.77393634e-01   -4.46164901e-01   -6.77842309e-01   -5.00000000e-01   -4.46164901e-01   -4.45694464e-01   -4.45694464e-01
244      1.21433997e+01   -4.04847113e-01   -4.45965056e-01   -6.59450581e-01   -5.00000000e-01   -4.45965056e-01   -4.45513256e-01   -4.45513256e-01
245      1.22242332e+01   -3.29654057e-01   -4.42846691e-01   -6.36748575e-01   -5.00000000e-01   -4.42846691e-01   -4.42412789e-01   -4.42412789e-01
246      1.23050667e+01   -2.52306013e-01   -4.36830315e-01   -6.09884648e-01   -5.00000000e-01   -4.36830315e-01   -4.36413603e-01   -4.36413603e-01
247      1.23859002e+01   -1.73308615e-01   -4.27955382e-01   -5.79034367e-01   -5.00000000e-01   -4.27955382e-01   -4.27555179e-01   -4.27555179e-01
248      1.24667337e+01   -9.31782771e-02   -4.16280024e-01   -5.44399362e-01   -5.00000000e-01   -4.16280024e-01   -4.15895675e-01   -4.15895675e-01
249      1.25475672e+01   -1.24388219e-02   -4.01880677e-01   -5.06206010e-01   -5.00000000e-01   -4.01880677e-01   -4.01511554e-01   -4.01511554e-01
250      1.25538776e+01   -6.12543536e-03   -4.00635904e-01   -5.03070056e-01   -5.00000000e-01   -4.00635904e-01   -4.00267942e-01   -4.00267942e-01
251      1.25664986e+01    6.50181864e-03   -3.98114472e-01   -4.96758296e-01   -4.96758296e-01   -3.98114472e-01   -3.97748825e-01   -3.97748825e-01
252      1.25778574e+01    1.78655182e-02   -3.95790814e-01   -4.91009951e-01   -4.91009951e-01   -3.95790814e-01   -3.95427238e-01   -3.95427238e-01
253      1.25892163e+01    2.92269105e-02   -3.93415966e-01   -4.85198196e-01   -4.85198196e-01   -3.93415966e-01   -3.93054449e-01   -3.93054449e-01
254      1.26000000e+01    4.00096065e-02   -3.91114265e-01   -4.79622690e-01   -4.79622690e-01   -3.91114265e-01   -3.90754692e-01   -3.90754692e-01
End of Xyce(TM) Simulation
