Index   TIME           I(VMON)           
136     6.80000000e-04  3.68805552e+00  
137     6.85000000e-04  2.63109930e+00  
138     6.90000000e-04  1.36281233e+00  
139     6.95000000e-04  -2.39553152e-02 
140     7.00000000e-04  -1.42220410e+00 
141     7.05000000e-04  -2.71863207e+00 
142     7.10000000e-04  -3.80275621e+00 
143     7.15000000e-04  -4.57663700e+00 
144     7.20000000e-04  -4.96438453e+00 
145     7.25000000e-04  -4.92053112e+00 
146     7.30000000e-04  -4.43634113e+00 
147     7.35000000e-04  -3.54320782e+00 
148     7.40000000e-04  -2.31246999e+00 
149     7.45000000e-04  -8.51264414e-01 
150     7.50000000e-04  7.05600040e-01  
151     7.55000000e-04  2.20733175e+00  
152     7.60000000e-04  3.50154758e+00  
153     7.65000000e-04  4.45008979e+00  
154     7.70000000e-04  4.94466636e+00  
155     7.75000000e-04  4.92053112e+00  
156     7.80000000e-04  4.36642883e+00  
157     7.85000000e-04  3.32926085e+00  
158     7.90000000e-04  1.91238366e+00  
159     7.95000000e-04  2.67111128e-01  
160     8.00000000e-04  -1.42220410e+00 
161     8.05000000e-04  -2.95827279e+00 
162     8.10000000e-04  -4.15410632e+00 
163     8.15000000e-04  -4.85670205e+00 
164     8.20000000e-04  -4.96813838e+00 
165     8.25000000e-04  -4.46106806e+00 
166     8.30000000e-04  -3.38605113e+00 
167     8.35000000e-04  -1.86903976e+00 
168     8.40000000e-04  -9.85418878e-02 
169     8.45000000e-04  1.69658942e+00  
170     8.50000000e-04  3.27635633e+00  
171     8.55000000e-04  4.42218663e+00  
172     8.60000000e-04  4.96843489e+00  
173     8.65000000e-04  4.82814874e+00  
174     8.70000000e-04  4.00890311e+00  
175     8.75000000e-04  2.61566947e+00  
176     8.80000000e-04  8.39434373e-01  
177     8.85000000e-04  -1.06761280e+00 
178     8.90000000e-04  -2.82734651e+00 
179     8.95000000e-04  -4.17659349e+00 
180     9.00000000e-04  -4.90758824e+00 
181     9.05000000e-04  -4.90161471e+00 
182     9.10000000e-04  -4.15015106e+00 
183     9.15000000e-04  -2.75952295e+00 
184     9.20000000e-04  -9.37537202e-01 
185     9.25000000e-04  1.03655201e+00  
186     9.30000000e-04  2.85456602e+00  
187     9.35000000e-04  4.22795472e+00  
188     9.40000000e-04  4.93461732e+00  
189     9.45000000e-04  4.85618634e+00  
190     9.50000000e-04  3.99926718e+00  
191     9.55000000e-04  2.49660128e+00  
192     9.60000000e-04  5.87396048e-01  
193     9.65000000e-04  -1.42040629e+00 
194     9.70000000e-04  -3.19998022e+00 
195     9.75000000e-04  -4.45941777e+00 
196     9.80000000e-04  -4.99044245e+00 
197     9.85000000e-04  -4.70369480e+00 
198     9.90000000e-04  -3.64441869e+00 
199     9.95000000e-04  -1.98566832e+00 
200     1.00000000e-03  -1.22679644e-14 
End of Xyce(TM) Simulation
