Index        TIME        {V(VINP) + 0.1}
1949    8.06727749e-04   2.45236835e-01   
1950    8.07069971e-04   2.60138410e-01   
1951    8.07412193e-04   2.75728877e-01   
1952    8.07754414e-04   2.92000955e-01   
1953    8.08096636e-04   3.08947113e-01   
1954    8.08438858e-04   3.26559501e-01   
1955    8.08781080e-04   3.44829953e-01   
1956    8.09123301e-04   3.63750136e-01   
1957    8.09465523e-04   3.83311234e-01   
1958    8.09807745e-04   4.03504197e-01   
1959    8.10149967e-04   4.24319673e-01   
1960    8.10492188e-04   4.45748019e-01   
1961    8.10834410e-04   4.67779433e-01   
1962    8.11176632e-04   4.90403666e-01   
1963    8.11518854e-04   5.13610250e-01   
1964    8.11861075e-04   5.37388444e-01   
1965    8.12203297e-04   5.61727233e-01   
1966    8.12545519e-04   5.86615465e-01   
1967    8.12887741e-04   6.12041574e-01   
1968    8.13229962e-04   6.37993797e-01   
1969    8.13572184e-04   6.64460123e-01   
1970    8.13914406e-04   6.91428298e-01   
1971    8.14256627e-04   7.18885946e-01   
1972    8.14598849e-04   7.46820317e-01   
1973    8.14941071e-04   7.75218490e-01   
1974    8.15283293e-04   8.04067323e-01   
1975    8.15625514e-04   8.33353463e-01   
1976    8.15967736e-04   8.63063453e-01   
1977    8.16309958e-04   8.93183507e-01   
1978    8.16652180e-04   9.23699695e-01   
1979    8.16994401e-04   9.54597897e-01   
1980    8.17336623e-04   9.85863813e-01   
1981    8.17678845e-04   1.01748306e+00   
1982    8.18021067e-04   1.04944098e+00   
1983    8.18363288e-04   1.08172279e+00   
1984    8.18705510e-04   1.11431356e+00   
1985    8.19047732e-04   1.14719820e+00   
1986    8.19389954e-04   1.18036158e+00   
1987    8.19732175e-04   1.21378832e+00   
1988    8.20074397e-04   1.24746297e+00   
1989    8.20416619e-04   1.28136995e+00   
1990    8.20758841e-04   1.31549358e+00   
1991    8.21101062e-04   1.34981812e+00   
1992    8.21443284e-04   1.38432769e+00   
1993    8.21785506e-04   1.41900632e+00   
1994    8.22127728e-04   1.45383796e+00   
1995    8.22469949e-04   1.48880652e+00   
1996    8.22812171e-04   1.52389586e+00   
1997    8.23154393e-04   1.55908974e+00   
1998    8.23496615e-04   1.59437188e+00   
1999    8.23838836e-04   1.62972597e+00   
2000    8.24181058e-04   1.66513565e+00   
2001    8.24523280e-04   1.70058459e+00   
2002    8.24865502e-04   1.73605637e+00   
2003    8.25207723e-04   1.77153460e+00   
2004    8.25549945e-04   1.80700287e+00   
2005    8.25892167e-04   1.84244478e+00   
2006    8.26234389e-04   1.87784395e+00   
2007    8.26576610e-04   1.91318402e+00   
2008    8.26918832e-04   1.94844865e+00   
2009    8.27261054e-04   1.98362152e+00   
2010    8.27603275e-04   2.01868637e+00   
2011    8.27945497e-04   2.05362701e+00   
2012    8.28287719e-04   2.08842727e+00   
2013    8.28629941e-04   2.12307106e+00   
2014    8.28972162e-04   2.15754236e+00   
2015    8.29314384e-04   2.19182525e+00   
2016    8.29998828e-04   2.25976243e+00   
2017    8.30683271e-04   2.32675698e+00   
2018    8.31367715e-04   2.39268502e+00   
2019    8.32052158e-04   2.45742469e+00   
2020    8.32736602e-04   2.52085633e+00   
2021    8.33263864e-04   2.56875489e+00   
2022    8.33791126e-04   2.61575492e+00   
2023    8.34318388e-04   2.66180487e+00   
2024    8.34845650e-04   2.70685427e+00   
2025    8.35372912e-04   2.75085376e+00   
2026    8.35900174e-04   2.79375459e+00   
2027    8.36427436e-04   2.83550997e+00   
2028    8.36954698e-04   2.87607413e+00   
2029    8.37481960e-04   2.91540264e+00   
2030    8.38009222e-04   2.95345248e+00   
2031    8.38536484e-04   2.99018116e+00   
2032    8.39063746e-04   3.02554882e+00   
2033    8.39591008e-04   3.05951672e+00   
2034    8.40118270e-04   3.09204771e+00   
2035    8.40645532e-04   3.12310629e+00   
2036    8.41120067e-04   3.14977103e+00   
2037    8.41594603e-04   3.17519146e+00   
2038    8.42069139e-04   3.19934506e+00   
2039    8.42543675e-04   3.22221047e+00   
2040    8.43018211e-04   3.24376751e+00   
2041    8.43492746e-04   3.26399618e+00   
2042    8.43967282e-04   3.28287902e+00   
2043    8.44441818e-04   3.30039928e+00   
2044    8.44916354e-04   3.31654150e+00   
2045    8.45390890e-04   3.33129149e+00   
2046    8.45865425e-04   3.34463535e+00   
2047    8.46339961e-04   3.35656167e+00   
2048    8.46814497e-04   3.36705992e+00   
2049    8.47289033e-04   3.37612088e+00   
2050    8.47763569e-04   3.38373665e+00   
2051    8.48238104e-04   3.38989965e+00   
2052    8.48712640e-04   3.39460489e+00   
2053    8.49187176e-04   3.39784824e+00   
2054    8.49661712e-04   3.39962693e+00   
2055    8.50136248e-04   3.39993954e+00   
2056    8.50610783e-04   3.39878498e+00   
2057    8.51085319e-04   3.39616475e+00   
2058    8.51559855e-04   3.39208124e+00   
2059    8.52034391e-04   3.38653821e+00   
2060    8.52508927e-04   3.37954073e+00   
2061    8.52983462e-04   3.37109421e+00   
2062    8.53457998e-04   3.36120663e+00   
2063    8.53932534e-04   3.34988686e+00   
2064    8.54407070e-04   3.33714507e+00   
2065    8.54881606e-04   3.32299275e+00   
2066    8.55356142e-04   3.30744164e+00   
2067    8.55830677e-04   3.29050606e+00   
2068    8.56305213e-04   3.27220114e+00   
2069    8.56779749e-04   3.25254324e+00   
2070    8.57254285e-04   3.23155002e+00   
2071    8.57681367e-04   3.21152911e+00   
2072    8.58108449e-04   3.19045582e+00   
2073    8.58535531e-04   3.16834539e+00   
2074    8.58962614e-04   3.14521381e+00   
2075    8.59389696e-04   3.12107783e+00   
2076    8.59816778e-04   3.09595429e+00   
2077    8.60243860e-04   3.06986159e+00   
2078    8.60670942e-04   3.04281857e+00   
2079    8.61098025e-04   3.01484476e+00   
2080    8.61525107e-04   2.98596040e+00   
2081    8.61952189e-04   2.95618581e+00   
2082    8.62379271e-04   2.92554271e+00   
2083    8.62806354e-04   2.89405320e+00   
2084    8.63233436e-04   2.86174000e+00   
2085    8.63660518e-04   2.82862646e+00   
2086    8.64087600e-04   2.79473602e+00   
2087    8.64514682e-04   2.76009333e+00   
2088    8.64941765e-04   2.72472335e+00   
2089    8.65368847e-04   2.68865160e+00   
2090    8.65795929e-04   2.65190411e+00   
2091    8.66223011e-04   2.61450701e+00   
2092    8.66650094e-04   2.57648743e+00   
2093    8.67077176e-04   2.53787275e+00   
2094    8.67504258e-04   2.49869084e+00   
2095    8.67931340e-04   2.45896995e+00   
2096    8.68358422e-04   2.41873840e+00   
2097    8.68785505e-04   2.37802533e+00   
2098    8.69212587e-04   2.33686007e+00   
2099    8.69639669e-04   2.29527229e+00   
2100    8.70066751e-04   2.25329199e+00   
2101    8.70493834e-04   2.21094916e+00   
2102    8.70920916e-04   2.16827442e+00   
2103    8.71347998e-04   2.12529852e+00   
2104    8.71775080e-04   2.08205243e+00   
2105    8.72202162e-04   2.03856732e+00   
2106    8.72629245e-04   1.99487431e+00   
2107    8.73056327e-04   1.95100499e+00   
2108    8.73483409e-04   1.90699094e+00   
2109    8.73910491e-04   1.86286389e+00   
2110    8.74337574e-04   1.81865562e+00   
2111    8.74764656e-04   1.77439783e+00   
2112    8.75191738e-04   1.73012248e+00   
2113    8.75618820e-04   1.68586144e+00   
2114    8.76045902e-04   1.64164661e+00   
2115    8.76472985e-04   1.59750982e+00   
2116    8.76900067e-04   1.55348279e+00   
2117    8.77327149e-04   1.50959726e+00   
2118    8.77754231e-04   1.46588484e+00   
2119    8.78181314e-04   1.42237699e+00   
2120    8.78608396e-04   1.37910506e+00   
2121    8.79035478e-04   1.33610017e+00   
2122    8.79462560e-04   1.29339331e+00   
2123    8.79889642e-04   1.25101523e+00   
2124    8.80316725e-04   1.20899643e+00   
2125    8.80743807e-04   1.16736716e+00   
2126    8.81170889e-04   1.12615744e+00   
2127    8.81597971e-04   1.08539691e+00   
2128    8.82025054e-04   1.04511492e+00   
2129    8.82452136e-04   1.00534045e+00   
2130    8.82879218e-04   9.66102140e-01   
2131    8.83306300e-04   9.27428329e-01   
2132    8.83733382e-04   8.89346805e-01   
2133    8.84160465e-04   8.51884979e-01   
2134    8.84587547e-04   8.15069804e-01   
2135    8.85014629e-04   7.78927758e-01   
2136    8.85441711e-04   7.43485022e-01   
2137    8.85868794e-04   7.08767022e-01   
2138    8.86295876e-04   6.74798741e-01   
2139    8.86722958e-04   6.41604610e-01   
2140    8.87150040e-04   6.09208489e-01   
2141    8.87577122e-04   5.77633915e-01   
2142    8.88004205e-04   5.46903498e-01   
2143    8.88431287e-04   5.17039344e-01   
2144    8.88858369e-04   4.88062924e-01   
2145    8.89285451e-04   4.59995052e-01   
2146    8.89712534e-04   4.32856196e-01   
2147    8.90139616e-04   4.06665743e-01   
2148    8.90566698e-04   3.81442529e-01   
2149    8.90993780e-04   3.57204674e-01   
2150    8.91420862e-04   3.33969572e-01   
2151    8.91847945e-04   3.11754257e-01   
2152    8.92275027e-04   2.90574545e-01   
2153    8.92702109e-04   2.70445659e-01   
2154    8.93129191e-04   2.51382047e-01   
2155    8.93556274e-04   2.33397369e-01   
2156    8.93940648e-04   2.18144662e-01   
2157    8.94325022e-04   2.03785397e-01   
2158    8.94709396e-04   1.90327926e-01   
2159    8.95093770e-04   1.77780066e-01   
2160    8.95478144e-04   1.66149083e-01   
2161    8.95862518e-04   1.55442027e-01   
2162    8.96246892e-04   1.45664985e-01   
2163    8.96631266e-04   1.36823639e-01   
2164    8.97015640e-04   1.28923112e-01   
2165    8.97400014e-04   1.21967964e-01   
2166    8.97784388e-04   1.15962501e-01   
2167    8.98168762e-04   1.10910077e-01   
2168    8.98553136e-04   1.06813620e-01   
2169    8.98937510e-04   1.03675489e-01   
2170    8.99321884e-04   1.01497465e-01   
2171    8.99667820e-04   1.00359404e-01   
2172    9.00013757e-04   1.00000682e-01   
2173    9.00359693e-04   1.00421454e-01   
2174    9.00705630e-04   1.01621500e-01   
2175    9.01051567e-04   1.03600221e-01   
2176    9.01397503e-04   1.06356850e-01   
2177    9.01743440e-04   1.09889985e-01   
2178    9.02089376e-04   1.14197944e-01   
2179    9.02435313e-04   1.19278674e-01   
2180    9.02781250e-04   1.25129747e-01   
2181    9.03127186e-04   1.31748541e-01   
2182    9.03473123e-04   1.39131846e-01   
2183    9.03819059e-04   1.47276163e-01   
2184    9.04164996e-04   1.56177625e-01   
2185    9.04510933e-04   1.65832002e-01   
2186    9.04856869e-04   1.76234865e-01   
2187    9.05202806e-04   1.87381222e-01   
2188    9.05548742e-04   1.99265796e-01   
2189    9.05894679e-04   2.11882957e-01   
2190    9.06240616e-04   2.25226719e-01   
2191    9.06586552e-04   2.39290902e-01   
2192    9.06932489e-04   2.54068790e-01   
2193    9.07278425e-04   2.69553391e-01   
2194    9.07624362e-04   2.85737373e-01   
2195    9.07970299e-04   3.02613067e-01   
2196    9.08316235e-04   3.20172621e-01   
2197    9.08662172e-04   3.38407667e-01   
2198    9.09008108e-04   3.57309583e-01   
2199    9.09354045e-04   3.76869423e-01   
2200    9.09699982e-04   3.97077923e-01   
2201    9.10045918e-04   4.17925651e-01   
2202    9.10391855e-04   4.39402692e-01   
2203    9.10737791e-04   4.61498889e-01   
2204    9.11083728e-04   4.84203789e-01   
2205    9.11429665e-04   5.07506643e-01   
2206    9.11775601e-04   5.31396554e-01   
2207    9.12121538e-04   5.55862169e-01   
2208    9.12467474e-04   5.80891922e-01   
2209    9.12813411e-04   6.06473974e-01   
2210    9.13159348e-04   6.32596221e-01   
2211    9.13505284e-04   6.59246422e-01   
2212    9.13851221e-04   6.86411929e-01   
2213    9.14197157e-04   7.14079898e-01   
2214    9.14543094e-04   7.42237247e-01   
2215    9.14889031e-04   7.70870654e-01   
2216    9.15234967e-04   7.99966687e-01   
2217    9.15580904e-04   8.29511544e-01   
2218    9.15926840e-04   8.59491261e-01   
2219    9.16272777e-04   8.89891662e-01   
2220    9.16618714e-04   9.20698369e-01   
2221    9.16964650e-04   9.51896913e-01   
2222    9.17310587e-04   9.83472505e-01   
2223    9.17656523e-04   1.01541022e+00   
2224    9.18002460e-04   1.04769496e+00   
2225    9.18348397e-04   1.08031147e+00   
2226    9.18694333e-04   1.11324439e+00   
2227    9.19040270e-04   1.14647814e+00   
2228    9.19386206e-04   1.17999701e+00   
2229    9.19732143e-04   1.21378515e+00   
2230    9.20078079e-04   1.24782658e+00   
2231    9.20424016e-04   1.28210530e+00   
2232    9.20769953e-04   1.31660506e+00   
2233    9.21115889e-04   1.35130957e+00   
2234    9.21461826e-04   1.38620242e+00   
2235    9.21807762e-04   1.42126712e+00   
2236    9.22153699e-04   1.45648715e+00   
2237    9.22499636e-04   1.49184584e+00   
2238    9.22845572e-04   1.52732650e+00   
2239    9.23191509e-04   1.56291234e+00   
2240    9.23537445e-04   1.59858655e+00   
2241    9.23883382e-04   1.63433232e+00   
2242    9.24229319e-04   1.67013273e+00   
2243    9.24575255e-04   1.70597087e+00   
2244    9.24921192e-04   1.74182981e+00   
2245    9.25267128e-04   1.77769259e+00   
2246    9.25613065e-04   1.81354231e+00   
2247    9.25959002e-04   1.84936201e+00   
2248    9.26304938e-04   1.88513477e+00   
2249    9.26650875e-04   1.92084368e+00   
2250    9.26996811e-04   1.95647188e+00   
2251    9.27342748e-04   1.99200254e+00   
2252    9.27688685e-04   2.02741887e+00   
2253    9.28034621e-04   2.06270414e+00   
2254    9.28380558e-04   2.09784168e+00   
2255    9.28726494e-04   2.13281489e+00   
2256    9.29072431e-04   2.16760724e+00   
2257    9.29418368e-04   2.20220231e+00   
2258    9.29764304e-04   2.23658374e+00   
2259    9.30110241e-04   2.27073530e+00   
2260    9.30456177e-04   2.30464085e+00   
2261    9.31148051e-04   2.37164995e+00   
2262    9.31839924e-04   2.43748442e+00   
2263    9.32531797e-04   2.50201989e+00   
2264    9.33223670e-04   2.56513447e+00   
2265    9.33915543e-04   2.62670901e+00   
2266    9.34389311e-04   2.66792405e+00   
2267    9.34863078e-04   2.70832575e+00   
2268    9.35336846e-04   2.74787836e+00   
2269    9.35810613e-04   2.78654687e+00   
2270    9.36284380e-04   2.82429709e+00   
2271    9.36758148e-04   2.86109517e+00   
2272    9.37231915e-04   2.89690877e+00   
2273    9.37705682e-04   2.93170617e+00   
2274    9.38179450e-04   2.96545662e+00   
2275    9.38653217e-04   2.99813030e+00   
2276    9.39126985e-04   3.02969776e+00   
2277    9.39600752e-04   3.06013133e+00   
2278    9.40074519e-04   3.08940409e+00   
2279    9.40548287e-04   3.11749019e+00   
2280    9.41022054e-04   3.14436485e+00   
2281    9.41495821e-04   3.17000366e+00   
2282    9.41969589e-04   3.19438426e+00   
2283    9.42443356e-04   3.21748511e+00   
2284    9.42917123e-04   3.23928581e+00   
2285    9.43390891e-04   3.25976719e+00   
2286    9.43864658e-04   3.27891044e+00   
2287    9.44338426e-04   3.29669897e+00   
2288    9.44812193e-04   3.31311710e+00   
2289    9.45285960e-04   3.32815035e+00   
2290    9.45759728e-04   3.34178556e+00   
2291    9.46233495e-04   3.35400993e+00   
2292    9.46707262e-04   3.36481305e+00   
2293    9.47181030e-04   3.37418541e+00   
2294    9.47654797e-04   3.38211880e+00   
2295    9.48128564e-04   3.38860635e+00   
2296    9.48602332e-04   3.39364154e+00   
2297    9.49076099e-04   3.39722037e+00   
2298    9.49549867e-04   3.39933972e+00   
2299    9.50023634e-04   3.39999783e+00   
2300    9.50497401e-04   3.39919427e+00   
2301    9.50971169e-04   3.39692894e+00   
2302    9.51444936e-04   3.39320434e+00   
2303    9.51918703e-04   3.38802383e+00   
2304    9.52392471e-04   3.38139210e+00   
2305    9.52866238e-04   3.37331519e+00   
2306    9.53340005e-04   3.36379944e+00   
2307    9.53813773e-04   3.35285377e+00   
2308    9.54287540e-04   3.34048794e+00   
2309    9.54761308e-04   3.32671301e+00   
2310    9.55235075e-04   3.31154136e+00   
2311    9.55708842e-04   3.29498560e+00   
2312    9.56182610e-04   3.27706089e+00   
2313    9.56656377e-04   3.25778317e+00   
2314    9.57130144e-04   3.23716964e+00   
2315    9.57603912e-04   3.21523872e+00   
2316    9.58077679e-04   3.19200902e+00   
2317    9.58551447e-04   3.16750162e+00   
2318    9.59025214e-04   3.14173829e+00   
2319    9.59498981e-04   3.11474196e+00   
2320    9.59972749e-04   3.08653671e+00   
2321    9.60399139e-04   3.06013831e+00   
2322    9.60825530e-04   3.03279960e+00   
2323    9.61251920e-04   3.00454025e+00   
2324    9.61678311e-04   2.97538061e+00   
2325    9.62104702e-04   2.94534171e+00   
2326    9.62531092e-04   2.91444458e+00   
2327    9.62957483e-04   2.88271171e+00   
2328    9.63383874e-04   2.85016591e+00   
2329    9.63810264e-04   2.81683059e+00   
2330    9.64236655e-04   2.78272976e+00   
2331    9.64663046e-04   2.74788748e+00   
2332    9.65089436e-04   2.71232900e+00   
2333    9.65515827e-04   2.67607986e+00   
2334    9.65942217e-04   2.63916614e+00   
2335    9.66368608e-04   2.60161438e+00   
2336    9.66794999e-04   2.56345121e+00   
2337    9.67221389e-04   2.52470421e+00   
2338    9.67647780e-04   2.48540122e+00   
2339    9.68074171e-04   2.44557048e+00   
2340    9.68500561e-04   2.40524062e+00   
2341    9.68926952e-04   2.36444033e+00   
2342    9.69353342e-04   2.32319904e+00   
2343    9.69779733e-04   2.28154638e+00   
2344    9.70206124e-04   2.23951226e+00   
2345    9.70632514e-04   2.19712691e+00   
2346    9.71058905e-04   2.15442051e+00   
2347    9.71485296e-04   2.11142386e+00   
2348    9.71911686e-04   2.06816781e+00   
2349    9.72338077e-04   2.02468345e+00   
2350    9.72764467e-04   1.98100202e+00   
2351    9.73190858e-04   1.93715469e+00   
2352    9.73617249e-04   1.89317303e+00   
2353    9.74043639e-04   1.84908863e+00   
2354    9.74470030e-04   1.80493313e+00   
2355    9.74896421e-04   1.76073826e+00   
2356    9.75322811e-04   1.71653561e+00   
2357    9.75749202e-04   1.67235698e+00   
2358    9.76175593e-04   1.62823408e+00   
2359    9.76601983e-04   1.58419858e+00   
2360    9.77028374e-04   1.54028211e+00   
2361    9.77454764e-04   1.49651612e+00   
2362    9.77881155e-04   1.45293206e+00   
2363    9.78307546e-04   1.40956120e+00   
2364    9.78733936e-04   1.36643469e+00   
2365    9.79160327e-04   1.32358347e+00   
2366    9.79586718e-04   1.28103830e+00   
2367    9.80013108e-04   1.23882970e+00   
2368    9.80439499e-04   1.19698798e+00   
2369    9.80865889e-04   1.15554315e+00   
2370    9.81292280e-04   1.11452494e+00   
2371    9.81728107e-04   1.07307058e+00   
2372    9.82163934e-04   1.03212379e+00   
2373    9.82599761e-04   9.91715283e-01   
2374    9.83035588e-04   9.51875338e-01   
2375    9.83471415e-04   9.12633803e-01   
2376    9.83907242e-04   8.74020226e-01   
2377    9.84343069e-04   8.36063486e-01   
2378    9.84778896e-04   7.98792031e-01   
2379    9.85214723e-04   7.62233784e-01   
2380    9.85650550e-04   7.26416121e-01   
2381    9.86086377e-04   6.91366087e-01   
2382    9.86522204e-04   6.57109850e-01   
2383    9.86958031e-04   6.23673079e-01   
2384    9.87393858e-04   5.91080813e-01   
2385    9.87829685e-04   5.59357441e-01   
2386    9.88265512e-04   5.28527001e-01   
2387    9.88701339e-04   4.98612461e-01   
2388    9.89137166e-04   4.69636229e-01   
2389    9.89572993e-04   4.41619991e-01   
2390    9.90008820e-04   4.14584694e-01   
2391    9.90444647e-04   3.88550920e-01   
2392    9.90880474e-04   3.63538004e-01   
2393    9.91316301e-04   3.39564675e-01   
2394    9.91752128e-04   3.16648861e-01   
2395    9.92187955e-04   2.94807675e-01   
2396    9.92580199e-04   2.76083277e-01   
2397    9.92972444e-04   2.58254091e-01   
2398    9.93364688e-04   2.41330922e-01   
2399    9.93756932e-04   2.25324014e-01   
2400    9.94149177e-04   2.10243035e-01   
2401    9.94541421e-04   1.96097427e-01   
2402    9.94933665e-04   1.82895613e-01   
2403    9.95325909e-04   1.70645590e-01   
2404    9.95718154e-04   1.59354763e-01   
2405    9.96110398e-04   1.49029937e-01   
2406    9.96502642e-04   1.39677652e-01   
2407    9.96894887e-04   1.31303429e-01   
2408    9.97287131e-04   1.23912333e-01   
2409    9.97679375e-04   1.17508819e-01   
2410    9.98071620e-04   1.12096723e-01   
2411    9.98424639e-04   1.08076457e-01   
2412    9.98777659e-04   1.04863973e-01   
2413    9.99130679e-04   1.02460837e-01   
2414    9.99483699e-04   1.00868207e-01   
2415    9.99836719e-04   1.00086832e-01   
2416    9.99869375e-04   1.00055573e-01   
2417    9.99902031e-04   1.00031260e-01   
2418    9.99934688e-04   1.00013894e-01   
2419    9.99967344e-04   1.00003474e-01   
2420    1.00000000e-03   1.00000000e-01   
End of Xyce(TM) Simulation
