Index        TIME            V(OBJ)
676     3.02073320e-04   3.59928782e-01   
677     3.02237160e-04   3.59338911e-01   
678     3.02401000e-04   3.58750007e-01   
679     3.02564840e-04   3.58162067e-01   
680     3.02728680e-04   3.57575092e-01   
681     3.02892520e-04   3.56989078e-01   
682     3.03056360e-04   3.56404025e-01   
683     3.03220200e-04   3.55819931e-01   
684     3.03384040e-04   3.55236793e-01   
685     3.03547880e-04   3.54654612e-01   
686     3.03711720e-04   3.54073384e-01   
687     3.03875560e-04   3.53493110e-01   
688     3.04039400e-04   3.52913786e-01   
689     3.04203240e-04   3.52335411e-01   
690     3.04367080e-04   3.51757985e-01   
691     3.04530920e-04   3.51181504e-01   
692     3.04694760e-04   3.50605969e-01   
693     3.04858600e-04   3.50031377e-01   
694     3.05022440e-04   3.49457726e-01   
695     3.05186280e-04   3.48885016e-01   
696     3.05350120e-04   3.48313244e-01   
697     3.05513960e-04   3.47742409e-01   
698     3.05677800e-04   3.47172510e-01   
699     3.05841640e-04   3.46603544e-01   
700     3.06005480e-04   3.46035511e-01   
701     3.06169320e-04   3.45468409e-01   
702     3.06333160e-04   3.44902237e-01   
703     3.06497000e-04   3.44336992e-01   
704     3.06660840e-04   3.43772674e-01   
705     3.06824680e-04   3.43209280e-01   
706     3.06988520e-04   3.42646810e-01   
707     3.07152360e-04   3.42085262e-01   
708     3.07316200e-04   3.41524634e-01   
709     3.07643880e-04   3.40406132e-01   
710     3.07971560e-04   3.39291293e-01   
711     3.08299240e-04   3.38180105e-01   
712     3.08626920e-04   3.37072556e-01   
713     3.08954600e-04   3.35968635e-01   
714     3.09282280e-04   3.34868329e-01   
715     3.09609960e-04   3.33771627e-01   
716     3.09937640e-04   3.32678516e-01   
717     3.10265320e-04   3.31588985e-01   
718     3.10593000e-04   3.30503023e-01   
719     3.10920680e-04   3.29420617e-01   
720     3.11248360e-04   3.28341755e-01   
721     3.11576040e-04   3.27266428e-01   
722     3.11903720e-04   3.26194622e-01   
723     3.12231400e-04   3.25126326e-01   
724     3.12559080e-04   3.24061529e-01   
725     3.12886760e-04   3.23000219e-01   
726     3.13214440e-04   3.21942385e-01   
727     3.13542120e-04   3.20888015e-01   
728     3.13869800e-04   3.19837098e-01   
729     3.14197480e-04   3.18789624e-01   
730     3.14525160e-04   3.17745579e-01   
731     3.14852840e-04   3.16704954e-01   
732     3.15180520e-04   3.15667737e-01   
733     3.15508200e-04   3.14633917e-01   
734     3.15835880e-04   3.13603483e-01   
735     3.16163560e-04   3.12576424e-01   
736     3.16491240e-04   3.11552728e-01   
737     3.16818920e-04   3.10532384e-01   
738     3.17146600e-04   3.09515383e-01   
739     3.17474280e-04   3.08501712e-01   
740     3.17801960e-04   3.07491361e-01   
741     3.18129640e-04   3.06484319e-01   
742     3.18457320e-04   3.05480575e-01   
743     3.18785000e-04   3.04480118e-01   
744     3.19112680e-04   3.03482937e-01   
745     3.19440360e-04   3.02489023e-01   
746     3.19768040e-04   3.01498364e-01   
747     3.20095720e-04   3.00510949e-01   
748     3.20423400e-04   2.99526767e-01   
749     3.20751080e-04   2.98545810e-01   
750     3.21078760e-04   2.97568064e-01   
751     3.21406440e-04   2.96593521e-01   
752     3.21734120e-04   2.95622170e-01   
753     3.22061800e-04   2.94653999e-01   
754     3.22389480e-04   2.93689000e-01   
755     3.22717160e-04   2.92727161e-01   
756     3.23044840e-04   2.91768472e-01   
757     3.23372520e-04   2.90812922e-01   
758     3.23700200e-04   2.89860503e-01   
759     3.24027880e-04   2.88911202e-01   
760     3.24355560e-04   2.87965010e-01   
761     3.24683240e-04   2.87021917e-01   
762     3.25010920e-04   2.86081913e-01   
763     3.25338600e-04   2.85144987e-01   
764     3.25666280e-04   2.84211130e-01   
765     3.25993960e-04   2.83280331e-01   
766     3.26321640e-04   2.82352581e-01   
767     3.26649320e-04   2.81427869e-01   
768     3.26977000e-04   2.80506185e-01   
769     3.27304680e-04   2.79587520e-01   
770     3.27632360e-04   2.78671864e-01   
771     3.27960040e-04   2.77759206e-01   
772     3.28287720e-04   2.76849538e-01   
773     3.28615400e-04   2.75942848e-01   
774     3.28943080e-04   2.75039128e-01   
775     3.29270760e-04   2.74138368e-01   
776     3.29598440e-04   2.73240558e-01   
777     3.29926120e-04   2.72345688e-01   
778     3.30253800e-04   2.71453749e-01   
779     3.30581480e-04   2.70564731e-01   
780     3.30909160e-04   2.69678624e-01   
781     3.31236840e-04   2.68795420e-01   
782     3.31564520e-04   2.67915108e-01   
783     3.31892200e-04   2.67037679e-01   
784     3.32219880e-04   2.66163123e-01   
785     3.32547560e-04   2.65291432e-01   
786     3.32875240e-04   2.64422596e-01   
787     3.33202920e-04   2.63556605e-01   
788     3.33530600e-04   2.62693450e-01   
789     3.33858280e-04   2.61833123e-01   
790     3.34185960e-04   2.60975612e-01   
791     3.34513640e-04   2.60120910e-01   
792     3.34841320e-04   2.59269008e-01   
793     3.35169000e-04   2.58419895e-01   
794     3.35496680e-04   2.57573563e-01   
795     3.35824360e-04   2.56730003e-01   
796     3.36152040e-04   2.55889206e-01   
797     3.36479720e-04   2.55051162e-01   
798     3.36807400e-04   2.54215863e-01   
799     3.37135080e-04   2.53383299e-01   
800     3.37462760e-04   2.52553462e-01   
801     3.37790440e-04   2.51726343e-01   
802     3.38118120e-04   2.50901933e-01   
803     3.38445800e-04   2.50080222e-01   
804     3.38773480e-04   2.49261203e-01   
805     3.39101160e-04   2.48444866e-01   
806     3.39428840e-04   2.47631203e-01   
807     3.39756520e-04   2.46820204e-01   
808     3.40084200e-04   2.46011862e-01   
809     3.40411880e-04   2.45206167e-01   
810     3.40739560e-04   2.44403110e-01   
811     3.41067240e-04   2.43602683e-01   
812     3.41394920e-04   2.42804878e-01   
813     3.41722600e-04   2.42009686e-01   
814     3.42050280e-04   2.41217098e-01   
815     3.42377960e-04   2.40427106e-01   
816     3.42705640e-04   2.39639701e-01   
817     3.43033320e-04   2.38854875e-01   
818     3.43361000e-04   2.38072619e-01   
819     3.43688680e-04   2.37292925e-01   
820     3.44016360e-04   2.36515784e-01   
821     3.44344040e-04   2.35741189e-01   
822     3.44671720e-04   2.34969130e-01   
823     3.44999400e-04   2.34199600e-01   
824     3.45327080e-04   2.33432591e-01   
825     3.45654760e-04   2.32668093e-01   
826     3.45982440e-04   2.31906099e-01   
827     3.46310120e-04   2.31146600e-01   
828     3.46637800e-04   2.30389589e-01   
829     3.46965480e-04   2.29635057e-01   
830     3.47293160e-04   2.28882997e-01   
831     3.47620840e-04   2.28133399e-01   
832     3.47948520e-04   2.27386256e-01   
833     3.48276200e-04   2.26641560e-01   
834     3.48603880e-04   2.25899303e-01   
835     3.48931560e-04   2.25159477e-01   
836     3.49259240e-04   2.24422074e-01   
837     3.49586920e-04   2.23687086e-01   
838     3.49914600e-04   2.22954505e-01   
839     3.50242280e-04   2.22224323e-01   
840     3.50569960e-04   2.21496533e-01   
841     3.50897640e-04   2.20771126e-01   
842     3.51225320e-04   2.20048095e-01   
843     3.51553000e-04   2.19327431e-01   
844     3.51880680e-04   2.18609128e-01   
845     3.52208360e-04   2.17893178e-01   
846     3.52536040e-04   2.17179572e-01   
847     3.52863720e-04   2.16468303e-01   
848     3.53191400e-04   2.15759364e-01   
849     3.53519080e-04   2.15052746e-01   
850     3.53846760e-04   2.14348443e-01   
851     3.54174440e-04   2.13646446e-01   
852     3.54502120e-04   2.12946749e-01   
853     3.54829800e-04   2.12249343e-01   
854     3.55157480e-04   2.11554220e-01   
855     3.55485160e-04   2.10861375e-01   
856     3.55812840e-04   2.10170798e-01   
857     3.56140520e-04   2.09482484e-01   
858     3.56468200e-04   2.08796423e-01   
859     3.56795880e-04   2.08112609e-01   
860     3.57123560e-04   2.07431035e-01   
861     3.57451240e-04   2.06751693e-01   
862     3.57778920e-04   2.06074576e-01   
863     3.58106600e-04   2.05399676e-01   
864     3.58434280e-04   2.04726987e-01   
865     3.58761960e-04   2.04056501e-01   
866     3.59089640e-04   2.03388211e-01   
867     3.59417320e-04   2.02722109e-01   
868     3.59745000e-04   2.02058189e-01   
869     3.60072680e-04   2.01396443e-01   
870     3.60400360e-04   2.00736864e-01   
871     3.60728040e-04   2.00079446e-01   
872     3.61055720e-04   1.99424181e-01   
873     3.61383400e-04   1.98771061e-01   
874     3.61711080e-04   1.98120081e-01   
875     3.62038760e-04   1.97471232e-01   
876     3.62366440e-04   1.96824509e-01   
877     3.62694120e-04   1.96179904e-01   
878     3.63021800e-04   1.95537409e-01   
879     3.63349480e-04   1.94897019e-01   
880     3.63677160e-04   1.94258727e-01   
881     3.64004840e-04   1.93622524e-01   
882     3.64332520e-04   1.92988405e-01   
883     3.64660200e-04   1.92356363e-01   
884     3.64987880e-04   1.91726391e-01   
885     3.65315560e-04   1.91098482e-01   
886     3.65643240e-04   1.90472630e-01   
887     3.65970920e-04   1.89848827e-01   
888     3.66298600e-04   1.89227067e-01   
889     3.66626280e-04   1.88607344e-01   
890     3.66953960e-04   1.87989650e-01   
891     3.67281640e-04   1.87373979e-01   
892     3.67609320e-04   1.86760324e-01   
893     3.67937000e-04   1.86148679e-01   
894     3.68264680e-04   1.85539037e-01   
895     3.68592360e-04   1.84931392e-01   
896     3.68920040e-04   1.84325737e-01   
897     3.69247720e-04   1.83722066e-01   
898     3.69575400e-04   1.83120371e-01   
899     3.69903080e-04   1.82520647e-01   
900     3.70230760e-04   1.81922887e-01   
901     3.70558440e-04   1.81327085e-01   
902     3.70886120e-04   1.80733234e-01   
903     3.71213800e-04   1.80141328e-01   
904     3.71541480e-04   1.79551361e-01   
905     3.71869160e-04   1.78963325e-01   
906     3.72196840e-04   1.78377216e-01   
907     3.72524520e-04   1.77793026e-01   
908     3.72852200e-04   1.77210749e-01   
909     3.73179880e-04   1.76630379e-01   
910     3.73507560e-04   1.76051910e-01   
911     3.73835240e-04   1.75475336e-01   
912     3.74162920e-04   1.74900649e-01   
913     3.74490600e-04   1.74327845e-01   
914     3.74818280e-04   1.73756917e-01   
915     3.75145960e-04   1.73187858e-01   
916     3.75473640e-04   1.72620664e-01   
917     3.75801320e-04   1.72055327e-01   
918     3.76129000e-04   1.71491841e-01   
919     3.76456680e-04   1.70930201e-01   
920     3.76784360e-04   1.70370400e-01   
921     3.77112040e-04   1.69812432e-01   
922     3.77439720e-04   1.69256292e-01   
923     3.77767400e-04   1.68701974e-01   
924     3.78095080e-04   1.68149470e-01   
925     3.78422760e-04   1.67598776e-01   
926     3.78750440e-04   1.67049886e-01   
927     3.79078120e-04   1.66502793e-01   
928     3.79405800e-04   1.65957492e-01   
929     3.79733480e-04   1.65413977e-01   
930     3.80061160e-04   1.64872242e-01   
931     3.80388840e-04   1.64332281e-01   
932     3.80716520e-04   1.63794089e-01   
933     3.81044200e-04   1.63257659e-01   
934     3.81371880e-04   1.62722986e-01   
935     3.81699560e-04   1.62190064e-01   
936     3.82027240e-04   1.61658887e-01   
937     3.82354920e-04   1.61129450e-01   
938     3.82682600e-04   1.60601747e-01   
939     3.83010280e-04   1.60075772e-01   
940     3.83337960e-04   1.59551520e-01   
941     3.83665640e-04   1.59028984e-01   
942     3.83993320e-04   1.58508160e-01   
943     3.84321000e-04   1.57989042e-01   
944     3.84648680e-04   1.57471624e-01   
945     3.84976360e-04   1.56955900e-01   
946     3.85304040e-04   1.56441866e-01   
947     3.85631720e-04   1.55929514e-01   
948     3.85959400e-04   1.55418841e-01   
949     3.86287080e-04   1.54909840e-01   
950     3.86614760e-04   1.54402507e-01   
951     3.86942440e-04   1.53896835e-01   
952     3.87270120e-04   1.53392818e-01   
953     3.87597800e-04   1.52890453e-01   
954     3.87925480e-04   1.52389733e-01   
955     3.88253160e-04   1.51890652e-01   
956     3.88580840e-04   1.51393207e-01   
957     3.88908520e-04   1.50897390e-01   
958     3.89236200e-04   1.50403197e-01   
959     3.89563880e-04   1.49910623e-01   
960     3.89891560e-04   1.49419661e-01   
961     3.90219240e-04   1.48930308e-01   
962     3.90546920e-04   1.48442558e-01   
963     3.90874600e-04   1.47956404e-01   
964     3.91202280e-04   1.47471843e-01   
965     3.91529960e-04   1.46988869e-01   
966     3.91857640e-04   1.46507477e-01   
967     3.92185320e-04   1.46027661e-01   
968     3.92513000e-04   1.45549417e-01   
969     3.92840680e-04   1.45072739e-01   
970     3.93168360e-04   1.44597622e-01   
971     3.93496040e-04   1.44124061e-01   
972     3.93823720e-04   1.43652051e-01   
973     3.94151400e-04   1.43181586e-01   
974     3.94479080e-04   1.42712663e-01   
975     3.94806760e-04   1.42245275e-01   
976     3.95134440e-04   1.41779418e-01   
977     3.95462120e-04   1.41315087e-01   
978     3.95789800e-04   1.40852276e-01   
979     3.96117480e-04   1.40390982e-01   
980     3.96445160e-04   1.39931198e-01   
981     3.96772840e-04   1.39472919e-01   
982     3.97100520e-04   1.39016142e-01   
983     3.97428200e-04   1.38560860e-01   
984     3.97755880e-04   1.38107070e-01   
985     3.98083560e-04   1.37654766e-01   
986     3.98411240e-04   1.37203943e-01   
987     3.98738920e-04   1.36754596e-01   
988     3.99066600e-04   1.36306721e-01   
989     3.99394280e-04   1.35860313e-01   
990     3.99721960e-04   1.35415367e-01   
991     4.00049640e-04   1.34971879e-01   
992     4.00377320e-04   1.34529842e-01   
993     4.00705000e-04   1.34089253e-01   
994     4.01032680e-04   1.33650108e-01   
995     4.01360360e-04   1.33212400e-01   
996     4.01688040e-04   1.32776126e-01   
997     4.02015720e-04   1.32341281e-01   
998     4.02343400e-04   1.31907860e-01   
999     4.02671080e-04   1.31475858e-01   
1000    4.02998760e-04   1.31045271e-01   
1001    4.03326440e-04   1.30616094e-01   
1002    4.03654120e-04   1.30188323e-01   
1003    4.03981800e-04   1.29761953e-01   
1004    4.04309480e-04   1.29336979e-01   
1005    4.04637160e-04   1.28913397e-01   
1006    4.04964840e-04   1.28491203e-01   
1007    4.05292520e-04   1.28070391e-01   
1008    4.05620200e-04   1.27650957e-01   
1009    4.05947880e-04   1.27232897e-01   
1010    4.06275560e-04   1.26816206e-01   
1011    4.06603240e-04   1.26400879e-01   
1012    4.06930920e-04   1.25986913e-01   
1013    4.07258600e-04   1.25574303e-01   
1014    4.07586280e-04   1.25163044e-01   
1015    4.07913960e-04   1.24753131e-01   
1016    4.08241640e-04   1.24344562e-01   
1017    4.08569320e-04   1.23937330e-01   
1018    4.08897000e-04   1.23531432e-01   
1019    4.09224680e-04   1.23126863e-01   
1020    4.09552360e-04   1.22723620e-01   
1021    4.09880040e-04   1.22321697e-01   
1022    4.10207720e-04   1.21921090e-01   
1023    4.10535400e-04   1.21521795e-01   
1024    4.10863080e-04   1.21123808e-01   
1025    4.11190760e-04   1.20727125e-01   
1026    4.11518440e-04   1.20331740e-01   
1027    4.11846120e-04   1.19937651e-01   
1028    4.12173800e-04   1.19544852e-01   
1029    4.12501480e-04   1.19153339e-01   
1030    4.12829160e-04   1.18763109e-01   
1031    4.13156840e-04   1.18374157e-01   
1032    4.13484520e-04   1.17986478e-01   
1033    4.13812200e-04   1.17600069e-01   
1034    4.14139880e-04   1.17214926e-01   
1035    4.14467560e-04   1.16831044e-01   
1036    4.14795240e-04   1.16448419e-01   
1037    4.15122920e-04   1.16067048e-01   
1038    4.15450600e-04   1.15686925e-01   
1039    4.15778280e-04   1.15308048e-01   
1040    4.16105960e-04   1.14930411e-01   
1041    4.16433640e-04   1.14554011e-01   
1042    4.16761320e-04   1.14178843e-01   
1043    4.17089000e-04   1.13804905e-01   
1044    4.17416680e-04   1.13432191e-01   
1045    4.17744360e-04   1.13060697e-01   
1046    4.18072040e-04   1.12690421e-01   
1047    4.18399720e-04   1.12321357e-01   
1048    4.18727400e-04   1.11953501e-01   
1049    4.19055080e-04   1.11586851e-01   
1050    4.19382760e-04   1.11221401e-01   
1051    4.19710440e-04   1.10857148e-01   
1052    4.20038120e-04   1.10494088e-01   
1053    4.20365800e-04   1.10132217e-01   
1054    4.20693480e-04   1.09771531e-01   
1055    4.21021160e-04   1.09412026e-01   
1056    4.21348840e-04   1.09053699e-01   
1057    4.21676520e-04   1.08696545e-01   
1058    4.22004200e-04   1.08340561e-01   
1059    4.22331880e-04   1.07985743e-01   
1060    4.22659560e-04   1.07632087e-01   
1061    4.22987240e-04   1.07279589e-01   
1062    4.23314920e-04   1.06928246e-01   
1063    4.23642600e-04   1.06578053e-01   
1064    4.23970280e-04   1.06229007e-01   
1065    4.24297960e-04   1.05881104e-01   
1066    4.24625640e-04   1.05534341e-01   
1067    4.24953320e-04   1.05188713e-01   
1068    4.25281000e-04   1.04844217e-01   
1069    4.25608680e-04   1.04500850e-01   
1070    4.25936360e-04   1.04158607e-01   
1071    4.26264040e-04   1.03817485e-01   
1072    4.26591720e-04   1.03477480e-01   
1073    4.26919400e-04   1.03138588e-01   
1074    4.27247080e-04   1.02800807e-01   
1075    4.27574760e-04   1.02464132e-01   
1076    4.27902440e-04   1.02128559e-01   
1077    4.28230120e-04   1.01794085e-01   
1078    4.28557800e-04   1.01460707e-01   
1079    4.28885480e-04   1.01128421e-01   
1080    4.29213160e-04   1.00797222e-01   
1081    4.29540840e-04   1.00467109e-01   
1082    4.29868520e-04   1.00138076e-01   
1083    4.30196200e-04   9.98101216e-02   
1084    4.30523880e-04   9.94832409e-02   
1085    4.30851560e-04   9.91574307e-02   
1086    4.31179240e-04   9.88326875e-02   
1087    4.31506920e-04   9.85090079e-02   
1088    4.31834600e-04   9.81863883e-02   
1089    4.32162280e-04   9.78648254e-02   
1090    4.32489960e-04   9.75443155e-02   
1091    4.32817640e-04   9.72248554e-02   
1092    4.33145320e-04   9.69064415e-02   
1093    4.33473000e-04   9.65890703e-02   
1094    4.33800680e-04   9.62727386e-02   
1095    4.34128360e-04   9.59574429e-02   
1096    4.34456040e-04   9.56431798e-02   
1097    4.34783720e-04   9.53299459e-02   
1098    4.35111400e-04   9.50177379e-02   
1099    4.35439080e-04   9.47065523e-02   
1100    4.35766760e-04   9.43963859e-02   
1101    4.36094440e-04   9.40872353e-02   
1102    4.36422120e-04   9.37790971e-02   
1103    4.36749800e-04   9.34719682e-02   
1104    4.37077480e-04   9.31658451e-02   
1105    4.37405160e-04   9.28607245e-02   
1106    4.37732840e-04   9.25566032e-02   
1107    4.38060520e-04   9.22534779e-02   
1108    4.38388200e-04   9.19513454e-02   
1109    4.38715880e-04   9.16502024e-02   
1110    4.39043560e-04   9.13500456e-02   
1111    4.39371240e-04   9.10508718e-02   
1112    4.39698920e-04   9.07526778e-02   
1113    4.40026600e-04   9.04554605e-02   
1114    4.40354280e-04   9.01592165e-02   
1115    4.40681960e-04   8.98639427e-02   
1116    4.41009640e-04   8.95696360e-02   
1117    4.41337320e-04   8.92762931e-02   
1118    4.41665000e-04   8.89839109e-02   
1119    4.41992680e-04   8.86924863e-02   
1120    4.42320360e-04   8.84020161e-02   
1121    4.42648040e-04   8.81124972e-02   
1122    4.42975720e-04   8.78239265e-02   
1123    4.43303400e-04   8.75363009e-02   
1124    4.43631080e-04   8.72496172e-02   
1125    4.43958760e-04   8.69638724e-02   
1126    4.44286440e-04   8.66790635e-02   
1127    4.44614120e-04   8.63951873e-02   
1128    4.44941800e-04   8.61122409e-02   
1129    4.45269480e-04   8.58302210e-02   
1130    4.45597160e-04   8.55491248e-02   
1131    4.45924840e-04   8.52689492e-02   
1132    4.46580200e-04   8.47113463e-02   
1133    4.47235560e-04   8.41573897e-02   
1134    4.47890920e-04   8.36070556e-02   
1135    4.48546280e-04   8.30603203e-02   
1136    4.49201640e-04   8.25171603e-02   
1137    4.49857000e-04   8.19775523e-02   
1138    4.50512360e-04   8.14414729e-02   
1139    4.51167720e-04   8.09088991e-02   
1140    4.51823080e-04   8.03798080e-02   
1141    4.52478440e-04   7.98541768e-02   
1142    4.53133800e-04   7.93319829e-02   
1143    4.53789160e-04   7.88132038e-02   
1144    4.54444520e-04   7.82978172e-02   
1145    4.55099880e-04   7.77858009e-02   
1146    4.55755240e-04   7.72771328e-02   
1147    4.56410600e-04   7.67717911e-02   
1148    4.57065960e-04   7.62697540e-02   
1149    4.57721320e-04   7.57709998e-02   
1150    4.58376680e-04   7.52755072e-02   
1151    4.59032040e-04   7.47832548e-02   
1152    4.59687400e-04   7.42942214e-02   
1153    4.60342760e-04   7.38083860e-02   
1154    4.60998120e-04   7.33257276e-02   
1155    4.61653480e-04   7.28462255e-02   
1156    4.62308840e-04   7.23698590e-02   
1157    4.62964200e-04   7.18966076e-02   
1158    4.63619560e-04   7.14264510e-02   
1159    4.64274920e-04   7.09593689e-02   
1160    4.64930280e-04   7.04953412e-02   
1161    4.65585640e-04   7.00343479e-02   
1162    4.66241000e-04   6.95763692e-02   
1163    4.66896360e-04   6.91213855e-02   
1164    4.67551720e-04   6.86693770e-02   
1165    4.68207080e-04   6.82203243e-02   
1166    4.68862440e-04   6.77742082e-02   
1167    4.69517800e-04   6.73310093e-02   
1168    4.70173160e-04   6.68907087e-02   
1169    4.70828520e-04   6.64532874e-02   
1170    4.71483880e-04   6.60187265e-02   
1171    4.72139240e-04   6.55870074e-02   
1172    4.72794600e-04   6.51581114e-02   
1173    4.73449960e-04   6.47320201e-02   
1174    4.74105320e-04   6.43087152e-02   
1175    4.74760680e-04   6.38881784e-02   
1176    4.75416040e-04   6.34703917e-02   
1177    4.76071400e-04   6.30553370e-02   
1178    4.76726760e-04   6.26429965e-02   
1179    4.77382120e-04   6.22333524e-02   
1180    4.78037480e-04   6.18263871e-02   
1181    4.78692840e-04   6.14220831e-02   
1182    4.79348200e-04   6.10204230e-02   
1183    4.80003560e-04   6.06213895e-02   
1184    4.80658920e-04   6.02249654e-02   
1185    4.81314280e-04   5.98311337e-02   
1186    4.81969640e-04   5.94398773e-02   
1187    4.82625000e-04   5.90511795e-02   
1188    4.83280360e-04   5.86650236e-02   
1189    4.83935720e-04   5.82813928e-02   
1190    4.84591080e-04   5.79002708e-02   
1191    4.85246440e-04   5.75216410e-02   
1192    4.85901800e-04   5.71454872e-02   
1193    4.86557160e-04   5.67717933e-02   
1194    4.87212520e-04   5.64005430e-02   
1195    4.87867880e-04   5.60317205e-02   
1196    4.88523240e-04   5.56653098e-02   
1197    4.89178600e-04   5.53012952e-02   
1198    4.89833960e-04   5.49396610e-02   
1199    4.90489320e-04   5.45803917e-02   
1200    4.91144680e-04   5.42234718e-02   
1201    4.91800040e-04   5.38688859e-02   
1202    4.92455400e-04   5.35166187e-02   
1203    4.93110760e-04   5.31666552e-02   
1204    4.93766120e-04   5.28189801e-02   
1205    4.94421480e-04   5.24735787e-02   
1206    4.95076840e-04   5.21304359e-02   
1207    4.95732200e-04   5.17895371e-02   
1208    4.96387560e-04   5.14508675e-02   
1209    4.97042920e-04   5.11144126e-02   
1210    4.97698280e-04   5.07801579e-02   
1211    4.98353640e-04   5.04480890e-02   
1212    4.99009000e-04   5.01181916e-02   
1213    4.99664360e-04   4.97904515e-02   
1214    5.00319720e-04   4.94648547e-02   
1215    5.00975080e-04   4.91413870e-02   
1216    5.01630440e-04   4.88200346e-02   
1217    5.02285800e-04   4.85007836e-02   
1218    5.02941160e-04   4.81836203e-02   
1219    5.03596520e-04   4.78685310e-02   
1220    5.04251880e-04   4.75555023e-02   
1221    5.04907240e-04   4.72445205e-02   
1222    5.05562600e-04   4.69355723e-02   
1223    5.06217960e-04   4.66286445e-02   
1224    5.06873320e-04   4.63237238e-02   
1225    5.07528680e-04   4.60207970e-02   
1226    5.08184040e-04   4.57198512e-02   
1227    5.08839400e-04   4.54208734e-02   
1228    5.09494760e-04   4.51238507e-02   
1229    5.10150120e-04   4.48287704e-02   
1230    5.10805480e-04   4.45356196e-02   
1231    5.11460840e-04   4.42443859e-02   
1232    5.12116200e-04   4.39550567e-02   
1233    5.12771560e-04   4.36676194e-02   
1234    5.13426920e-04   4.33820619e-02   
1235    5.14082280e-04   4.30983717e-02   
1236    5.14737640e-04   4.28165366e-02   
1237    5.15393000e-04   4.25365446e-02   
1238    5.16048360e-04   4.22583835e-02   
1239    5.16703720e-04   4.19820414e-02   
1240    5.17359080e-04   4.17075064e-02   
1241    5.18014440e-04   4.14347667e-02   
1242    5.18669800e-04   4.11638105e-02   
1243    5.19325160e-04   4.08946262e-02   
1244    5.19980520e-04   4.06272022e-02   
1245    5.20635880e-04   4.03615270e-02   
1246    5.21291240e-04   4.00975891e-02   
1247    5.21946600e-04   3.98353771e-02   
1248    5.22601960e-04   3.95748799e-02   
1249    5.23257320e-04   3.93160862e-02   
1250    5.23912680e-04   3.90589848e-02   
1251    5.24568040e-04   3.88035647e-02   
1252    5.25223400e-04   3.85498148e-02   
1253    5.25878760e-04   3.82977243e-02   
1254    5.26534120e-04   3.80472824e-02   
1255    5.27189480e-04   3.77984781e-02   
1256    5.27844840e-04   3.75513009e-02   
1257    5.28500200e-04   3.73057400e-02   
1258    5.29155560e-04   3.70617850e-02   
1259    5.29810920e-04   3.68194252e-02   
1260    5.30466280e-04   3.65786503e-02   
1261    5.31121640e-04   3.63394500e-02   
1262    5.31777000e-04   3.61018138e-02   
1263    5.32432360e-04   3.58657317e-02   
1264    5.33087720e-04   3.56311933e-02   
1265    5.33743080e-04   3.53981887e-02   
1266    5.34398440e-04   3.51667078e-02   
1267    5.35053800e-04   3.49367406e-02   
1268    5.35709160e-04   3.47082772e-02   
1269    5.36364520e-04   3.44813079e-02   
1270    5.37019880e-04   3.42558228e-02   
1271    5.37675240e-04   3.40318122e-02   
1272    5.38330600e-04   3.38092665e-02   
1273    5.38985960e-04   3.35881761e-02   
1274    5.39641320e-04   3.33685314e-02   
1275    5.40296680e-04   3.31503231e-02   
1276    5.40952040e-04   3.29335418e-02   
1277    5.41607400e-04   3.27181780e-02   
1278    5.42262760e-04   3.25042226e-02   
1279    5.42918120e-04   3.22916664e-02   
1280    5.43573480e-04   3.20805001e-02   
1281    5.44228840e-04   3.18707146e-02   
1282    5.44884200e-04   3.16623011e-02   
1283    5.45539560e-04   3.14552504e-02   
1284    5.46194920e-04   3.12495537e-02   
1285    5.46850280e-04   3.10452022e-02   
1286    5.47505640e-04   3.08421869e-02   
1287    5.48161000e-04   3.06404993e-02   
1288    5.48816360e-04   3.04401305e-02   
1289    5.49471720e-04   3.02410720e-02   
1290    5.50127080e-04   3.00433153e-02   
1291    5.50782440e-04   2.98468517e-02   
1292    5.51437800e-04   2.96516729e-02   
1293    5.52093160e-04   2.94577704e-02   
1294    5.52748520e-04   2.92651359e-02   
1295    5.53403880e-04   2.90737611e-02   
1296    5.54059240e-04   2.88836378e-02   
1297    5.54714600e-04   2.86947578e-02   
1298    5.55369960e-04   2.85071129e-02   
1299    5.56025320e-04   2.83206951e-02   
1300    5.56680680e-04   2.81354964e-02   
1301    5.57336040e-04   2.79515087e-02   
1302    5.57991400e-04   2.77687242e-02   
1303    5.58646760e-04   2.75871349e-02   
1304    5.59302120e-04   2.74067332e-02   
1305    5.59957480e-04   2.72275111e-02   
1306    5.60612840e-04   2.70494611e-02   
1307    5.61268200e-04   2.68725754e-02   
1308    5.61923560e-04   2.66968464e-02   
1309    5.62578920e-04   2.65222665e-02   
1310    5.63234280e-04   2.63488283e-02   
1311    5.63889640e-04   2.61765242e-02   
1312    5.64545000e-04   2.60053470e-02   
1313    5.65200360e-04   2.58352891e-02   
1314    5.65855720e-04   2.56663432e-02   
1315    5.66511080e-04   2.54985022e-02   
1316    5.67166440e-04   2.53317587e-02   
1317    5.67821800e-04   2.51661057e-02   
1318    5.68477160e-04   2.50015358e-02   
1319    5.69132520e-04   2.48380422e-02   
1320    5.69787880e-04   2.46756177e-02   
1321    5.70443240e-04   2.45142554e-02   
1322    5.71098600e-04   2.43539482e-02   
1323    5.71753960e-04   2.41946894e-02   
1324    5.72409320e-04   2.40364720e-02   
1325    5.73064680e-04   2.38792893e-02   
