Index       V(4)            I(VMON1)          I(VMON2)            V(1)              V(2)       
591      5.91000000e+00    1.39624254e-05    2.92564085e-03    6.46165613e-01    5.87182923e-02
592      5.92000000e+00    1.39887898e-05    2.93064634e-03    6.46226245e-01    5.87073265e-02
593      5.93000000e+00    1.40152054e-05    2.93564919e-03    6.46267567e-01    5.87016176e-02
594      5.94000000e+00    1.40415686e-05    2.94065475e-03    6.46328641e-01    5.86905071e-02
595      5.95000000e+00    1.40679609e-05    2.94565881e-03    6.46378730e-01    5.86823830e-02
596      5.96000000e+00    1.40943508e-05    2.95066300e-03    6.46429734e-01    5.86739976e-02
597      5.97000000e+00    1.41207412e-05    2.95566717e-03    6.46480551e-01    5.86656521e-02
598      5.98000000e+00    1.41471319e-05    2.96067134e-03    6.46531286e-01    5.86573173e-02
599      5.99000000e+00    1.41735227e-05    2.96567550e-03    6.46581930e-01    5.86489962e-02
600      6.00000000e+00    1.41999138e-05    2.97067966e-03    6.46632485e-01    5.86406883e-02
End of Xyce(TM) Simulation
