Index       TIME              V(1)              VR(1)             VI(1)             VM(1)             VP(1)            VDB(1)             I(V1)            IR(V1)            II(V1)            IM(V1)            IP(V1)            IDB(V1)            I(R1)            IR(R1)            II(R1)            IM(R1)            IP(R1)            IDB(R1)     
62       6.13861386e-05    4.64443246e-01    4.64443246e-01    0.00000000e+00    4.64443246e-01    0.00000000e+00   -6.66134697e+00   -4.64451174e-04   -4.64451174e-04    0.00000000e+00    4.64451174e-04    1.80000000e+02   -6.66611987e+01    4.64443246e-04    4.64443246e-04    0.00000000e+00    4.64443246e-04    0.00000000e+00   -6.66613470e+01
63       6.23762376e-05    4.65033902e-01    4.65033902e-01    0.00000000e+00    4.65033902e-01    0.00000000e+00   -6.65030770e+00   -4.65030901e-04   -4.65030901e-04    0.00000000e+00    4.65030901e-04    1.80000000e+02   -6.66503638e+01    4.65033902e-04    4.65033902e-04    0.00000000e+00    4.65033902e-04    0.00000000e+00   -6.66503077e+01
64       6.33663366e-05    4.65269060e-01    4.65269060e-01    0.00000000e+00    4.65269060e-01    0.00000000e+00   -6.64591654e+00   -4.65271194e-04   -4.65271194e-04    0.00000000e+00    4.65271194e-04    1.80000000e+02   -6.66458767e+01    4.65269060e-04    4.65269060e-04    0.00000000e+00    4.65269060e-04    0.00000000e+00   -6.66459165e+01
65       6.43564356e-05    4.65286510e-01    4.65286510e-01    0.00000000e+00    4.65286510e-01    0.00000000e+00   -6.64559077e+00   -4.65285139e-04   -4.65285139e-04    0.00000000e+00    4.65285139e-04    1.80000000e+02   -6.66456164e+01    4.65286510e-04    4.65286510e-04    0.00000000e+00    4.65286510e-04    0.00000000e+00   -6.66455908e+01
66       6.53465347e-05    4.65321848e-01    4.65321848e-01    0.00000000e+00    4.65321848e-01    0.00000000e+00   -6.64493111e+00   -4.65322868e-04   -4.65322868e-04    0.00000000e+00    4.65322868e-04    1.80000000e+02   -6.66449121e+01    4.65321848e-04    4.65321848e-04    0.00000000e+00    4.65321848e-04    0.00000000e+00   -6.66449311e+01
67       6.63366337e-05    4.65309097e-01    4.65309097e-01    0.00000000e+00    4.65309097e-01    0.00000000e+00   -6.64516914e+00   -4.65308334e-04   -4.65308334e-04    0.00000000e+00    4.65308334e-04    1.80000000e+02   -6.66451834e+01    4.65309097e-04    4.65309097e-04    0.00000000e+00    4.65309097e-04    0.00000000e+00   -6.66451691e+01
68       6.73267327e-05    4.65322361e-01    4.65322361e-01    0.00000000e+00    4.65322361e-01    0.00000000e+00   -6.64492154e+00   -4.65322950e-04   -4.65322950e-04    0.00000000e+00    4.65322950e-04    1.80000000e+02   -6.66449105e+01    4.65322361e-04    4.65322361e-04    0.00000000e+00    4.65322361e-04    0.00000000e+00   -6.66449215e+01
69       6.83168317e-05    4.65313096e-01    4.65313096e-01    0.00000000e+00    4.65313096e-01    0.00000000e+00   -6.64509448e+00   -4.65312639e-04   -4.65312639e-04    0.00000000e+00    4.65312639e-04    1.80000000e+02   -6.66451030e+01    4.65313096e-04    4.65313096e-04    0.00000000e+00    4.65313096e-04    0.00000000e+00   -6.66450945e+01
70       6.93069307e-05    4.65320546e-01    4.65320546e-01    0.00000000e+00    4.65320546e-01    0.00000000e+00   -6.64495541e+00   -4.65320901e-04   -4.65320901e-04    0.00000000e+00    4.65320901e-04    1.80000000e+02   -6.66449488e+01    4.65320546e-04    4.65320546e-04    0.00000000e+00    4.65320546e-04    0.00000000e+00   -6.66449554e+01
71       7.02970297e-05    4.65314868e-01    4.65314868e-01    0.00000000e+00    4.65314868e-01    0.00000000e+00   -6.64506140e+00   -4.65314598e-04   -4.65314598e-04    0.00000000e+00    4.65314598e-04    1.80000000e+02   -6.66450665e+01    4.65314868e-04    4.65314868e-04    0.00000000e+00    4.65314868e-04    0.00000000e+00   -6.66450614e+01
72       7.12871287e-05    4.65319178e-01    4.65319178e-01    0.00000000e+00    4.65319178e-01    0.00000000e+00   -6.64498096e+00   -4.65319378e-04   -4.65319378e-04    0.00000000e+00    4.65319378e-04    1.80000000e+02   -6.66449772e+01    4.65319178e-04    4.65319178e-04    0.00000000e+00    4.65319178e-04    0.00000000e+00   -6.66449810e+01
73       7.22772277e-05    4.65316060e-01    4.65316060e-01    0.00000000e+00    4.65316060e-01    0.00000000e+00   -6.64503916e+00   -4.65315922e-04   -4.65315922e-04    0.00000000e+00    4.65315922e-04    1.80000000e+02   -6.66450417e+01    4.65316060e-04    4.65316060e-04    0.00000000e+00    4.65316060e-04    0.00000000e+00   -6.66450392e+01
