Index    TIME    V(1)    VR(1)    VI(1)    I(V1)    
26   2.57425743e-005   1.42244360e+000   1.42244360e+000   0.00000000e-001   -1.42244364e-003   
27   2.67326733e-005   1.42244346e+000   1.42244346e+000   0.00000000e-001   -1.42244346e-003   
28   2.77227723e-005   1.42244337e+000   1.42244337e+000   0.00000000e-001   -1.42244333e-003   
29   2.87128713e-005   1.42244366e+000   1.42244366e+000   0.00000000e-001   -1.42244374e-003   
30   2.97029703e-005   1.42244318e+000   1.42244318e+000   0.00000000e-001   -1.42244308e-003   
31   3.06930693e-005   1.42244384e+000   1.42244384e+000   0.00000000e-001   -1.42244397e-003   
32   3.16831683e-005   1.42244302e+000   1.42244302e+000   0.00000000e-001   -1.42244286e-003   
33   3.26732673e-005   1.42244399e+000   1.42244399e+000   0.00000000e-001   -1.42244417e-003   
34   3.36633663e-005   1.42244288e+000   1.42244288e+000   0.00000000e-001   -1.42244267e-003   
35   3.46534653e-005   1.42244413e+000   1.42244413e+000   0.00000000e-001   -1.42244436e-003   
36   3.56435644e-005   1.42244273e+000   1.42244273e+000   0.00000000e-001   -1.42244247e-003   
37   3.66336634e-005   1.42244427e+000   1.42244427e+000   0.00000000e-001   -1.42244456e-003   
38   3.76237624e-005   1.42244258e+000   1.42244258e+000   0.00000000e-001   -1.42244227e-003   
39   3.86138614e-005   1.42244444e+000   1.42244444e+000   0.00000000e-001   -1.42244479e-003   
40   3.96039604e-005   1.42244240e+000   1.42244240e+000   0.00000000e-001   -1.42244202e-003   
41   4.05940594e-005   1.42244465e+000   1.42244465e+000   0.00000000e-001   -1.42244507e-003   
42   4.15841584e-005   1.42244215e+000   1.42244215e+000   0.00000000e-001   -1.42244167e-003   
43   4.25742574e-005   1.42244496e+000   1.42244496e+000   0.00000000e-001   -1.42244550e-003   
44   4.35643564e-005   1.42244174e+000   1.42244174e+000   0.00000000e-001   -1.42244111e-003   
45   4.45544554e-005   1.42244553e+000   1.42244553e+000   0.00000000e-001   -1.42244628e-003   
46   4.55445545e-005   1.42244089e+000   1.42244089e+000   0.00000000e-001   -1.42243993e-003   
47   4.65346535e-005   1.42244695e+000   1.42244695e+000   0.00000000e-001   -1.42244828e-003   
48   4.75247525e-005   1.42243816e+000   1.42243816e+000   0.00000000e-001   -1.42243603e-003   
49   4.85148515e-005   1.42245347e+000   1.42245347e+000   0.00000000e-001   -1.42245788e-003   
50   4.95049505e-005   1.42241476e+000   1.42241476e+000   0.00000000e-001   -1.42239898e-003   
51   5.04950495e-005   1.37339338e+000   1.37339338e+000   0.00000000e-001   -1.37331034e-003   
52   5.14851485e-005   1.27616007e+000   1.27616007e+000   0.00000000e-001   -1.27605792e-003   
53   5.24752475e-005   1.17976749e+000   1.17976749e+000   0.00000000e-001   -1.17967262e-003   
54   5.34653465e-005   1.08372440e+000   1.08372440e+000   0.00000000e-001   -1.08362603e-003   
55   5.44554455e-005   9.88010387e-001   9.88010387e-001   0.00000000e-001   -9.87915078e-004   
56   5.54455446e-005   8.92592086e-001   8.92592086e-001   0.00000000e-001   -8.92494848e-004   
57   5.64356436e-005   7.97556090e-001   7.97556090e-001   0.00000000e-001   -7.97461196e-004   
58   5.74257426e-005   7.02942313e-001   7.02942313e-001   0.00000000e-001   -7.02846437e-004   
59   5.84158416e-005   6.08884533e-001   6.08884533e-001   0.00000000e-001   -6.08789269e-004   
60   5.94059406e-005   5.15545906e-001   5.15545906e-001   0.00000000e-001   -5.15460113e-004   
61   6.03960396e-005   4.61737675e-001   4.61737675e-001   0.00000000e-001   -4.61720227e-004   
62   6.13861386e-005   4.64443246e-001   4.64443246e-001   0.00000000e-001   -4.64451174e-004   
63   6.23762376e-005   4.65033902e-001   4.65033902e-001   0.00000000e-001   -4.65030901e-004   
64   6.33663366e-005   4.65269060e-001   4.65269060e-001   0.00000000e-001   -4.65271194e-004   
65   6.43564356e-005   4.65286510e-001   4.65286510e-001   0.00000000e-001   -4.65285139e-004   
66   6.53465347e-005   4.65321848e-001   4.65321848e-001   0.00000000e-001   -4.65322868e-004   
67   6.63366337e-005   4.65309097e-001   4.65309097e-001   0.00000000e-001   -4.65308334e-004   
68   6.73267327e-005   4.65322361e-001   4.65322361e-001   0.00000000e-001   -4.65322950e-004   
69   6.83168317e-005   4.65313096e-001   4.65313096e-001   0.00000000e-001   -4.65312639e-004   
70   6.93069307e-005   4.65320546e-001   4.65320546e-001   0.00000000e-001   -4.65320901e-004   
71   7.02970297e-005   4.65314868e-001   4.65314868e-001   0.00000000e-001   -4.65314598e-004   
72   7.12871287e-005   4.65319178e-001   4.65319178e-001   0.00000000e-001   -4.65319378e-004   
73   7.22772277e-005   4.65316060e-001   4.65316060e-001   0.00000000e-001   -4.65315922e-004   
74   7.32673267e-005   4.65318137e-001   4.65318137e-001   0.00000000e-001   -4.65318219e-004   
75   7.42574257e-005   4.65317004e-001   4.65317004e-001   0.00000000e-001   -4.65316973e-004   
76   7.52475248e-005   4.65317262e-001   4.65317262e-001   0.00000000e-001   -4.65317244e-004   
77   7.62376238e-005   4.65317836e-001   4.65317836e-001   0.00000000e-001   -4.65317901e-004   
78   7.72277228e-005   4.65316452e-001   4.65316452e-001   0.00000000e-001   -4.65316341e-004   
79   7.82178218e-005   4.65318640e-001   4.65318640e-001   0.00000000e-001   -4.65318797e-004   
80   7.92079208e-005   4.65315638e-001   4.65315638e-001   0.00000000e-001   -4.65315433e-004   
81   8.01980198e-005   4.65319479e-001   4.65319479e-001   0.00000000e-001   -4.65319735e-004   
82   8.11881188e-005   4.65314757e-001   4.65314757e-001   0.00000000e-001   -4.65314448e-004   
83   8.21782178e-005   4.65320419e-001   4.65320419e-001   0.00000000e-001   -4.65320785e-004   
84   8.31683168e-005   4.65313740e-001   4.65313740e-001   0.00000000e-001   -4.65313311e-004   
85   8.41584158e-005   4.65321537e-001   4.65321537e-001   0.00000000e-001   -4.65322035e-004   
86   8.51485149e-005   4.65312494e-001   4.65312494e-001   0.00000000e-001   -4.65311918e-004   
87   8.61386139e-005   4.65322945e-001   4.65322945e-001   0.00000000e-001   -4.65323611e-004   
88   8.71287129e-005   4.65310881e-001   4.65310881e-001   0.00000000e-001   -4.65310112e-004   
89   8.81188119e-005   4.65324821e-001   4.65324821e-001   0.00000000e-001   -4.65325712e-004   
90   8.91089109e-005   4.65308666e-001   4.65308666e-001   0.00000000e-001   -4.65307629e-004   
91   9.00990099e-005   4.65327484e-001   4.65327484e-001   0.00000000e-001   -4.65328697e-004   
92   9.10891089e-005   4.65305409e-001   4.65305409e-001   0.00000000e-001   -4.65303976e-004   
93   9.20792079e-005   4.65331558e-001   4.65331558e-001   0.00000000e-001   -4.65333270e-004   
94   9.30693069e-005   4.65300188e-001   4.65300188e-001   0.00000000e-001   -4.65298111e-004   
95   9.40594059e-005   4.65338465e-001   4.65338465e-001   0.00000000e-001   -4.65341037e-004   
96   9.50495050e-005   4.65290710e-001   4.65290710e-001   0.00000000e-001   -4.65287437e-004   
97   9.60396040e-005   4.65352171e-001   4.65352171e-001   0.00000000e-001   -4.65356502e-004   
98   9.70297030e-005   4.65269523e-001   4.65269523e-001   0.00000000e-001   -4.65263458e-004   
99   9.80198020e-005   4.65388617e-001   4.65388617e-001   0.00000000e-001   -4.65397937e-004   
100   9.90099010e-005   4.65195603e-001   4.65195603e-001   0.00000000e-001   -4.65178578e-004   
End of Xyce(TM) Simulation
