Index        TIME          {V(4)+1.0}          V(5)          {V(1)+1.0}
1071    9.00067299e-04   5.99997636e+00   6.37491041e-01   2.74085939e+00   
1072    9.00076527e-04   5.99998381e+00   6.37943835e-01   3.19200780e+00   
1073    9.00085755e-04   5.99999249e+00   6.38395889e-01   3.66753399e+00   
1074    9.00100000e-04   6.00000631e+00   6.39091235e-01   4.43097744e+00   
1075    9.00100951e-04   6.00000788e+00   6.39137346e-01   4.48094472e+00   
1076    9.00101765e-04   6.00000972e+00   6.39176728e-01   4.52264798e+00   
1077    9.00103393e-04   6.00001435e+00   6.39255259e-01   4.60402636e+00   
1078    9.00106650e-04   6.00002729e+00   6.39411026e-01   4.75435609e+00   
1079    9.00109907e-04   6.00004173e+00   6.39565214e-01   4.88913063e+00   
1080    9.00113164e-04   6.00005523e+00   6.39717992e-01   5.00964060e+00   
1081    9.00116421e-04   6.00006710e+00   6.39869515e-01   5.11716225e+00   
1082    9.00122935e-04   6.00008420e+00   6.40169417e-01   5.29895822e+00   
1083    9.00129449e-04   6.00009260e+00   6.40465837e-01   5.44303030e+00   
1084    9.00135963e-04   6.00009445e+00   6.40759559e-01   5.55724378e+00   
1085    9.00142477e-04   6.00009248e+00   6.41051179e-01   5.64786244e+00   
1086    9.00148991e-04   6.00008859e+00   6.41341156e-01   5.71982144e+00   
1087    9.00162019e-04   6.00007919e+00   6.41917603e-01   5.82362387e+00   
1088    9.00175047e-04   6.00007017e+00   6.42490699e-01   5.88889037e+00   
1089    9.00188075e-04   6.00006299e+00   6.43061689e-01   5.93004773e+00   
1090    9.00214131e-04   6.00005351e+00   6.44200234e-01   5.97398061e+00   
1091    9.00240187e-04   6.00004849e+00   6.45336208e-01   5.99059691e+00   
1092    9.00266242e-04   6.00004617e+00   6.46471011e-01   5.99668668e+00   
1093    9.00292298e-04   6.00004476e+00   6.47605176e-01   5.99865572e+00   
1094    9.00318354e-04   6.00004332e+00   6.48738932e-01   5.99926152e+00   
1095    9.00370466e-04   6.00004116e+00   6.51005496e-01   5.99970531e+00   
1096    9.00422578e-04   6.00003978e+00   6.53270858e-01   5.99989469e+00   
1097    9.00526801e-04   6.00003774e+00   6.57798026e-01   6.00009039e+00   
1098    9.00735248e-04   6.00003410e+00   6.66838200e-01   6.00019473e+00   
1099    9.01152142e-04   6.00002733e+00   6.84862124e-01   6.00023101e+00   
1100    9.01985930e-04   6.00001704e+00   7.20685513e-01   6.00025416e+00   
1101    9.02819717e-04   6.00001030e+00   7.56211494e-01   6.00028080e+00   
1102    9.03653505e-04   6.00000587e+00   7.91442536e-01   6.00029876e+00   
1103    9.04487293e-04   6.00000299e+00   8.26381086e-01   6.00031352e+00   
1104    9.06154868e-04   5.99999980e+00   8.95391596e-01   6.00032709e+00   
1105    9.09490019e-04   5.99999789e+00   1.03001732e+00   6.00033127e+00   
1106    9.12825169e-04   5.99999792e+00   1.16022733e+00   6.00032275e+00   
1107    9.19495471e-04   5.99999813e+00   1.40804145e+00   6.00030799e+00   
1108    9.26165772e-04   5.99999844e+00   1.63986127e+00   6.00029196e+00   
1109    9.32836074e-04   5.99999846e+00   1.85671906e+00   6.00027852e+00   
1110    9.42836074e-04   5.99999873e+00   2.15602388e+00   6.00025734e+00   
1111    9.52836074e-04   5.99999876e+00   2.42682719e+00   6.00023908e+00   
1112    9.62836074e-04   5.99999891e+00   2.67184301e+00   6.00022051e+00   
1113    9.72836074e-04   5.99999892e+00   2.89352611e+00   6.00020466e+00   
1114    9.80100000e-04   5.99999902e+00   3.04114035e+00   6.00019243e+00   
1115    9.80102950e-04   6.00000312e+00   3.04119660e+00   5.98500456e+00   
1116    9.80105470e-04   6.00000819e+00   3.04124366e+00   5.96239084e+00   
1117    9.80107991e-04   6.00001358e+00   3.04129024e+00   5.93525242e+00   
1118    9.80113032e-04   6.00002299e+00   3.04138083e+00   5.85642754e+00   
1119    9.80118073e-04   6.00002789e+00   3.04146839e+00   5.74978591e+00   
1120    9.80123114e-04   6.00002885e+00   3.04155340e+00   5.62084198e+00   
1121    9.80133196e-04   6.00002543e+00   3.04171716e+00   5.31416974e+00   
1122    9.80143278e-04   6.00001941e+00   3.04187368e+00   4.96153217e+00   
1123    9.80153360e-04   6.00001400e+00   3.04202370e+00   4.58189926e+00   
1124    9.80173523e-04   6.00000616e+00   3.04230157e+00   3.79795351e+00   
1125    9.80182117e-04   6.00000083e+00   3.04233006e+00   3.48231280e+00   
1126    9.80183285e-04   5.99999471e+00   3.04231662e+00   3.45803484e+00   
1127    9.80184453e-04   5.99998543e+00   3.04229192e+00   3.44071406e+00   
1128    9.80186789e-04   5.99996118e+00   3.04216886e+00   3.41703082e+00   
1129    9.80189125e-04   5.99994648e+00   3.04193304e+00   3.39999524e+00   
1130    9.80193797e-04   5.99993720e+00   3.04106854e+00   3.37406743e+00   
1131    9.80198469e-04   5.99993226e+00   3.03963427e+00   3.35234397e+00   
1132    9.80200000e-04   5.99993003e+00   3.03903322e+00   3.34573825e+00   
1133    9.80200467e-04   5.99992896e+00   3.03883342e+00   3.34378721e+00   
1134    9.80201402e-04   5.99992661e+00   3.03840961e+00   3.34003314e+00   
1135    9.80203270e-04   5.99992132e+00   3.03751424e+00   3.33282744e+00   
1136    9.80207008e-04   5.99990743e+00   3.03544617e+00   3.31949919e+00   
1137    9.80214484e-04   5.99986951e+00   3.03029410e+00   3.29591955e+00   
1138    9.80229434e-04   5.99976756e+00   3.01665973e+00   3.25650755e+00   
1139    9.80259336e-04   5.99953529e+00   2.98083245e+00   3.19448914e+00   
1140    9.80289238e-04   5.99933211e+00   2.93895952e+00   3.14411096e+00   
1141    9.80349041e-04   5.99909537e+00   2.85142359e+00   3.05468229e+00   
1142    9.80408845e-04   5.99902341e+00   2.76431193e+00   2.97073844e+00   
1143    9.80462668e-04   5.99901675e+00   2.68789054e+00   2.89731356e+00   
1144    9.80516491e-04   5.99903561e+00   2.61343073e+00   2.82602041e+00   
1145    9.80570314e-04   5.99906666e+00   2.54096649e+00   2.75669370e+00   
1146    9.80677960e-04   5.99913741e+00   2.40190611e+00   2.62386195e+00   
1147    9.80785606e-04   5.99920539e+00   2.27046444e+00   2.49847848e+00   
1148    9.80882488e-04   5.99928010e+00   2.15848112e+00   2.39191585e+00   
1149    9.80979369e-04   5.99935429e+00   2.05236185e+00   2.29120287e+00   
1150    9.81076251e-04   5.99941887e+00   1.95197912e+00   2.19616839e+00   
1151    9.81173132e-04   5.99948256e+00   1.85716724e+00   2.10662282e+00   
1152    9.81270014e-04   5.99954394e+00   1.76775155e+00   2.02240046e+00   
1153    9.81366895e-04   5.99960011e+00   1.68355223e+00   1.94330346e+00   
1154    9.81463777e-04   5.99965658e+00   1.60437987e+00   1.86914149e+00   
1155    9.81657540e-04   5.99975468e+00   1.46028971e+00   1.73482651e+00   
1156    9.81851303e-04   5.99984630e+00   1.33418248e+00   1.61823392e+00   
1157    9.82045066e-04   5.99992355e+00   1.22470404e+00   1.51798134e+00   
1158    9.82238829e-04   5.99999463e+00   1.13041533e+00   1.43255559e+00   
1159    9.82432592e-04   6.00005135e+00   1.04981640e+00   1.36042916e+00   
1160    9.82626355e-04   6.00010226e+00   9.81417329e-01   1.30009030e+00   
1161    9.82820118e-04   6.00013988e+00   9.23764201e-01   1.25006315e+00   
1162    9.83207644e-04   6.00019558e+00   8.34662525e-01   1.17491483e+00   
1163    9.83595170e-04   6.00021987e+00   7.73310632e-01   1.12560131e+00   
1164    9.83982696e-04   6.00022580e+00   7.31487403e-01   1.09381178e+00   
1165    9.84370222e-04   6.00021435e+00   7.02967592e-01   1.07342918e+00   
1166    9.85145274e-04   6.00017860e+00   6.68863512e-01   1.05102989e+00   
1167    9.85920326e-04   6.00013422e+00   6.52468736e-01   1.04131207e+00   
1168    9.87470431e-04   6.00007045e+00   6.39006834e-01   1.03395570e+00   
1169    9.89020535e-04   6.00003217e+00   6.35810400e-01   1.03231252e+00   
1170    9.92120743e-04   6.00000536e+00   6.34605266e-01   1.03169408e+00   
1171    9.95220952e-04   5.99999918e+00   6.34697678e-01   1.03174750e+00   
1172    1.00000000e-03   6.00000014e+00   6.34689399e-01   1.03173660e+00   
End of Xyce(TM) Simulation
