Index	TIME	N(YRXN!R1_000_CONC_XSPEC)	N(YRXN!R1_000_CONC_YSPEC)
66	1.04202210e-01	8.20304403e-01	1.18952581e+00
67	1.08134370e-01	8.14513604e-01	1.19603459e+00
68	1.12066530e-01	8.08786193e-01	1.20250262e+00
69	1.15998690e-01	8.03121393e-01	1.20893044e+00
70	1.19930850e-01	7.97518442e-01	1.21531857e+00
71	1.23863010e-01	7.91976590e-01	1.22166750e+00
72	1.27795170e-01	7.86495104e-01	1.22797775e+00
73	1.31727330e-01	7.81073260e-01	1.23424979e+00
74	1.35659490e-01	7.75710351e-01	1.24048410e+00
75	1.39591650e-01	7.70405679e-01	1.24668114e+00
76	1.43523810e-01	7.65158560e-01	1.25284138e+00
77	1.47455970e-01	7.59968322e-01	1.25896525e+00
78	1.51388130e-01	7.54834303e-01	1.26505321e+00
79	1.55320290e-01	7.49755852e-01	1.27110568e+00
80	1.59252450e-01	7.44732330e-01	1.27712307e+00
81	1.63184610e-01	7.39763108e-01	1.28310582e+00
82	1.67116770e-01	7.34847568e-01	1.28905432e+00
83	1.71048930e-01	7.29985100e-01	1.29496897e+00
84	1.74981090e-01	7.25175104e-01	1.30085016e+00
85	1.78913250e-01	7.20416991e-01	1.30669828e+00
86	1.82845410e-01	7.15710180e-01	1.31251371e+00
87	1.86777570e-01	7.11054098e-01	1.31829682e+00
88	1.90709730e-01	7.06448183e-01	1.32404798e+00
89	1.94641890e-01	7.01891879e-01	1.32976753e+00
90	1.98574050e-01	6.97384640e-01	1.33545584e+00
91	2.02506210e-01	6.92925926e-01	1.34111325e+00
92	2.06438370e-01	6.88515208e-01	1.34674011e+00
93	2.10370530e-01	6.84151961e-01	1.35233674e+00
94	2.14302690e-01	6.79835669e-01	1.35790348e+00
95	2.18234850e-01	6.75565824e-01	1.36344066e+00
96	2.22167010e-01	6.71341925e-01	1.36894859e+00
97	2.26099170e-01	6.67163476e-01	1.37442759e+00
98	2.30031330e-01	6.63029990e-01	1.37987797e+00
99	2.33963490e-01	6.58940984e-01	1.38530004e+00
100	2.37895650e-01	6.54895985e-01	1.39069409e+00
101	2.41827810e-01	6.50894523e-01	1.39606042e+00
102	2.45759970e-01	6.46936135e-01	1.40139933e+00
103	2.49692130e-01	6.43020366e-01	1.40671110e+00
104	2.53624290e-01	6.39146764e-01	1.41199602e+00
105	2.57556450e-01	6.35314884e-01	1.41725436e+00
106	2.61488610e-01	6.31524287e-01	1.42248641e+00
107	2.65420770e-01	6.27774540e-01	1.42769244e+00
108	2.69352930e-01	6.24065213e-01	1.43287271e+00
109	2.73285090e-01	6.20395883e-01	1.43802749e+00
110	2.77217250e-01	6.16766133e-01	1.44315704e+00
111	2.81149410e-01	6.13175548e-01	1.44826162e+00
112	2.85081570e-01	6.09623722e-01	1.45334149e+00
113	2.89013730e-01	6.06110251e-01	1.45839689e+00
114	2.92945890e-01	6.02634737e-01	1.46342807e+00
115	2.96878050e-01	5.99196785e-01	1.46843529e+00
116	3.00810210e-01	5.95796007e-01	1.47341877e+00
117	3.04742370e-01	5.92432018e-01	1.47837877e+00
118	3.08674530e-01	5.89104438e-01	1.48331552e+00
119	3.12606690e-01	5.85812890e-01	1.48822924e+00
120	3.16538850e-01	5.82557003e-01	1.49312018e+00
121	3.20471010e-01	5.79336409e-01	1.49798856e+00
122	3.24403170e-01	5.76150746e-01	1.50283460e+00
123	3.28335330e-01	5.72999653e-01	1.50765853e+00
124	3.32267490e-01	5.69882775e-01	1.51246057e+00
125	3.36199650e-01	5.66799761e-01	1.51724094e+00
126	3.40131810e-01	5.63750263e-01	1.52199984e+00
127	3.44063970e-01	5.60733937e-01	1.52673750e+00
128	3.47996130e-01	5.57750443e-01	1.53145413e+00
129	3.51928290e-01	5.54799444e-01	1.53614993e+00
130	3.55860450e-01	5.51880608e-01	1.54082510e+00
131	3.59792610e-01	5.48993604e-01	1.54547986e+00
132	3.63724770e-01	5.46138107e-01	1.55011440e+00
133	3.67656930e-01	5.43313795e-01	1.55472892e+00
134	3.71589090e-01	5.40520347e-01	1.55932362e+00
135	3.75521250e-01	5.37757449e-01	1.56389870e+00
136	3.79453410e-01	5.35024788e-01	1.56845435e+00
137	3.83385570e-01	5.32322054e-01	1.57299075e+00
138	3.87317730e-01	5.29648941e-01	1.57750810e+00
139	3.91249890e-01	5.27005146e-01	1.58200659e+00
140	3.95182050e-01	5.24390370e-01	1.58648640e+00
141	3.99114210e-01	5.21804315e-01	1.59094771e+00
142	4.03046370e-01	5.19246688e-01	1.59539071e+00
143	4.06978530e-01	5.16717197e-01	1.59981557e+00
144	4.10910690e-01	5.14215555e-01	1.60422248e+00
145	4.14842850e-01	5.11741477e-01	1.60861160e+00
146	4.18775010e-01	5.09294680e-01	1.61298312e+00
147	4.22707170e-01	5.06874886e-01	1.61733721e+00
148	4.26639330e-01	5.04481816e-01	1.62167403e+00
149	4.30571490e-01	5.02115199e-01	1.62599375e+00
150	4.34503650e-01	4.99774762e-01	1.63029656e+00
151	4.38435810e-01	4.97460237e-01	1.63458260e+00
152	4.42367970e-01	4.95171358e-01	1.63885204e+00
153	4.46300130e-01	4.92907863e-01	1.64310505e+00
154	4.50232290e-01	4.90669490e-01	1.64734180e+00
155	4.54164450e-01	4.88455982e-01	1.65156243e+00
156	4.58096610e-01	4.86267083e-01	1.65576710e+00
157	4.62028770e-01	4.84102540e-01	1.65995598e+00
158	4.65960930e-01	4.81962102e-01	1.66412922e+00
159	4.69893090e-01	4.79845522e-01	1.66828697e+00
160	4.73825250e-01	4.77752554e-01	1.67242938e+00
161	4.77757410e-01	4.75682955e-01	1.67655661e+00
162	4.81689570e-01	4.73636484e-01	1.68066880e+00
163	4.89553890e-01	4.69611857e-01	1.68884875e+00
164	4.97418210e-01	4.65676913e-01	1.69697030e+00
165	5.05282530e-01	4.61829810e-01	1.70503462e+00
166	5.13146850e-01	4.58068737e-01	1.71304283e+00
167	5.21011170e-01	4.54391921e-01	1.72099602e+00
168	5.28875490e-01	4.50797624e-01	1.72889529e+00
169	5.36739810e-01	4.47284138e-01	1.73674169e+00
170	5.44604130e-01	4.43849791e-01	1.74453628e+00
171	5.52468450e-01	4.40492943e-01	1.75228007e+00
172	5.60332770e-01	4.37211983e-01	1.75997407e+00
173	5.68197090e-01	4.34005335e-01	1.76761928e+00
174	5.76061410e-01	4.30871451e-01	1.77521665e+00
175	5.83925730e-01	4.27808814e-01	1.78276713e+00
176	5.91790050e-01	4.24815935e-01	1.79027168e+00
177	5.99654370e-01	4.21891355e-01	1.79773119e+00
178	6.07518690e-01	4.19033645e-01	1.80514657e+00
179	6.15383010e-01	4.16241400e-01	1.81251870e+00
180	6.23247330e-01	4.13513246e-01	1.81984844e+00
181	6.31111650e-01	4.10847833e-01	1.82713666e+00
182	6.38975970e-01	4.08243841e-01	1.83438417e+00
183	6.46840290e-01	4.05699973e-01	1.84159180e+00
184	6.54704610e-01	4.03214959e-01	1.84876035e+00
185	6.62568930e-01	4.00787552e-01	1.85589061e+00
186	6.70433250e-01	3.98416533e-01	1.86298335e+00
187	6.78297570e-01	3.96100705e-01	1.87003933e+00
188	6.86161890e-01	3.93838894e-01	1.87705929e+00
189	6.94026210e-01	3.91629952e-01	1.88404397e+00
190	7.01890530e-01	3.89472751e-01	1.89099406e+00
191	7.09754850e-01	3.87366189e-01	1.89791029e+00
192	7.17619170e-01	3.85309184e-01	1.90479333e+00
193	7.25483490e-01	3.83300675e-01	1.91164387e+00
194	7.33347810e-01	3.81339625e-01	1.91846255e+00
195	7.41212130e-01	3.79425015e-01	1.92525003e+00
196	7.49076450e-01	3.77555849e-01	1.93200695e+00
197	7.56940770e-01	3.75731150e-01	1.93873392e+00
198	7.64805090e-01	3.73949962e-01	1.94543156e+00
199	7.72669410e-01	3.72211349e-01	1.95210047e+00
200	7.80533730e-01	3.70514391e-01	1.95874123e+00
201	7.88398050e-01	3.68858190e-01	1.96535442e+00
202	7.96262370e-01	3.67241867e-01	1.97194060e+00
203	8.04126690e-01	3.65664558e-01	1.97850032e+00
204	8.11991010e-01	3.64125420e-01	1.98503413e+00
205	8.19855330e-01	3.62623625e-01	1.99154255e+00
206	8.27719650e-01	3.61158364e-01	1.99802611e+00
207	8.35583970e-01	3.59728845e-01	2.00448530e+00
208	8.43448290e-01	3.58334292e-01	2.01092064e+00
209	8.51312610e-01	3.56973944e-01	2.01733260e+00
210	8.59176930e-01	3.55647059e-01	2.02372166e+00
211	8.67041250e-01	3.54352907e-01	2.03008830e+00
212	8.74905570e-01	3.53090777e-01	2.03643297e+00
213	8.82769890e-01	3.51859971e-01	2.04275612e+00
214	8.90634210e-01	3.50659805e-01	2.04905818e+00
215	8.98498530e-01	3.49489612e-01	2.05533960e+00
216	9.06362850e-01	3.48348738e-01	2.06160078e+00
217	9.22091490e-01	3.46152095e-01	2.07406428e+00
218	9.37820130e-01	3.44065248e-01	2.08645168e+00
219	9.53548770e-01	3.42083448e-01	2.09876603e+00
220	9.69277410e-01	3.40202150e-01	2.11101025e+00
221	9.85006050e-01	3.38417002e-01	2.12318716e+00
222	1.00073469e+00	3.36723841e-01	2.13529944e+00
223	1.01646333e+00	3.35118682e-01	2.14734965e+00
224	1.03219197e+00	3.33597715e-01	2.15934026e+00
225	1.04792061e+00	3.32157291e-01	2.17127362e+00
226	1.06364925e+00	3.30793925e-01	2.18315196e+00
227	1.07937789e+00	3.29504280e-01	2.19497745e+00
228	1.09510653e+00	3.28285168e-01	2.20675214e+00
229	1.11083517e+00	3.27133539e-01	2.21847798e+00
230	1.12656381e+00	3.26046478e-01	2.23015687e+00
231	1.14229245e+00	3.25021199e-01	2.24179058e+00
232	1.15802109e+00	3.24055039e-01	2.25338084e+00
233	1.17374973e+00	3.23145452e-01	2.26492927e+00
234	1.18947837e+00	3.22290005e-01	2.27643745e+00
235	1.20520701e+00	3.21486375e-01	2.28790686e+00
236	1.22093565e+00	3.20732340e-01	2.29933892e+00
237	1.23666429e+00	3.20025779e-01	2.31073499e+00
238	1.25239293e+00	3.19364665e-01	2.32209637e+00
239	1.26812157e+00	3.18747062e-01	2.33342430e+00
240	1.28385021e+00	3.18171120e-01	2.34471996e+00
241	1.29957885e+00	3.17635072e-01	2.35598446e+00
242	1.31530749e+00	3.17137232e-01	2.36721889e+00
243	1.33103613e+00	3.16675987e-01	2.37842426e+00
244	1.36249341e+00	3.15856509e-01	2.40075214e+00
245	1.39395069e+00	3.15165944e-01	2.42297486e+00
246	1.42540797e+00	3.14593795e-01	2.44509903e+00
247	1.45686525e+00	3.14130491e-01	2.46713064e+00
248	1.48832253e+00	3.13767309e-01	2.48907512e+00
249	1.51977981e+00	3.13496297e-01	2.51093741e+00
250	1.55123709e+00	3.13310212e-01	2.53272196e+00
251	1.58269437e+00	3.13202451e-01	2.55443281e+00
252	1.61415165e+00	3.13166999e-01	2.57607360e+00
253	1.64560893e+00	3.13198375e-01	2.59764763e+00
254	1.67706621e+00	3.13291589e-01	2.61915786e+00
255	1.70852349e+00	3.13442093e-01	2.64060697e+00
256	1.73998077e+00	3.13645747e-01	2.66199735e+00
257	1.77143805e+00	3.13898781e-01	2.68333118e+00
258	1.80289533e+00	3.14197763e-01	2.70461037e+00
259	1.83435261e+00	3.14539570e-01	2.72583666e+00
260	1.86580989e+00	3.14921358e-01	2.74701159e+00
261	1.89726717e+00	3.15340544e-01	2.76813652e+00
262	1.92872445e+00	3.15794775e-01	2.78921267e+00
263	1.96018173e+00	3.16281915e-01	2.81024110e+00
264	1.99163901e+00	3.16800025e-01	2.83122276e+00
265	2.02309629e+00	3.17347341e-01	2.85215844e+00
266	2.05455357e+00	3.17922265e-01	2.87304887e+00
267	2.08601085e+00	3.18523350e-01	2.89389464e+00
268	2.11746813e+00	3.19149284e-01	2.91469627e+00
269	2.14892541e+00	3.19798880e-01	2.93545416e+00
270	2.18038269e+00	3.20471068e-01	2.95616868e+00
271	2.21183997e+00	3.21164882e-01	2.97684009e+00
272	2.24329725e+00	3.21879455e-01	2.99746858e+00
273	2.27475453e+00	3.22614006e-01	3.01805430e+00
274	2.30621181e+00	3.23367838e-01	3.03859734e+00
275	2.33766909e+00	3.24140330e-01	3.05909770e+00
276	2.36912637e+00	3.24930927e-01	3.07955538e+00
277	2.40058365e+00	3.25739142e-01	3.09997029e+00
278	2.43204093e+00	3.26564545e-01	3.12034231e+00
279	2.46349821e+00	3.27406761e-01	3.14067130e+00
280	2.49495549e+00	3.28265467e-01	3.16095704e+00
281	2.52641277e+00	3.29140385e-01	3.18119930e+00
282	2.55787005e+00	3.30031283e-01	3.20139781e+00
283	2.58932733e+00	3.30937969e-01	3.22155226e+00
284	2.62078461e+00	3.31860288e-01	3.24166230e+00
285	2.65224189e+00	3.32798124e-01	3.26172757e+00
286	2.68369917e+00	3.33751391e-01	3.28174767e+00
287	2.71515645e+00	3.34720037e-01	3.30172216e+00
288	2.74661373e+00	3.35704038e-01	3.32165058e+00
289	2.77807101e+00	3.36703401e-01	3.34153244e+00
290	2.80952829e+00	3.37718157e-01	3.36136723e+00
291	2.84098557e+00	3.38748364e-01	3.38115440e+00
292	2.87244285e+00	3.39794104e-01	3.40089339e+00
293	2.90390013e+00	3.40855484e-01	3.42058360e+00
294	2.93535741e+00	3.41932633e-01	3.44022440e+00
295	2.96681469e+00	3.43025700e-01	3.45981515e+00
296	2.99827197e+00	3.44134859e-01	3.47935517e+00
297	3.02972925e+00	3.45260302e-01	3.49884376e+00
298	3.06118653e+00	3.46402244e-01	3.51828019e+00
299	3.09264381e+00	3.47560917e-01	3.53766370e+00
300	3.12410109e+00	3.48736576e-01	3.55699351e+00
301	3.15555837e+00	3.49929495e-01	3.57626880e+00
302	3.18701565e+00	3.51139968e-01	3.59548874e+00
303	3.21847293e+00	3.52368307e-01	3.61465245e+00
304	3.24993021e+00	3.53614846e-01	3.63375904e+00
305	3.28138749e+00	3.54879938e-01	3.65280757e+00
306	3.31284477e+00	3.56163958e-01	3.67179707e+00
307	3.34430205e+00	3.57467299e-01	3.69072656e+00
308	3.37575933e+00	3.58790378e-01	3.70959500e+00
309	3.40721661e+00	3.60133631e-01	3.72840133e+00
310	3.43867389e+00	3.61497517e-01	3.74714445e+00
311	3.47013117e+00	3.62882518e-01	3.76582322e+00
312	3.50158845e+00	3.64289140e-01	3.78443645e+00
313	3.53304573e+00	3.65717911e-01	3.80298295e+00
314	3.56450301e+00	3.67169386e-01	3.82146143e+00
315	3.59596029e+00	3.68644144e-01	3.83987061e+00
316	3.62741757e+00	3.70142793e-01	3.85820912e+00
317	3.65887485e+00	3.71665967e-01	3.87647559e+00
318	3.69033213e+00	3.73214330e-01	3.89466855e+00
319	3.72178941e+00	3.74788577e-01	3.91278651e+00
320	3.75324669e+00	3.76389435e-01	3.93082793e+00
321	3.78470397e+00	3.78017662e-01	3.94879118e+00
322	3.81616125e+00	3.79674054e-01	3.96667461e+00
323	3.84761853e+00	3.81359442e-01	3.98447648e+00
324	3.87907581e+00	3.83074695e-01	4.00219500e+00
325	3.91053309e+00	3.84820725e-01	4.01982830e+00
326	3.94199037e+00	3.86598485e-01	4.03737444e+00
327	3.97344765e+00	3.88408973e-01	4.05483142e+00
328	4.00490493e+00	3.90253235e-01	4.07219714e+00
329	4.03636221e+00	3.92132368e-01	4.08946943e+00
330	4.06781949e+00	3.94047522e-01	4.10664601e+00
331	4.09927677e+00	3.95999904e-01	4.12372454e+00
332	4.13073405e+00	3.97990778e-01	4.14070255e+00
333	4.16219133e+00	4.00021476e-01	4.15757749e+00
334	4.19364861e+00	4.02093393e-01	4.17434667e+00
335	4.22510589e+00	4.04207999e-01	4.19100732e+00
336	4.25656317e+00	4.06366838e-01	4.20755652e+00
337	4.28802045e+00	4.08571537e-01	4.22399123e+00
338	4.31947773e+00	4.10823808e-01	4.24030827e+00
339	4.35093501e+00	4.13125457e-01	4.25650430e+00
340	4.38239229e+00	4.15478388e-01	4.27257583e+00
341	4.41384957e+00	4.17884609e-01	4.28851923e+00
342	4.44530685e+00	4.20346244e-01	4.30433064e+00
343	4.47676413e+00	4.22865535e-01	4.32000606e+00
344	4.50822141e+00	4.25444856e-01	4.33554125e+00
345	4.53967869e+00	4.28086720e-01	4.35093177e+00
346	4.57113597e+00	4.30793789e-01	4.36617296e+00
347	4.60259325e+00	4.33568886e-01	4.38125989e+00
348	4.63405053e+00	4.36415009e-01	4.39618739e+00
349	4.66550781e+00	4.39335343e-01	4.41094997e+00
350	4.69696509e+00	4.42333274e-01	4.42554187e+00
351	4.72842237e+00	4.45412407e-01	4.43995699e+00
352	4.75987965e+00	4.48576586e-01	4.45418886e+00
353	4.79133693e+00	4.51829907e-01	4.46823064e+00
354	4.82279421e+00	4.55176749e-01	4.48207510e+00
355	4.85425149e+00	4.58621791e-01	4.49571453e+00
356	4.88570877e+00	4.62170042e-01	4.50914076e+00
357	4.91716605e+00	4.65826868e-01	4.52234508e+00
358	4.94862333e+00	4.69598030e-01	4.53531824e+00
359	4.98008061e+00	4.73489716e-01	4.54805035e+00
360	5.01153789e+00	4.77508580e-01	4.56053085e+00
361	5.04299517e+00	4.81661795e-01	4.57274847e+00
362	5.07445245e+00	4.85957095e-01	4.58469112e+00
363	5.10590973e+00	4.90402838e-01	4.59634584e+00
364	5.13736701e+00	4.95008065e-01	4.60769872e+00
365	5.16882429e+00	4.99782577e-01	4.61873479e+00
366	5.20028157e+00	5.04737010e-01	4.62943791e+00
367	5.23173885e+00	5.09882931e-01	4.63979068e+00
368	5.26319613e+00	5.15232938e-01	4.64977427e+00
369	5.29465341e+00	5.20800780e-01	4.65936831e+00
370	5.32611069e+00	5.26601489e-01	4.66855066e+00
371	5.35756797e+00	5.32651533e-01	4.67729729e+00
372	5.38902525e+00	5.38968988e-01	4.68558198e+00
373	5.42048253e+00	5.45573744e-01	4.69337612e+00
374	5.45193981e+00	5.52487729e-01	4.70064841e+00
375	5.48339709e+00	5.59735179e-01	4.70736448e+00
376	5.51485437e+00	5.67342946e-01	4.71348659e+00
377	5.54631165e+00	5.75340852e-01	4.71897310e+00
378	5.57776893e+00	5.83762113e-01	4.72377801e+00
379	5.60608048e+00	5.91733190e-01	4.72747843e+00
380	5.63439203e+00	6.00107193e-01	4.73054456e+00
381	5.66270359e+00	6.08917526e-01	4.73293109e+00
382	5.69101514e+00	6.18201371e-01	4.73458798e+00
383	5.71649553e+00	6.26995212e-01	4.73541048e+00
384	5.74197593e+00	6.36239693e-01	4.73555254e+00
385	5.76745633e+00	6.45972119e-01	4.73496487e+00
386	5.79038869e+00	6.55182018e-01	4.73376807e+00
387	5.81332104e+00	6.64854108e-01	4.73189256e+00
388	5.83625340e+00	6.75025411e-01	4.72929032e+00
389	5.85918576e+00	6.85736929e-01	4.72590842e+00
390	5.87982488e+00	6.95875965e-01	4.72215086e+00
391	5.90046400e+00	7.06525987e-01	4.71766779e+00
392	5.92110312e+00	7.17727477e-01	4.71240775e+00
393	5.94174224e+00	7.29525190e-01	4.70631415e+00
394	5.96031745e+00	7.40692974e-01	4.70006677e+00
395	5.97889266e+00	7.52423576e-01	4.69304390e+00
396	5.99746787e+00	7.64760901e-01	4.68519077e+00
397	6.01418556e+00	7.76422386e-01	4.67736447e+00
398	6.03090325e+00	7.88653159e-01	4.66876916e+00
399	6.04762094e+00	8.01495711e-01	4.65935249e+00
400	6.06433862e+00	8.14996678e-01	4.64905720e+00
401	6.07938454e+00	8.27751944e-01	4.63898952e+00
402	6.09443046e+00	8.41122821e-01	4.62810969e+00
403	6.10947638e+00	8.55154010e-01	4.61636340e+00
404	6.12452230e+00	8.69894401e-01	4.60369146e+00
405	6.13806363e+00	8.83810420e-01	4.59144302e+00
406	6.15160496e+00	8.98386687e-01	4.57834142e+00
407	6.16514628e+00	9.13669531e-01	4.56433108e+00
408	6.17733348e+00	9.28069034e-01	4.55089596e+00
409	6.18952067e+00	9.43121508e-01	4.53662840e+00
410	6.20170787e+00	9.58870139e-01	4.52147699e+00
411	6.21389506e+00	9.75361691e-01	4.50538620e+00
412	6.22486354e+00	9.90880291e-01	4.49005274e+00
413	6.23583201e+00	1.00708146e+00	4.47386275e+00
414	6.24680049e+00	1.02400814e+00	4.45676557e+00
415	6.25776896e+00	1.04170657e+00	4.43870674e+00
416	6.26764059e+00	1.05833536e+00	4.42158416e+00
417	6.27751222e+00	1.07566853e+00	4.40358958e+00
418	6.28738385e+00	1.09374783e+00	4.38467407e+00
419	6.29725548e+00	1.11261795e+00	4.36478536e+00
420	6.30613994e+00	1.13031596e+00	4.34600818e+00
421	6.31502441e+00	1.14873041e+00	4.32635415e+00
422	6.32390887e+00	1.16790086e+00	4.30577715e+00
423	6.33279334e+00	1.18786939e+00	4.28422820e+00
424	6.34167780e+00	1.20868072e+00	4.26165531e+00
425	6.34967382e+00	1.22816999e+00	4.24041951e+00
426	6.35766984e+00	1.24841697e+00	4.21826713e+00
427	6.36566586e+00	1.26946034e+00	4.19515327e+00
428	6.37366188e+00	1.29134088e+00	4.17103065e+00
429	6.38165789e+00	1.31410151e+00	4.14584945e+00
430	6.38885431e+00	1.33537518e+00	4.12223883e+00
431	6.39605073e+00	1.35743274e+00	4.09768840e+00
432	6.40324714e+00	1.38031025e+00	4.07215634e+00
433	6.41044356e+00	1.40404527e+00	4.04559905e+00
434	6.41763998e+00	1.42867690e+00	4.01797111e+00
435	6.42411675e+00	1.45164490e+00	3.99215228e+00
436	6.43059353e+00	1.47540262e+00	3.96539242e+00
437	6.43707030e+00	1.49998162e+00	3.93765476e+00
438	6.44354708e+00	1.52541430e+00	3.90890145e+00
439	6.45002385e+00	1.55173387e+00	3.87909365e+00
440	6.45650063e+00	1.57897424e+00	3.84819161e+00
441	6.46232972e+00	1.60430583e+00	3.81941130e+00
442	6.46815882e+00	1.63043656e+00	3.78968184e+00
443	6.47398792e+00	1.65739203e+00	3.75897294e+00
444	6.47981702e+00	1.68519782e+00	3.72725410e+00
445	6.48564611e+00	1.71387942e+00	3.69449483e+00
446	6.49147521e+00	1.74346195e+00	3.66066480e+00
447	6.49730431e+00	1.77397006e+00	3.62573407e+00
448	6.50313341e+00	1.80542757e+00	3.58967332e+00
449	6.50837959e+00	1.83456964e+00	3.55622938e+00
450	6.51362578e+00	1.86451490e+00	3.52182727e+00
451	6.51887197e+00	1.89527791e+00	3.48644815e+00
452	6.52411816e+00	1.92687191e+00	3.45007449e+00
453	6.52936435e+00	1.95930851e+00	3.41269026e+00
454	6.53461053e+00	1.99259744e+00	3.37428129e+00
455	6.53985672e+00	2.02674626e+00	3.33483554e+00
456	6.54510291e+00	2.06175999e+00	3.29434347e+00
457	6.55034910e+00	2.09764076e+00	3.25279838e+00
458	6.55559528e+00	2.13438747e+00	3.21019685e+00
459	6.56084147e+00	2.17199536e+00	3.16653911e+00
460	6.56608766e+00	2.21045558e+00	3.12182949e+00
461	6.57133385e+00	2.24975483e+00	3.07607689e+00
462	6.57658004e+00	2.28987483e+00	3.02929519e+00
463	6.58182622e+00	2.33079199e+00	2.98150378e+00
464	6.58707241e+00	2.37247690e+00	2.93272794e+00
465	6.59231860e+00	2.41489398e+00	2.88299933e+00
466	6.59756479e+00	2.45800109e+00	2.83235635e+00
467	6.60281097e+00	2.50174918e+00	2.78084455e+00
468	6.60805716e+00	2.54608206e+00	2.72851693e+00
469	6.61330335e+00	2.59093614e+00	2.67543415e+00
470	6.61854954e+00	2.63624038e+00	2.62166472e+00
471	6.62379572e+00	2.68191623e+00	2.56728504e+00
472	6.62904191e+00	2.72787777e+00	2.51237929e+00
473	6.63428810e+00	2.77403192e+00	2.45703930e+00
474	6.63953429e+00	2.82027886e+00	2.40136415e+00
475	6.64478048e+00	2.86651249e+00	2.34545971e+00
476	6.65002666e+00	2.91262121e+00	2.28943797e+00
477	6.65527285e+00	2.95848867e+00	2.23341623e+00
478	6.66051904e+00	3.00399479e+00	2.17751614e+00
