Index	TIME	N(YRXN!R1_000_CONC_XSPEC)	N(YRXN!R1_000_CONC_YSPEC)
71	3.34233570e-01	8.20918871e-01	1.21178069e+00
72	3.42097890e-01	8.17795027e-01	1.21632517e+00
73	3.49962210e-01	8.14712384e-01	1.22085285e+00
74	3.57826530e-01	8.11670448e-01	1.22536391e+00
75	3.65690850e-01	8.08668735e-01	1.22985851e+00
76	3.73555170e-01	8.05706766e-01	1.23433682e+00
77	3.81419490e-01	8.02784071e-01	1.23879899e+00
78	3.89283810e-01	7.99900186e-01	1.24324518e+00
79	3.97148130e-01	7.97054654e-01	1.24767555e+00
80	4.05012450e-01	7.94247025e-01	1.25209025e+00
81	4.12876770e-01	7.91476854e-01	1.25648942e+00
82	4.20741090e-01	7.88743706e-01	1.26087321e+00
83	4.28605410e-01	7.86047148e-01	1.26524176e+00
84	4.36469730e-01	7.83386757e-01	1.26959520e+00
85	4.44334050e-01	7.80762113e-01	1.27393368e+00
86	4.52198370e-01	7.78172805e-01	1.27825733e+00
87	4.60062690e-01	7.75618424e-01	1.28256628e+00
88	4.67927010e-01	7.73098570e-01	1.28686065e+00
89	4.75791330e-01	7.70612848e-01	1.29114057e+00
90	4.83655650e-01	7.68160867e-01	1.29540616e+00
91	4.91519970e-01	7.65742243e-01	1.29965756e+00
92	4.99384290e-01	7.63356597e-01	1.30389486e+00
93	5.07248610e-01	7.61003554e-01	1.30811820e+00
94	5.15112930e-01	7.58682746e-01	1.31232767e+00
95	5.22977250e-01	7.56393808e-01	1.31652341e+00
96	5.30841570e-01	7.54136383e-01	1.32070551e+00
97	5.38705890e-01	7.51910115e-01	1.32487408e+00
98	5.46570210e-01	7.49714655e-01	1.32902923e+00
99	5.54434530e-01	7.47549660e-01	1.33317106e+00
100	5.62298850e-01	7.45414788e-01	1.33729968e+00
101	5.70163170e-01	7.43309706e-01	1.34141518e+00
102	5.78027490e-01	7.41234080e-01	1.34551766e+00
103	5.85891810e-01	7.39187586e-01	1.34960722e+00
104	5.93756130e-01	7.37169901e-01	1.35368395e+00
105	6.01620450e-01	7.35180706e-01	1.35774795e+00
106	6.09484770e-01	7.33219689e-01	1.36179930e+00
107	6.17349090e-01	7.31286539e-01	1.36583810e+00
108	6.25213410e-01	7.29380950e-01	1.36986443e+00
109	6.33077730e-01	7.27502622e-01	1.37387838e+00
110	6.40942050e-01	7.25651257e-01	1.37788003e+00
111	6.48806370e-01	7.23826560e-01	1.38186947e+00
112	6.56670690e-01	7.22028242e-01	1.38584677e+00
113	6.64535010e-01	7.20256017e-01	1.38981202e+00
114	6.72399330e-01	7.18509602e-01	1.39376530e+00
115	6.80263650e-01	7.16788717e-01	1.39770668e+00
116	6.88127970e-01	7.15093089e-01	1.40163624e+00
117	6.95992290e-01	7.13422445e-01	1.40555406e+00
118	7.03856610e-01	7.11776517e-01	1.40946019e+00
119	7.11720930e-01	7.10155040e-01	1.41335473e+00
120	7.19585250e-01	7.08557752e-01	1.41723773e+00
121	7.27449570e-01	7.06984396e-01	1.42110927e+00
122	7.35313890e-01	7.05434717e-01	1.42496941e+00
123	7.43178210e-01	7.03908463e-01	1.42881822e+00
124	7.51042530e-01	7.02405386e-01	1.43265577e+00
125	7.58906850e-01	7.00925241e-01	1.43648211e+00
126	7.66771170e-01	6.99467786e-01	1.44029732e+00
127	7.74635490e-01	6.98032781e-01	1.44410145e+00
128	7.82499810e-01	6.96619992e-01	1.44789456e+00
129	7.90364130e-01	6.95229184e-01	1.45167671e+00
130	8.06092770e-01	6.92512485e-01	1.45920841e+00
131	8.21821410e-01	6.89880997e-01	1.46669695e+00
132	8.37550050e-01	6.87332958e-01	1.47414278e+00
133	8.53278690e-01	6.84866654e-01	1.48154630e+00
134	8.69007330e-01	6.82480412e-01	1.48890793e+00
135	8.84735970e-01	6.80172602e-01	1.49622804e+00
136	9.00464610e-01	6.77941635e-01	1.50350700e+00
137	9.16193250e-01	6.75785960e-01	1.51074517e+00
138	9.31921890e-01	6.73704068e-01	1.51794288e+00
139	9.47650530e-01	6.71694486e-01	1.52510046e+00
140	9.63379170e-01	6.69755778e-01	1.53221821e+00
141	9.79107810e-01	6.67886546e-01	1.53929644e+00
142	9.94836450e-01	6.66085426e-01	1.54633542e+00
143	1.01056509e+00	6.64351088e-01	1.55333542e+00
144	1.02629373e+00	6.62682237e-01	1.56029669e+00
145	1.04202237e+00	6.61077610e-01	1.56721949e+00
146	1.05775101e+00	6.59535976e-01	1.57410403e+00
147	1.07347965e+00	6.58056136e-01	1.58095055e+00
148	1.08920829e+00	6.56636922e-01	1.58775924e+00
149	1.10493693e+00	6.55277195e-01	1.59453029e+00
150	1.12066557e+00	6.53975846e-01	1.60126389e+00
151	1.13639421e+00	6.52731794e-01	1.60796022e+00
152	1.15212285e+00	6.51543986e-01	1.61461943e+00
153	1.16785149e+00	6.50411396e-01	1.62124166e+00
154	1.18358013e+00	6.49333027e-01	1.62782706e+00
155	1.19930877e+00	6.48307904e-01	1.63437576e+00
156	1.21503741e+00	6.47335083e-01	1.64088787e+00
157	1.23076605e+00	6.46413639e-01	1.64736350e+00
158	1.24649469e+00	6.45542675e-01	1.65380275e+00
159	1.26222333e+00	6.44721319e-01	1.66020570e+00
160	1.27795197e+00	6.43948718e-01	1.66657242e+00
161	1.29368061e+00	6.43224046e-01	1.67290300e+00
162	1.30940925e+00	6.42546498e-01	1.67919748e+00
163	1.32513789e+00	6.41915289e-01	1.68545591e+00
164	1.34086653e+00	6.41329658e-01	1.69167833e+00
165	1.35659517e+00	6.40788864e-01	1.69786477e+00
166	1.37232381e+00	6.40292186e-01	1.70401526e+00
167	1.38805245e+00	6.39838924e-01	1.71012980e+00
168	1.40378109e+00	6.39428396e-01	1.71620840e+00
169	1.41950973e+00	6.39059941e-01	1.72225105e+00
170	1.43523837e+00	6.38732917e-01	1.72825775e+00
171	1.45096701e+00	6.38446697e-01	1.73422846e+00
172	1.46669565e+00	6.38200676e-01	1.74016315e+00
173	1.48242429e+00	6.37994265e-01	1.74606180e+00
174	1.49815293e+00	6.37826892e-01	1.75192435e+00
175	1.51388157e+00	6.37698003e-01	1.75775074e+00
176	1.52961021e+00	6.37607059e-01	1.76354092e+00
177	1.54533885e+00	6.37553538e-01	1.76929481e+00
178	1.56106749e+00	6.37536933e-01	1.77501233e+00
179	1.57679613e+00	6.37556756e-01	1.78069340e+00
180	1.59252477e+00	6.37612529e-01	1.78633793e+00
181	1.60825341e+00	6.37703793e-01	1.79194581e+00
182	1.62398205e+00	6.37830102e-01	1.79751694e+00
183	1.63971069e+00	6.37991024e-01	1.80305119e+00
184	1.65543933e+00	6.38186142e-01	1.80854844e+00
185	1.67116797e+00	6.38415053e-01	1.81400857e+00
186	1.68689661e+00	6.38677366e-01	1.81943144e+00
187	1.70262525e+00	6.38972705e-01	1.82481689e+00
188	1.71835389e+00	6.39300706e-01	1.83016478e+00
189	1.73408253e+00	6.39661016e-01	1.83547494e+00
190	1.74981117e+00	6.40053299e-01	1.84074722e+00
191	1.76553981e+00	6.40477227e-01	1.84598143e+00
192	1.78126845e+00	6.40932487e-01	1.85117739e+00
193	1.79699709e+00	6.41418774e-01	1.85633492e+00
194	1.81272573e+00	6.41935800e-01	1.86145383e+00
195	1.82845437e+00	6.42483283e-01	1.86653390e+00
196	1.84418301e+00	6.43060955e-01	1.87157494e+00
197	1.85991165e+00	6.43668559e-01	1.87657672e+00
198	1.87564029e+00	6.44305848e-01	1.88153903e+00
199	1.89136893e+00	6.44972585e-01	1.88646163e+00
200	1.90709757e+00	6.45668546e-01	1.89134430e+00
201	1.92282621e+00	6.46393513e-01	1.89618678e+00
202	1.93855485e+00	6.47147282e-01	1.90098883e+00
203	1.95428349e+00	6.47929656e-01	1.90575020e+00
204	1.97001213e+00	6.48740450e-01	1.91047062e+00
205	1.98574077e+00	6.49579486e-01	1.91514982e+00
206	2.00146941e+00	6.50446598e-01	1.91978753e+00
207	2.01719805e+00	6.51341627e-01	1.92438346e+00
208	2.03292669e+00	6.52264424e-01	1.92893732e+00
209	2.04865533e+00	6.53214849e-01	1.93344883e+00
210	2.06438397e+00	6.54192770e-01	1.93791768e+00
211	2.08011261e+00	6.55198065e-01	1.94234356e+00
212	2.09584125e+00	6.56230619e-01	1.94672615e+00
213	2.11156989e+00	6.57290325e-01	1.95106513e+00
214	2.12729853e+00	6.58377088e-01	1.95536018e+00
215	2.14302717e+00	6.59490815e-01	1.95961096e+00
216	2.15875581e+00	6.60631426e-01	1.96381712e+00
217	2.17448445e+00	6.61798847e-01	1.96797833e+00
218	2.19021309e+00	6.62993012e-01	1.97209422e+00
219	2.20594173e+00	6.64213861e-01	1.97616443e+00
220	2.22167037e+00	6.65461343e-01	1.98018859e+00
221	2.23739901e+00	6.66735416e-01	1.98416634e+00
222	2.25312765e+00	6.68036041e-01	1.98809728e+00
223	2.26885629e+00	6.69363191e-01	1.99198104e+00
224	2.28458493e+00	6.70716843e-01	1.99581721e+00
225	2.30031357e+00	6.72096981e-01	1.99960539e+00
226	2.31604221e+00	6.73503597e-01	2.00334518e+00
227	2.33177085e+00	6.74936689e-01	2.00703617e+00
228	2.34749949e+00	6.76396263e-01	2.01067792e+00
229	2.36322813e+00	6.77882330e-01	2.01427001e+00
230	2.37895677e+00	6.79394909e-01	2.01781201e+00
231	2.39468541e+00	6.80934023e-01	2.02130347e+00
232	2.41041405e+00	6.82499704e-01	2.02474395e+00
233	2.42614269e+00	6.84091988e-01	2.02813299e+00
234	2.44187133e+00	6.85710919e-01	2.03147013e+00
235	2.45759997e+00	6.87356546e-01	2.03475490e+00
236	2.47332861e+00	6.89028925e-01	2.03798683e+00
237	2.48905725e+00	6.90728116e-01	2.04116543e+00
238	2.50478589e+00	6.92454185e-01	2.04429021e+00
239	2.52051453e+00	6.94207207e-01	2.04736068e+00
240	2.53624317e+00	6.95987258e-01	2.05037634e+00
241	2.55197181e+00	6.97794422e-01	2.05333667e+00
242	2.56770045e+00	6.99628789e-01	2.05624116e+00
243	2.58342909e+00	7.01490453e-01	2.05908928e+00
244	2.59915773e+00	7.03379513e-01	2.06188051e+00
245	2.61488637e+00	7.05296074e-01	2.06461432e+00
246	2.63061501e+00	7.07240246e-01	2.06729015e+00
247	2.64634365e+00	7.09212144e-01	2.06990746e+00
248	2.66207229e+00	7.11211887e-01	2.07246568e+00
249	2.67780093e+00	7.13239600e-01	2.07496427e+00
250	2.69352957e+00	7.15295411e-01	2.07740264e+00
251	2.70925821e+00	7.17379455e-01	2.07978022e+00
252	2.72498685e+00	7.19491870e-01	2.08209643e+00
253	2.74071549e+00	7.21632797e-01	2.08435068e+00
254	2.75644413e+00	7.23802384e-01	2.08654237e+00
255	2.77217277e+00	7.26000780e-01	2.08867090e+00
256	2.78790141e+00	7.28228141e-01	2.09073565e+00
257	2.80363005e+00	7.30484626e-01	2.09273602e+00
258	2.81935869e+00	7.32770395e-01	2.09467139e+00
259	2.83508733e+00	7.35085616e-01	2.09654112e+00
260	2.85081597e+00	7.37430456e-01	2.09834458e+00
261	2.86654461e+00	7.39805089e-01	2.10008113e+00
262	2.88227325e+00	7.42209691e-01	2.10175014e+00
263	2.89800189e+00	7.44644439e-01	2.10335093e+00
264	2.91373053e+00	7.47109515e-01	2.10488286e+00
265	2.92945917e+00	7.49605103e-01	2.10634527e+00
266	2.94518781e+00	7.52131388e-01	2.10773749e+00
267	2.96091645e+00	7.54688561e-01	2.10905884e+00
268	2.97664509e+00	7.57276811e-01	2.11030866e+00
269	2.99237373e+00	7.59896330e-01	2.11148624e+00
270	3.00810237e+00	7.62547313e-01	2.11259091e+00
271	3.02383101e+00	7.65229955e-01	2.11362198e+00
272	3.03955965e+00	7.67944452e-01	2.11457875e+00
273	3.05528829e+00	7.70691002e-01	2.11546052e+00
274	3.07101693e+00	7.73469802e-01	2.11626659e+00
275	3.08674557e+00	7.76281051e-01	2.11699624e+00
276	3.10247421e+00	7.79124947e-01	2.11764877e+00
277	3.11820285e+00	7.82001688e-01	2.11822347e+00
278	3.13393149e+00	7.84911472e-01	2.11871962e+00
279	3.14966013e+00	7.87854494e-01	2.11913651e+00
280	3.16538877e+00	7.90830950e-01	2.11947340e+00
281	3.18111741e+00	7.93841033e-01	2.11972959e+00
282	3.19684605e+00	7.96884936e-01	2.11990435e+00
283	3.21257469e+00	7.99962846e-01	2.11999696e+00
284	3.22830333e+00	8.03074951e-01	2.12000669e+00
285	3.24403197e+00	8.06221433e-01	2.11993283e+00
286	3.25976061e+00	8.09402471e-01	2.11977465e+00
287	3.27548925e+00	8.12618240e-01	2.11953143e+00
288	3.29121789e+00	8.15868912e-01	2.11920245e+00
289	3.30694653e+00	8.19154649e-01	2.11878700e+00
290	3.32267517e+00	8.22475613e-01	2.11828438e+00
291	3.33840381e+00	8.25831956e-01	2.11769385e+00
292	3.35413245e+00	8.29223824e-01	2.11701474e+00
293	3.36986109e+00	8.32651356e-01	2.11624633e+00
294	3.38558973e+00	8.36114681e-01	2.11538793e+00
295	3.40131837e+00	8.39613922e-01	2.11443887e+00
296	3.41704701e+00	8.43149191e-01	2.11339845e+00
297	3.43277565e+00	8.46720589e-01	2.11226601e+00
298	3.44850429e+00	8.50328208e-01	2.11104090e+00
299	3.46423293e+00	8.53972126e-01	2.10972246e+00
300	3.47996157e+00	8.57652410e-01	2.10831005e+00
301	3.49569021e+00	8.61369114e-01	2.10680305e+00
302	3.51141885e+00	8.65122276e-01	2.10520085e+00
303	3.52714749e+00	8.68911921e-01	2.10350285e+00
304	3.54287613e+00	8.72738056e-01	2.10170846e+00
305	3.55860477e+00	8.76600673e-01	2.09981712e+00
306	3.57433341e+00	8.80499745e-01	2.09782829e+00
307	3.59006205e+00	8.84435225e-01	2.09574144e+00
308	3.60579069e+00	8.88407049e-01	2.09355605e+00
309	3.62151933e+00	8.92415129e-01	2.09127166e+00
310	3.63724797e+00	8.96459356e-01	2.08888779e+00
311	3.65297661e+00	9.00539598e-01	2.08640401e+00
312	3.66870525e+00	9.04655699e-01	2.08381992e+00
313	3.68443389e+00	9.08807476e-01	2.08113513e+00
314	3.70016253e+00	9.12994721e-01	2.07834929e+00
315	3.71589117e+00	9.17217195e-01	2.07546208e+00
316	3.73161981e+00	9.21474633e-01	2.07247322e+00
317	3.74734845e+00	9.25766738e-01	2.06938246e+00
318	3.76307709e+00	9.30093181e-01	2.06618958e+00
319	3.77880573e+00	9.34453599e-01	2.06289441e+00
320	3.79453437e+00	9.38847596e-01	2.05949681e+00
321	3.81026301e+00	9.43274739e-01	2.05599670e+00
322	3.82599165e+00	9.47734559e-01	2.05239401e+00
323	3.84172029e+00	9.52226545e-01	2.04868877e+00
324	3.85744893e+00	9.56750149e-01	2.04488100e+00
325	3.87317757e+00	9.61304780e-01	2.04097081e+00
326	3.88890621e+00	9.65889805e-01	2.03695835e+00
327	3.90463485e+00	9.70504545e-01	2.03284382e+00
328	3.92036349e+00	9.75148277e-01	2.02862750e+00
329	3.93609213e+00	9.79820229e-01	2.02430969e+00
330	3.95182077e+00	9.84519583e-01	2.01989078e+00
331	3.96754941e+00	9.89245467e-01	2.01537121e+00
332	3.98327805e+00	9.93996961e-01	2.01075150e+00
333	3.99900669e+00	9.98773091e-01	2.00603223e+00
334	4.01473533e+00	1.00357283e+00	2.00121404e+00
335	4.03046397e+00	1.00839510e+00	1.99629766e+00
336	4.04619261e+00	1.01323875e+00	1.99128387e+00
337	4.06192125e+00	1.01810259e+00	1.98617355e+00
338	4.07764989e+00	1.02298537e+00	1.98096764e+00
339	4.09337853e+00	1.02788577e+00	1.97566717e+00
340	4.10910717e+00	1.03280242e+00	1.97027325e+00
341	4.12483581e+00	1.03773388e+00	1.96478708e+00
342	4.14056445e+00	1.04267865e+00	1.95920991e+00
343	4.15629309e+00	1.04763518e+00	1.95354313e+00
344	4.17202173e+00	1.05260183e+00	1.94778818e+00
345	4.18775037e+00	1.05757693e+00	1.94194660e+00
346	4.20347901e+00	1.06255872e+00	1.93602003e+00
347	4.21920765e+00	1.06754539e+00	1.93001018e+00
348	4.23493629e+00	1.07253506e+00	1.92391887e+00
349	4.25066493e+00	1.07752579e+00	1.91774801e+00
350	4.26639357e+00	1.08251557e+00	1.91149961e+00
351	4.28212221e+00	1.08750235e+00	1.90517576e+00
352	4.29785085e+00	1.09248398e+00	1.89877866e+00
353	4.31357949e+00	1.09745828e+00	1.89231059e+00
354	4.32930813e+00	1.10242300e+00	1.88577394e+00
355	4.34503677e+00	1.10737584e+00	1.87917118e+00
356	4.36076541e+00	1.11231442e+00	1.87250488e+00
357	4.37649405e+00	1.11723632e+00	1.86577772e+00
358	4.39222269e+00	1.12213908e+00	1.85899244e+00
359	4.40795133e+00	1.12702017e+00	1.85215188e+00
360	4.42367997e+00	1.13187701e+00	1.84525899e+00
361	4.43940861e+00	1.13670698e+00	1.83831679e+00
362	4.45513725e+00	1.14150742e+00	1.83132838e+00
363	4.47086589e+00	1.14627563e+00	1.82429695e+00
364	4.48659453e+00	1.15100887e+00	1.81722577e+00
365	4.50232317e+00	1.15570437e+00	1.81011819e+00
366	4.51805181e+00	1.16035931e+00	1.80297761e+00
367	4.53378045e+00	1.16497088e+00	1.79580754e+00
368	4.54950909e+00	1.16953623e+00	1.78861153e+00
369	4.56523773e+00	1.17405248e+00	1.78139318e+00
370	4.58096637e+00	1.17851676e+00	1.77415619e+00
371	4.59669501e+00	1.18292618e+00	1.76690426e+00
372	4.61242365e+00	1.18727786e+00	1.75964118e+00
373	4.62815229e+00	1.19156890e+00	1.75237076e+00
374	4.64388093e+00	1.19579643e+00	1.74509687e+00
375	4.65960957e+00	1.19995758e+00	1.73782338e+00
376	4.67533821e+00	1.20404951e+00	1.73055422e+00
377	4.69106685e+00	1.20806938e+00	1.72329331e+00
378	4.70679549e+00	1.21201440e+00	1.71604461e+00
379	4.72252413e+00	1.21588182e+00	1.70881208e+00
380	4.73825277e+00	1.21966892e+00	1.70159968e+00
381	4.75398141e+00	1.22337301e+00	1.69441136e+00
382	4.76971005e+00	1.22699148e+00	1.68725108e+00
383	4.78543869e+00	1.23052177e+00	1.68012276e+00
384	4.80116733e+00	1.23396136e+00	1.67303032e+00
385	4.81689597e+00	1.23730784e+00	1.66597763e+00
386	4.83262461e+00	1.24055884e+00	1.65896853e+00
387	4.84835325e+00	1.24371208e+00	1.65200683e+00
388	4.86408189e+00	1.24676536e+00	1.64509628e+00
389	4.87981053e+00	1.24971657e+00	1.63824058e+00
390	4.89553917e+00	1.25256370e+00	1.63144336e+00
391	4.91126781e+00	1.25530482e+00	1.62470820e+00
392	4.92699645e+00	1.25793812e+00	1.61803859e+00
393	4.94272509e+00	1.26046188e+00	1.61143797e+00
394	4.95845373e+00	1.26287449e+00	1.60490967e+00
395	4.97418237e+00	1.26517447e+00	1.59845694e+00
396	4.98991101e+00	1.26736044e+00	1.59208295e+00
397	5.00563965e+00	1.26943112e+00	1.58579077e+00
398	5.02136829e+00	1.27138539e+00	1.57958335e+00
399	5.03709693e+00	1.27322222e+00	1.57346355e+00
400	5.05282557e+00	1.27494070e+00	1.56743414e+00
401	5.06855421e+00	1.27654008e+00	1.56149774e+00
402	5.08428285e+00	1.27801969e+00	1.55565690e+00
403	5.10001149e+00	1.27937901e+00	1.54991401e+00
404	5.11574013e+00	1.28061765e+00	1.54427138e+00
405	5.13146877e+00	1.28173534e+00	1.53873117e+00
406	5.14719741e+00	1.28273192e+00	1.53329543e+00
407	5.16292605e+00	1.28360738e+00	1.52796610e+00
408	5.17865469e+00	1.28436181e+00	1.52274498e+00
409	5.19438333e+00	1.28499544e+00	1.51763374e+00
410	5.21011197e+00	1.28550861e+00	1.51263395e+00
411	5.22584061e+00	1.28590177e+00	1.50774703e+00
412	5.24156925e+00	1.28617551e+00	1.50297429e+00
413	5.25729789e+00	1.28633051e+00	1.49831692e+00
414	5.27302653e+00	1.28636758e+00	1.49377597e+00
415	5.28875517e+00	1.28628760e+00	1.48935240e+00
416	5.30448381e+00	1.28609161e+00	1.48504703e+00
417	5.32021245e+00	1.28578070e+00	1.48086055e+00
418	5.33594109e+00	1.28535608e+00	1.47679357e+00
419	5.36739837e+00	1.28417174e+00	1.46902001e+00
420	5.39885565e+00	1.28254941e+00	1.46172859e+00
421	5.43031293e+00	1.28050182e+00	1.45492014e+00
422	5.46177021e+00	1.27804287e+00	1.44859395e+00
423	5.49322749e+00	1.27518747e+00	1.44274778e+00
424	5.52468477e+00	1.27195144e+00	1.43737806e+00
425	5.55614205e+00	1.26835134e+00	1.43247993e+00
426	5.58759933e+00	1.26440436e+00	1.42804740e+00
427	5.61905661e+00	1.26012816e+00	1.42407341e+00
428	5.65051389e+00	1.25554080e+00	1.42055000e+00
429	5.68197117e+00	1.25066055e+00	1.41746838e+00
430	5.71342845e+00	1.24550587e+00	1.41481905e+00
431	5.74488573e+00	1.24009520e+00	1.41259187e+00
432	5.77634301e+00	1.23444698e+00	1.41077619e+00
433	5.80780029e+00	1.22857946e+00	1.40936094e+00
434	5.83925757e+00	1.22251069e+00	1.40833467e+00
435	5.87071485e+00	1.21625845e+00	1.40768567e+00
436	5.90217213e+00	1.20984013e+00	1.40740203e+00
437	5.93362941e+00	1.20327276e+00	1.40747171e+00
438	5.96508669e+00	1.19657289e+00	1.40788255e+00
439	5.99654397e+00	1.18975660e+00	1.40862240e+00
440	6.02800125e+00	1.18283945e+00	1.40967911e+00
441	6.05945853e+00	1.17583648e+00	1.41104061e+00
442	6.09091581e+00	1.16876212e+00	1.41269489e+00
443	6.12237309e+00	1.16163027e+00	1.41463012e+00
444	6.15383037e+00	1.15445422e+00	1.41683459e+00
445	6.18528765e+00	1.14724669e+00	1.41929678e+00
446	6.21674493e+00	1.14001979e+00	1.42200537e+00
447	6.24820221e+00	1.13278504e+00	1.42494927e+00
448	6.27965949e+00	1.12555338e+00	1.42811761e+00
449	6.31111677e+00	1.11833519e+00	1.43149977e+00
450	6.34257405e+00	1.11114026e+00	1.43508536e+00
451	6.37403133e+00	1.10397783e+00	1.43886428e+00
452	6.40548861e+00	1.09685659e+00	1.44282666e+00
453	6.43694589e+00	1.08978472e+00	1.44696292e+00
454	6.46840317e+00	1.08276988e+00	1.45126371e+00
455	6.49986045e+00	1.07581922e+00	1.45571999e+00
456	6.53131773e+00	1.06893941e+00	1.46032293e+00
457	6.56277501e+00	1.06213669e+00	1.46506401e+00
458	6.59423229e+00	1.05541682e+00	1.46993492e+00
459	6.62568957e+00	1.04878514e+00	1.47492765e+00
460	6.65714685e+00	1.04224659e+00	1.48003439e+00
461	6.68860413e+00	1.03580571e+00	1.48524762e+00
462	6.72006141e+00	1.02946667e+00	1.49056001e+00
463	6.75151869e+00	1.02323329e+00	1.49596449e+00
464	6.78297597e+00	1.01710904e+00	1.50145421e+00
465	6.81443325e+00	1.01109707e+00	1.50702253e+00
466	6.84589053e+00	1.00520023e+00	1.51266304e+00
467	6.87734781e+00	9.99421066e-01	1.51836952e+00
468	6.90880509e+00	9.93761866e-01	1.52413594e+00
469	6.94026237e+00	9.88224648e-01	1.52995649e+00
470	6.97171965e+00	9.82811190e-01	1.53582551e+00
471	7.00317693e+00	9.77523034e-01	1.54173756e+00
472	7.03463421e+00	9.72361510e-01	1.54768733e+00
473	7.06609149e+00	9.67327740e-01	1.55366970e+00
474	7.09754877e+00	9.62422656e-01	1.55967972e+00
475	7.12900605e+00	9.57647010e-01	1.56571256e+00
476	7.16046333e+00	9.53001386e-01	1.57176356e+00
477	7.19192061e+00	9.48486211e-01	1.57782821e+00
478	7.22337789e+00	9.44101764e-01	1.58390210e+00
