Index      TIME           V(OUT)           V(IN)           V(1)
82      1.5034531171e-06   4.8236740808e+00   2.3977368304e+00   1.5468829338e+00   
83      1.5034618755e-06   4.8240018812e+00   2.3892551148e+00   1.5381244993e+00   
84      1.5034706339e-06   4.8243333524e+00   2.3807768295e+00   1.5293660647e+00   
85      1.5034881508e-06   4.8250101973e+00   2.3638341306e+00   1.5118491956e+00   
86      1.5035056677e-06   4.8257014844e+00   2.3469050733e+00   1.4943323265e+00   
87      1.5035231845e-06   4.8264077554e+00   2.3299897079e+00   1.4768154575e+00   
88      1.5035407014e-06   4.8271295556e+00   2.3130880475e+00   1.4592985884e+00   
89      1.5035582183e-06   4.8278674628e+00   2.2962000675e+00   1.4417817193e+00   
90      1.5035932520e-06   4.8294032727e+00   2.2624793632e+00   1.4067479811e+00   
91      1.5036282858e-06   4.8310078170e+00   2.2288107500e+00   1.3717142430e+00   
92      1.5036633195e-06   4.8326895168e+00   2.1951918044e+00   1.3366805048e+00   
93      1.5036983532e-06   4.8344578346e+00   2.1616178831e+00   1.3016467666e+00   
94      1.5037333870e-06   4.8363242211e+00   2.1280809486e+00   1.2666130285e+00   
95      1.5037684207e-06   4.8383031674e+00   2.0945674350e+00   1.2315792903e+00   
96      1.5038034544e-06   4.8404138578e+00   2.0610543911e+00   1.1965455522e+00   
97      1.5038384882e-06   4.8426831263e+00   2.0275020672e+00   1.1615118140e+00   
98      1.5038735219e-06   4.8451512861e+00   1.9938383921e+00   1.1264780758e+00   
99      1.5039085557e-06   4.8478851176e+00   1.9599223626e+00   1.0914443377e+00   
100     1.5039435894e-06   4.8510124552e+00   1.9254407744e+00   1.0564105995e+00   
101     1.5039786231e-06   4.8548498487e+00   1.8895031527e+00   1.0213768613e+00   
102     1.5040066910e-06   4.8589307501e+00   1.8580321020e+00   9.9330904638e-01   
103     1.5040267644e-06   4.8624013916e+00   1.8341913992e+00   9.7323562309e-01   
104     1.5040468378e-06   4.8659717136e+00   1.8106465964e+00   9.5316219980e-01   
105     1.5040614733e-06   4.8685633585e+00   1.7935360400e+00   9.3852670423e-01   
106     1.5040907443e-06   4.8735934955e+00   1.7595088792e+00   9.0925571310e-01   
107     1.5041200153e-06   4.8785387518e+00   1.7256683381e+00   8.7998472196e-01   
108     1.5041785573e-06   4.8884152669e+00   1.6586769001e+00   8.2144273969e-01   
109     1.5042178131e-06   4.8953118089e+00   1.6139435223e+00   7.8218692361e-01   
110     1.5042570689e-06   4.9024762587e+00   1.5691680220e+00   7.4293110753e-01   
111     1.5042866934e-06   4.9081374003e+00   1.5352493118e+00   7.1330663806e-01   
112     1.5043163178e-06   4.9140558659e+00   1.5012189681e+00   6.8368216860e-01   
113     1.5043459423e-06   4.9202774925e+00   1.4670865890e+00   6.5405769913e-01   
114     1.5043607545e-06   4.9235302678e+00   1.4499652045e+00   6.3924546440e-01   
115     1.5043645999e-06   4.9243896494e+00   1.4455140615e+00   6.3540013244e-01   
116     1.5043670345e-06   4.9249389675e+00   1.4426927218e+00   6.3296549619e-01   
117     1.5043687430e-06   4.9253267981e+00   1.4407119382e+00   6.3125699228e-01   
118     1.5043698724e-06   4.9255840172e+00   1.4394022957e+00   6.3012762328e-01   
119     1.5043710017e-06   4.9258418194e+00   1.4380923492e+00   6.2899825428e-01   
120     1.5043719154e-06   4.9260506528e+00   1.4370325148e+00   6.2808462131e-01   
121     1.5043728290e-06   4.9262596847e+00   1.4359725454e+00   6.2717098834e-01   
122     1.5043746563e-06   4.9266781029e+00   1.4338522275e+00   6.2534372241e-01   
123     1.5043764835e-06   4.9270964798e+00   1.4317317538e+00   6.2351645647e-01   
124     1.5043783108e-06   4.9275145062e+00   1.4296109807e+00   6.2168919054e-01   
125     1.5043819653e-06   4.9283477030e+00   1.4253685952e+00   6.1803465867e-01   
126     1.5043850510e-06   4.9290483427e+00   1.4217857957e+00   6.1494899437e-01   
127     1.5043881367e-06   4.9297456099e+00   1.4182018326e+00   6.1186333007e-01   
128     1.5043943080e-06   4.9311252738e+00   1.4110320906e+00   6.0569200147e-01   
129     1.5043988805e-06   4.9321385172e+00   1.4057171324e+00   6.0111950637e-01   
130     1.5044034530e-06   4.9331425564e+00   1.4003994617e+00   5.9654701128e-01   
131     1.5044125980e-06   4.9351160199e+00   1.3897613365e+00   5.8740202108e-01   
132     1.5044190889e-06   4.9364989405e+00   1.3822036620e+00   5.8091107016e-01   
133     1.5044255799e-06   4.9378645104e+00   1.3746408571e+00   5.7442011925e-01   
134     1.5044320708e-06   4.9392134636e+00   1.3670733624e+00   5.6792916833e-01   
135     1.5044406144e-06   4.9409624549e+00   1.3571080041e+00   5.5938564280e-01   
136     1.5044491579e-06   4.9426865333e+00   1.3471345819e+00   5.5084211727e-01   
137     1.5044577014e-06   4.9443870772e+00   1.3371530501e+00   5.4229859174e-01   
138     1.5044646545e-06   4.9457560268e+00   1.3290220083e+00   5.3534552468e-01   
139     1.5044716075e-06   4.9471105845e+00   1.3208859310e+00   5.2839245762e-01   
140     1.5044747420e-06   4.9477184726e+00   1.3172215338e+00   5.2525800846e-01   
141     1.5044760518e-06   4.9479720143e+00   1.3156950316e+00   5.2394819704e-01   
142     1.5044773616e-06   4.9482250175e+00   1.3141712263e+00   5.2263838563e-01   
143     1.5044785030e-06   4.9484450796e+00   1.3128453315e+00   5.2149696510e-01   
144     1.5044796445e-06   4.9486647245e+00   1.3115211077e+00   5.2035554458e-01   
145     1.5044807859e-06   4.9488839564e+00   1.3101985141e+00   5.1921412406e-01   
146     1.5044830687e-06   4.9493207829e+00   1.3075576764e+00   5.1693128301e-01   
147     1.5044853516e-06   4.9497561059e+00   1.3049236472e+00   5.1464844196e-01   
148     1.5044899172e-06   4.9506211041e+00   1.2996740168e+00   5.1008275987e-01   
149     1.5044990486e-06   4.9523319805e+00   1.2892513686e+00   5.0095139568e-01   
150     1.5045173113e-06   4.9556902050e+00   1.2687017085e+00   4.8268866731e-01   
151     1.5045538368e-06   4.9621876153e+00   1.2286588424e+00   4.4616321057e-01   
152     1.5045903622e-06   4.9683910898e+00   1.1898316478e+00   4.0963775383e-01   
153     1.5046268877e-06   4.9740540611e+00   1.1520617215e+00   3.7311229708e-01   
154     1.5046548998e-06   4.9780021654e+00   1.1237393556e+00   3.4510021165e-01   
155     1.5046829119e-06   4.9814901173e+00   1.0959222232e+00   3.1708812621e-01   
156     1.5047389360e-06   4.9862491613e+00   1.0415821365e+00   2.6106395535e-01   
157     1.5047949602e-06   4.9880498742e+00   9.8872926421e-01   2.0503978448e-01   
158     1.5048509844e-06   4.9862753987e+00   9.3636684855e-01   1.4901561361e-01   
159     1.5049070086e-06   4.9803755167e+00   8.8375629722e-01   9.2991442740e-02   
160     1.5049630327e-06   4.9698085190e+00   8.3093352933e-01   3.6967271872e-02   
161     1.5050000000e-06   4.9605036698e+00   7.9599026259e-01   4.7961634664e-14   
162     1.5050560242e-06   4.9407681555e+00   7.4643997151e-01   0.0000000000e+00   
163     1.5051680725e-06   4.8762834043e+00   6.5899215069e-01   0.0000000000e+00   
164     1.5052592820e-06   4.8020790707e+00   5.9476909811e-01   0.0000000000e+00   
165     1.5053504914e-06   4.7012132800e+00   5.3788194924e-01   0.0000000000e+00   
166     1.5054417009e-06   4.5642024387e+00   4.9598256829e-01   0.0000000000e+00   
167     1.5055329103e-06   4.3792173499e+00   4.6802284978e-01   0.0000000000e+00   
168     1.5056241198e-06   4.0968988222e+00   4.4816663406e-01   0.0000000000e+00   
169     1.5056664932e-06   3.8583153768e+00   4.4277940935e-01   0.0000000000e+00   
170     1.5056894411e-06   3.6491266499e+00   4.4233797909e-01   0.0000000000e+00   
171     1.5057076903e-06   3.4660816409e+00   4.4259148070e-01   0.0000000000e+00   
172     1.5057236789e-06   3.2980159660e+00   4.4309623775e-01   0.0000000000e+00   
173     1.5057396675e-06   3.1236797329e+00   4.4377903959e-01   0.0000000000e+00   
174     1.5057716447e-06   2.7540849377e+00   4.4540488288e-01   0.0000000000e+00   
175     1.5058036219e-06   2.3666984193e+00   4.4720794180e-01   0.0000000000e+00   
176     1.5058355991e-06   1.9708275591e+00   4.4892500527e-01   0.0000000000e+00   
177     1.5058543550e-06   1.7653051382e+00   4.4923014695e-01   0.0000000000e+00   
178     1.5058704490e-06   1.6152165921e+00   4.4869663298e-01   0.0000000000e+00   
179     1.5058865430e-06   1.4801150813e+00   4.4758826148e-01   0.0000000000e+00   
180     1.5059026370e-06   1.3565701811e+00   4.4608516879e-01   0.0000000000e+00   
181     1.5059187310e-06   1.2428185220e+00   4.4433209070e-01   0.0000000000e+00   
182     1.5059348250e-06   1.1377935449e+00   4.4243917545e-01   0.0000000000e+00   
183     1.5059509190e-06   1.0407699532e+00   4.4048776318e-01   0.0000000000e+00   
184     1.5059670130e-06   9.5119874254e-01   4.3853669825e-01   0.0000000000e+00   
185     1.5059831069e-06   8.6862290793e-01   4.3662765103e-01   0.0000000000e+00   
186     1.5059992009e-06   7.9263279173e-01   4.3478923625e-01   0.0000000000e+00   
187     1.5060152949e-06   7.2284258662e-01   4.3304011269e-01   0.0000000000e+00   
188     1.5060313889e-06   6.5887866887e-01   4.3139131316e-01   0.0000000000e+00   
189     1.5060474829e-06   6.0037466960e-01   4.2984801659e-01   0.0000000000e+00   
190     1.5060635769e-06   5.4697034081e-01   4.2841091905e-01   0.0000000000e+00   
191     1.5060796709e-06   4.9831244945e-01   4.2707731272e-01   0.0000000000e+00   
192     1.5060957649e-06   4.5405662131e-01   4.2584194717e-01   0.0000000000e+00   
193     1.5061118588e-06   4.1386947874e-01   4.2469772327e-01   0.0000000000e+00   
194     1.5061279528e-06   3.7743068608e-01   4.2363625456e-01   0.0000000000e+00   
195     1.5061440468e-06   3.4443469143e-01   4.2264832110e-01   0.0000000000e+00   
196     1.5061601408e-06   3.1459206680e-01   4.2172423447e-01   0.0000000000e+00   
197     1.5061762348e-06   2.8763042120e-01   4.2085412853e-01   0.0000000000e+00   
198     1.5061923288e-06   2.6329490507e-01   4.2002818795e-01   0.0000000000e+00   
199     1.5062084228e-06   2.4134834966e-01   4.1923682456e-01   0.0000000000e+00   
200     1.5062245168e-06   2.2157109655e-01   4.1847081005e-01   0.0000000000e+00   
201     1.5062406107e-06   2.0376057595e-01   4.1772137269e-01   0.0000000000e+00   
202     1.5062567047e-06   1.8773069039e-01   4.1698026424e-01   0.0000000000e+00   
203     1.5062727987e-06   1.7331105531e-01   4.1623980284e-01   0.0000000000e+00   
204     1.5062888927e-06   1.6034614151e-01   4.1549289649e-01   0.0000000000e+00   
205     1.5063049867e-06   1.4869435727e-01   4.1473305124e-01   0.0000000000e+00   
206     1.5063210807e-06   1.3824772297e-01   4.1395897232e-01   0.0000000000e+00   
207     1.5063371747e-06   1.2890901057e-01   4.1317670414e-01   0.0000000000e+00   
208     1.5063532687e-06   1.2056960785e-01   4.1239095944e-01   0.0000000000e+00   
209     1.5063693626e-06   1.1311531538e-01   4.1160163387e-01   0.0000000000e+00   
210     1.5063854566e-06   1.0644246044e-01   4.1080610854e-01   0.0000000000e+00   
211     1.5064015506e-06   1.0045873243e-01   4.1000060065e-01   0.0000000000e+00   
212     1.5064176446e-06   9.5082153931e-02   4.0918087810e-01   0.0000000000e+00   
213     1.5064337386e-06   9.0240012429e-02   4.0834264039e-01   0.0000000000e+00   
214     1.5064498326e-06   8.5867893986e-02   4.0748171920e-01   0.0000000000e+00   
215     1.5064820205e-06   7.8547568238e-02   4.0561741996e-01   0.0000000000e+00   
216     1.5065142085e-06   7.2392387601e-02   4.0360424648e-01   0.0000000000e+00   
217     1.5065463965e-06   6.7152799210e-02   4.0143112013e-01   0.0000000000e+00   
218     1.5065785845e-06   6.2627807896e-02   3.9908495957e-01   0.0000000000e+00   
219     1.5066107724e-06   5.8435086473e-02   3.9644501974e-01   0.0000000000e+00   
220     1.5066429604e-06   5.4312902822e-02   3.9336806552e-01   0.0000000000e+00   
221     1.5066751484e-06   5.0332922207e-02   3.8983519904e-01   0.0000000000e+00   
222     1.5067395243e-06   4.3547284458e-02   3.8146395379e-01   0.0000000000e+00   
223     1.5067866310e-06   3.9034864445e-02   3.7469959297e-01   0.0000000000e+00   
224     1.5068337377e-06   3.5078246734e-02   3.6746117733e-01   0.0000000000e+00   
225     1.5068808444e-06   3.1624380790e-02   3.5986629087e-01   0.0000000000e+00   
226     1.5069279511e-06   2.8612347489e-02   3.5200735501e-01   0.0000000000e+00   
227     1.5069750577e-06   2.5982411946e-02   3.4395883450e-01   0.0000000000e+00   
228     1.5070221644e-06   2.3679847980e-02   3.3578165704e-01   0.0000000000e+00   
229     1.5070692711e-06   2.1656447997e-02   3.2752620366e-01   0.0000000000e+00   
230     1.5071163778e-06   1.9870749119e-02   3.1923444350e-01   0.0000000000e+00   
231     1.5071634845e-06   1.8311718401e-02   3.1095653535e-01   0.0000000000e+00   
232     1.5072105911e-06   1.6967335218e-02   3.0274198282e-01   0.0000000000e+00   
233     1.5072576978e-06   1.5793646238e-02   2.9461747166e-01   0.0000000000e+00   
234     1.5073048045e-06   1.4748397113e-02   2.8659492758e-01   0.0000000000e+00   
235     1.5073519112e-06   1.3803445125e-02   2.7868194938e-01   0.0000000000e+00   
236     1.5073990179e-06   1.2939556187e-02   2.7088463700e-01   0.0000000000e+00   
237     1.5074461245e-06   1.2143255476e-02   2.6320837509e-01   0.0000000000e+00   
238     1.5074932312e-06   1.1404872266e-02   2.5565802702e-01   0.0000000000e+00   
239     1.5075874446e-06   1.0114021638e-02   2.4109572485e-01   0.0000000000e+00   
240     1.5076816579e-06   8.9774690984e-03   2.2709180776e-01   0.0000000000e+00   
241     1.5077758713e-06   7.9731047276e-03   2.1366252125e-01   0.0000000000e+00   
242     1.5078700847e-06   7.0840190689e-03   2.0081728138e-01   0.0000000000e+00   
243     1.5079642980e-06   6.2963835103e-03   1.8855978137e-01   0.0000000000e+00   
244     1.5080585114e-06   5.5984285091e-03   1.7688874478e-01   0.0000000000e+00   
245     1.5081527247e-06   4.9799077285e-03   1.6579860843e-01   0.0000000000e+00   
246     1.5082469381e-06   4.4317925812e-03   1.5528016965e-01   0.0000000000e+00   
247     1.5083411514e-06   3.9460802483e-03   1.4532119246e-01   0.0000000000e+00   
248     1.5084353648e-06   3.5156594470e-03   1.3590696513e-01   0.0000000000e+00   
249     1.5085295782e-06   3.1342070207e-03   1.2702080507e-01   0.0000000000e+00   
250     1.5086237915e-06   2.7961022896e-03   1.1864450975e-01   0.0000000000e+00   
251     1.5087180049e-06   2.4963527873e-03   1.1075875458e-01   0.0000000000e+00   
252     1.5088122182e-06   2.2305282298e-03   1.0334344010e-01   0.0000000000e+00   
253     1.5089064316e-06   1.9947010897e-03   9.6377991707e-02   0.0000000000e+00   
254     1.5090006450e-06   1.7853928677e-03   8.9841615524e-02   0.0000000000e+00   
255     1.5090948583e-06   1.5995254798e-03   8.3713514464e-02   0.0000000000e+00   
256     1.5091890717e-06   1.4343773302e-03   7.7973068443e-02   0.0000000000e+00   
257     1.5092832850e-06   1.2875437015e-03   7.2599982636e-02   0.0000000000e+00   
258     1.5093774984e-06   1.1569011284e-03   6.7574407526e-02   0.0000000000e+00   
259     1.5094717118e-06   1.0405754323e-03   6.2877034232e-02   0.0000000000e+00   
260     1.5095659251e-06   9.3691311452e-04   5.8489168360e-02   0.0000000000e+00   
261     1.5096601385e-06   8.4445581035e-04   5.4392785309e-02   0.0000000000e+00   
262     1.5097543518e-06   7.6191752812e-04   5.0570569719e-02   0.0000000000e+00   
263     1.5098485652e-06   6.8816440739e-04   4.7005941439e-02   0.0000000000e+00   
264     1.5099427786e-06   6.2219675050e-04   4.3683070135e-02   0.0000000000e+00   
265     1.5100369919e-06   5.6313309757e-04   4.0586880432e-02   0.0000000000e+00   
266     1.5101312053e-06   5.1019613348e-04   3.7703049218e-02   0.0000000000e+00   
267     1.5102254186e-06   4.6270023235e-04   3.5017996551e-02   0.0000000000e+00   
268     1.5103196320e-06   4.2004046235e-04   3.2518871417e-02   0.0000000000e+00   
269     1.5104138453e-06   3.8168288976e-04   3.0193533411e-02   0.0000000000e+00   
270     1.5105080587e-06   3.4715603681e-04   2.8030531254e-02   0.0000000000e+00   
271     1.5106022721e-06   3.1604336204e-04   2.6019078941e-02   0.0000000000e+00   
272     1.5106964854e-06   2.8797664550e-04   2.4149030169e-02   0.0000000000e+00   
273     1.5107906988e-06   2.6263017340e-04   2.2410851623e-02   0.0000000000e+00   
274     1.5108849121e-06   2.3971562823e-04   2.0795595566e-02   0.0000000000e+00   
275     1.5109791255e-06   2.1897760049e-04   1.9294872137e-02   0.0000000000e+00   
276     1.5110733389e-06   2.0018964784e-04   1.7900821664e-02   0.0000000000e+00   
277     1.5111675522e-06   1.8315083555e-04   1.6606087257e-02   0.0000000000e+00   
278     1.5112617656e-06   1.6768270001e-04   1.5403787880e-02   0.0000000000e+00   
279     1.5113559789e-06   1.5362658379e-04   1.4287492075e-02   0.0000000000e+00   
280     1.5114501923e-06   1.4084129660e-04   1.3251192458e-02   0.0000000000e+00   
281     1.5115444057e-06   1.2920106236e-04   1.2289281086e-02   0.0000000000e+00   
282     1.5116386190e-06   1.1859371692e-04   1.1396525754e-02   0.0000000000e+00   
283     1.5117328324e-06   1.0891912549e-04   1.0568047288e-02   0.0000000000e+00   
284     1.5119212591e-06   9.2654583678e-05   9.1341574585e-03   0.0000000000e+00   
285     1.5121096858e-06   7.8945093382e-05   7.8936683744e-03   0.0000000000e+00   
286     1.5122981125e-06   6.7361270555e-05   6.8207743511e-03   0.0000000000e+00   
287     1.5124865392e-06   5.7552018447e-05   5.8930447263e-03   0.0000000000e+00   
288     1.5126749660e-06   4.9228810830e-05   5.0909992925e-03   0.0000000000e+00   
289     1.5128633927e-06   4.2153584821e-05   4.3977328434e-03   0.0000000000e+00   
290     1.5130518194e-06   3.6129195343e-05   3.7985843584e-03   0.0000000000e+00   
291     1.5132402461e-06   3.0991818729e-05   3.2808463263e-03   0.0000000000e+00   
292     1.5134286728e-06   2.6604874357e-05   2.8335099355e-03   0.0000000000e+00   
293     1.5136170995e-06   2.2854140219e-05   2.4470421516e-03   0.0000000000e+00   
294     1.5138055263e-06   1.9643812584e-05   2.1131910303e-03   0.0000000000e+00   
295     1.5139939530e-06   1.6893315127e-05   1.8248159416e-03   0.0000000000e+00   
296     1.5141823797e-06   1.4534705052e-05   1.5757397102e-03   0.0000000000e+00   
297     1.5143708064e-06   1.2510556415e-05   1.3606199867e-03   0.0000000000e+00   
298     1.5145592331e-06   1.0772226229e-05   1.1748374579e-03   0.0000000000e+00   
299     1.5147476599e-06   9.2784287221e-06   1.0143987737e-03   0.0000000000e+00   
300     1.5149360866e-06   7.9940586419e-06   8.7585231546e-04   0.0000000000e+00   
301     1.5151245133e-06   6.8892165824e-06   7.5621515429e-04   0.0000000000e+00   
302     1.5153129400e-06   5.9383988447e-06   6.5290974771e-04   0.0000000000e+00   
303     1.5155013667e-06   5.1198218212e-06   5.6370910376e-04   0.0000000000e+00   
304     1.5156897934e-06   4.4148567930e-06   4.8668929980e-04   0.0000000000e+00   
305     1.5158782202e-06   3.8075556967e-06   4.2018838514e-04   0.0000000000e+00   
306     1.5160666469e-06   3.2842521169e-06   3.6277082066e-04   0.0000000000e+00   
307     1.5162550736e-06   2.8332247162e-06   3.1319671840e-04   0.0000000000e+00   
308     1.5164435003e-06   2.4444126521e-06   2.7039523964e-04   0.0000000000e+00   
309     1.5166319270e-06   2.1091744356e-06   2.3344159445e-04   0.0000000000e+00   
310     1.5168203537e-06   1.8200831866e-06   2.0153715883e-04   0.0000000000e+00   
311     1.5170087805e-06   1.5707524855e-06   1.7399228987e-04   0.0000000000e+00   
312     1.5171972072e-06   1.3556880002e-06   1.5021147485e-04   0.0000000000e+00   
313     1.5173856339e-06   1.1701608925e-06   1.2968049897e-04   0.0000000000e+00   
314     1.5175740606e-06   1.0100996584e-06   1.1195535868e-04   0.0000000000e+00   
315     1.5177624873e-06   8.7199761125e-07   9.6652683941e-05   0.0000000000e+00   
316     1.5179509141e-06   7.5283365901e-07   8.3441464858e-05   0.0000000000e+00   
317     1.5181393408e-06   6.5000440452e-07   7.2035905449e-05   0.0000000000e+00   
318     1.5183277675e-06   5.6126589307e-07   6.2189251668e-05   0.0000000000e+00   
319     1.5187046209e-06   4.2654851129e-07   4.7232106309e-05   0.0000000000e+00   
320     1.5190814744e-06   3.2427740792e-07   3.5872177761e-05   0.0000000000e+00   
321     1.5194583278e-06   2.4663133223e-07   2.7244380292e-05   0.0000000000e+00   
322     1.5198351812e-06   1.8767699372e-07   2.0691650604e-05   0.0000000000e+00   
323     1.5202120347e-06   1.4291228254e-07   1.5714933635e-05   0.0000000000e+00   
