Index       TIME              V(1)              V(1A)             P(L1)             V(2)              V(2A)             P(L2)             V(3)              V(3A)             P(L3)             V(4)              V(4A)             P(L4)             V(5)              V(5A)             P(L5)             V(6)              V(6A)             P(L6)      
76       1.56862458e-02   -1.78661276e-11   -1.78661276e-11    2.38789640e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
77       1.76862458e-02    1.78661276e-11    1.78661276e-11    1.79257506e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
78       1.96862458e-02   -1.78661276e-11   -1.78661276e-11    1.33056414e-34    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
79       2.00000000e-02    1.78661276e-11    1.78661276e-11    6.56461215e-35    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
0        0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
1        5.00000000e-06   -5.00000250e+01   -5.00000000e+01    1.25000000e+00   -5.00000250e+01   -5.00000000e+01    1.25000000e+00   -2.50000250e+01   -2.50000000e+01    6.25000000e-01   -7.50000250e+01   -7.50000000e+01    1.87500000e+00   -7.50000250e+01   -7.50000000e+01    1.87500000e+00   -7.50000250e+01   -7.50000000e+01    1.87500000e+00
2        5.03906250e-06   -5.00000252e+01   -5.00000000e+01    1.25976563e+00   -5.00000252e+01   -5.00000000e+01    1.25976563e+00   -2.50000252e+01   -2.50000000e+01    6.29882813e-01   -7.50000252e+01   -7.50000000e+01    1.88964844e+00   -7.50000252e+01   -7.50000000e+01    1.88964844e+00   -7.50000252e+01   -7.50000000e+01    1.88964844e+00
3        5.05232149e-06   -5.00000253e+01   -5.00000000e+01    1.26308037e+00   -5.00000253e+01   -5.00000000e+01    1.26308037e+00   -2.50000253e+01   -2.50000000e+01    6.31540186e-01   -7.50000253e+01   -7.50000000e+01    1.89462056e+00   -7.50000253e+01   -7.50000000e+01    1.89462056e+00   -7.50000253e+01   -7.50000000e+01    1.89462056e+00
4        5.07883946e-06   -5.00000254e+01   -5.00000000e+01    1.26970986e+00   -5.00000254e+01   -5.00000000e+01    1.26970986e+00   -2.50000254e+01   -2.50000000e+01    6.34854932e-01   -7.50000254e+01   -7.50000000e+01    1.90456480e+00   -7.50000254e+01   -7.50000000e+01    1.90456480e+00   -7.50000254e+01   -7.50000000e+01    1.90456480e+00
5        5.13187540e-06   -5.00000257e+01   -5.00000000e+01    1.28296885e+00   -5.00000257e+01   -5.00000000e+01    1.28296885e+00   -2.50000257e+01   -2.50000000e+01    6.41484425e-01   -7.50000257e+01   -7.50000000e+01    1.92445327e+00   -7.50000257e+01   -7.50000000e+01    1.92445327e+00   -7.50000257e+01   -7.50000000e+01    1.92445327e+00
6        5.23794728e-06   -5.00000262e+01   -5.00000000e+01    1.30948682e+00   -5.00000262e+01   -5.00000000e+01    1.30948682e+00   -2.50000262e+01   -2.50000000e+01    6.54743410e-01   -7.50000262e+01   -7.50000000e+01    1.96423023e+00   -7.50000262e+01   -7.50000000e+01    1.96423023e+00   -7.50000262e+01   -7.50000000e+01    1.96423023e+00
7        5.45009105e-06   -5.00000273e+01   -5.00000000e+01    1.36252276e+00   -5.00000273e+01   -5.00000000e+01    1.36252276e+00   -2.50000273e+01   -2.50000000e+01    6.81261381e-01   -7.50000273e+01   -7.50000000e+01    2.04378414e+00   -7.50000273e+01   -7.50000000e+01    2.04378414e+00   -7.50000273e+01   -7.50000000e+01    2.04378414e+00
8        5.87437858e-06   -5.00000294e+01   -5.00000000e+01    1.46859465e+00   -5.00000294e+01   -5.00000000e+01    1.46859465e+00   -2.50000294e+01   -2.50000000e+01    7.34297323e-01   -7.50000294e+01   -7.50000000e+01    2.20289197e+00   -7.50000294e+01   -7.50000000e+01    2.20289197e+00   -7.50000294e+01   -7.50000000e+01    2.20289197e+00
9        6.72295365e-06   -5.00000336e+01   -5.00000000e+01    1.68073841e+00   -5.00000336e+01   -5.00000000e+01    1.68073841e+00   -2.50000336e+01   -2.50000000e+01    8.40369207e-01   -7.50000336e+01   -7.50000000e+01    2.52110762e+00   -7.50000336e+01   -7.50000000e+01    2.52110762e+00   -7.50000336e+01   -7.50000000e+01    2.52110762e+00
10       8.42010379e-06   -5.00000421e+01   -5.00000000e+01    2.10502595e+00   -5.00000421e+01   -5.00000000e+01    2.10502595e+00   -2.50000421e+01   -2.50000000e+01    1.05251297e+00   -7.50000421e+01   -7.50000000e+01    3.15753892e+00   -7.50000421e+01   -7.50000000e+01    3.15753892e+00   -7.50000421e+01   -7.50000000e+01    3.15753892e+00
11       1.18144041e-05   -5.00000591e+01   -5.00000000e+01    2.95360102e+00   -5.00000591e+01   -5.00000000e+01    2.95360102e+00   -2.50000591e+01   -2.50000000e+01    1.47680051e+00   -7.50000591e+01   -7.50000000e+01    4.43040153e+00   -7.50000591e+01   -7.50000000e+01    4.43040153e+00   -7.50000591e+01   -7.50000000e+01    4.43040153e+00
12       1.86030046e-05   -5.00000930e+01   -5.00000000e+01    4.65075116e+00   -5.00000930e+01   -5.00000000e+01    4.65075116e+00   -2.50000930e+01   -2.50000000e+01    2.32537558e+00   -7.50000930e+01   -7.50000000e+01    6.97612674e+00   -7.50000930e+01   -7.50000000e+01    6.97612674e+00   -7.50000930e+01   -7.50000000e+01    6.97612674e+00
13       3.21802057e-05   -5.00001609e+01   -5.00000000e+01    8.04505144e+00   -5.00001609e+01   -5.00000000e+01    8.04505144e+00   -2.50001609e+01   -2.50000000e+01    4.02252572e+00   -7.50001609e+01   -7.50000000e+01    1.20675772e+01   -7.50001609e+01   -7.50000000e+01    1.20675772e+01   -7.50001609e+01   -7.50000000e+01    1.20675772e+01
14       5.93346080e-05   -5.00002967e+01   -5.00000000e+01    1.48336520e+01   -5.00002967e+01   -5.00000000e+01    1.48336520e+01   -2.50002967e+01   -2.50000000e+01    7.41682600e+00   -7.50002967e+01   -7.50000000e+01    2.22504780e+01   -7.50002967e+01   -7.50000000e+01    2.22504780e+01   -7.50002967e+01   -7.50000000e+01    2.22504780e+01
15       1.13643412e-04   -5.00005682e+01   -5.00000000e+01    2.84108531e+01   -5.00005682e+01   -5.00000000e+01    2.84108531e+01   -2.50005682e+01   -2.50000000e+01    1.42054266e+01   -7.50005682e+01   -7.50000000e+01    4.26162797e+01   -7.50005682e+01   -7.50000000e+01    4.26162797e+01   -7.50005682e+01   -7.50000000e+01    4.26162797e+01
16       2.22261021e-04   -5.00011113e+01   -5.00000000e+01    5.55652553e+01   -5.00011113e+01   -5.00000000e+01    5.55652553e+01   -2.50011113e+01   -2.50000000e+01    2.77826277e+01   -7.50011113e+01   -7.50000000e+01    8.33478830e+01   -7.50011113e+01   -7.50000000e+01    8.33478830e+01   -7.50011113e+01   -7.50000000e+01    8.33478830e+01
17       4.39496239e-04   -5.00021975e+01   -5.00000000e+01    1.09874060e+02   -5.00021975e+01   -5.00000000e+01    1.09874060e+02   -2.50021975e+01   -2.50000000e+01    5.49370299e+01   -7.50021975e+01   -7.50000000e+01    1.64811090e+02   -7.50021975e+01   -7.50000000e+01    1.64811090e+02   -7.50021975e+01   -7.50000000e+01    1.64811090e+02
18       8.73966675e-04   -5.00043698e+01   -5.00000000e+01    2.18491669e+02   -5.00043698e+01   -5.00000000e+01    2.18491669e+02   -2.50043698e+01   -2.50000000e+01    1.09245834e+02   -7.50043698e+01   -7.50000000e+01    3.27737503e+02   -7.50043698e+01   -7.50000000e+01    3.27737503e+02   -7.50043698e+01   -7.50000000e+01    3.27737503e+02
19       1.00000000e-03   -5.00050000e+01   -5.00000000e+01    2.50000000e+02   -5.00050000e+01   -5.00000000e+01    2.50000000e+02   -2.50050000e+01   -2.50000000e+01    1.25000000e+02   -7.50050000e+01   -7.50000000e+01    3.75000000e+02   -7.50050000e+01   -7.50000000e+01    3.75000000e+02   -7.50050000e+01   -7.50000000e+01    3.75000000e+02
20       1.08689409e-03   -5.00000000e-03   -1.91651129e-14    9.58255644e-14   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
21       1.08706380e-03   -4.99999997e-03    2.78021839e-11   -1.39010920e-10   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
22       1.08710623e-03   -5.00000000e-03   -8.56758846e-20    4.28379423e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
23       1.08719109e-03   -5.00000000e-03    3.94090170e-19   -1.97045085e-18   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
24       1.08736080e-03   -5.00000000e-03   -1.96370416e-19    9.81852078e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
25       1.08770023e-03   -5.00000000e-03    1.96370498e-19   -9.81852492e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
26       1.08837909e-03   -5.00000000e-03   -1.96370465e-19    9.81852327e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
27       1.08973681e-03   -5.00000000e-03    1.96370432e-19   -9.81852162e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
28       1.09245225e-03   -5.00000000e-03   -1.96370438e-19    9.81852189e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
29       1.09788313e-03   -5.00000000e-03    1.96370449e-19   -9.81852246e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
30       1.10874490e-03   -5.00000000e-03   -1.96370452e-19    9.81852262e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
31       1.13046842e-03   -5.00000000e-03    1.96370451e-19   -9.81852257e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
32       1.17391546e-03   -5.00000000e-03   -1.96370451e-19    9.81852257e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
33       1.26080955e-03   -5.00000000e-03    1.96370451e-19   -9.81852255e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
34       1.43459772e-03   -5.00000000e-03   -1.96370451e-19    9.81852253e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
35       1.78217407e-03   -5.00000000e-03    1.96370450e-19   -9.81852252e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
36       2.47732677e-03   -5.00000000e-03   -1.96370450e-19    9.81852252e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
37       3.86763216e-03   -5.00000000e-03    1.96370450e-19   -9.81852252e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
38       5.86763216e-03   -5.00000000e-03   -1.96370450e-19    9.81852252e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
39       7.86763216e-03   -5.00000000e-03    1.96370450e-19   -9.81852252e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
40       9.86763216e-03   -5.00000000e-03   -1.96370450e-19    9.81852252e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
41       1.10000000e-02   -5.00000000e-03    1.96370450e-19   -9.81852252e-19   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00   -5.00000000e-03    0.00000000e+00   -0.00000000e+00
42       1.11000000e-02    4.99955000e+01    5.00000000e+01   -2.25000000e+02    4.99955000e+01    5.00000000e+01   -2.25000000e+02    2.49955000e+01    2.50000000e+01   -1.12500000e+02    7.49955000e+01    7.50000000e+01   -3.37500000e+02    7.49955000e+01    7.50000000e+01   -3.37500000e+02    7.49955000e+01    7.50000000e+01   -3.37500000e+02
43       1.11007812e-02    4.99955039e+01    5.00000000e+01   -2.24804687e+02    4.99955039e+01    5.00000000e+01   -2.24804687e+02    2.49955039e+01    2.50000000e+01   -1.12402344e+02    7.49955039e+01    7.50000000e+01   -3.37207031e+02    7.49955039e+01    7.50000000e+01   -3.37207031e+02    7.49955039e+01    7.50000000e+01   -3.37207031e+02
44       1.11010464e-02    4.99955052e+01    5.00000000e+01   -2.24738393e+02    4.99955052e+01    5.00000000e+01   -2.24738393e+02    2.49955052e+01    2.50000000e+01   -1.12369196e+02    7.49955052e+01    7.50000000e+01   -3.37107589e+02    7.49955052e+01    7.50000000e+01   -3.37107589e+02    7.49955052e+01    7.50000000e+01   -3.37107589e+02
45       1.11015768e-02    4.99955079e+01    5.00000000e+01   -2.24605803e+02    4.99955079e+01    5.00000000e+01   -2.24605803e+02    2.49955079e+01    2.50000000e+01   -1.12302901e+02    7.49955079e+01    7.50000000e+01   -3.36908704e+02    7.49955079e+01    7.50000000e+01   -3.36908704e+02    7.49955079e+01    7.50000000e+01   -3.36908704e+02
46       1.11026375e-02    4.99955132e+01    5.00000000e+01   -2.24340623e+02    4.99955132e+01    5.00000000e+01   -2.24340623e+02    2.49955132e+01    2.50000000e+01   -1.12170312e+02    7.49955132e+01    7.50000000e+01   -3.36510935e+02    7.49955132e+01    7.50000000e+01   -3.36510935e+02    7.49955132e+01    7.50000000e+01   -3.36510935e+02
47       1.11047589e-02    4.99955238e+01    5.00000000e+01   -2.23810264e+02    4.99955238e+01    5.00000000e+01   -2.23810264e+02    2.49955238e+01    2.50000000e+01   -1.11905132e+02    7.49955238e+01    7.50000000e+01   -3.35715396e+02    7.49955238e+01    7.50000000e+01   -3.35715396e+02    7.49955238e+01    7.50000000e+01   -3.35715396e+02
48       1.11090018e-02    4.99955450e+01    5.00000000e+01   -2.22749545e+02    4.99955450e+01    5.00000000e+01   -2.22749545e+02    2.49955450e+01    2.50000000e+01   -1.11374773e+02    7.49955450e+01    7.50000000e+01   -3.34124318e+02    7.49955450e+01    7.50000000e+01   -3.34124318e+02    7.49955450e+01    7.50000000e+01   -3.34124318e+02
49       1.11174876e-02    4.99955874e+01    5.00000000e+01   -2.20628108e+02    4.99955874e+01    5.00000000e+01   -2.20628108e+02    2.49955874e+01    2.50000000e+01   -1.10314054e+02    7.49955874e+01    7.50000000e+01   -3.30942162e+02    7.49955874e+01    7.50000000e+01   -3.30942162e+02    7.49955874e+01    7.50000000e+01   -3.30942162e+02
50       1.11344591e-02    4.99956723e+01    5.00000000e+01   -2.16385233e+02    4.99956723e+01    5.00000000e+01   -2.16385233e+02    2.49956723e+01    2.50000000e+01   -1.08192617e+02    7.49956723e+01    7.50000000e+01   -3.24577850e+02    7.49956723e+01    7.50000000e+01   -3.24577850e+02    7.49956723e+01    7.50000000e+01   -3.24577850e+02
51       1.11684021e-02    4.99958420e+01    5.00000000e+01   -2.07899484e+02    4.99958420e+01    5.00000000e+01   -2.07899484e+02    2.49958420e+01    2.50000000e+01   -1.03949742e+02    7.49958420e+01    7.50000000e+01   -3.11849226e+02    7.49958420e+01    7.50000000e+01   -3.11849226e+02    7.49958420e+01    7.50000000e+01   -3.11849226e+02
52       1.12362881e-02    4.99961814e+01    5.00000000e+01   -1.90927985e+02    4.99961814e+01    5.00000000e+01   -1.90927985e+02    2.49961814e+01    2.50000000e+01   -9.54639927e+01    7.49961814e+01    7.50000000e+01   -2.86391978e+02    7.49961814e+01    7.50000000e+01   -2.86391978e+02    7.49961814e+01    7.50000000e+01   -2.86391978e+02
53       1.13720600e-02    4.99968603e+01    5.00000000e+01   -1.56984988e+02    4.99968603e+01    5.00000000e+01   -1.56984988e+02    2.49968603e+01    2.50000000e+01   -7.84924941e+01    7.49968603e+01    7.50000000e+01   -2.35477482e+02    7.49968603e+01    7.50000000e+01   -2.35477482e+02    7.49968603e+01    7.50000000e+01   -2.35477482e+02
54       1.16436040e-02    4.99982180e+01    5.00000000e+01   -8.90989941e+01    4.99982180e+01    5.00000000e+01   -8.90989941e+01    2.49982180e+01    2.50000000e+01   -4.45494970e+01    7.49982180e+01    7.50000000e+01   -1.33648491e+02    7.49982180e+01    7.50000000e+01   -1.33648491e+02    7.49982180e+01    7.50000000e+01   -1.33648491e+02
55       1.20000000e-02    5.00000000e+01    5.00000000e+01    2.22044605e-13    5.00000000e+01    5.00000000e+01    2.22044605e-13    2.50000000e+01    2.50000000e+01    1.11022302e-13    7.50000000e+01    7.50000000e+01    3.33066907e-13    7.50000000e+01    7.50000000e+01    3.33066907e-13    7.50000000e+01    7.50000000e+01    3.33066907e-13
56       1.20543088e-02   -8.17711383e-13   -8.17711383e-13   -7.25611987e-35   -8.17711399e-13   -8.17711399e-13   -0.00000000e+00   -4.08855699e-13   -4.08855699e-13   -0.00000000e+00   -1.22656710e-12   -1.22656710e-12   -0.00000000e+00   -1.22656710e-12   -1.22656710e-12   -0.00000000e+00   -1.22656710e-12   -1.22656710e-12   -0.00000000e+00
57       1.20543154e-02   -1.77354657e-16   -1.77354657e-16    5.11494205e-39    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
58       1.20543212e-02    4.96921573e-17    4.96921573e-17    9.29224206e-44    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
59       1.20543328e-02   -4.97050418e-17   -4.97050418e-17    2.78767650e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
60       1.20543561e-02    4.97146975e-17    4.97146975e-17    2.78409596e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
61       1.20544025e-02   -4.97195162e-17   -4.97195162e-17    2.77791730e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
62       1.20544954e-02    4.97219151e-17    4.97219151e-17    2.76035492e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
63       1.20546811e-02   -4.97231098e-17   -4.97231098e-17    2.75642558e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
64       1.20550526e-02    4.97237085e-17    4.97237085e-17    2.77289448e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
65       1.20557955e-02   -4.97240076e-17   -4.97240076e-17    2.75171220e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
66       1.20572813e-02    4.97241565e-17    4.97241565e-17    2.74601129e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
67       1.20602531e-02   -4.97242306e-17   -4.97242306e-17    2.72956819e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
68       1.20661965e-02    4.97242675e-17    4.97242675e-17    2.72716106e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
69       1.20780834e-02   -4.97242860e-17   -4.97242860e-17    2.74312770e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
70       1.21018572e-02    4.97242953e-17    4.97242953e-17    2.75728294e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
71       1.21494048e-02   -4.97243000e-17   -4.97243000e-17    2.76732536e-43    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
