Index       TIME              V(1A)             V(2A)             V(3A)        {I(C1A)+I(C1B)}        I(C2)             I(C3)        {P(C1A)+P(C1B)}        P(C2)             P(C3)      
117      1.76033680e-01    2.75887443e-01    1.37166961e-01    2.75887443e-01   -2.75887442e-04   -1.37166961e-04   -2.75887442e-04   -7.61138809e-05   -1.88147751e-05   -7.61138809e-05
118      1.78655120e-01    2.66992891e-01    1.28462805e-01    2.66992891e-01   -2.66992891e-04   -1.28462805e-04   -2.66992891e-04   -7.12852039e-05   -1.65026921e-05   -7.12852039e-05
119      1.81276560e-01    2.58385098e-01    1.20310985e-01    2.58385098e-01   -2.58385098e-04   -1.20310985e-04   -2.58385098e-04   -6.67628589e-05   -1.44747331e-05   -6.67628589e-05
120      1.83898000e-01    2.50054819e-01    1.12676453e-01    2.50054819e-01   -2.50054819e-04   -1.12676453e-04   -2.50054819e-04   -6.25274123e-05   -1.26959830e-05   -6.25274123e-05
121      1.86519440e-01    2.41993105e-01    1.05526382e-01    2.41993105e-01   -2.41993105e-04   -1.05526382e-04   -2.41993105e-04   -5.85606630e-05   -1.11358173e-05   -5.85606630e-05
122      1.89140880e-01    2.34191300e-01    9.88300312e-02    2.34191300e-01   -2.34191300e-04   -9.88300312e-05   -2.34191300e-04   -5.48455651e-05   -9.76737506e-06   -5.48455651e-05
123      1.91762320e-01    2.26641023e-01    9.25586082e-02    2.26641023e-01   -2.26641023e-04   -9.25586082e-05   -2.26641023e-04   -5.13661534e-05   -8.56709596e-06   -5.13661534e-05
124      1.97005200e-01    2.12259143e-01    8.11729377e-02    2.12259143e-01   -2.12259143e-04   -8.11729377e-05   -2.12259143e-04   -4.50539437e-05   -6.58904581e-06   -4.50539437e-05
125      2.02248080e-01    1.98789888e-01    7.11878229e-02    1.98789888e-01   -1.98789888e-04   -7.11878228e-05   -1.98789888e-04   -3.95174196e-05   -5.06770612e-06   -3.95174196e-05
126      2.07490960e-01    1.86175347e-01    6.24309809e-02    1.86175347e-01   -1.86175347e-04   -6.24309809e-05   -1.86175347e-04   -3.46612599e-05   -3.89762738e-06   -3.46612599e-05
127      2.12733840e-01    1.74361283e-01    5.47513216e-02    1.74361283e-01   -1.74361283e-04   -5.47513215e-05   -1.74361283e-04   -3.04018570e-05   -2.99770721e-06   -3.04018570e-05
128      2.17976720e-01    1.63296900e-01    4.80163401e-02    1.63296900e-01   -1.63296900e-04   -4.80163401e-05   -1.63296900e-04   -2.66658774e-05   -2.30556892e-06   -2.66658774e-05
129      2.23219600e-01    1.52934625e-01    4.21098313e-02    1.52934625e-01   -1.52934625e-04   -4.21098313e-05   -1.52934625e-04   -2.33889995e-05   -1.77323789e-06   -2.33889995e-05
130      2.28462480e-01    1.43229906e-01    3.69298845e-02    1.43229906e-01   -1.43229906e-04   -3.69298845e-05   -1.43229906e-04   -2.05148059e-05   -1.36381637e-06   -2.05148059e-05
131      2.33705360e-01    1.34141015e-01    3.23871250e-02    1.34141015e-01   -1.34141015e-04   -3.23871250e-05   -1.34141015e-04   -1.79938120e-05   -1.04892586e-06   -1.79938120e-05
132      2.38948240e-01    1.25628876e-01    2.84031721e-02    1.25628876e-01   -1.25628876e-04   -2.84031721e-05   -1.25628876e-04   -1.57826144e-05   -8.06740183e-07   -1.57826144e-05
133      2.44191120e-01    1.17656888e-01    2.49092868e-02    1.17656888e-01   -1.17656888e-04   -2.49092868e-05   -1.17656888e-04   -1.38431432e-05   -6.20472567e-07   -1.38431432e-05
134      2.49434000e-01    1.10190775e-01    2.18451857e-02    1.10190775e-01   -1.10190775e-04   -2.18451857e-05   -1.10190775e-04   -1.21420070e-05   -4.77212136e-07   -1.21420070e-05
135      2.54676880e-01    1.03198438e-01    1.91580008e-02    1.03198438e-01   -1.03198438e-04   -1.91580008e-05   -1.03198438e-04   -1.06499175e-05   -3.67028995e-07   -1.06499175e-05
136      2.59919760e-01    9.66498103e-02    1.68013677e-02    9.66498103e-02   -9.66498104e-05   -1.68013677e-05   -9.66498104e-05   -9.34118584e-06   -2.82285955e-07   -9.34118584e-06
137      2.65162640e-01    9.05167369e-02    1.47346248e-02    9.05167369e-02   -9.05167368e-05   -1.47346248e-05   -9.05167368e-05   -8.19327965e-06   -2.17109169e-07   -8.19327965e-06
138      2.70405520e-01    8.47728478e-02    1.29221129e-02    8.47728478e-02   -8.47728478e-05   -1.29221129e-05   -8.47728478e-05   -7.18643573e-06   -1.66981001e-07   -7.18643573e-06
139      2.75648400e-01    7.93934466e-02    1.13325587e-02    7.93934466e-02   -7.93934465e-05   -1.13325587e-05   -7.93934465e-05   -6.30331936e-06   -1.28426887e-07   -6.30331936e-06
140      2.80891280e-01    7.43554043e-02    9.93853625e-03    7.43554043e-02   -7.43554044e-05   -9.93853625e-06   -7.43554044e-05   -5.52872615e-06   -9.87745028e-08   -5.52872615e-06
141      2.86134160e-01    6.96370592e-02    8.71599302e-03    6.96370592e-02   -6.96370592e-05   -8.71599301e-06   -6.96370592e-05   -4.84932001e-06   -7.59685342e-08   -4.84932001e-06
142      2.91377040e-01    6.52181246e-02    7.64383531e-03    6.52181246e-02   -6.52181247e-05   -7.64383531e-06   -6.52181247e-05   -4.25340378e-06   -5.84282183e-08   -4.25340378e-06
143      2.96619920e-01    6.10796007e-02    6.70356414e-03    6.10796007e-02   -6.10796006e-05   -6.70356413e-06   -6.10796006e-05   -3.73071762e-06   -4.49377721e-08   -3.73071762e-06
144      3.01862800e-01    5.72036937e-02    5.87895609e-03    5.72036937e-02   -5.72036938e-05   -5.87895610e-06   -5.72036938e-05   -3.27226258e-06   -3.45621248e-08   -3.27226258e-06
145      3.07105680e-01    5.35737388e-02    5.15578340e-03    5.35737388e-02   -5.35737387e-05   -5.15578340e-06   -5.35737387e-05   -2.87014549e-06   -2.65821025e-08   -2.87014549e-06
146      3.12348560e-01    5.01741287e-02    4.52156847e-03    5.01741287e-02   -5.01741288e-05   -4.52156848e-06   -5.01741288e-05   -2.51744319e-06   -2.04445815e-08   -2.51744319e-06
147      3.17591440e-01    4.69902464e-02    3.96536857e-03    4.69902464e-02   -4.69902464e-05   -3.96536856e-06   -4.69902464e-05   -2.20808326e-06   -1.57241478e-08   -2.20808326e-06
148      3.22834320e-01    4.40084027e-02    3.47758703e-03    4.40084027e-02   -4.40084028e-05   -3.47758704e-06   -4.40084028e-05   -1.93673951e-06   -1.20936116e-08   -1.93673951e-06
149      3.28077200e-01    4.12157768e-02    3.04980769e-03    4.12157768e-02   -4.12157767e-05   -3.04980768e-06   -4.12157767e-05   -1.69874025e-06   -9.30132691e-09   -1.69874025e-06
150      3.33320080e-01    3.86003616e-02    2.67464965e-03    3.86003616e-02   -3.86003617e-05   -2.67464966e-06   -3.86003617e-05   -1.48998792e-06   -7.15375078e-09   -1.48998792e-06
151      3.38562960e-01    3.61509118e-02    2.34563995e-03    3.61509118e-02   -3.61509118e-05   -2.34563994e-06   -3.61509118e-05   -1.30688842e-06   -5.50202677e-09   -1.30688842e-06
152      3.43805840e-01    3.38568960e-02    2.05710186e-03    3.38568960e-02   -3.38568961e-05   -2.05710187e-06   -3.38568961e-05   -1.14628941e-06   -4.23166810e-09   -1.14628941e-06
153      3.49048720e-01    3.17084507e-02    1.80405696e-03    3.17084507e-02   -3.17084506e-05   -1.80405695e-06   -3.17084506e-05   -1.00542584e-06   -3.25462150e-09   -1.00542584e-06
154      3.54291600e-01    2.96963386e-02    1.58213921e-03    2.96963386e-02   -2.96963387e-05   -1.58213922e-06   -2.96963387e-05   -8.81872528e-07   -2.50316448e-09   -8.81872528e-07
155      3.59534480e-01    2.78119083e-02    1.38751965e-03    2.78119083e-02   -2.78119083e-05   -1.38751964e-06   -2.78119083e-05   -7.73502243e-07   -1.92521076e-09   -7.73502243e-07
156      3.64777360e-01    2.60470577e-02    1.21684031e-03    2.60470577e-02   -2.60470578e-05   -1.21684032e-06   -2.60470578e-05   -6.78449219e-07   -1.48070035e-09   -6.78449219e-07
157      3.70020240e-01    2.43941987e-02    1.06715631e-03    2.43941987e-02   -2.43941986e-05   -1.06715630e-06   -2.43941986e-05   -5.95076926e-07   -1.13882258e-09   -5.95076926e-07
158      3.75263120e-01    2.28462245e-02    9.35884994e-04    2.28462245e-02   -2.28462246e-05   -9.35885001e-07   -2.28462246e-05   -5.21949975e-07   -8.75880729e-10   -5.21949975e-07
159      3.80506000e-01    2.13964795e-02    8.20761415e-04    2.13964795e-02   -2.13964795e-05   -8.20761407e-07   -2.13964795e-05   -4.57809335e-07   -6.73649294e-10   -4.57809335e-07
160      3.85748880e-01    2.00387306e-02    7.19799232e-04    2.00387306e-02   -2.00387307e-05   -7.19799240e-07   -2.00387307e-05   -4.01550725e-07   -5.18110940e-10   -4.01550725e-07
161      3.90991760e-01    1.87671398e-02    6.31256447e-04    1.87671398e-02   -1.87671397e-05   -6.31256440e-07   -1.87671397e-05   -3.52205535e-07   -3.98484697e-10   -3.52205535e-07
162      3.96234640e-01    1.75762400e-02    5.53605345e-04    1.75762400e-02   -1.75762400e-05   -5.53605352e-07   -1.75762400e-05   -3.08924212e-07   -3.06478882e-10   -3.08924212e-07
163      4.00000000e-01    1.67679998e-02    5.03834809e-04    1.67679998e-02   -1.67679997e-05   -5.03834802e-07   -1.67679997e-05   -2.81165815e-07   -2.53849511e-10   -2.81165815e-07
End of Xyce(TM) Parameter Sweep
