Index        TIME                V(1)                I(V1)       
3534     2.4663679863e-06   -8.5649013658e+00    8.5649013658e-01
3535     2.4669572733e-06   -8.7501020916e+00    8.7501020916e-01
3536     2.4675465603e-06   -8.9233084595e+00    8.9233084595e-01
3537     2.4681358474e-06   -9.0842830440e+00    9.0842830440e-01
3538     2.4687251344e-06   -9.2328051863e+00    9.2328051863e-01
3539     2.4693144214e-06   -9.3686712969e+00    9.3686712969e-01
3540     2.4699037084e-06   -9.4916951350e+00    9.4916951350e-01
3541     2.4704929955e-06   -9.6017080636e+00    9.6017080636e-01
3542     2.4710822825e-06   -9.6985592803e+00    9.6985592803e-01
3543     2.4716715695e-06   -9.7821160248e+00    9.7821160248e-01
3544     2.4722608565e-06   -9.8522637600e+00    9.8522637600e-01
3545     2.4728501436e-06   -9.9089063299e+00    9.9089063299e-01
3546     2.4734394306e-06   -9.9519660904e+00    9.9519660904e-01
3547     2.4740287176e-06   -9.9813840168e+00    9.9813840168e-01
3548     2.4746180046e-06   -9.9971197839e+00    9.9971197839e-01
3549     2.4752072917e-06   -9.9991518215e+00    9.9991518215e-01
3550     2.4757965787e-06   -9.9874773443e+00    9.9874773443e-01
3551     2.4763858657e-06   -9.9621123552e+00    9.9621123552e-01
3552     2.4769751527e-06   -9.9230916237e+00    9.9230916237e-01
3553     2.4775644398e-06   -9.8704686383e+00    9.8704686383e-01
3554     2.4781537268e-06   -9.8043155327e+00    9.8043155327e-01
3555     2.4787430138e-06   -9.7247229876e+00    9.7247229876e-01
3556     2.4793323008e-06   -9.6318001058e+00    9.6318001058e-01
3557     2.4799215879e-06   -9.5256742630e+00    9.5256742630e-01
3558     2.4805108749e-06   -9.4064909332e+00    9.4064909332e-01
3559     2.4811001619e-06   -9.2744134889e+00    9.2744134889e-01
3560     2.4816894489e-06   -9.1296229777e+00    9.1296229777e-01
3561     2.4822787360e-06   -8.9723178737e+00    8.9723178737e-01
3562     2.4828680230e-06   -8.8027138057e+00    8.8027138057e-01
3563     2.4834573100e-06   -8.6210432615e+00    8.6210432615e-01
3564     2.4840465970e-06   -8.4275552692e+00    8.4275552692e-01
3565     2.4846358841e-06   -8.2225150559e+00    8.2225150559e-01
3566     2.4852251711e-06   -8.0062036841e+00    8.0062036841e-01
3567     2.4858144581e-06   -7.7789176665e+00    7.7789176665e-01
3568     2.4864037451e-06   -7.5409685595e+00    7.5409685595e-01
3569     2.4869930322e-06   -7.2926825359e+00    7.2926825359e-01
3570     2.4875823192e-06   -7.0343999382e+00    7.0343999382e-01
3571     2.4881716062e-06   -6.7664748120e+00    6.7664748120e-01
3572     2.4887608932e-06   -6.4892744203e+00    6.4892744203e-01
3573     2.4893501803e-06   -6.2031787405e+00    6.2031787405e-01
3574     2.4899394673e-06   -5.9085799433e+00    5.9085799433e-01
3575     2.4905287543e-06   -5.6058818553e+00    5.6058818553e-01
3576     2.4911180413e-06   -5.2954994052e+00    5.2954994052e-01
3577     2.4917073284e-06   -4.9778580553e+00    4.9778580553e-01
3578     2.4922966154e-06   -4.6533932181e+00    4.6533932181e-01
3579     2.4928859024e-06   -4.3225496595e+00    4.3225496595e-01
3580     2.4934751894e-06   -3.9857808892e+00    3.9857808892e-01
3581     2.4940644765e-06   -3.6435485391e+00    3.6435485391e-01
3582     2.4946537635e-06   -3.2963217301e+00    3.2963217301e-01
3583     2.4952430505e-06   -2.9445764296e+00    2.9445764296e-01
3584     2.4958323375e-06   -2.5887947986e+00    2.5887947986e-01
3585     2.4964216246e-06   -2.2294645312e+00    2.2294645312e-01
3586     2.4970109116e-06   -1.8670781858e+00    1.8670781858e-01
3587     2.4976001986e-06   -1.5021325098e+00    1.5021325098e-01
3588     2.4981894856e-06   -1.1351277590e+00    1.1351277590e-01
3589     2.4987787727e-06   -7.6656701161e-01    7.6656701161e-02
3590     2.4993680597e-06   -3.9695547892e-01    3.9695547892e-02
3591     2.4999573467e-06   -2.6799812469e-02    2.6799812469e-03
3592     2.5005466337e-06    3.4339259031e-01   -3.4339259031e-02
3593     2.5011359208e-06    7.1311428159e-01   -7.1311428159e-02
3594     2.5017252078e-06    1.0818584588e+00   -1.0818584588e-01
3595     2.5023144948e-06    1.4491196594e+00   -1.4491196594e-01
3596     2.5029037818e-06    1.8143944534e+00   -1.8143944534e-01
3597     2.5034930689e-06    2.1771821340e+00   -2.1771821340e-01
3598     2.5040823559e-06    2.5369854036e+00   -2.5369854036e-01
3599     2.5046716429e-06    2.8933110554e+00   -2.8933110554e-01
3600     2.5052609300e-06    3.2456706497e+00   -3.2456706497e-01
3601     2.5058502170e-06    3.5935811834e+00   -3.5935811834e-01
3602     2.5064395040e-06    3.9365657518e+00   -3.9365657518e-01
3603     2.5070287910e-06    4.2741542029e+00   -4.2741542029e-01
3604     2.5076180781e-06    4.6058837812e+00   -4.6058837812e-01
3605     2.5082073651e-06    4.9312997625e+00   -4.9312997625e-01
3606     2.5087966521e-06    5.2499560772e+00   -5.2499560772e-01
3607     2.5093859391e-06    5.5614159214e+00   -5.5614159214e-01
3608     2.5099752262e-06    5.8652523559e+00   -5.8652523559e-01
3609     2.5105645132e-06    6.1610488917e+00   -6.1610488917e-01
3610     2.5111538002e-06    6.4484000604e+00   -6.4484000604e-01
3611     2.5117430872e-06    6.7269119702e+00   -6.7269119702e-01
3612     2.5123323743e-06    6.9962028459e+00   -6.9962028459e-01
3613     2.5129216613e-06    7.2559035525e+00   -7.2559035525e-01
3614     2.5135109483e-06    7.5056581004e+00   -7.5056581004e-01
3615     2.5141002353e-06    7.7451241343e+00   -7.7451241343e-01
3616     2.5146895224e-06    7.9739734018e+00   -7.9739734018e-01
3617     2.5152788094e-06    8.1918922036e+00   -8.1918922036e-01
3618     2.5158680964e-06    8.3985818238e+00   -8.3985818238e-01
3619     2.5164573834e-06    8.5937589389e+00   -8.5937589389e-01
3620     2.5170466705e-06    8.7771560064e+00   -8.7771560064e-01
3621     2.5176359575e-06    8.9485216314e+00   -8.9485216314e-01
3622     2.5182252445e-06    9.1076209116e+00   -9.1076209116e-01
3623     2.5188145315e-06    9.2542357587e+00   -9.2542357587e-01
3624     2.5194038186e-06    9.3881651979e+00   -9.3881651979e-01
3625     2.5199931056e-06    9.5092256430e+00   -9.5092256430e-01
3626     2.5205823926e-06    9.6172511482e+00   -9.6172511482e-01
3627     2.5211716796e-06    9.7120936357e+00   -9.7120936357e-01
3628     2.5217609667e-06    9.7936230984e+00   -9.7936230984e-01
3629     2.5223502537e-06    9.8617277784e+00   -9.8617277784e-01
3630     2.5229395407e-06    9.9163143200e+00   -9.9163143200e-01
3631     2.5235288277e-06    9.9573078977e+00   -9.9573078977e-01
3632     2.5241181148e-06    9.9846523189e+00   -9.9846523189e-01
3633     2.5247074018e-06    9.9983101006e+00   -9.9983101006e-01
3634     2.5252966888e-06    9.9982625213e+00   -9.9982625213e-01
3635     2.5258859758e-06    9.9845096461e+00   -9.9845096461e-01
3636     2.5264752629e-06    9.9570703271e+00   -9.9570703271e-01
3637     2.5270645499e-06    9.9159821771e+00   -9.9159821771e-01
3638     2.5276538369e-06    9.8613015186e+00   -9.8613015186e-01
3639     2.5282431239e-06    9.7931033060e+00   -9.7931033060e-01
3640     2.5288324110e-06    9.7114810231e+00   -9.7114810231e-01
3641     2.5294216980e-06    9.6165465553e+00   -9.6165465553e-01
3642     2.5300109850e-06    9.5084300355e+00   -9.5084300355e-01
3643     2.5306002720e-06    9.3872796665e+00   -9.3872796665e-01
3644     2.5311895591e-06    9.2532615172e+00   -9.2532615172e-01
3645     2.5317788461e-06    9.1065592955e+00   -9.1065592955e-01
3646     2.5323681331e-06    8.9473740959e+00   -8.9473740959e-01
3647     2.5329574201e-06    8.7759241245e+00   -8.7759241245e-01
3648     2.5335467072e-06    8.5924443992e+00   -8.5924443992e-01
3649     2.5341359942e-06    8.3971864283e+00   -8.3971864283e-01
3650     2.5347252812e-06    8.1904178650e+00   -8.1904178650e-01
3651     2.5353145682e-06    7.9724221411e+00   -7.9724221411e-01
3652     2.5359038553e-06    7.7434980779e+00   -7.7434980779e-01
3653     2.5364931423e-06    7.5039594773e+00   -7.5039594773e-01
3654     2.5370824293e-06    7.2541346910e+00   -7.2541346910e-01
3655     2.5376717163e-06    6.9943661709e+00   -6.9943661709e-01
3656     2.5382610034e-06    6.7250099991e+00   -6.7250099991e-01
3657     2.5388502904e-06    6.4464354005e+00   -6.4464354005e-01
3658     2.5394395774e-06    6.1590242362e+00   -6.1590242362e-01
3659     2.5400288644e-06    5.8631704800e+00   -5.8631704800e-01
3660     2.5406181515e-06    5.5592796788e+00   -5.5592796788e-01
3661     2.5412074385e-06    5.2477683963e+00   -5.2477683963e-01
3662     2.5417967255e-06    4.9290636421e+00   -4.9290636421e-01
3663     2.5423860125e-06    4.6036022865e+00   -4.6036022865e-01
3664     2.5429752996e-06    4.2718304612e+00   -4.2718304612e-01
3665     2.5435645866e-06    3.9342029486e+00   -3.9342029486e-01
3666     2.5441538736e-06    3.5911825574e+00   -3.5911825574e-01
3667     2.5447431606e-06    3.2432394890e+00   -3.2432394890e-01
3668     2.5453324477e-06    2.8908506924e+00   -2.8908506924e-01
3669     2.5459217347e-06    2.5344992110e+00   -2.5344992110e-01
3670     2.5465110217e-06    2.1746735197e+00   -2.1746735197e-01
3671     2.5471003087e-06    1.8118668562e+00   -1.8118668562e-01
3672     2.5476895958e-06    1.4465765440e+00   -1.4465765440e-01
3673     2.5482788828e-06    1.0793033113e+00   -1.0793033113e-01
3674     2.5488681698e-06    7.1055060439e-01   -7.1055060439e-02
3675     2.5494574568e-06    3.4082389766e-01   -3.4082389766e-02
3676     2.5500467439e-06   -2.9369999471e-02    2.9369999471e-03
3677     2.5506360309e-06   -3.9952363716e-01    3.9952363716e-02
3678     2.5512253179e-06   -7.6912962072e-01    7.6912962072e-02
3679     2.5518146049e-06   -1.1376813062e+00    1.1376813062e-01
3680     2.5524038920e-06   -1.5046734949e+00    1.5046734949e-01
3681     2.5529931790e-06   -1.8696031256e+00    1.8696031256e-01
3682     2.5535824660e-06   -2.2319699646e+00    2.2319699646e-01
3683     2.5541717531e-06   -2.5912772913e+00    2.5912772913e-01
3684     2.5547610401e-06   -2.9470325785e+00    2.9470325785e-01
3685     2.5553503271e-06   -3.2987481686e+00    3.2987481686e-01
3686     2.5559396141e-06   -3.6459419410e+00    3.6459419410e-01
3687     2.5565289012e-06   -3.9881379738e+00    3.9881379738e-01
3688     2.5571181882e-06   -4.3248671957e+00    4.3248671957e-01
3689     2.5577074752e-06   -4.6556680290e+00    4.6556680290e-01
3690     2.5582967622e-06   -4.9800870228e+00    4.9800870228e-01
3691     2.5588860493e-06   -5.2976794739e+00    5.2976794739e-01
3692     2.5594753363e-06   -5.6080100368e+00    5.6080100368e-01
3693     2.5600646233e-06   -5.9106533204e+00    5.9106533204e-01
3694     2.5606539103e-06   -6.2051944710e+00    6.2051944710e-01
3695     2.5612431974e-06   -6.4912297412e+00    6.4912297412e-01
3696     2.5618324844e-06   -6.7683670430e+00    6.7683670430e-01
3697     2.5624217714e-06   -7.0362264854e+00    7.0362264854e-01
3698     2.5630110584e-06   -7.2944408956e+00    7.2944408956e-01
3699     2.5636003455e-06   -7.5426563213e+00    7.5426563213e-01
3700     2.5641896325e-06   -7.7805325171e+00    7.7805325171e-01
3701     2.5647789195e-06   -8.0077434097e+00    8.0077434097e-01
3702     2.5653682065e-06   -8.2239775459e+00    8.2239775459e-01
3703     2.5659574936e-06   -8.4289385189e+00    8.4289385189e-01
3704     2.5665467806e-06   -8.6223453748e+00    8.6223453748e-01
3705     2.5671360676e-06   -8.8039329978e+00    8.8039329978e-01
3706     2.5677253546e-06   -8.9734524732e+00    8.9734524732e-01
3707     2.5683146417e-06   -9.1306714294e+00    9.1306714294e-01
3708     2.5689039287e-06   -9.2753743557e+00    9.2753743557e-01
3709     2.5694932157e-06   -9.4073628979e+00    9.4073628979e-01
3710     2.5700825027e-06   -9.5264561304e+00    9.5264561304e-01
3711     2.5706717898e-06   -9.6324908040e+00    9.6324908040e-01
3712     2.5712610768e-06   -9.7253215699e+00    9.7253215699e-01
3713     2.5718503638e-06   -9.8048211786e+00    9.8048211786e-01
3714     2.5724396508e-06   -9.8708806546e+00    9.8708806546e-01
3715     2.5730289379e-06   -9.9234094457e+00    9.9234094457e-01
3716     2.5736182249e-06   -9.9623355472e+00    9.9623355472e-01
3717     2.5742075119e-06   -9.9876056004e+00    9.9876056004e-01
3718     2.5747967989e-06   -9.9991849659e+00    9.9991849659e-01
3719     2.5753860860e-06   -9.9970577711e+00    9.9970577711e-01
3720     2.5759753730e-06   -9.9812269318e+00    9.9812269318e-01
3721     2.5765646600e-06   -9.9517141486e+00    9.9517141486e-01
3722     2.5771539470e-06   -9.9085598766e+00    9.9085598766e-01
3723     2.5777432341e-06   -9.8518232702e+00    9.8518232702e-01
3724     2.5783325211e-06   -9.7815821021e+00    9.7815821021e-01
3725     2.5789218081e-06   -9.6979326568e+00    9.6979326568e-01
3726     2.5795110951e-06   -9.6009895981e+00    9.6009895981e-01
3727     2.5801003822e-06   -9.4908858125e+00    9.4908858125e-01
3728     2.5806896692e-06   -9.3677722267e+00    9.3677722267e-01
3729     2.5812789562e-06   -9.2318176008e+00    9.2318176008e-01
3730     2.5818682432e-06   -9.0832082970e+00    9.0832082970e-01
3731     2.5824575303e-06   -8.9221480242e+00    8.9221480242e-01
3732     2.5830468173e-06   -8.7488575586e+00    8.7488575586e-01
3733     2.5836361043e-06   -8.5635744413e+00    8.5635744413e-01
3734     2.5842253913e-06   -8.3665526522e+00    8.3665526522e-01
3735     2.5848146784e-06   -8.1580622626e+00    8.1580622626e-01
3736     2.5854039654e-06   -7.9383890642e+00    7.9383890642e-01
3737     2.5859932524e-06   -7.7078341782e+00    7.7078341782e-01
3738     2.5865825394e-06   -7.4667136416e+00    7.4667136416e-01
3739     2.5871718265e-06   -7.2153579748e+00    7.2153579748e-01
3740     2.5877611135e-06   -6.9541117279e+00    6.9541117279e-01
3741     2.5883504005e-06   -6.6833330090e+00    6.6833330090e-01
3742     2.5889396875e-06   -6.4033929926e+00    6.4033929926e-01
3743     2.5895289746e-06   -6.1146754117e+00    6.1146754117e-01
3744     2.5901182616e-06   -5.8175760309e+00    5.8175760309e-01
3745     2.5907075486e-06   -5.5125021044e+00    5.5125021044e-01
3746     2.5912968356e-06   -5.1998718179e+00    5.1998718179e-01
3747     2.5918861227e-06   -4.8801137147e+00    4.8801137147e-01
3748     2.5924754097e-06   -4.5536661090e+00    4.5536661090e-01
3749     2.5930646967e-06   -4.2209764847e+00    4.2209764847e-01
3750     2.5936539837e-06   -3.8825008819e+00    3.8825008819e-01
3751     2.5942432708e-06   -3.5387032722e+00    3.5387032722e-01
3752     2.5948325578e-06   -3.1900549221e+00    3.1900549221e-01
3753     2.5954218448e-06   -2.8370337475e+00    2.8370337475e-01
3754     2.5960111318e-06   -2.4801236587e+00    2.4801236587e-01
3755     2.5966004189e-06   -2.1198138962e+00    2.1198138962e-01
3756     2.5971897059e-06   -1.7565983613e+00    1.7565983613e-01
3757     2.5977789929e-06   -1.3909749379e+00    1.3909749379e-01
3758     2.5983682799e-06   -1.0234448110e+00    1.0234448110e-01
3759     2.5989575670e-06   -6.5451177895e-01    6.5451177895e-02
3760     2.5995468540e-06   -2.8468156324e-01    2.8468156324e-02
3761     2.6001361410e-06    8.5538884774e-02   -8.5538884774e-03
3762     2.6007254280e-06    4.5564207884e-01   -4.5564207884e-02
3763     2.6013147151e-06    8.2512069345e-01   -8.2512069345e-02
3764     2.6019040021e-06    1.1934682592e+00   -1.1934682592e-01
3765     2.6024932891e-06    1.5601798572e+00   -1.5601798572e-01
3766     2.6030825762e-06    1.9247528109e+00   -1.9247528109e-01
3767     2.6036718632e-06    2.2866873755e+00   -2.2866873755e-01
3768     2.6042611502e-06    2.6454874229e+00   -2.6454874229e-01
3769     2.6048504372e-06    3.0006611214e+00   -3.0006611214e-01
3770     2.6054397243e-06    3.3517216103e+00   -3.3517216103e-01
3771     2.6060290113e-06    3.6981876674e+00   -3.6981876674e-01
3772     2.6066182983e-06    4.0395843681e+00   -4.0395843681e-01
3773     2.6072075853e-06    4.3754437368e+00   -4.3754437368e-01
3774     2.6077968724e-06    4.7053053884e+00   -4.7053053884e-01
3775     2.6083861594e-06    5.0287171590e+00   -5.0287171590e-01
3776     2.6089754464e-06    5.3452357263e+00   -5.3452357263e-01
3777     2.6095647334e-06    5.6544272169e+00   -5.6544272169e-01
3778     2.6101540205e-06    5.9558678010e+00   -5.9558678010e-01
3779     2.6107433075e-06    6.2491442735e+00   -6.2491442735e-01
3780     2.6113325945e-06    6.5338546207e+00   -6.5338546207e-01
3781     2.6119218815e-06    6.8096085706e+00   -6.8096085706e-01
3782     2.6125111686e-06    7.0760281286e+00   -7.0760281286e-01
3783     2.6131004556e-06    7.3327480955e+00   -7.3327480955e-01
3784     2.6136897426e-06    7.5794165678e+00   -7.5794165678e-01
3785     2.6142790296e-06    7.8156954203e+00   -7.8156954203e-01
3786     2.6148683167e-06    8.0412607695e+00   -8.0412607695e-01
3787     2.6154576037e-06    8.2558034178e+00   -8.2558034178e-01
3788     2.6160468907e-06    8.4590292770e+00   -8.4590292770e-01
3789     2.6166361777e-06    8.6506597716e+00   -8.6506597716e-01
3790     2.6172254648e-06    8.8304322208e+00   -8.8304322208e-01
3791     2.6178147518e-06    8.9981001983e+00   -8.9981001983e-01
3792     2.6184040388e-06    9.1534338702e+00   -9.1534338702e-01
3793     2.6189933258e-06    9.2962203101e+00   -9.2962203101e-01
3794     2.6195826129e-06    9.4262637910e+00   -9.4262637910e-01
3795     2.6201718999e-06    9.5433860535e+00   -9.5433860535e-01
3796     2.6207611869e-06    9.6474265501e+00   -9.6474265501e-01
3797     2.6213504739e-06    9.7382426655e+00   -9.7382426655e-01
3798     2.6219397610e-06    9.8157099120e+00   -9.8157099120e-01
3799     2.6225290480e-06    9.8797220998e+00   -9.8797220998e-01
3800     2.6231183350e-06    9.9301914831e+00   -9.9301914831e-01
3801     2.6237076220e-06    9.9670488802e+00   -9.9670488802e-01
3802     2.6242969091e-06    9.9902437681e+00   -9.9902437681e-01
3803     2.6248861961e-06    9.9997443521e+00   -9.9997443521e-01
3804     2.6254754831e-06    9.9955376089e+00   -9.9955376089e-01
3805     2.6260647701e-06    9.9776293051e+00   -9.9776293051e-01
3806     2.6266540572e-06    9.9460439888e+00   -9.9460439888e-01
3807     2.6272433442e-06    9.9008249562e+00   -9.9008249562e-01
3808     2.6278326312e-06    9.8420341920e+00   -9.8420341920e-01
3809     2.6284219182e-06    9.7697522847e+00   -9.7697522847e-01
3810     2.6290112053e-06    9.6840783160e+00   -9.6840783160e-01
3811     2.6296004923e-06    9.5851297251e+00   -9.5851297251e-01
3812     2.6301897793e-06    9.4730421475e+00   -9.4730421475e-01
3813     2.6307790663e-06    9.3479692291e+00   -9.3479692291e-01
3814     2.6313683534e-06    9.2100824160e+00   -9.2100824160e-01
3815     2.6319576404e-06    9.0595707189e+00   -9.0595707189e-01
3816     2.6325469274e-06    8.8966404545e+00   -8.8966404545e-01
3817     2.6331362144e-06    8.7215149622e+00   -8.7215149622e-01
3818     2.6337255015e-06    8.5344342984e+00   -8.5344342984e-01
3819     2.6343147885e-06    8.3356549073e+00   -8.3356549073e-01
3820     2.6349040755e-06    8.1254492693e+00   -8.1254492693e-01
3821     2.6354933625e-06    7.9041055275e+00   -7.9041055275e-01
3822     2.6360826496e-06    7.6719270927e+00   -7.6719270927e-01
3823     2.6366719366e-06    7.4292322276e+00   -7.4292322276e-01
3824     2.6372612236e-06    7.1763536106e+00   -7.1763536106e-01
3825     2.6378505106e-06    6.9136378794e+00   -6.9136378794e-01
3826     2.6384397977e-06    6.6414451564e+00   -6.6414451564e-01
3827     2.6390290847e-06    6.3601485546e+00   -6.3601485546e-01
3828     2.6396183717e-06    6.0701336662e+00   -6.0701336662e-01
3829     2.6402076587e-06    5.7717980344e+00   -5.7717980344e-01
3830     2.6407969458e-06    5.4655506079e+00   -5.4655506079e-01
3831     2.6413862328e-06    5.1518111809e+00   -5.1518111809e-01
3832     2.6419755198e-06    4.8310098173e+00   -4.8310098173e-01
3833     2.6425648068e-06    4.5035862612e+00   -4.5035862612e-01
3834     2.6431540939e-06    4.1699893343e+00   -4.1699893343e-01
3835     2.6437433809e-06    3.8306763205e+00   -3.8306763205e-01
3836     2.6443326679e-06    3.4861123392e+00   -3.4861123392e-01
3837     2.6449219549e-06    3.1367697074e+00   -3.1367697074e-01
3838     2.6455112420e-06    2.7831272929e+00   -2.7831272929e-01
3839     2.6461005290e-06    2.4256698573e+00   -2.4256698573e-01
3840     2.6466898160e-06    2.0648873916e+00   -2.0648873916e-01
3841     2.6472791030e-06    1.7012744449e+00   -1.7012744449e-01
3842     2.6478683901e-06    1.3353294460e+00   -1.3353294460e-01
3843     2.6484576771e-06    9.6755402061e-01   -9.6755402061e-02
3844     2.6490469641e-06    5.9845230336e-01   -5.9845230336e-02
3845     2.6496362511e-06    2.2853024698e-01   -2.2853024698e-02
3846     2.6502255382e-06   -1.4170507128e-01    1.4170507128e-02
3847     2.6508148252e-06   -5.1174614481e-01    5.1174614481e-02
3848     2.6514041122e-06   -8.8108573322e-01    8.8108573322e-02
3849     2.6519933993e-06   -1.2492175577e+00    1.2492175577e-01
3850     2.6525826863e-06   -1.6156369951e+00    1.6156369951e-01
3851     2.6531719733e-06   -1.9798417693e+00    1.9798417693e-01
3852     2.6537612603e-06   -2.3413326404e+00    2.3413326404e-01
3853     2.6543505474e-06   -2.6996140881e+00    2.6996140881e-01
3854     2.6549398344e-06   -3.0541949919e+00    3.0541949919e-01
3855     2.6555291214e-06   -3.4045893037e+00    3.4045893037e-01
3856     2.6561184084e-06   -3.7503167143e+00    3.7503167143e-01
3857     2.6567076955e-06   -4.0909033116e+00    4.0909033116e-01
3858     2.6572969825e-06   -4.4258822306e+00    4.4258822306e-01
3859     2.6578862695e-06   -4.7547942930e+00    4.7547942930e-01
3860     2.6584755565e-06   -5.0771886367e+00    5.0771886367e-01
3861     2.6590648436e-06   -5.3926233340e+00    5.3926233340e-01
3862     2.6596541306e-06   -5.7006659971e+00    5.7006659971e-01
3863     2.6602434176e-06   -6.0008943710e+00    6.0008943710e-01
3864     2.6608327046e-06   -6.2928969125e+00    6.2928969125e-01
3865     2.6614219917e-06   -6.5762733539e+00    6.5762733539e-01
3866     2.6620112787e-06   -6.8506352517e+00    6.8506352517e-01
3867     2.6626005657e-06   -7.1156065198e+00    7.1156065198e-01
3868     2.6631898527e-06   -7.3708239438e+00    7.3708239438e-01
3869     2.6637791398e-06   -7.6159376801e+00    7.6159376801e-01
3870     2.6643684268e-06   -7.8506117346e+00    7.8506117346e-01
3871     2.6649577138e-06   -8.0745244237e+00    8.0745244237e-01
3872     2.6655470008e-06   -8.2873688151e+00    8.2873688151e-01
3873     2.6661362879e-06   -8.4888531486e+00    8.4888531486e-01
3874     2.6667255749e-06   -8.6787012360e+00    8.6787012360e-01
3875     2.6673148619e-06   -8.8566528395e+00    8.8566528395e-01
3876     2.6679041489e-06   -9.0224640290e+00    9.0224640290e-01
3877     2.6684934360e-06   -9.1759075157e+00    9.1759075157e-01
3878     2.6690827230e-06   -9.3167729643e+00    9.3167729643e-01
3879     2.6696720100e-06   -9.4448672810e+00    9.4448672810e-01
3880     2.6702612970e-06   -9.5600148782e+00    9.5600148782e-01
3881     2.6708505841e-06   -9.6620579153e+00    9.6620579153e-01
3882     2.6714398711e-06   -9.7508565150e+00    9.7508565150e-01
3883     2.6720291581e-06   -9.8262889550e+00    9.8262889550e-01
3884     2.6726184451e-06   -9.8882518350e+00    9.8882518350e-01
3885     2.6732077322e-06   -9.9366602182e+00    9.9366602182e-01
3886     2.6737970192e-06   -9.9714477481e+00    9.9714477481e-01
3887     2.6743863062e-06   -9.9925667389e+00    9.9925667389e-01
3888     2.6749755932e-06   -9.9999882416e+00    9.9999882416e-01
3889     2.6755648803e-06   -9.9937020828e+00    9.9937020828e-01
3890     2.6761541673e-06   -9.9737168794e+00    9.9737168794e-01
3891     2.6767434543e-06   -9.9400600266e+00    9.9400600266e-01
3892     2.6773327413e-06   -9.8927776601e+00    9.8927776601e-01
3893     2.6779220284e-06   -9.8319345929e+00    9.8319345929e-01
3894     2.6785113154e-06   -9.7576142269e+00    9.7576142269e-01
3895     2.6791006024e-06   -9.6699184380e+00    9.6699184380e-01
3896     2.6796898894e-06   -9.5689674367e+00    9.5689674367e-01
3897     2.6802791765e-06   -9.4548996034e+00    9.4548996034e-01
3898     2.6808684635e-06   -9.3278712987e+00    9.3278712987e-01
3899     2.6814577505e-06   -9.1880566488e+00    9.1880566488e-01
3900     2.6820470375e-06   -9.0356473071e+00    9.0356473071e-01
3901     2.6826363246e-06   -8.8708521915e+00    8.8708521915e-01
3902     2.6832256116e-06   -8.6938971977e+00    8.6938971977e-01
3903     2.6838148986e-06   -8.5050248901e+00    8.5050248901e-01
3904     2.6844041856e-06   -8.3044941686e+00    8.3044941686e-01
3905     2.6849934727e-06   -8.0925799143e+00    8.0925799143e-01
3906     2.6855827597e-06   -7.8695726124e+00    7.8695726124e-01
3907     2.6861720467e-06   -7.6357779541e+00    7.6357779541e-01
3908     2.6867613337e-06   -7.3915164177e+00    7.3915164177e-01
3909     2.6873506208e-06   -7.1371228289e+00    7.1371228289e-01
3910     2.6879399078e-06   -6.8729459024e+00    6.8729459024e-01
3911     2.6885291948e-06   -6.5993477632e+00    6.5993477632e-01
3912     2.6891184818e-06   -6.3167034509e+00    6.3167034509e-01
3913     2.6897077689e-06   -6.0254004052e+00    6.0254004052e-01
3914     2.6902970559e-06   -5.7258379350e+00    5.7258379350e-01
3915     2.6908863429e-06   -5.4184266707e+00    5.4184266707e-01
3916     2.6914756299e-06   -5.1035880019e+00    5.1035880019e-01
3917     2.6920649170e-06   -4.7817534993e+00    4.7817534993e-01
3918     2.6926542040e-06   -4.4533643232e+00    4.4533643232e-01
3919     2.6932434910e-06   -4.1188706188e+00    4.1188706188e-01
3920     2.6938327780e-06   -3.7787308995e+00    3.7787308995e-01
3921     2.6944220651e-06   -3.4334114177e+00    3.4334114177e-01
3922     2.6950113521e-06   -3.0833855262e+00    3.0833855262e-01
3923     2.6956006391e-06   -2.7291330293e+00    2.7291330293e-01
3924     2.6961899261e-06   -2.3711395248e+00    2.3711395248e-01
3925     2.6967792132e-06   -2.0098957388e+00    2.0098957388e-01
3926     2.6973685002e-06   -1.6458968524e+00    1.6458968524e-01
3927     2.6979577872e-06   -1.2796418238e+00    1.2796418238e-01
3928     2.6985470742e-06   -9.1163270341e-01    9.1163270341e-02
3929     2.6991363613e-06   -5.4237394630e-01    5.4237394630e-02
3930     2.6997256483e-06   -1.7237172049e-01    1.7237172049e-02
3931     2.7003149353e-06    1.9786678693e-01   -1.9786678693e-02
3932     2.7009042223e-06    5.6783406493e-01   -5.6783406493e-02
3933     2.7014935094e-06    9.3702297431e-01   -9.3702297431e-02
3934     2.7020827964e-06    1.3049274428e+00   -1.3049274428e-01
3935     2.7026720834e-06    1.6710431589e+00   -1.6710431589e-01
3936     2.7032613705e-06    2.0348682628e+00   -2.0348682628e-01
3937     2.7038506575e-06    2.3959040350e+00   -2.3959040350e-01
3938     2.7044399445e-06    2.7536555792e+00   -2.7536555792e-01
3939     2.7050292315e-06    3.1076325011e+00   -3.1076325011e-01
3940     2.7056185186e-06    3.4573495806e+00   -3.4573495806e-01
3941     2.7062078056e-06    3.8023274368e+00   -3.8023274368e-01
3942     2.7067970926e-06    4.1420931852e+00   -4.1420931852e-01
3943     2.7073863796e-06    4.4761810858e+00   -4.4761810858e-01
3944     2.7079756667e-06    4.8041331817e+00   -4.8041331817e-01
