Index       TIME              V(1)              I(L1)             V(3)              V(2)              I(VS)      
3248     1.54267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40194102e-02    1.87756871e-05
3249     1.54315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38107365e-02    1.40797839e-05
3250     1.54363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36766344e-02    9.45871840e-06
3251     1.54410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36141735e-02    4.90960039e-06
3252     1.54458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36203684e-02    4.29484744e-07
3253     1.54505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36925507e-02   -3.98425683e-06
3254     1.54553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38286368e-02   -8.33366790e-06
3255     1.54601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40272529e-02   -1.26200820e-05
3256     1.54648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42877244e-02   -1.68441335e-05
3257     1.54696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46099604e-02   -2.10058732e-05
3258     1.54744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49942753e-02   -2.51049468e-05
3259     1.54791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54411883e-02   -2.91407947e-05
3260     1.54839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59512325e-02   -3.31128436e-05
3261     1.54886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65247959e-02   -3.70206657e-05
3262     1.54934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71620051e-02   -4.08640941e-05
3263     1.54982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69428440e-02    1.33030074e-05
3264     1.55029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62493585e-02    4.34443692e-05
3265     1.55077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56406322e-02    3.83476853e-05
3266     1.55125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51146336e-02    3.33337942e-05
3267     1.55172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46698597e-02    2.84012334e-05
3268     1.55220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43052259e-02    2.35489582e-05
3269     1.55267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40194889e-02    1.87757658e-05
3270     1.55315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38108144e-02    1.40798618e-05
3271     1.55363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36767041e-02    9.45878812e-06
3272     1.55410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36142280e-02    4.90965493e-06
3273     1.55458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36204021e-02    4.29518451e-07
3274     1.55505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36925600e-02   -3.98424756e-06
3275     1.55553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38286205e-02   -8.33368422e-06
3276     1.55601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40272124e-02   -1.26201224e-05
3277     1.55648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42876637e-02   -1.68441942e-05
3278     1.55696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46098851e-02   -2.10059486e-05
3279     1.55744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49941924e-02   -2.51050297e-05
3280     1.55791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54411052e-02   -2.91408777e-05
3281     1.55839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59511566e-02   -3.31129196e-05
3282     1.55886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65247333e-02   -3.70207283e-05
3283     1.55934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71619609e-02   -4.08641382e-05
3284     1.55982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69428215e-02    1.33029849e-05
3285     1.56029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62493589e-02    4.34443697e-05
3286     1.56077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56406550e-02    3.83477080e-05
3287     1.56125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51146767e-02    3.33338373e-05
3288     1.56172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46699198e-02    2.84012935e-05
3289     1.56220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43052983e-02    2.35490306e-05
3290     1.56267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40195676e-02    1.87758445e-05
3291     1.56315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38108924e-02    1.40799397e-05
3292     1.56363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36767738e-02    9.45885783e-06
3293     1.56410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36142825e-02    4.90970946e-06
3294     1.56458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36204358e-02    4.29552157e-07
3295     1.56505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36925693e-02   -3.98423830e-06
3296     1.56553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38286041e-02   -8.33370054e-06
3297     1.56601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40271720e-02   -1.26201629e-05
3298     1.56648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42876029e-02   -1.68442549e-05
3299     1.56696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46098098e-02   -2.10060239e-05
3300     1.56744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49941094e-02   -2.51051126e-05
3301     1.56791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54410221e-02   -2.91409608e-05
3302     1.56839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59510806e-02   -3.31129956e-05
3303     1.56886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65246708e-02   -3.70207908e-05
3304     1.56934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71619168e-02   -4.08641823e-05
3305     1.56982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69427990e-02    1.33029624e-05
3306     1.57029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62493594e-02    4.34443701e-05
3307     1.57077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56406778e-02    3.83477308e-05
3308     1.57125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51147198e-02    3.33338804e-05
3309     1.57172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46699800e-02    2.84013536e-05
3310     1.57220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43053707e-02    2.35491030e-05
3311     1.57267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40196463e-02    1.87759231e-05
3312     1.57315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38109703e-02    1.40800176e-05
3313     1.57363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36768436e-02    9.45892754e-06
3314     1.57410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36143371e-02    4.90976400e-06
3315     1.57458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36204695e-02    4.29585863e-07
3316     1.57505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36925785e-02   -3.98422904e-06
3317     1.57553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38285878e-02   -8.33371685e-06
3318     1.57601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40271315e-02   -1.26202033e-05
3319     1.57648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42875422e-02   -1.68443157e-05
3320     1.57696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46097345e-02   -2.10060992e-05
3321     1.57744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49940265e-02   -2.51051956e-05
3322     1.57791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54409391e-02   -2.91410439e-05
3323     1.57839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59510046e-02   -3.31130716e-05
3324     1.57886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65246082e-02   -3.70208534e-05
3325     1.57934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71618726e-02   -4.08642265e-05
3326     1.57982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69427765e-02    1.33029399e-05
3327     1.58029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62493598e-02    4.34443705e-05
3328     1.58077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56407005e-02    3.83477536e-05
3329     1.58125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51147629e-02    3.33339235e-05
3330     1.58172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46700401e-02    2.84014137e-05
3331     1.58220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43054431e-02    2.35491755e-05
3332     1.58267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40197250e-02    1.87760018e-05
3333     1.58315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38110482e-02    1.40800955e-05
3334     1.58363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36769133e-02    9.45899725e-06
3335     1.58410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36143916e-02    4.90981853e-06
3336     1.58458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36205032e-02    4.29619570e-07
3337     1.58505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36925878e-02   -3.98421977e-06
3338     1.58553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38285715e-02   -8.33373317e-06
3339     1.58601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40270911e-02   -1.26202437e-05
3340     1.58648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42874814e-02   -1.68443764e-05
3341     1.58696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46096591e-02   -2.10061745e-05
3342     1.58744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49939436e-02   -2.51052785e-05
3343     1.58791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54408560e-02   -2.91411270e-05
3344     1.58839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59509286e-02   -3.31131476e-05
3345     1.58886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65245457e-02   -3.70209159e-05
3346     1.58934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71618285e-02   -4.08642706e-05
3347     1.58982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69427540e-02    1.33029175e-05
3348     1.59029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62493602e-02    4.34443710e-05
3349     1.59077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56407233e-02    3.83477764e-05
3350     1.59125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51148060e-02    3.33339666e-05
3351     1.59172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46701002e-02    2.84014738e-05
3352     1.59220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43055155e-02    2.35492479e-05
3353     1.59267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40198036e-02    1.87760805e-05
3354     1.59315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38111261e-02    1.40801735e-05
3355     1.59363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36769830e-02    9.45906696e-06
3356     1.59410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36144461e-02    4.90987307e-06
3357     1.59458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36205369e-02    4.29653277e-07
3358     1.59505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36925970e-02   -3.98421051e-06
3359     1.59553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38285552e-02   -8.33374949e-06
3360     1.59601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40270506e-02   -1.26202842e-05
3361     1.59648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42874207e-02   -1.68444372e-05
3362     1.59696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46095838e-02   -2.10062498e-05
3363     1.59744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49938606e-02   -2.51053614e-05
3364     1.59791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54407729e-02   -2.91412101e-05
3365     1.59839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59508526e-02   -3.31132236e-05
3366     1.59886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65244831e-02   -3.70209785e-05
3367     1.59934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71617844e-02   -4.08643148e-05
3368     1.59982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69427316e-02    1.33028950e-05
3369     1.60029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62493607e-02    4.34443714e-05
3370     1.60077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56407461e-02    3.83477991e-05
3371     1.60125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51148491e-02    3.33340097e-05
3372     1.60172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46701603e-02    2.84015339e-05
3373     1.60220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43055879e-02    2.35493203e-05
3374     1.60267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40198823e-02    1.87761592e-05
3375     1.60315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38112040e-02    1.40802514e-05
3376     1.60363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36770527e-02    9.45913668e-06
3377     1.60410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36145007e-02    4.90992760e-06
3378     1.60458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36205706e-02    4.29686983e-07
3379     1.60505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36926063e-02   -3.98420125e-06
3380     1.60553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38285389e-02   -8.33376581e-06
3381     1.60601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40270102e-02   -1.26203246e-05
3382     1.60648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42873600e-02   -1.68444979e-05
3383     1.60696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46095085e-02   -2.10063252e-05
3384     1.60744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49937777e-02   -2.51054444e-05
3385     1.60791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54406898e-02   -2.91412931e-05
3386     1.60839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59507766e-02   -3.31132996e-05
3387     1.60886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65244206e-02   -3.70210410e-05
3388     1.60934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71617402e-02   -4.08643589e-05
3389     1.60982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69427091e-02    1.33028725e-05
3390     1.61029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62493611e-02    4.34443718e-05
3391     1.61077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56407689e-02    3.83478219e-05
3392     1.61125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51148922e-02    3.33340528e-05
3393     1.61172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46702204e-02    2.84015940e-05
3394     1.61220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43056603e-02    2.35493927e-05
3395     1.61267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40199610e-02    1.87762379e-05
3396     1.61315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38112819e-02    1.40803293e-05
3397     1.61363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36771224e-02    9.45920639e-06
3398     1.61410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36145552e-02    4.90998214e-06
3399     1.61458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36206043e-02    4.29720690e-07
3400     1.61505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36926156e-02   -3.98419199e-06
3401     1.61553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38285225e-02   -8.33378212e-06
3402     1.61601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40269697e-02   -1.26203651e-05
3403     1.61648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42872992e-02   -1.68445587e-05
3404     1.61696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46094332e-02   -2.10064005e-05
3405     1.61744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49936948e-02   -2.51055273e-05
3406     1.61791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54406067e-02   -2.91413762e-05
3407     1.61839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59507006e-02   -3.31133756e-05
3408     1.61886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65243580e-02   -3.70211036e-05
3409     1.61934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71616961e-02   -4.08644030e-05
3410     1.61982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69426866e-02    1.33028500e-05
3411     1.62029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62493615e-02    4.34443723e-05
3412     1.62077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56407916e-02    3.83478447e-05
3413     1.62125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51149353e-02    3.33340959e-05
3414     1.62172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.46702805e-02    2.84016541e-05
3415     1.62220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43057327e-02    2.35494651e-05
3416     1.62267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40200397e-02    1.87763166e-05
3417     1.62315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38113598e-02    1.40804072e-05
3418     1.62363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36771921e-02    9.45927610e-06
3419     1.62410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.36146097e-02    4.91003667e-06
3420     1.62458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.36206380e-02    4.29754396e-07
3421     1.62505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.36926248e-02   -3.98418272e-06
3422     1.62553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.38285062e-02   -8.33379844e-06
3423     1.62601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.40269293e-02   -1.26204055e-05
3424     1.62648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42872385e-02   -1.68446194e-05
3425     1.62696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.46093579e-02   -2.10064758e-05
3426     1.62744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49936118e-02   -2.51056102e-05
3427     1.62791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54405236e-02   -2.91414593e-05
3428     1.62839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59506246e-02   -3.31134516e-05
3429     1.62886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65242955e-02   -3.70211661e-05
3430     1.62934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.71616519e-02   -4.08644472e-05
3431     1.62982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.69426641e-02    1.33028275e-05
3432     1.63029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.62493619e-02    4.34443727e-05
3433     1.63077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.56408144e-02    3.83478675e-05
3434     1.63125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.51149784e-02    3.33341390e-05
3435     1.63172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.47432919e-02    2.84746656e-05
3436     1.63220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43593796e-02    2.36031119e-05
3437     1.63267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40485466e-02    1.88048235e-05
3438     1.63315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38102540e-02    1.40793014e-05
3439     1.63363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36446575e-02    9.42674149e-06
3440     1.63410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.35523732e-02    4.84780008e-06
3441     1.63458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.35340990e-02    3.43215386e-07
3442     1.63505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.35902444e-02   -4.08656313e-06
3443     1.63553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.37206640e-02   -8.44164068e-06
3444     1.63601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.39245347e-02   -1.27228001e-05
3445     1.63648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42003694e-02   -1.69314884e-05
3446     1.63696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.45461341e-02   -2.10696996e-05
3447     1.63744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49594268e-02   -2.51397952e-05
3448     1.63791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54376790e-02   -2.91443039e-05
3449     1.63839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59783453e-02   -3.30857309e-05
3450     1.63886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65790615e-02   -3.69664001e-05
3451     1.63934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.72377590e-02   -4.07883402e-05
3452     1.63982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.70329778e-02    1.33931412e-05
3453     1.64029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.63455441e-02    4.35405549e-05
3454     1.64077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.57351810e-02    3.84422340e-05
3455     1.64125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.52014022e-02    3.34205628e-05
3456     1.64172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.47432298e-02    2.84746035e-05
3457     1.64220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43593059e-02    2.36030382e-05
3458     1.64267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40484674e-02    1.88047443e-05
3459     1.64315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38101763e-02    1.40792237e-05
3460     1.64363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36445886e-02    9.42667263e-06
3461     1.64410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.35523200e-02    4.84774689e-06
3462     1.64458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.35340669e-02    3.43183311e-07
3463     1.64505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.35902368e-02   -4.08657071e-06
3464     1.64553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.37206818e-02   -8.44162287e-06
3465     1.64601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.39245763e-02   -1.27227586e-05
3466     1.64648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42004307e-02   -1.69314272e-05
3467     1.64696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.45462092e-02   -2.10696245e-05
3468     1.64744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49595088e-02   -2.51397133e-05
3469     1.64791667e-02    0.00000000e+00    0.00000000e+00    7.45819830e-02    4.54377604e-02   -2.91442226e-05
3470     1.64839286e-02    0.00000000e+00    0.00000000e+00    7.90640762e-02    4.59784189e-02   -3.30856573e-05
3471     1.64886905e-02    0.00000000e+00    0.00000000e+00    8.35454616e-02    4.65791211e-02   -3.69663405e-05
3472     1.64934524e-02    0.00000000e+00    0.00000000e+00    8.80260991e-02    4.72377998e-02   -4.07882993e-05
3473     1.64982143e-02    0.00000000e+00    0.00000000e+00    3.36398366e-02    4.70329969e-02    1.33931603e-05
3474     1.65029762e-02    0.00000000e+00    0.00000000e+00    2.80498926e-03    4.63455403e-02    4.35405511e-05
3475     1.65077381e-02    0.00000000e+00    0.00000000e+00    7.29294695e-03    4.57351551e-02    3.84422082e-05
3476     1.65125000e-02    0.00000000e+00    0.00000000e+00    1.17808394e-02    4.52013565e-02    3.34205171e-05
3477     1.65172619e-02    0.00000000e+00    0.00000000e+00    1.62686263e-02    4.47431677e-02    2.84745414e-05
3478     1.65220238e-02    0.00000000e+00    0.00000000e+00    2.07562676e-02    4.43592322e-02    2.36029645e-05
3479     1.65267857e-02    0.00000000e+00    0.00000000e+00    2.52437231e-02    4.40483882e-02    1.88046651e-05
3480     1.65315476e-02    0.00000000e+00    0.00000000e+00    2.97309527e-02    4.38100986e-02    1.40791460e-05
3481     1.65363095e-02    0.00000000e+00    0.00000000e+00    3.42179160e-02    4.36445198e-02    9.42660377e-06
3482     1.65410714e-02    0.00000000e+00    0.00000000e+00    3.87045731e-02    4.35522668e-02    4.84769370e-06
3483     1.65458333e-02    0.00000000e+00    0.00000000e+00    4.31908836e-02    4.35340349e-02    3.43151237e-07
3484     1.65505952e-02    0.00000000e+00    0.00000000e+00    4.76768076e-02    4.35902293e-02   -4.08657828e-06
3485     1.65553571e-02    0.00000000e+00    0.00000000e+00    5.21623047e-02    4.37206996e-02   -8.44160505e-06
3486     1.65601190e-02    0.00000000e+00    0.00000000e+00    5.66473348e-02    4.39246178e-02   -1.27227170e-05
3487     1.65648810e-02    0.00000000e+00    0.00000000e+00    6.11318579e-02    4.42004919e-02   -1.69313659e-05
3488     1.65696429e-02    0.00000000e+00    0.00000000e+00    6.56158337e-02    4.45462843e-02   -2.10695494e-05
3489     1.65744048e-02    0.00000000e+00    0.00000000e+00    7.00992221e-02    4.49595908e-02   -2.51396313e-05
