Index        TIME               V(VOUT)              V(IN)               V(1)           N(M:XINV1:N1_T)     N(M:XINV1:P1_T)  
669      2.1130855444e-05    1.6848560511e+00    1.6174698401e-01    1.7108876968e-01    1.2585673271e+01    3.9742836733e+00
670      2.1130922877e-05    1.6672127610e+00    1.7524584884e-01    1.8457538108e-01    1.2585937330e+01    3.9750752642e+00
671      2.1130939735e-05    1.6640923982e+00    1.7895329742e-01    1.8794703393e-01    1.2586005851e+01    3.9752768808e+00
672      2.1130973452e-05    1.6655188070e+00    1.8807028498e-01    1.9469033963e-01    1.2586153878e+01    3.9756768920e+00
673      2.1131040885e-05    1.6695318909e+00    2.0282039016e-01    2.0817695102e-01    1.2586510290e+01    3.9764555884e+00
674      2.1131108318e-05    1.6721086120e+00    2.1597448863e-01    2.2166356242e-01    1.2586938170e+01    3.9772089448e+00
675      2.1131243184e-05    1.6793079321e+00    2.4322778081e-01    2.4863678522e-01    1.2588004988e+01    3.9786425798e+00
676      2.1131512916e-05    1.6925291483e+00    2.9696307532e-01    3.0258323081e-01    1.2591009365e+01    3.9812176720e+00
677      2.1132052381e-05    1.7220171844e+00    4.0513246293e-01    4.1047612200e-01    1.2600666203e+01    3.9852475886e+00
678      2.1133131310e-05    1.7739958149e+00    6.2054402935e-01    6.2626190438e-01    1.2635375247e+01    3.9895816531e+00
679      2.1134210238e-05    1.7957884637e+00    8.3603529205e-01    8.4204768676e-01    1.2690543702e+01    3.9906250325e+00
680      2.1135289167e-05    1.6926508030e+00    1.0498994005e+00    1.0578334691e+00    1.2760706906e+01    3.9917972897e+00
681      2.1135440074e-05    1.6606431722e+00    1.0803227244e+00    1.0880147289e+00    1.2771187971e+01    3.9922327308e+00
682      2.1135590980e-05    1.6158783892e+00    1.1100764505e+00    1.1181959886e+00    1.2781573538e+01    3.9927406716e+00
683      2.1135892793e-05    1.4841281372e+00    1.1699649688e+00    1.1785585080e+00    1.2801262802e+01    3.9943270496e+00
684      2.1136194605e-05    1.3303809613e+00    1.2304514498e+00    1.2389210275e+00    1.2818905253e+01    3.9968272916e+00
685      2.1136798230e-05    1.0095267874e+00    1.3509555708e+00    1.3596460664e+00    1.2846885399e+01    4.0047887558e+00
686      2.1137401856e-05    6.8812874995e-01    1.4715628225e+00    1.4803711053e+00    1.2864781749e+01    4.0166059927e+00
687      2.1137552762e-05    6.1256896209e-01    1.5015865968e+00    1.5105523650e+00    1.2867376919e+01    4.0202236457e+00
688      2.1137854574e-05    4.9789074085e-01    1.5628166345e+00    1.5709148844e+00    1.2871640942e+01    4.0275893313e+00
689      2.1138156387e-05    4.5516855327e-01    1.6252840920e+00    1.6312774039e+00    1.2874666453e+01    4.0347210462e+00
690      2.1138458200e-05    4.4388903358e-01    1.6855034592e+00    1.6916399233e+00    1.2877379181e+01    4.0409469274e+00
691      2.1139061825e-05    4.4420199589e-01    1.8068246890e+00    1.8123649622e+00    1.2883322784e+01    4.0499578207e+00
692      2.1139665450e-05    4.5176276340e-01    1.9272020456e+00    1.9330900011e+00    1.2890486279e+01    4.0544689491e+00
693      2.1140000000e-05    4.5247708129e-01    1.9942750584e+00    2.0000000000e+00    1.2895004760e+01    4.0552519701e+00
694      2.1140120725e-05    4.5243151201e-01    1.9988798694e+00    2.0000000000e+00    1.2896699548e+01    4.0553196359e+00
695      2.1140362175e-05    4.5240106754e-01    1.9998777693e+00    2.0000000000e+00    1.2900090604e+01    4.0554449429e+00
696      2.1140603625e-05    4.5239497872e-01    2.0000740626e+00    2.0000000000e+00    1.2903481418e+01    4.0555692534e+00
697      2.1141086525e-05    4.5240012423e-01    1.9999420551e+00    2.0000000000e+00    1.2910260343e+01    4.0558171274e+00
698      2.1142052326e-05    4.5239814135e-01    2.0000511997e+00    2.0000000000e+00    1.2923806669e+01    4.0563129087e+00
699      2.1143983926e-05    4.5240458670e-01    1.9999517875e+00    2.0000000000e+00    1.2950853817e+01    4.0573023953e+00
700      2.1147847128e-05    4.5240783778e-01    2.0000467009e+00    2.0000000000e+00    1.3004766146e+01    4.0592749954e+00
701      2.1155573530e-05    4.5242350051e-01    1.9999539519e+00    2.0000000000e+00    1.3111867444e+01    4.0631930744e+00
702      2.1171026335e-05    4.5244541184e-01    2.0000456403e+00    2.0000000000e+00    1.3323208449e+01    4.0709236778e+00
703      2.1201931945e-05    4.5249689151e-01    1.9999544790e+00    2.0000000000e+00    1.3734697492e+01    4.0859704165e+00
704      2.1263743165e-05    4.5258577287e-01    2.0000453816e+00    2.0000000000e+00    1.4514847709e+01    4.1144804278e+00
705      2.1325554385e-05    4.5267425472e-01    1.9999546565e+00    2.0000000000e+00    1.5240870162e+01    4.1409892771e+00
706      2.1387365605e-05    4.5275061044e-01    2.0000452114e+00    2.0000000000e+00    1.5916524529e+01    4.1656382712e+00
707      2.1449176825e-05    4.5282757140e-01    1.9999548329e+00    2.0000000000e+00    1.6545309358e+01    4.1885573342e+00
708      2.1572799264e-05    4.5295719215e-01    2.0000450859e+00    2.0000000000e+00    1.7676423827e+01    4.2297349186e+00
709      2.1696421704e-05    4.5307517875e-01    1.9999549244e+00    2.0000000000e+00    1.8655900896e+01    4.2653289148e+00
710      2.1820044144e-05    4.5317139045e-01    2.0000450040e+00    2.0000000000e+00    1.9504084304e+01    4.2960964906e+00
711      2.1943666584e-05    4.5326048401e-01    1.9999550144e+00    2.0000000000e+00    2.0238584709e+01    4.3226916538e+00
712      2.2067289024e-05    4.5333170337e-01    2.0000449212e+00    2.0000000000e+00    2.0874647242e+01    4.3456806087e+00
713      2.2190911464e-05    4.5339923450e-01    1.9999551033e+00    2.0000000000e+00    2.1425471068e+01    4.3655516037e+00
714      2.2314533903e-05    4.5345176649e-01    2.0000448377e+00    2.0000000000e+00    2.1902483377e+01    4.3827278595e+00
715      2.2561778783e-05    4.5354526985e-01    1.9999551708e+00    2.0000000000e+00    2.2676800025e+01    4.4105351983e+00
716      2.2640000000e-05    4.5356553431e-01    2.0000447508e+00    2.0000000000e+00    2.2877474504e+01    4.4177217099e+00
717      2.2640480202e-05    4.5219582214e-01    1.9094148904e+00    1.9039596939e+00    2.2878015275e+01    4.4198463633e+00
718      2.2640898549e-05    4.4729717093e-01    1.8260113066e+00    1.8202901571e+00    2.2877833231e+01    4.4237443701e+00
719      2.2641735245e-05    4.4998416960e-01    1.6588875841e+00    1.6529510835e+00    2.2876582514e+01    4.4359690531e+00
720      2.2642571940e-05    6.0703378170e-01    1.4937745229e+00    1.4856120099e+00    2.2877545537e+01    4.4544073952e+00
721      2.2643408635e-05    1.0309693272e+00    1.3274013148e+00    1.3182729363e+00    2.2890517007e+01    4.4712795206e+00
722      2.2644161661e-05    1.4421255499e+00    1.1759776812e+00    1.1676677701e+00    2.2917891835e+01    4.4800977244e+00
723      2.2644914687e-05    1.7164260289e+00    1.0253334716e+00    1.0170626038e+00    2.2956579826e+01    4.4832305454e+00
724      2.2645667713e-05    1.7929054225e+00    8.7260559595e-01    8.6645743760e-01    2.2996512699e+01    4.4833933343e+00
725      2.2646420739e-05    1.7917029701e+00    7.2189368277e-01    7.1585227136e-01    2.3029561276e+01    4.4831993784e+00
726      2.2647173764e-05    1.7642780528e+00    5.7062375316e-01    5.6524710512e-01    2.3053099137e+01    4.4840413757e+00
727      2.2648679816e-05    1.6849304388e+00    2.6962798683e-01    2.6403677265e-01    2.3070868151e+01    4.4924386284e+00
728      2.2650000000e-05    1.8419755136e+00    9.5418978872e-03   -3.1974423109e-13    2.3060977074e+01    4.4982209224e+00
729      2.2650150605e-05    1.8491652772e+00    2.1501365201e-03    0.0000000000e+00    2.3058826069e+01    4.4981246273e+00
730      2.2650451815e-05    1.8509891168e+00    2.7306174672e-04    0.0000000000e+00    2.3054502100e+01    4.4979041466e+00
731      2.2650753026e-05    1.8513984828e+00   -1.5006612737e-04    0.0000000000e+00    2.3050176213e+01    4.4976805832e+00
732      2.2651355446e-05    1.8511443949e+00    1.1200362322e-04    0.0000000000e+00    2.3041526786e+01    4.4972313134e+00
733      2.2652560288e-05    1.8513456715e+00   -9.6811142658e-05    0.0000000000e+00    2.3024246691e+01    4.4963352937e+00
734      2.2654969970e-05    1.8511630446e+00    9.0042435417e-05    0.0000000000e+00    2.2989754990e+01    4.4945457471e+00
735      2.2659789336e-05    1.8513308259e+00   -8.6809958159e-05    0.0000000000e+00    2.2921050003e+01    4.4909829387e+00
736      2.2669428066e-05    1.8511573808e+00    8.5266643960e-05    0.0000000000e+00    2.2784741315e+01    4.4839161952e+00
737      2.2688705528e-05    1.8513084384e+00   -8.4476165325e-05    0.0000000000e+00    2.2516475110e+01    4.4700203801e+00
738      2.2727260450e-05    1.8511195121e+00    8.4112414783e-05    0.0000000000e+00    2.1996884522e+01    4.4431477203e+00
739      2.2804370295e-05    1.8512354966e+00   -8.3903154582e-05    0.0000000000e+00    2.1021978291e+01    4.3928822841e+00
740      2.2881480141e-05    1.8510308301e+00    8.3730101371e-05    0.0000000000e+00    2.0127465909e+01    4.3469521980e+00
741      2.2958589986e-05    1.8511558691e+00   -8.3523607287e-05    0.0000000000e+00    1.9306713124e+01    4.3049806722e+00
742      2.3035699831e-05    1.8509599887e+00    8.3349339201e-05    0.0000000000e+00    1.8553632977e+01    4.2666230723e+00
743      2.3112809676e-05    1.8510919331e+00   -8.3145565752e-05    0.0000000000e+00    1.7862642598e+01    4.2315665242e+00
744      2.3189919521e-05    1.8509030623e+00    8.2970191855e-05    0.0000000000e+00    1.7228619084e+01    4.1995242338e+00
745      2.3344139211e-05    1.8510184178e+00   -8.2863630493e-05    0.0000000000e+00    1.6111165811e+01    4.1433590328e+00
746      2.3498358901e-05    1.8508190447e+00    8.2780002291e-05    0.0000000000e+00    1.5170647382e+01    4.0964416581e+00
747      2.3652578592e-05    1.8509499194e+00   -8.2676686915e-05    0.0000000000e+00    1.4379037144e+01    4.0572429174e+00
748      2.3806798282e-05    1.8507630480e+00    8.2590482953e-05    0.0000000000e+00    1.3712751306e+01    4.0244887616e+00
749      2.3961017972e-05    1.8509037645e+00   -8.2489762319e-05    0.0000000000e+00    1.3151943568e+01    3.9971170893e+00
750      2.4115237662e-05    1.8507251229e+00    8.2401629367e-05    0.0000000000e+00    1.2679911664e+01    3.9742412469e+00
751      2.4150000000e-05    1.8508826664e+00   -8.1981146598e-05    0.0000000000e+00    1.2584505809e+01    3.9696393147e+00
752      2.4150315979e-05    1.8022895709e+00    5.5752230065e-02    6.3195878489e-02    1.2584440694e+01    3.9704451134e+00
753      2.4150585712e-05    1.7479286102e+00    1.0854202910e-01    1.1714232408e-01    1.2584942170e+01    3.9720654999e+00
754      2.4150855444e-05    1.6848560511e+00    1.6174698401e-01    1.7108876968e-01    1.2585673272e+01    3.9742836736e+00
755      2.4150922877e-05    1.6672127610e+00    1.7524584884e-01    1.8457538108e-01    1.2585937331e+01    3.9750752644e+00
756      2.4150939735e-05    1.6640923982e+00    1.7895329743e-01    1.8794703393e-01    1.2586005851e+01    3.9752768811e+00
757      2.4150973452e-05    1.6655188070e+00    1.8807028499e-01    1.9469033963e-01    1.2586153879e+01    3.9756768922e+00
758      2.4151040885e-05    1.6695318909e+00    2.0282039017e-01    2.0817695103e-01    1.2586510290e+01    3.9764555887e+00
759      2.4151108318e-05    1.6721086120e+00    2.1597448864e-01    2.2166356243e-01    1.2586938170e+01    3.9772089450e+00
760      2.4151243184e-05    1.6793079321e+00    2.4322778082e-01    2.4863678522e-01    1.2588004989e+01    3.9786425801e+00
761      2.4151512916e-05    1.6925291483e+00    2.9696307533e-01    3.0258323082e-01    1.2591009365e+01    3.9812176722e+00
762      2.4152052381e-05    1.7220171844e+00    4.0513246294e-01    4.1047612201e-01    1.2600666204e+01    3.9852475888e+00
763      2.4153131310e-05    1.7739958149e+00    6.2054402936e-01    6.2626190439e-01    1.2635375248e+01    3.9895816533e+00
764      2.4154210238e-05    1.7957884637e+00    8.3603529206e-01    8.4204768677e-01    1.2690543702e+01    3.9906250327e+00
765      2.4155289167e-05    1.6926508029e+00    1.0498994005e+00    1.0578334692e+00    1.2760706906e+01    3.9917972899e+00
766      2.4155440074e-05    1.6606431722e+00    1.0803227244e+00    1.0880147289e+00    1.2771187971e+01    3.9922327311e+00
767      2.4155590980e-05    1.6158783892e+00    1.1100764505e+00    1.1181959886e+00    1.2781573538e+01    3.9927406719e+00
768      2.4155892793e-05    1.4841281372e+00    1.1699649688e+00    1.1785585080e+00    1.2801262803e+01    3.9943270499e+00
769      2.4156194605e-05    1.3303809612e+00    1.2304514498e+00    1.2389210275e+00    1.2818905253e+01    3.9968272918e+00
770      2.4156798230e-05    1.0095267874e+00    1.3509555708e+00    1.3596460664e+00    1.2846885399e+01    4.0047887561e+00
771      2.4157401856e-05    6.8812874994e-01    1.4715628225e+00    1.4803711053e+00    1.2864781749e+01    4.0166059930e+00
772      2.4157552762e-05    6.1256896209e-01    1.5015865968e+00    1.5105523650e+00    1.2867376919e+01    4.0202236460e+00
773      2.4157854574e-05    4.9789074085e-01    1.5628166345e+00    1.5709148844e+00    1.2871640942e+01    4.0275893315e+00
774      2.4158156387e-05    4.5516855327e-01    1.6252840920e+00    1.6312774039e+00    1.2874666453e+01    4.0347210465e+00
775      2.4158458200e-05    4.4388903358e-01    1.6855034592e+00    1.6916399233e+00    1.2877379181e+01    4.0409469276e+00
776      2.4159061825e-05    4.4420199589e-01    1.8068246890e+00    1.8123649622e+00    1.2883322785e+01    4.0499578209e+00
777      2.4159665450e-05    4.5176276340e-01    1.9272020455e+00    1.9330900011e+00    1.2890486279e+01    4.0544689493e+00
778      2.4160000000e-05    4.5247708129e-01    1.9942750584e+00    2.0000000000e+00    1.2895004760e+01    4.0552519704e+00
779      2.4160120725e-05    4.5243151201e-01    1.9988798694e+00    2.0000000000e+00    1.2896699548e+01    4.0553196361e+00
780      2.4160362175e-05    4.5240106754e-01    1.9998777693e+00    2.0000000000e+00    1.2900090604e+01    4.0554449431e+00
781      2.4160603625e-05    4.5239497872e-01    2.0000740626e+00    2.0000000000e+00    1.2903481419e+01    4.0555692536e+00
782      2.4161086525e-05    4.5240012423e-01    1.9999420551e+00    2.0000000000e+00    1.2910260344e+01    4.0558171276e+00
783      2.4162052326e-05    4.5239814135e-01    2.0000511997e+00    2.0000000000e+00    1.2923806670e+01    4.0563129090e+00
784      2.4163983926e-05    4.5240458670e-01    1.9999517875e+00    2.0000000000e+00    1.2950853817e+01    4.0573023955e+00
785      2.4167847128e-05    4.5240783778e-01    2.0000467009e+00    2.0000000000e+00    1.3004766146e+01    4.0592749957e+00
786      2.4175573530e-05    4.5242350051e-01    1.9999539519e+00    2.0000000000e+00    1.3111867445e+01    4.0631930747e+00
787      2.4191026335e-05    4.5244541184e-01    2.0000456403e+00    2.0000000000e+00    1.3323208449e+01    4.0709236781e+00
788      2.4221931945e-05    4.5249689151e-01    1.9999544790e+00    2.0000000000e+00    1.3734697492e+01    4.0859704167e+00
789      2.4283743165e-05    4.5258577287e-01    2.0000453816e+00    2.0000000000e+00    1.4514847710e+01    4.1144804280e+00
790      2.4345554385e-05    4.5267425472e-01    1.9999546565e+00    2.0000000000e+00    1.5240870162e+01    4.1409892773e+00
791      2.4407365605e-05    4.5275061044e-01    2.0000452114e+00    2.0000000000e+00    1.5916524530e+01    4.1656382713e+00
792      2.4469176825e-05    4.5282757140e-01    1.9999548329e+00    2.0000000000e+00    1.6545309359e+01    4.1885573343e+00
793      2.4592799264e-05    4.5295719215e-01    2.0000450859e+00    2.0000000000e+00    1.7676423827e+01    4.2297349188e+00
794      2.4716421704e-05    4.5307517875e-01    1.9999549244e+00    2.0000000000e+00    1.8655900896e+01    4.2653289149e+00
795      2.4840044144e-05    4.5317139045e-01    2.0000450040e+00    2.0000000000e+00    1.9504084304e+01    4.2960964907e+00
796      2.4963666584e-05    4.5326048401e-01    1.9999550144e+00    2.0000000000e+00    2.0238584709e+01    4.3226916539e+00
797      2.5087289024e-05    4.5333170337e-01    2.0000449212e+00    2.0000000000e+00    2.0874647242e+01    4.3456806088e+00
798      2.5210911464e-05    4.5339923450e-01    1.9999551033e+00    2.0000000000e+00    2.1425471068e+01    4.3655516038e+00
799      2.5334533903e-05    4.5345176649e-01    2.0000448377e+00    2.0000000000e+00    2.1902483377e+01    4.3827278595e+00
800      2.5581778783e-05    4.5354526985e-01    1.9999551708e+00    2.0000000000e+00    2.2676800025e+01    4.4105351983e+00
801      2.5660000000e-05    4.5356553431e-01    2.0000447508e+00    2.0000000000e+00    2.2877474504e+01    4.4177217099e+00
802      2.5660480202e-05    4.5219582214e-01    1.9094148904e+00    1.9039596939e+00    2.2878015275e+01    4.4198463634e+00
803      2.5660898549e-05    4.4729717093e-01    1.8260113066e+00    1.8202901571e+00    2.2877833232e+01    4.4237443702e+00
804      2.5661735245e-05    4.4998416960e-01    1.6588875841e+00    1.6529510835e+00    2.2876582514e+01    4.4359690531e+00
805      2.5662571940e-05    6.0703378171e-01    1.4937745229e+00    1.4856120099e+00    2.2877545537e+01    4.4544073952e+00
806      2.5663408635e-05    1.0309693272e+00    1.3274013148e+00    1.3182729363e+00    2.2890517007e+01    4.4712795206e+00
807      2.5664161661e-05    1.4421255499e+00    1.1759776812e+00    1.1676677701e+00    2.2917891835e+01    4.4800977244e+00
808      2.5664914687e-05    1.7164260289e+00    1.0253334716e+00    1.0170626038e+00    2.2956579827e+01    4.4832305455e+00
809      2.5665667713e-05    1.7929054225e+00    8.7260559595e-01    8.6645743759e-01    2.2996512699e+01    4.4833933343e+00
810      2.5666420739e-05    1.7917029701e+00    7.2189368276e-01    7.1585227135e-01    2.3029561276e+01    4.4831993785e+00
811      2.5667173764e-05    1.7642780528e+00    5.7062375315e-01    5.6524710511e-01    2.3053099138e+01    4.4840413758e+00
812      2.5668679816e-05    1.6849304388e+00    2.6962798682e-01    2.6403677263e-01    2.3070868151e+01    4.4924386284e+00
813      2.5670000000e-05    1.8419755136e+00    9.5418978873e-03   -3.1974423109e-13    2.3060977074e+01    4.4982209224e+00
814      2.5670150605e-05    1.8491652772e+00    2.1501365201e-03    0.0000000000e+00    2.3058826069e+01    4.4981246273e+00
815      2.5670451815e-05    1.8509891168e+00    2.7306174672e-04    0.0000000000e+00    2.3054502100e+01    4.4979041466e+00
816      2.5670753026e-05    1.8513984828e+00   -1.5006612737e-04    0.0000000000e+00    2.3050176213e+01    4.4976805832e+00
817      2.5671355446e-05    1.8511443949e+00    1.1200362322e-04    0.0000000000e+00    2.3041526786e+01    4.4972313135e+00
818      2.5672560288e-05    1.8513456715e+00   -9.6811142659e-05    0.0000000000e+00    2.3024246691e+01    4.4963352937e+00
819      2.5674969970e-05    1.8511630446e+00    9.0042435419e-05    0.0000000000e+00    2.2989754990e+01    4.4945457472e+00
820      2.5679789336e-05    1.8513308259e+00   -8.6809958161e-05    0.0000000000e+00    2.2921050003e+01    4.4909829388e+00
821      2.5689428066e-05    1.8511573808e+00    8.5266643961e-05    0.0000000000e+00    2.2784741315e+01    4.4839161953e+00
822      2.5708705528e-05    1.8513084384e+00   -8.4476165326e-05    0.0000000000e+00    2.2516475111e+01    4.4700203801e+00
823      2.5747260450e-05    1.8511195121e+00    8.4112414784e-05    0.0000000000e+00    2.1996884523e+01    4.4431477203e+00
824      2.5824370295e-05    1.8512354966e+00   -8.3903154583e-05    0.0000000000e+00    2.1021978291e+01    4.3928822841e+00
825      2.5901480141e-05    1.8510308301e+00    8.3730101372e-05    0.0000000000e+00    2.0127465909e+01    4.3469521980e+00
826      2.5978589986e-05    1.8511558691e+00   -8.3523607288e-05    0.0000000000e+00    1.9306713124e+01    4.3049806723e+00
827      2.6055699831e-05    1.8509599887e+00    8.3349339202e-05    0.0000000000e+00    1.8553632977e+01    4.2666230724e+00
828      2.6132809676e-05    1.8510919331e+00   -8.3145565754e-05    0.0000000000e+00    1.7862642598e+01    4.2315665242e+00
829      2.6209919521e-05    1.8509030623e+00    8.2970191857e-05    0.0000000000e+00    1.7228619084e+01    4.1995242339e+00
830      2.6364139211e-05    1.8510184178e+00   -8.2863630495e-05    0.0000000000e+00    1.6111165811e+01    4.1433590328e+00
831      2.6518358901e-05    1.8508190447e+00    8.2780002293e-05    0.0000000000e+00    1.5170647382e+01    4.0964416581e+00
832      2.6672578592e-05    1.8509499194e+00   -8.2676686917e-05    0.0000000000e+00    1.4379037144e+01    4.0572429175e+00
833      2.6826798282e-05    1.8507630480e+00    8.2590482954e-05    0.0000000000e+00    1.3712751306e+01    4.0244887616e+00
834      2.6981017972e-05    1.8509037645e+00   -8.2489762321e-05    0.0000000000e+00    1.3151943568e+01    3.9971170893e+00
835      2.7135237662e-05    1.8507251229e+00    8.2401629369e-05    0.0000000000e+00    1.2679911664e+01    3.9742412469e+00
836      2.7170000000e-05    1.8508826664e+00   -8.1981146599e-05    0.0000000000e+00    1.2584505809e+01    3.9696393147e+00
837      2.7170315979e-05    1.8022895709e+00    5.5752230065e-02    6.3195878489e-02    1.2584440694e+01    3.9704451134e+00
838      2.7170585712e-05    1.7479286102e+00    1.0854202910e-01    1.1714232408e-01    1.2584942170e+01    3.9720654999e+00
839      2.7170855444e-05    1.6848560511e+00    1.6174698401e-01    1.7108876968e-01    1.2585673272e+01    3.9742836736e+00
840      2.7170922877e-05    1.6672127610e+00    1.7524584884e-01    1.8457538108e-01    1.2585937331e+01    3.9750752644e+00
841      2.7170939735e-05    1.6640923982e+00    1.7895329743e-01    1.8794703393e-01    1.2586005851e+01    3.9752768811e+00
842      2.7170973452e-05    1.6655188070e+00    1.8807028499e-01    1.9469033963e-01    1.2586153879e+01    3.9756768922e+00
843      2.7171040885e-05    1.6695318909e+00    2.0282039017e-01    2.0817695103e-01    1.2586510290e+01    3.9764555887e+00
844      2.7171108318e-05    1.6721086120e+00    2.1597448864e-01    2.2166356243e-01    1.2586938170e+01    3.9772089450e+00
845      2.7171243184e-05    1.6793079321e+00    2.4322778082e-01    2.4863678522e-01    1.2588004989e+01    3.9786425801e+00
846      2.7171512916e-05    1.6925291483e+00    2.9696307533e-01    3.0258323082e-01    1.2591009365e+01    3.9812176722e+00
847      2.7172052381e-05    1.7220171844e+00    4.0513246294e-01    4.1047612201e-01    1.2600666204e+01    3.9852475888e+00
848      2.7173131310e-05    1.7739958149e+00    6.2054402937e-01    6.2626190439e-01    1.2635375248e+01    3.9895816533e+00
849      2.7174210238e-05    1.7957884637e+00    8.3603529206e-01    8.4204768678e-01    1.2690543702e+01    3.9906250327e+00
850      2.7175289167e-05    1.6926508029e+00    1.0498994005e+00    1.0578334692e+00    1.2760706906e+01    3.9917972899e+00
851      2.7175440074e-05    1.6606431722e+00    1.0803227244e+00    1.0880147289e+00    1.2771187971e+01    3.9922327311e+00
852      2.7175590980e-05    1.6158783892e+00    1.1100764505e+00    1.1181959886e+00    1.2781573538e+01    3.9927406719e+00
853      2.7175892793e-05    1.4841281372e+00    1.1699649688e+00    1.1785585080e+00    1.2801262803e+01    3.9943270499e+00
854      2.7176194605e-05    1.3303809612e+00    1.2304514498e+00    1.2389210275e+00    1.2818905253e+01    3.9968272918e+00
855      2.7176798230e-05    1.0095267874e+00    1.3509555708e+00    1.3596460664e+00    1.2846885399e+01    4.0047887561e+00
856      2.7177401856e-05    6.8812874994e-01    1.4715628225e+00    1.4803711053e+00    1.2864781749e+01    4.0166059930e+00
857      2.7177552762e-05    6.1256896208e-01    1.5015865968e+00    1.5105523650e+00    1.2867376919e+01    4.0202236460e+00
858      2.7177854574e-05    4.9789074085e-01    1.5628166345e+00    1.5709148844e+00    1.2871640942e+01    4.0275893315e+00
859      2.7178156387e-05    4.5516855327e-01    1.6252840920e+00    1.6312774039e+00    1.2874666453e+01    4.0347210465e+00
860      2.7178458200e-05    4.4388903358e-01    1.6855034592e+00    1.6916399233e+00    1.2877379181e+01    4.0409469277e+00
861      2.7179061825e-05    4.4420199589e-01    1.8068246890e+00    1.8123649622e+00    1.2883322785e+01    4.0499578209e+00
862      2.7179665450e-05    4.5176276340e-01    1.9272020456e+00    1.9330900011e+00    1.2890486279e+01    4.0544689493e+00
863      2.7180000000e-05    4.5247708129e-01    1.9942750584e+00    2.0000000000e+00    1.2895004760e+01    4.0552519704e+00
864      2.7180120725e-05    4.5243151201e-01    1.9988798694e+00    2.0000000000e+00    1.2896699548e+01    4.0553196361e+00
865      2.7180362175e-05    4.5240106754e-01    1.9998777693e+00    2.0000000000e+00    1.2900090604e+01    4.0554449431e+00
866      2.7180603625e-05    4.5239497872e-01    2.0000740626e+00    2.0000000000e+00    1.2903481419e+01    4.0555692536e+00
867      2.7181086525e-05    4.5240012423e-01    1.9999420551e+00    2.0000000000e+00    1.2910260344e+01    4.0558171276e+00
868      2.7182052326e-05    4.5239814135e-01    2.0000511997e+00    2.0000000000e+00    1.2923806670e+01    4.0563129090e+00
869      2.7183983926e-05    4.5240458670e-01    1.9999517875e+00    2.0000000000e+00    1.2950853817e+01    4.0573023955e+00
870      2.7187847128e-05    4.5240783778e-01    2.0000467009e+00    2.0000000000e+00    1.3004766146e+01    4.0592749957e+00
871      2.7195573530e-05    4.5242350051e-01    1.9999539519e+00    2.0000000000e+00    1.3111867445e+01    4.0631930747e+00
872      2.7211026335e-05    4.5244541184e-01    2.0000456403e+00    2.0000000000e+00    1.3323208449e+01    4.0709236781e+00
873      2.7241931945e-05    4.5249689151e-01    1.9999544790e+00    2.0000000000e+00    1.3734697492e+01    4.0859704167e+00
874      2.7303743165e-05    4.5258577287e-01    2.0000453816e+00    2.0000000000e+00    1.4514847710e+01    4.1144804281e+00
875      2.7365554385e-05    4.5267425472e-01    1.9999546565e+00    2.0000000000e+00    1.5240870162e+01    4.1409892773e+00
876      2.7427365605e-05    4.5275061044e-01    2.0000452114e+00    2.0000000000e+00    1.5916524530e+01    4.1656382713e+00
877      2.7489176825e-05    4.5282757140e-01    1.9999548329e+00    2.0000000000e+00    1.6545309359e+01    4.1885573343e+00
878      2.7612799264e-05    4.5295719215e-01    2.0000450859e+00    2.0000000000e+00    1.7676423827e+01    4.2297349188e+00
879      2.7736421704e-05    4.5307517875e-01    1.9999549244e+00    2.0000000000e+00    1.8655900896e+01    4.2653289149e+00
880      2.7860044144e-05    4.5317139045e-01    2.0000450040e+00    2.0000000000e+00    1.9504084304e+01    4.2960964907e+00
881      2.7983666584e-05    4.5326048401e-01    1.9999550144e+00    2.0000000000e+00    2.0238584709e+01    4.3226916539e+00
882      2.8107289024e-05    4.5333170337e-01    2.0000449212e+00    2.0000000000e+00    2.0874647242e+01    4.3456806088e+00
883      2.8230911464e-05    4.5339923450e-01    1.9999551033e+00    2.0000000000e+00    2.1425471068e+01    4.3655516038e+00
884      2.8354533903e-05    4.5345176649e-01    2.0000448377e+00    2.0000000000e+00    2.1902483377e+01    4.3827278595e+00
885      2.8601778783e-05    4.5354526985e-01    1.9999551708e+00    2.0000000000e+00    2.2676800025e+01    4.4105351983e+00
886      2.8680000000e-05    4.5356553431e-01    2.0000447508e+00    2.0000000000e+00    2.2877474504e+01    4.4177217099e+00
887      2.8680480202e-05    4.5219582214e-01    1.9094148904e+00    1.9039596939e+00    2.2878015275e+01    4.4198463634e+00
888      2.8680898549e-05    4.4729717093e-01    1.8260113066e+00    1.8202901571e+00    2.2877833232e+01    4.4237443702e+00
889      2.8681735245e-05    4.4998416960e-01    1.6588875841e+00    1.6529510835e+00    2.2876582514e+01    4.4359690531e+00
890      2.8682571940e-05    6.0703378171e-01    1.4937745229e+00    1.4856120099e+00    2.2877545537e+01    4.4544073952e+00
891      2.8683408635e-05    1.0309693272e+00    1.3274013148e+00    1.3182729363e+00    2.2890517007e+01    4.4712795206e+00
892      2.8684161661e-05    1.4421255499e+00    1.1759776812e+00    1.1676677701e+00    2.2917891835e+01    4.4800977244e+00
