Index     V(DRAIN)           V(GATE)          I(VDRAIN)    
37       3.70000000e-02    8.00000000e-01   -1.08449405e-04
38       3.80000000e-02    8.00000000e-01   -1.11335725e-04
39       3.90000000e-02    8.00000000e-01   -1.14219117e-04
40       4.00000000e-02    8.00000000e-01   -1.17099545e-04
41       4.10000000e-02    8.00000000e-01   -1.19976975e-04
42       4.20000000e-02    8.00000000e-01   -1.22851373e-04
43       4.30000000e-02    8.00000000e-01   -1.25722706e-04
44       4.40000000e-02    8.00000000e-01   -1.28590942e-04
45       4.50000000e-02    8.00000000e-01   -1.31456049e-04
46       4.60000000e-02    8.00000000e-01   -1.34317994e-04
47       4.70000000e-02    8.00000000e-01   -1.37176749e-04
48       4.80000000e-02    8.00000000e-01   -1.40032281e-04
49       4.90000000e-02    8.00000000e-01   -1.42884561e-04
50       5.00000000e-02    8.00000000e-01   -1.45733559e-04
51       5.10000000e-02    8.00000000e-01   -1.48579248e-04
52       5.20000000e-02    8.00000000e-01   -1.51421598e-04
53       5.30000000e-02    8.00000000e-01   -1.54260582e-04
54       5.40000000e-02    8.00000000e-01   -1.57096171e-04
55       5.50000000e-02    8.00000000e-01   -1.59928340e-04
56       5.60000000e-02    8.00000000e-01   -1.62757062e-04
57       5.70000000e-02    8.00000000e-01   -1.65582309e-04
58       5.80000000e-02    8.00000000e-01   -1.68404058e-04
59       5.90000000e-02    8.00000000e-01   -1.71222282e-04
60       6.00000000e-02    8.00000000e-01   -1.74036957e-04
61       6.10000000e-02    8.00000000e-01   -1.76848058e-04
62       6.20000000e-02    8.00000000e-01   -1.79655562e-04
63       6.30000000e-02    8.00000000e-01   -1.82459444e-04
64       6.40000000e-02    8.00000000e-01   -1.85259681e-04
65       6.50000000e-02    8.00000000e-01   -1.88056250e-04
66       6.60000000e-02    8.00000000e-01   -1.90849130e-04
67       6.70000000e-02    8.00000000e-01   -1.93638297e-04
68       6.80000000e-02    8.00000000e-01   -1.96423730e-04
69       6.90000000e-02    8.00000000e-01   -1.99205408e-04
70       7.00000000e-02    8.00000000e-01   -2.01983310e-04
71       7.10000000e-02    8.00000000e-01   -2.04757414e-04
72       7.20000000e-02    8.00000000e-01   -2.07527700e-04
73       7.30000000e-02    8.00000000e-01   -2.10294149e-04
74       7.40000000e-02    8.00000000e-01   -2.13056741e-04
75       7.50000000e-02    8.00000000e-01   -2.15815455e-04
76       7.60000000e-02    8.00000000e-01   -2.18570274e-04
77       7.70000000e-02    8.00000000e-01   -2.21321179e-04
78       7.80000000e-02    8.00000000e-01   -2.24068150e-04
79       7.90000000e-02    8.00000000e-01   -2.26811171e-04
80       8.00000000e-02    8.00000000e-01   -2.29550222e-04
81       8.10000000e-02    8.00000000e-01   -2.32285287e-04
82       8.20000000e-02    8.00000000e-01   -2.35016349e-04
83       8.30000000e-02    8.00000000e-01   -2.37743390e-04
84       8.40000000e-02    8.00000000e-01   -2.40466394e-04
85       8.50000000e-02    8.00000000e-01   -2.43185344e-04
86       8.60000000e-02    8.00000000e-01   -2.45900225e-04
87       8.70000000e-02    8.00000000e-01   -2.48611020e-04
88       8.80000000e-02    8.00000000e-01   -2.51317715e-04
89       8.90000000e-02    8.00000000e-01   -2.54020294e-04
90       9.00000000e-02    8.00000000e-01   -2.56718741e-04
91       9.10000000e-02    8.00000000e-01   -2.59413043e-04
92       9.20000000e-02    8.00000000e-01   -2.62103185e-04
93       9.30000000e-02    8.00000000e-01   -2.64789153e-04
94       9.40000000e-02    8.00000000e-01   -2.67470932e-04
95       9.50000000e-02    8.00000000e-01   -2.70148510e-04
96       9.60000000e-02    8.00000000e-01   -2.72821872e-04
97       9.70000000e-02    8.00000000e-01   -2.75491006e-04
98       9.80000000e-02    8.00000000e-01   -2.78155899e-04
99       9.90000000e-02    8.00000000e-01   -2.80816538e-04
100      1.00000000e-01    8.00000000e-01   -2.83472911e-04
101      1.01000000e-01    8.00000000e-01   -2.86125005e-04
102      1.02000000e-01    8.00000000e-01   -2.88772809e-04
103      1.03000000e-01    8.00000000e-01   -2.91416310e-04
104      1.04000000e-01    8.00000000e-01   -2.94055498e-04
105      1.05000000e-01    8.00000000e-01   -2.96690361e-04
106      1.06000000e-01    8.00000000e-01   -2.99320889e-04
107      1.07000000e-01    8.00000000e-01   -3.01947069e-04
108      1.08000000e-01    8.00000000e-01   -3.04568892e-04
109      1.09000000e-01    8.00000000e-01   -3.07186348e-04
110      1.10000000e-01    8.00000000e-01   -3.09799426e-04
111      1.11000000e-01    8.00000000e-01   -3.12408116e-04
112      1.12000000e-01    8.00000000e-01   -3.15012409e-04
113      1.13000000e-01    8.00000000e-01   -3.17612294e-04
114      1.14000000e-01    8.00000000e-01   -3.20207764e-04
115      1.15000000e-01    8.00000000e-01   -3.22798808e-04
116      1.16000000e-01    8.00000000e-01   -3.25385418e-04
117      1.17000000e-01    8.00000000e-01   -3.27967585e-04
118      1.18000000e-01    8.00000000e-01   -3.30545301e-04
119      1.19000000e-01    8.00000000e-01   -3.33118557e-04
120      1.20000000e-01    8.00000000e-01   -3.35687346e-04
121      1.21000000e-01    8.00000000e-01   -3.38251658e-04
122      1.22000000e-01    8.00000000e-01   -3.40811487e-04
123      1.23000000e-01    8.00000000e-01   -3.43366825e-04
124      1.24000000e-01    8.00000000e-01   -3.45917665e-04
125      1.25000000e-01    8.00000000e-01   -3.48464000e-04
126      1.26000000e-01    8.00000000e-01   -3.51005822e-04
127      1.27000000e-01    8.00000000e-01   -3.53543124e-04
128      1.28000000e-01    8.00000000e-01   -3.56075901e-04
129      1.29000000e-01    8.00000000e-01   -3.58604146e-04
130      1.30000000e-01    8.00000000e-01   -3.61127852e-04
131      1.31000000e-01    8.00000000e-01   -3.63647014e-04
132      1.32000000e-01    8.00000000e-01   -3.66161625e-04
133      1.33000000e-01    8.00000000e-01   -3.68671679e-04
134      1.34000000e-01    8.00000000e-01   -3.71177172e-04
135      1.35000000e-01    8.00000000e-01   -3.73678098e-04
136      1.36000000e-01    8.00000000e-01   -3.76174451e-04
137      1.37000000e-01    8.00000000e-01   -3.78666226e-04
138      1.38000000e-01    8.00000000e-01   -3.81153419e-04
139      1.39000000e-01    8.00000000e-01   -3.83636025e-04
140      1.40000000e-01    8.00000000e-01   -3.86114039e-04
141      1.41000000e-01    8.00000000e-01   -3.88587457e-04
142      1.42000000e-01    8.00000000e-01   -3.91056274e-04
143      1.43000000e-01    8.00000000e-01   -3.93520486e-04
144      1.44000000e-01    8.00000000e-01   -3.95980090e-04
145      1.45000000e-01    8.00000000e-01   -3.98435081e-04
146      1.46000000e-01    8.00000000e-01   -4.00885455e-04
147      1.47000000e-01    8.00000000e-01   -4.03331211e-04
148      1.48000000e-01    8.00000000e-01   -4.05772343e-04
149      1.49000000e-01    8.00000000e-01   -4.08208848e-04
150      1.50000000e-01    8.00000000e-01   -4.10640724e-04
151      1.51000000e-01    8.00000000e-01   -4.13067968e-04
152      1.52000000e-01    8.00000000e-01   -4.15490577e-04
153      1.53000000e-01    8.00000000e-01   -4.17908547e-04
154      1.54000000e-01    8.00000000e-01   -4.20321877e-04
155      1.55000000e-01    8.00000000e-01   -4.22730565e-04
156      1.56000000e-01    8.00000000e-01   -4.25134607e-04
157      1.57000000e-01    8.00000000e-01   -4.27534002e-04
158      1.58000000e-01    8.00000000e-01   -4.29928747e-04
159      1.59000000e-01    8.00000000e-01   -4.32318842e-04
160      1.60000000e-01    8.00000000e-01   -4.34704283e-04
161      1.61000000e-01    8.00000000e-01   -4.37085071e-04
162      1.62000000e-01    8.00000000e-01   -4.39461202e-04
163      1.63000000e-01    8.00000000e-01   -4.41832675e-04
164      1.64000000e-01    8.00000000e-01   -4.44199491e-04
165      1.65000000e-01    8.00000000e-01   -4.46561646e-04
166      1.66000000e-01    8.00000000e-01   -4.48919141e-04
167      1.67000000e-01    8.00000000e-01   -4.51271974e-04
168      1.68000000e-01    8.00000000e-01   -4.53620145e-04
169      1.69000000e-01    8.00000000e-01   -4.55963653e-04
170      1.70000000e-01    8.00000000e-01   -4.58302497e-04
171      1.71000000e-01    8.00000000e-01   -4.60636677e-04
172      1.72000000e-01    8.00000000e-01   -4.62966193e-04
173      1.73000000e-01    8.00000000e-01   -4.65291045e-04
174      1.74000000e-01    8.00000000e-01   -4.67611233e-04
175      1.75000000e-01    8.00000000e-01   -4.69926755e-04
176      1.76000000e-01    8.00000000e-01   -4.72237614e-04
177      1.77000000e-01    8.00000000e-01   -4.74543809e-04
178      1.78000000e-01    8.00000000e-01   -4.76845339e-04
179      1.79000000e-01    8.00000000e-01   -4.79142207e-04
180      1.80000000e-01    8.00000000e-01   -4.81434412e-04
181      1.81000000e-01    8.00000000e-01   -4.83721955e-04
182      1.82000000e-01    8.00000000e-01   -4.86004837e-04
183      1.83000000e-01    8.00000000e-01   -4.88283059e-04
184      1.84000000e-01    8.00000000e-01   -4.90556621e-04
185      1.85000000e-01    8.00000000e-01   -4.92825525e-04
186      1.86000000e-01    8.00000000e-01   -4.95089772e-04
187      1.87000000e-01    8.00000000e-01   -4.97349363e-04
188      1.88000000e-01    8.00000000e-01   -4.99604300e-04
189      1.89000000e-01    8.00000000e-01   -5.01854584e-04
190      1.90000000e-01    8.00000000e-01   -5.04100216e-04
191      1.91000000e-01    8.00000000e-01   -5.06341199e-04
192      1.92000000e-01    8.00000000e-01   -5.08577534e-04
193      1.93000000e-01    8.00000000e-01   -5.10809222e-04
194      1.94000000e-01    8.00000000e-01   -5.13036266e-04
195      1.95000000e-01    8.00000000e-01   -5.15258668e-04
196      1.96000000e-01    8.00000000e-01   -5.17476430e-04
197      1.97000000e-01    8.00000000e-01   -5.19689554e-04
198      1.98000000e-01    8.00000000e-01   -5.21898042e-04
199      1.99000000e-01    8.00000000e-01   -5.24101897e-04
200      2.00000000e-01    8.00000000e-01   -5.26301120e-04
201      2.01000000e-01    8.00000000e-01   -5.28495716e-04
202      2.02000000e-01    8.00000000e-01   -5.30685685e-04
203      2.03000000e-01    8.00000000e-01   -5.32871032e-04
204      2.04000000e-01    8.00000000e-01   -5.35051758e-04
205      2.05000000e-01    8.00000000e-01   -5.37227866e-04
206      2.06000000e-01    8.00000000e-01   -5.39399360e-04
207      2.07000000e-01    8.00000000e-01   -5.41566242e-04
208      2.08000000e-01    8.00000000e-01   -5.43728516e-04
209      2.09000000e-01    8.00000000e-01   -5.45886184e-04
210      2.10000000e-01    8.00000000e-01   -5.48039250e-04
211      2.11000000e-01    8.00000000e-01   -5.50187717e-04
212      2.12000000e-01    8.00000000e-01   -5.52331588e-04
213      2.13000000e-01    8.00000000e-01   -5.54470868e-04
214      2.14000000e-01    8.00000000e-01   -5.56605558e-04
215      2.15000000e-01    8.00000000e-01   -5.58735664e-04
216      2.16000000e-01    8.00000000e-01   -5.60861188e-04
217      2.17000000e-01    8.00000000e-01   -5.62982135e-04
218      2.18000000e-01    8.00000000e-01   -5.65098508e-04
219      2.19000000e-01    8.00000000e-01   -5.67210310e-04
220      2.20000000e-01    8.00000000e-01   -5.69317547e-04
221      2.21000000e-01    8.00000000e-01   -5.71420221e-04
222      2.22000000e-01    8.00000000e-01   -5.73518337e-04
223      2.23000000e-01    8.00000000e-01   -5.75611899e-04
224      2.24000000e-01    8.00000000e-01   -5.77700912e-04
225      2.25000000e-01    8.00000000e-01   -5.79785378e-04
226      2.26000000e-01    8.00000000e-01   -5.81865303e-04
227      2.27000000e-01    8.00000000e-01   -5.83940691e-04
228      2.28000000e-01    8.00000000e-01   -5.86011547e-04
229      2.29000000e-01    8.00000000e-01   -5.88077874e-04
230      2.30000000e-01    8.00000000e-01   -5.90139678e-04
231      2.31000000e-01    8.00000000e-01   -5.92196963e-04
232      2.32000000e-01    8.00000000e-01   -5.94249733e-04
233      2.33000000e-01    8.00000000e-01   -5.96297994e-04
234      2.34000000e-01    8.00000000e-01   -5.98341749e-04
235      2.35000000e-01    8.00000000e-01   -6.00381005e-04
236      2.36000000e-01    8.00000000e-01   -6.02415765e-04
237      2.37000000e-01    8.00000000e-01   -6.04446034e-04
238      2.38000000e-01    8.00000000e-01   -6.06471818e-04
239      2.39000000e-01    8.00000000e-01   -6.08493122e-04
240      2.40000000e-01    8.00000000e-01   -6.10509950e-04
241      2.41000000e-01    8.00000000e-01   -6.12522308e-04
242      2.42000000e-01    8.00000000e-01   -6.14530201e-04
243      2.43000000e-01    8.00000000e-01   -6.16533634e-04
244      2.44000000e-01    8.00000000e-01   -6.18532612e-04
245      2.45000000e-01    8.00000000e-01   -6.20527141e-04
246      2.46000000e-01    8.00000000e-01   -6.22517225e-04
247      2.47000000e-01    8.00000000e-01   -6.24502871e-04
248      2.48000000e-01    8.00000000e-01   -6.26484084e-04
249      2.49000000e-01    8.00000000e-01   -6.28460869e-04
250      2.50000000e-01    8.00000000e-01   -6.30433232e-04
251      2.51000000e-01    8.00000000e-01   -6.32401178e-04
252      2.52000000e-01    8.00000000e-01   -6.34364713e-04
253      2.53000000e-01    8.00000000e-01   -6.36323842e-04
254      2.54000000e-01    8.00000000e-01   -6.38278572e-04
255      2.55000000e-01    8.00000000e-01   -6.40228908e-04
256      2.56000000e-01    8.00000000e-01   -6.42174856e-04
257      2.57000000e-01    8.00000000e-01   -6.44116421e-04
258      2.58000000e-01    8.00000000e-01   -6.46053610e-04
259      2.59000000e-01    8.00000000e-01   -6.47986428e-04
260      2.60000000e-01    8.00000000e-01   -6.49914881e-04
261      2.61000000e-01    8.00000000e-01   -6.51838975e-04
262      2.62000000e-01    8.00000000e-01   -6.53758717e-04
263      2.63000000e-01    8.00000000e-01   -6.55674112e-04
264      2.64000000e-01    8.00000000e-01   -6.57585166e-04
265      2.65000000e-01    8.00000000e-01   -6.59491885e-04
266      2.66000000e-01    8.00000000e-01   -6.61394277e-04
267      2.67000000e-01    8.00000000e-01   -6.63292345e-04
268      2.68000000e-01    8.00000000e-01   -6.65186098e-04
269      2.69000000e-01    8.00000000e-01   -6.67075541e-04
270      2.70000000e-01    8.00000000e-01   -6.68960680e-04
271      2.71000000e-01    8.00000000e-01   -6.70841522e-04
272      2.72000000e-01    8.00000000e-01   -6.72718073e-04
273      2.73000000e-01    8.00000000e-01   -6.74590339e-04
274      2.74000000e-01    8.00000000e-01   -6.76458327e-04
275      2.75000000e-01    8.00000000e-01   -6.78322043e-04
276      2.76000000e-01    8.00000000e-01   -6.80181494e-04
277      2.77000000e-01    8.00000000e-01   -6.82036686e-04
278      2.78000000e-01    8.00000000e-01   -6.83887625e-04
279      2.79000000e-01    8.00000000e-01   -6.85734319e-04
280      2.80000000e-01    8.00000000e-01   -6.87576773e-04
281      2.81000000e-01    8.00000000e-01   -6.89414995e-04
282      2.82000000e-01    8.00000000e-01   -6.91248990e-04
283      2.83000000e-01    8.00000000e-01   -6.93078766e-04
284      2.84000000e-01    8.00000000e-01   -6.94904329e-04
285      2.85000000e-01    8.00000000e-01   -6.96725686e-04
286      2.86000000e-01    8.00000000e-01   -6.98542843e-04
287      2.87000000e-01    8.00000000e-01   -7.00355807e-04
288      2.88000000e-01    8.00000000e-01   -7.02164586e-04
289      2.89000000e-01    8.00000000e-01   -7.03969185e-04
290      2.90000000e-01    8.00000000e-01   -7.05769612e-04
291      2.91000000e-01    8.00000000e-01   -7.07565873e-04
292      2.92000000e-01    8.00000000e-01   -7.09357975e-04
293      2.93000000e-01    8.00000000e-01   -7.11145925e-04
294      2.94000000e-01    8.00000000e-01   -7.12929730e-04
295      2.95000000e-01    8.00000000e-01   -7.14709397e-04
296      2.96000000e-01    8.00000000e-01   -7.16484933e-04
297      2.97000000e-01    8.00000000e-01   -7.18256344e-04
298      2.98000000e-01    8.00000000e-01   -7.20023638e-04
299      2.99000000e-01    8.00000000e-01   -7.21786821e-04
300      3.00000000e-01    8.00000000e-01   -7.23545901e-04
301      3.01000000e-01    8.00000000e-01   -7.25300885e-04
302      3.02000000e-01    8.00000000e-01   -7.27051779e-04
303      3.03000000e-01    8.00000000e-01   -7.28798590e-04
304      3.04000000e-01    8.00000000e-01   -7.30541326e-04
305      3.05000000e-01    8.00000000e-01   -7.32279994e-04
306      3.06000000e-01    8.00000000e-01   -7.34014600e-04
307      3.07000000e-01    8.00000000e-01   -7.35745152e-04
308      3.08000000e-01    8.00000000e-01   -7.37471658e-04
309      3.09000000e-01    8.00000000e-01   -7.39194123e-04
310      3.10000000e-01    8.00000000e-01   -7.40912555e-04
311      3.11000000e-01    8.00000000e-01   -7.42626962e-04
312      3.12000000e-01    8.00000000e-01   -7.44337350e-04
313      3.13000000e-01    8.00000000e-01   -7.46043727e-04
314      3.14000000e-01    8.00000000e-01   -7.47746099e-04
315      3.15000000e-01    8.00000000e-01   -7.49444475e-04
316      3.16000000e-01    8.00000000e-01   -7.51138861e-04
317      3.17000000e-01    8.00000000e-01   -7.52829264e-04
318      3.18000000e-01    8.00000000e-01   -7.54515692e-04
319      3.19000000e-01    8.00000000e-01   -7.56198152e-04
320      3.20000000e-01    8.00000000e-01   -7.57876651e-04
321      3.21000000e-01    8.00000000e-01   -7.59551196e-04
322      3.22000000e-01    8.00000000e-01   -7.61221795e-04
323      3.23000000e-01    8.00000000e-01   -7.62888455e-04
324      3.24000000e-01    8.00000000e-01   -7.64551183e-04
325      3.25000000e-01    8.00000000e-01   -7.66209986e-04
326      3.26000000e-01    8.00000000e-01   -7.67864872e-04
327      3.27000000e-01    8.00000000e-01   -7.69515848e-04
328      3.28000000e-01    8.00000000e-01   -7.71162922e-04
329      3.29000000e-01    8.00000000e-01   -7.72806100e-04
330      3.30000000e-01    8.00000000e-01   -7.74445390e-04
331      3.31000000e-01    8.00000000e-01   -7.76080800e-04
332      3.32000000e-01    8.00000000e-01   -7.77712336e-04
333      3.33000000e-01    8.00000000e-01   -7.79340006e-04
334      3.34000000e-01    8.00000000e-01   -7.80963817e-04
335      3.35000000e-01    8.00000000e-01   -7.82583777e-04
336      3.36000000e-01    8.00000000e-01   -7.84199893e-04
337      3.37000000e-01    8.00000000e-01   -7.85812172e-04
338      3.38000000e-01    8.00000000e-01   -7.87420622e-04
339      3.39000000e-01    8.00000000e-01   -7.89025250e-04
340      3.40000000e-01    8.00000000e-01   -7.90626063e-04
341      3.41000000e-01    8.00000000e-01   -7.92223069e-04
342      3.42000000e-01    8.00000000e-01   -7.93816275e-04
343      3.43000000e-01    8.00000000e-01   -7.95405689e-04
344      3.44000000e-01    8.00000000e-01   -7.96991318e-04
345      3.45000000e-01    8.00000000e-01   -7.98573169e-04
346      3.46000000e-01    8.00000000e-01   -8.00151249e-04
347      3.47000000e-01    8.00000000e-01   -8.01725567e-04
348      3.48000000e-01    8.00000000e-01   -8.03296128e-04
349      3.49000000e-01    8.00000000e-01   -8.04862942e-04
350      3.50000000e-01    8.00000000e-01   -8.06426014e-04
351      3.51000000e-01    8.00000000e-01   -8.07985354e-04
352      3.52000000e-01    8.00000000e-01   -8.09540967e-04
353      3.53000000e-01    8.00000000e-01   -8.11092861e-04
354      3.54000000e-01    8.00000000e-01   -8.12641043e-04
355      3.55000000e-01    8.00000000e-01   -8.14185522e-04
356      3.56000000e-01    8.00000000e-01   -8.15726304e-04
357      3.57000000e-01    8.00000000e-01   -8.17263397e-04
358      3.58000000e-01    8.00000000e-01   -8.18796808e-04
359      3.59000000e-01    8.00000000e-01   -8.20326544e-04
360      3.60000000e-01    8.00000000e-01   -8.21852613e-04
361      3.61000000e-01    8.00000000e-01   -8.23375023e-04
362      3.62000000e-01    8.00000000e-01   -8.24893779e-04
363      3.63000000e-01    8.00000000e-01   -8.26408891e-04
364      3.64000000e-01    8.00000000e-01   -8.27920365e-04
365      3.65000000e-01    8.00000000e-01   -8.29428208e-04
366      3.66000000e-01    8.00000000e-01   -8.30932428e-04
367      3.67000000e-01    8.00000000e-01   -8.32433033e-04
368      3.68000000e-01    8.00000000e-01   -8.33930029e-04
369      3.69000000e-01    8.00000000e-01   -8.35423424e-04
370      3.70000000e-01    8.00000000e-01   -8.36913225e-04
371      3.71000000e-01    8.00000000e-01   -8.38399440e-04
372      3.72000000e-01    8.00000000e-01   -8.39882075e-04
373      3.73000000e-01    8.00000000e-01   -8.41361139e-04
374      3.74000000e-01    8.00000000e-01   -8.42836638e-04
375      3.75000000e-01    8.00000000e-01   -8.44308580e-04
376      3.76000000e-01    8.00000000e-01   -8.45776972e-04
377      3.77000000e-01    8.00000000e-01   -8.47241821e-04
378      3.78000000e-01    8.00000000e-01   -8.48703135e-04
379      3.79000000e-01    8.00000000e-01   -8.50160921e-04
380      3.80000000e-01    8.00000000e-01   -8.51615186e-04
381      3.81000000e-01    8.00000000e-01   -8.53065937e-04
382      3.82000000e-01    8.00000000e-01   -8.54513182e-04
383      3.83000000e-01    8.00000000e-01   -8.55956928e-04
384      3.84000000e-01    8.00000000e-01   -8.57397182e-04
385      3.85000000e-01    8.00000000e-01   -8.58833951e-04
386      3.86000000e-01    8.00000000e-01   -8.60267243e-04
387      3.87000000e-01    8.00000000e-01   -8.61697065e-04
388      3.88000000e-01    8.00000000e-01   -8.63123423e-04
389      3.89000000e-01    8.00000000e-01   -8.64546326e-04
390      3.90000000e-01    8.00000000e-01   -8.65965780e-04
391      3.91000000e-01    8.00000000e-01   -8.67381792e-04
392      3.92000000e-01    8.00000000e-01   -8.68794370e-04
393      3.93000000e-01    8.00000000e-01   -8.70203521e-04
394      3.94000000e-01    8.00000000e-01   -8.71609252e-04
395      3.95000000e-01    8.00000000e-01   -8.73011570e-04
396      3.96000000e-01    8.00000000e-01   -8.74410483e-04
397      3.97000000e-01    8.00000000e-01   -8.75805996e-04
398      3.98000000e-01    8.00000000e-01   -8.77198118e-04
399      3.99000000e-01    8.00000000e-01   -8.78586856e-04
400      4.00000000e-01    8.00000000e-01   -8.79972216e-04
401      4.01000000e-01    8.00000000e-01   -8.81354205e-04
402      4.02000000e-01    8.00000000e-01   -8.82732832e-04
403      4.03000000e-01    8.00000000e-01   -8.84108102e-04
404      4.04000000e-01    8.00000000e-01   -8.85480023e-04
405      4.05000000e-01    8.00000000e-01   -8.86848602e-04
406      4.06000000e-01    8.00000000e-01   -8.88213846e-04
407      4.07000000e-01    8.00000000e-01   -8.89575761e-04
408      4.08000000e-01    8.00000000e-01   -8.90934356e-04
409      4.09000000e-01    8.00000000e-01   -8.92289636e-04
410      4.10000000e-01    8.00000000e-01   -8.93641609e-04
411      4.11000000e-01    8.00000000e-01   -8.94990281e-04
412      4.12000000e-01    8.00000000e-01   -8.96335660e-04
413      4.13000000e-01    8.00000000e-01   -8.97677753e-04
414      4.14000000e-01    8.00000000e-01   -8.99016566e-04
415      4.15000000e-01    8.00000000e-01   -9.00352107e-04
416      4.16000000e-01    8.00000000e-01   -9.01684382e-04
417      4.17000000e-01    8.00000000e-01   -9.03013398e-04
418      4.18000000e-01    8.00000000e-01   -9.04339162e-04
419      4.19000000e-01    8.00000000e-01   -9.05661680e-04
420      4.20000000e-01    8.00000000e-01   -9.06980960e-04
421      4.21000000e-01    8.00000000e-01   -9.08297009e-04
422      4.22000000e-01    8.00000000e-01   -9.09609833e-04
423      4.23000000e-01    8.00000000e-01   -9.10919439e-04
424      4.24000000e-01    8.00000000e-01   -9.12225834e-04
425      4.25000000e-01    8.00000000e-01   -9.13529024e-04
426      4.26000000e-01    8.00000000e-01   -9.14829016e-04
427      4.27000000e-01    8.00000000e-01   -9.16125818e-04
428      4.28000000e-01    8.00000000e-01   -9.17419435e-04
429      4.29000000e-01    8.00000000e-01   -9.18709874e-04
430      4.30000000e-01    8.00000000e-01   -9.19997142e-04
431      4.31000000e-01    8.00000000e-01   -9.21281247e-04
432      4.32000000e-01    8.00000000e-01   -9.22562193e-04
433      4.33000000e-01    8.00000000e-01   -9.23839988e-04
434      4.34000000e-01    8.00000000e-01   -9.25114639e-04
435      4.35000000e-01    8.00000000e-01   -9.26386152e-04
436      4.36000000e-01    8.00000000e-01   -9.27654534e-04
437      4.37000000e-01    8.00000000e-01   -9.28919791e-04
438      4.38000000e-01    8.00000000e-01   -9.30181930e-04
439      4.39000000e-01    8.00000000e-01   -9.31440957e-04
440      4.40000000e-01    8.00000000e-01   -9.32696879e-04
441      4.41000000e-01    8.00000000e-01   -9.33949702e-04
442      4.42000000e-01    8.00000000e-01   -9.35199433e-04
443      4.43000000e-01    8.00000000e-01   -9.36446078e-04
444      4.44000000e-01    8.00000000e-01   -9.37689644e-04
445      4.45000000e-01    8.00000000e-01   -9.38930137e-04
446      4.46000000e-01    8.00000000e-01   -9.40167563e-04
447      4.47000000e-01    8.00000000e-01   -9.41401930e-04
448      4.48000000e-01    8.00000000e-01   -9.42633242e-04
449      4.49000000e-01    8.00000000e-01   -9.43861507e-04
450      4.50000000e-01    8.00000000e-01   -9.45086731e-04
451      4.51000000e-01    8.00000000e-01   -9.46308920e-04
452      4.52000000e-01    8.00000000e-01   -9.47528080e-04
453      4.53000000e-01    8.00000000e-01   -9.48744218e-04
454      4.54000000e-01    8.00000000e-01   -9.49957340e-04
455      4.55000000e-01    8.00000000e-01   -9.51167452e-04
456      4.56000000e-01    8.00000000e-01   -9.52374560e-04
457      4.57000000e-01    8.00000000e-01   -9.53578671e-04
458      4.58000000e-01    8.00000000e-01   -9.54779791e-04
459      4.59000000e-01    8.00000000e-01   -9.55977925e-04
460      4.60000000e-01    8.00000000e-01   -9.57173080e-04
461      4.61000000e-01    8.00000000e-01   -9.58365263e-04
462      4.62000000e-01    8.00000000e-01   -9.59554478e-04
463      4.63000000e-01    8.00000000e-01   -9.60740733e-04
