Index       V(2)              V(1)             I(VDS)           N(M1:GM)          N(M1:VTH)        N(M1:VDSAT)        N(M1:VDS)         N(M1:VGS)         N(M1:VBS)     {N(M1:VDS)-N(M1:VDSAT)}
28       5.60000000e-01    2.00000000e-01   -1.34746920e-06    3.20111306e-05    3.80343346e-01    6.01766908e-04    5.60000000e-01    2.00000001e-01    0.00000000e+00    5.59398233e-01
29       5.80000000e-01    2.00000000e-01   -1.36631540e-06    3.24459875e-05    3.80331718e-01    6.01929504e-04    5.80000000e-01    2.00000001e-01    0.00000000e+00    5.79398070e-01
30       6.00000000e-01    2.00000000e-01   -1.38523335e-06    3.28816867e-05    3.80320099e-01    6.02092032e-04    6.00000000e-01    2.00000001e-01    0.00000000e+00    5.99397908e-01
31       6.20000000e-01    2.00000000e-01   -1.40422849e-06    3.33182438e-05    3.80308487e-01    6.02254493e-04    6.20000000e-01    2.00000001e-01    0.00000000e+00    6.19397746e-01
32       6.40000000e-01    2.00000000e-01   -1.42330675e-06    3.37556712e-05    3.80296883e-01    6.02416887e-04    6.40000000e-01    2.00000001e-01    0.00000000e+00    6.39397583e-01
33       6.60000000e-01    2.00000000e-01   -1.44247468e-06    3.41939791e-05    3.80285286e-01    6.02579213e-04    6.60000000e-01    2.00000001e-01    0.00000000e+00    6.59397421e-01
34       6.80000000e-01    2.00000000e-01   -1.46173953e-06    3.46331760e-05    3.80273697e-01    6.02741472e-04    6.80000000e-01    2.00000002e-01    0.00000000e+00    6.79397259e-01
35       7.00000000e-01    2.00000000e-01   -1.48110935e-06    3.50732687e-05    3.80262116e-01    6.02903663e-04    7.00000000e-01    2.00000002e-01    0.00000000e+00    6.99397096e-01
36       7.20000000e-01    2.00000000e-01   -1.50059311e-06    3.55142629e-05    3.80250542e-01    6.03065787e-04    7.20000000e-01    2.00000002e-01    0.00000000e+00    7.19396934e-01
37       7.40000000e-01    2.00000000e-01   -1.52020085e-06    3.59561634e-05    3.80238976e-01    6.03227844e-04    7.40000000e-01    2.00000003e-01    0.00000000e+00    7.39396772e-01
38       7.60000000e-01    2.00000000e-01   -1.53994377e-06    3.63989742e-05    3.80227417e-01    6.03389833e-04    7.60000000e-01    2.00000003e-01    0.00000000e+00    7.59396610e-01
39       7.80000000e-01    2.00000000e-01   -1.55983441e-06    3.68426992e-05    3.80215867e-01    6.03551756e-04    7.80000000e-01    2.00000004e-01    0.00000000e+00    7.79396448e-01
40       8.00000000e-01    2.00000000e-01   -1.57988683e-06    3.72873419e-05    3.80204324e-01    6.03713611e-04    8.00000000e-01    2.00000004e-01    0.00000000e+00    7.99396286e-01
41       8.20000000e-01    2.00000000e-01   -1.60011675e-06    3.77329058e-05    3.80192788e-01    6.03875399e-04    8.20000000e-01    2.00000005e-01    0.00000000e+00    8.19396125e-01
42       8.40000000e-01    2.00000000e-01   -1.62054178e-06    3.81793947e-05    3.80181260e-01    6.04037121e-04    8.40000000e-01    2.00000006e-01    0.00000000e+00    8.39395963e-01
43       8.60000000e-01    2.00000000e-01   -1.64118164e-06    3.86268127e-05    3.80169740e-01    6.04198775e-04    8.60000000e-01    2.00000006e-01    0.00000000e+00    8.59395801e-01
44       8.80000000e-01    2.00000000e-01   -1.66205838e-06    3.90751644e-05    3.80158227e-01    6.04360363e-04    8.80000000e-01    2.00000007e-01    0.00000000e+00    8.79395640e-01
45       9.00000000e-01    2.00000000e-01   -1.68319669e-06    3.95244549e-05    3.80146722e-01    6.04521885e-04    9.00000000e-01    2.00000008e-01    0.00000000e+00    8.99395478e-01
46       9.20000000e-01    2.00000000e-01   -1.70462413e-06    3.99746904e-05    3.80135225e-01    6.04683340e-04    9.20000000e-01    2.00000010e-01    0.00000000e+00    9.19395317e-01
47       9.40000000e-01    2.00000000e-01   -1.72637156e-06    4.04258778e-05    3.80123735e-01    6.04844729e-04    9.40000000e-01    2.00000011e-01    0.00000000e+00    9.39395155e-01
48       9.60000000e-01    2.00000000e-01   -1.74847339e-06    4.08780249e-05    3.80112253e-01    6.05006053e-04    9.60000000e-01    2.00000013e-01    0.00000000e+00    9.59394994e-01
49       9.80000000e-01    2.00000000e-01   -1.77096806e-06    4.13311410e-05    3.80100779e-01    6.05167311e-04    9.80000000e-01    2.00000014e-01    0.00000000e+00    9.79394833e-01
50       1.00000000e+00    2.00000000e-01   -1.79389846e-06    4.17852362e-05    3.80089312e-01    6.05328504e-04    1.00000000e+00    2.00000017e-01    0.00000000e+00    9.99394671e-01
51       1.02000000e+00    2.00000000e-01   -1.81731243e-06    4.22403220e-05    3.80077853e-01    6.05489632e-04    1.02000000e+00    2.00000019e-01    0.00000000e+00    1.01939451e+00
52       1.04000000e+00    2.00000000e-01   -1.84126328e-06    4.26964115e-05    3.80066401e-01    6.05650696e-04    1.04000000e+00    2.00000021e-01    0.00000000e+00    1.03939435e+00
53       1.06000000e+00    2.00000000e-01   -1.86581043e-06    4.31535188e-05    3.80054957e-01    6.05811696e-04    1.06000000e+00    2.00000024e-01    0.00000000e+00    1.05939419e+00
54       1.08000000e+00    2.00000000e-01   -1.89102005e-06    4.36116599e-05    3.80043520e-01    6.05972632e-04    1.08000000e+00    2.00000028e-01    0.00000000e+00    1.07939403e+00
55       1.10000000e+00    2.00000000e-01   -1.91696582e-06    4.40708518e-05    3.80032092e-01    6.06133506e-04    1.10000000e+00    2.00000031e-01    0.00000000e+00    1.09939387e+00
56       1.12000000e+00    2.00000000e-01   -1.94372974e-06    4.45311136e-05    3.80020670e-01    6.06294317e-04    1.12000000e+00    2.00000035e-01    0.00000000e+00    1.11939371e+00
57       1.14000000e+00    2.00000000e-01   -1.97140306e-06    4.49924656e-05    3.80009257e-01    6.06455067e-04    1.14000000e+00    2.00000040e-01    0.00000000e+00    1.13939354e+00
58       1.16000000e+00    2.00000000e-01   -2.00008729e-06    4.54549297e-05    3.79997851e-01    6.06615756e-04    1.16000000e+00    2.00000045e-01    0.00000000e+00    1.15939338e+00
59       1.18000000e+00    2.00000000e-01   -2.02989534e-06    4.59185296e-05    3.79986452e-01    6.06776386e-04    1.18000000e+00    2.00000051e-01    0.00000000e+00    1.17939322e+00
60       1.20000000e+00    2.00000000e-01   -2.06095280e-06    4.63832906e-05    3.79975061e-01    6.06936957e-04    1.20000000e+00    2.00000058e-01    0.00000000e+00    1.19939306e+00
61       0.00000000e+00    4.00000000e-01    2.73751239e-09    0.00000000e+00    3.80672031e-01    1.87276206e-02    0.00000000e+00    3.99999998e-01    0.00000000e+00   -1.87276206e-02
62       2.00000000e-02    4.00000000e-01   -2.07075481e-05    2.61704392e-04    3.80660188e-01    1.87301408e-02    2.00000000e-02    3.99999998e-01    0.00000000e+00    1.26985919e-03
63       4.00000000e-02    4.00000000e-01   -3.47800481e-05    4.75458405e-04    3.80648353e-01    1.87326596e-02    4.00000000e-02    3.99999998e-01    0.00000000e+00    2.12673404e-02
64       6.00000000e-02    4.00000000e-01   -4.33056256e-05    6.35471452e-04    3.80636526e-01    1.87351768e-02    6.00000000e-02    3.99999998e-01    0.00000000e+00    4.12648232e-02
65       8.00000000e-02    4.00000000e-01   -4.79552415e-05    7.38326015e-04    3.80624706e-01    1.87376927e-02    8.00000000e-02    3.99999998e-01    0.00000000e+00    6.12623073e-02
66       1.00000000e-01    4.00000000e-01   -5.04825877e-05    7.96183102e-04    3.80612894e-01    1.87402071e-02    1.00000000e-01    3.99999998e-01    0.00000000e+00    8.12597929e-02
67       1.20000000e-01    4.00000000e-01   -5.20388643e-05    8.28906223e-04    3.80601090e-01    1.87427200e-02    1.20000000e-01    3.99999998e-01    0.00000000e+00    1.01257280e-01
68       1.40000000e-01    4.00000000e-01   -5.31647546e-05    8.49767847e-04    3.80589293e-01    1.87452315e-02    1.40000000e-01    3.99999998e-01    0.00000000e+00    1.21254768e-01
69       1.60000000e-01    4.00000000e-01   -5.40860887e-05    8.65020986e-04    3.80577505e-01    1.87477416e-02    1.60000000e-01    3.99999998e-01    0.00000000e+00    1.41252258e-01
70       1.80000000e-01    4.00000000e-01   -5.49000646e-05    8.77409912e-04    3.80565724e-01    1.87502502e-02    1.80000000e-01    3.99999998e-01    0.00000000e+00    1.61249750e-01
71       2.00000000e-01    4.00000000e-01   -5.56522194e-05    8.88196655e-04    3.80553950e-01    1.87527573e-02    2.00000000e-01    3.99999998e-01    0.00000000e+00    1.81247243e-01
72       2.20000000e-01    4.00000000e-01   -5.63659424e-05    8.98010267e-04    3.80542185e-01    1.87552630e-02    2.20000000e-01    3.99999998e-01    0.00000000e+00    2.01244737e-01
73       2.40000000e-01    4.00000000e-01   -5.70542870e-05    9.07191121e-04    3.80530427e-01    1.87577673e-02    2.40000000e-01    3.99999998e-01    0.00000000e+00    2.21242233e-01
74       2.60000000e-01    4.00000000e-01   -5.77250712e-05    9.15937439e-04    3.80518676e-01    1.87602701e-02    2.60000000e-01    3.99999998e-01    0.00000000e+00    2.41239730e-01
75       2.80000000e-01    4.00000000e-01   -5.83832603e-05    9.24372146e-04    3.80506934e-01    1.87627715e-02    2.80000000e-01    3.99999998e-01    0.00000000e+00    2.61237228e-01
76       3.00000000e-01    4.00000000e-01   -5.90321645e-05    9.32575584e-04    3.80495199e-01    1.87652714e-02    3.00000000e-01    3.99999998e-01    0.00000000e+00    2.81234729e-01
77       3.20000000e-01    4.00000000e-01   -5.96740813e-05    9.40602620e-04    3.80483472e-01    1.87677699e-02    3.20000000e-01    3.99999998e-01    0.00000000e+00    3.01232230e-01
78       3.40000000e-01    4.00000000e-01   -6.03106590e-05    9.48492112e-04    3.80471752e-01    1.87702670e-02    3.40000000e-01    3.99999998e-01    0.00000000e+00    3.21229733e-01
79       3.60000000e-01    4.00000000e-01   -6.09431139e-05    9.56272428e-04    3.80460041e-01    1.87727626e-02    3.60000000e-01    3.99999998e-01    0.00000000e+00    3.41227237e-01
80       3.80000000e-01    4.00000000e-01   -6.15723645e-05    9.63964820e-04    3.80448337e-01    1.87752567e-02    3.80000000e-01    3.99999998e-01    0.00000000e+00    3.61224743e-01
81       4.00000000e-01    4.00000000e-01   -6.21991188e-05    9.71585551e-04    3.80436640e-01    1.87777494e-02    4.00000000e-01    3.99999998e-01    0.00000000e+00    3.81222251e-01
82       4.20000000e-01    4.00000000e-01   -6.28239327e-05    9.79147305e-04    3.80424952e-01    1.87802407e-02    4.20000000e-01    3.99999998e-01    0.00000000e+00    4.01219759e-01
83       4.40000000e-01    4.00000000e-01   -6.34472486e-05    9.86660125e-04    3.80413271e-01    1.87827305e-02    4.40000000e-01    3.99999998e-01    0.00000000e+00    4.21217270e-01
84       4.60000000e-01    4.00000000e-01   -6.40694217e-05    9.94132081e-04    3.80401597e-01    1.87852189e-02    4.60000000e-01    3.99999998e-01    0.00000000e+00    4.41214781e-01
85       4.80000000e-01    4.00000000e-01   -6.46907415e-05    1.00156973e-03    3.80389932e-01    1.87877058e-02    4.80000000e-01    3.99999998e-01    0.00000000e+00    4.61212294e-01
86       5.00000000e-01    4.00000000e-01   -6.53114459e-05    1.00897846e-03    3.80378274e-01    1.87901913e-02    5.00000000e-01    3.99999998e-01    0.00000000e+00    4.81209809e-01
87       5.20000000e-01    4.00000000e-01   -6.59317322e-05    1.01636273e-03    3.80366623e-01    1.87926753e-02    5.20000000e-01    3.99999998e-01    0.00000000e+00    5.01207325e-01
88       5.40000000e-01    4.00000000e-01   -6.65517653e-05    1.02372628e-03    3.80354981e-01    1.87951579e-02    5.40000000e-01    3.99999998e-01    0.00000000e+00    5.21204842e-01
89       5.60000000e-01    4.00000000e-01   -6.71716840e-05    1.03107224e-03    3.80343346e-01    1.87976391e-02    5.60000000e-01    3.99999998e-01    0.00000000e+00    5.41202361e-01
90       5.80000000e-01    4.00000000e-01   -6.77916059e-05    1.03840329e-03    3.80331718e-01    1.88001188e-02    5.80000000e-01    3.99999998e-01    0.00000000e+00    5.61199881e-01
91       6.00000000e-01    4.00000000e-01   -6.84116310e-05    1.04572170e-03    3.80320099e-01    1.88025971e-02    6.00000000e-01    3.99999999e-01    0.00000000e+00    5.81197403e-01
92       6.20000000e-01    4.00000000e-01   -6.90318451e-05    1.05302941e-03    3.80308487e-01    1.88050740e-02    6.20000000e-01    3.99999999e-01    0.00000000e+00    6.01194926e-01
93       6.40000000e-01    4.00000000e-01   -6.96523221e-05    1.06032810e-03    3.80296883e-01    1.88075493e-02    6.40000000e-01    3.99999999e-01    0.00000000e+00    6.21192451e-01
94       6.60000000e-01    4.00000000e-01   -7.02731261e-05    1.06761922e-03    3.80285286e-01    1.88100233e-02    6.60000000e-01    3.99999999e-01    0.00000000e+00    6.41189977e-01
95       6.80000000e-01    4.00000000e-01   -7.08943128e-05    1.07490405e-03    3.80273697e-01    1.88124958e-02    6.80000000e-01    3.99999999e-01    0.00000000e+00    6.61187504e-01
96       7.00000000e-01    4.00000000e-01   -7.15159317e-05    1.08218368e-03    3.80262116e-01    1.88149669e-02    7.00000000e-01    3.99999999e-01    0.00000000e+00    6.81185033e-01
97       7.20000000e-01    4.00000000e-01   -7.21380261e-05    1.08945909e-03    3.80250542e-01    1.88174365e-02    7.20000000e-01    3.99999999e-01    0.00000000e+00    7.01182563e-01
98       7.40000000e-01    4.00000000e-01   -7.27606355e-05    1.09673115e-03    3.80238976e-01    1.88199047e-02    7.40000000e-01    3.99999999e-01    0.00000000e+00    7.21180095e-01
99       7.60000000e-01    4.00000000e-01   -7.33837953e-05    1.10400061e-03    3.80227417e-01    1.88223715e-02    7.60000000e-01    3.99999999e-01    0.00000000e+00    7.41177629e-01
100      7.80000000e-01    4.00000000e-01   -7.40075386e-05    1.11126818e-03    3.80215867e-01    1.88248368e-02    7.80000000e-01    3.99999999e-01    0.00000000e+00    7.61175163e-01
101      8.00000000e-01    4.00000000e-01   -7.46318960e-05    1.11853447e-03    3.80204324e-01    1.88273007e-02    8.00000000e-01    3.99999999e-01    0.00000000e+00    7.81172699e-01
102      8.20000000e-01    4.00000000e-01   -7.52568972e-05    1.12580005e-03    3.80192788e-01    1.88297632e-02    8.20000000e-01    3.99999999e-01    0.00000000e+00    8.01170237e-01
103      8.40000000e-01    4.00000000e-01   -7.58825709e-05    1.13306546e-03    3.80181260e-01    1.88322242e-02    8.40000000e-01    4.00000000e-01    0.00000000e+00    8.21167776e-01
104      8.60000000e-01    4.00000000e-01   -7.65089456e-05    1.14033119e-03    3.80169740e-01    1.88346838e-02    8.60000000e-01    4.00000000e-01    0.00000000e+00    8.41165316e-01
105      8.80000000e-01    4.00000000e-01   -7.71360502e-05    1.14759772e-03    3.80158227e-01    1.88371419e-02    8.80000000e-01    4.00000000e-01    0.00000000e+00    8.61162858e-01
106      9.00000000e-01    4.00000000e-01   -7.77639143e-05    1.15486549e-03    3.80146722e-01    1.88395986e-02    9.00000000e-01    4.00000000e-01    0.00000000e+00    8.81160401e-01
107      9.20000000e-01    4.00000000e-01   -7.83925687e-05    1.16213494e-03    3.80135225e-01    1.88420539e-02    9.20000000e-01    4.00000001e-01    0.00000000e+00    9.01157946e-01
108      9.40000000e-01    4.00000000e-01   -7.90220461e-05    1.16940653e-03    3.80123735e-01    1.88445078e-02    9.40000000e-01    4.00000001e-01    0.00000000e+00    9.21155492e-01
109      9.60000000e-01    4.00000000e-01   -7.96523812e-05    1.17668067e-03    3.80112253e-01    1.88469602e-02    9.60000000e-01    4.00000002e-01    0.00000000e+00    9.41153040e-01
110      9.80000000e-01    4.00000000e-01   -8.02836111e-05    1.18395783e-03    3.80100779e-01    1.88494112e-02    9.80000000e-01    4.00000002e-01    0.00000000e+00    9.61150589e-01
111      1.00000000e+00    4.00000000e-01   -8.09157760e-05    1.19123845e-03    3.80089312e-01    1.88518608e-02    1.00000000e+00    4.00000003e-01    0.00000000e+00    9.81148139e-01
112      1.02000000e+00    4.00000000e-01   -8.15489191e-05    1.19852299e-03    3.80077853e-01    1.88543089e-02    1.02000000e+00    4.00000003e-01    0.00000000e+00    1.00114569e+00
113      1.04000000e+00    4.00000000e-01   -8.21830876e-05    1.20581195e-03    3.80066401e-01    1.88567556e-02    1.04000000e+00    4.00000004e-01    0.00000000e+00    1.02114324e+00
114      1.06000000e+00    4.00000000e-01   -8.28183327e-05    1.21310581e-03    3.80054957e-01    1.88592010e-02    1.06000000e+00    4.00000005e-01    0.00000000e+00    1.04114080e+00
115      1.08000000e+00    4.00000000e-01   -8.34547105e-05    1.22040510e-03    3.80043520e-01    1.88616449e-02    1.08000000e+00    4.00000006e-01    0.00000000e+00    1.06113836e+00
116      1.10000000e+00    4.00000000e-01   -8.40922818e-05    1.22771037e-03    3.80032092e-01    1.88640874e-02    1.10000000e+00    4.00000007e-01    0.00000000e+00    1.08113591e+00
117      1.12000000e+00    4.00000000e-01   -8.47311139e-05    1.23502219e-03    3.80020670e-01    1.88665284e-02    1.12000000e+00    4.00000008e-01    0.00000000e+00    1.10113347e+00
118      1.14000000e+00    4.00000000e-01   -8.53712804e-05    1.24234115e-03    3.80009257e-01    1.88689681e-02    1.14000000e+00    4.00000010e-01    0.00000000e+00    1.12113103e+00
119      1.16000000e+00    4.00000000e-01   -8.60128629e-05    1.24966788e-03    3.79997851e-01    1.88714064e-02    1.16000000e+00    4.00000011e-01    0.00000000e+00    1.14112859e+00
120      1.18000000e+00    4.00000000e-01   -8.66559521e-05    1.25700302e-03    3.79986452e-01    1.88738433e-02    1.18000000e+00    4.00000013e-01    0.00000000e+00    1.16112616e+00
121      1.20000000e+00    4.00000000e-01   -8.73006499e-05    1.26434727e-03    3.79975061e-01    1.88762788e-02    1.20000000e+00    4.00000015e-01    0.00000000e+00    1.18112372e+00
122      0.00000000e+00    6.00000000e-01    1.58711066e-08    0.00000000e+00    3.80672031e-01    7.96651745e-02    0.00000000e+00    5.99999985e-01    0.00000000e+00   -7.96651745e-02
123      2.00000000e-02    6.00000000e-01   -9.27166563e-05    3.68410881e-04    3.80660188e-01    7.96693750e-02    2.00000000e-02    5.99999986e-01    0.00000000e+00   -5.96693750e-02
124      4.00000000e-02    6.00000000e-01   -1.73771660e-04    7.29546527e-04    3.80648353e-01    7.96735728e-02    4.00000000e-02    5.99999986e-01    0.00000000e+00   -3.96735728e-02
125      6.00000000e-02    6.00000000e-01   -2.43591828e-04    1.08258269e-03    3.80636526e-01    7.96777679e-02    6.00000000e-02    5.99999987e-01    0.00000000e+00   -1.96777679e-02
126      8.00000000e-02    6.00000000e-01   -3.02641640e-04    1.42614072e-03    3.80624706e-01    7.96819602e-02    8.00000000e-02    5.99999987e-01    0.00000000e+00    3.18039831e-04
127      1.00000000e-01    6.00000000e-01   -3.51440119e-04    1.75771268e-03    3.80612894e-01    7.96861497e-02    1.00000000e-01    5.99999988e-01    0.00000000e+00    2.03138503e-02
128      1.20000000e-01    6.00000000e-01   -3.90619335e-04    2.07265317e-03    3.80601090e-01    7.96903366e-02    1.20000000e-01    5.99999988e-01    0.00000000e+00    4.03096634e-02
129      1.40000000e-01    6.00000000e-01   -4.21017504e-04    2.36291477e-03    3.80589293e-01    7.96945207e-02    1.40000000e-01    5.99999988e-01    0.00000000e+00    6.03054793e-02
130      1.60000000e-01    6.00000000e-01   -4.43785987e-04    2.61700063e-03    3.80577505e-01    7.96987020e-02    1.60000000e-01    5.99999989e-01    0.00000000e+00    8.03012980e-02
131      1.80000000e-01    6.00000000e-01   -4.60414652e-04    2.82399333e-03    3.80565724e-01    7.97028807e-02    1.80000000e-01    5.99999989e-01    0.00000000e+00    1.00297119e-01
132      2.00000000e-01    6.00000000e-01   -4.72551247e-04    2.98081854e-03    3.80553950e-01    7.97070566e-02    2.00000000e-01    5.99999989e-01    0.00000000e+00    1.20292943e-01
133      2.20000000e-01    6.00000000e-01   -4.81674477e-04    3.09462155e-03    3.80542185e-01    7.97112297e-02    2.20000000e-01    5.99999989e-01    0.00000000e+00    1.40288770e-01
134      2.40000000e-01    6.00000000e-01   -4.88875445e-04    3.17723760e-03    3.80530427e-01    7.97154002e-02    2.40000000e-01    5.99999989e-01    0.00000000e+00    1.60284600e-01
135      2.60000000e-01    6.00000000e-01   -4.94857780e-04    3.23921024e-03    3.80518676e-01    7.97195680e-02    2.60000000e-01    5.99999990e-01    0.00000000e+00    1.80280432e-01
136      2.80000000e-01    6.00000000e-01   -5.00047675e-04    3.28784389e-03    3.80506934e-01    7.97237330e-02    2.80000000e-01    5.99999990e-01    0.00000000e+00    2.00276267e-01
137      3.00000000e-01    6.00000000e-01   -5.04701408e-04    3.32771342e-03    3.80495199e-01    7.97278953e-02    3.00000000e-01    5.99999990e-01    0.00000000e+00    2.20272105e-01
138      3.20000000e-01    6.00000000e-01   -5.08976906e-04    3.36162087e-03    3.80483472e-01    7.97320549e-02    3.20000000e-01    5.99999990e-01    0.00000000e+00    2.40267945e-01
139      3.40000000e-01    6.00000000e-01   -5.12975253e-04    3.39131100e-03    3.80471752e-01    7.97362118e-02    3.40000000e-01    5.99999990e-01    0.00000000e+00    2.60263788e-01
140      3.60000000e-01    6.00000000e-01   -5.16763843e-04    3.41790669e-03    3.80460041e-01    7.97403659e-02    3.60000000e-01    5.99999990e-01    0.00000000e+00    2.80259634e-01
141      3.80000000e-01    6.00000000e-01   -5.20389364e-04    3.44215836e-03    3.80448337e-01    7.97445174e-02    3.80000000e-01    5.99999990e-01    0.00000000e+00    3.00255483e-01
142      4.00000000e-01    6.00000000e-01   -5.23885275e-04    3.46458618e-03    3.80436640e-01    7.97486662e-02    4.00000000e-01    5.99999990e-01    0.00000000e+00    3.20251334e-01
143      4.20000000e-01    6.00000000e-01   -5.27276263e-04    3.48556285e-03    3.80424952e-01    7.97528122e-02    4.20000000e-01    5.99999990e-01    0.00000000e+00    3.40247188e-01
144      4.40000000e-01    6.00000000e-01   -5.30581000e-04    3.50536316e-03    3.80413271e-01    7.97569556e-02    4.40000000e-01    5.99999990e-01    0.00000000e+00    3.60243044e-01
145      4.60000000e-01    6.00000000e-01   -5.33813905e-04    3.52419479e-03    3.80401597e-01    7.97610962e-02    4.60000000e-01    5.99999990e-01    0.00000000e+00    3.80238904e-01
146      4.80000000e-01    6.00000000e-01   -5.36986317e-04    3.54221800e-03    3.80389932e-01    7.97652341e-02    4.80000000e-01    5.99999990e-01    0.00000000e+00    4.00234766e-01
147      5.00000000e-01    6.00000000e-01   -5.40107286e-04    3.55955870e-03    3.80378274e-01    7.97693694e-02    5.00000000e-01    5.99999990e-01    0.00000000e+00    4.20230631e-01
