Index       TIME          {V(VOUT)+1.0}      {V(IN)+4.0}       {V(1)+4.0}          IG(MP1)           IG(MN1)           IS(MP1)           ID(MN1)           ID(MP1)     
142      1.45264680e-06    1.12413173e+00    6.37273426e+00    6.37351961e+00    3.75512949e-07    4.20794526e-07    2.19753978e-04    2.07748421e-04   -2.20129495e-04
143      1.47186190e-06    1.11432870e+00    6.39472857e+00    6.39549772e+00    3.35954202e-07    4.22235732e-07    2.04582582e-04    1.93555520e-04   -2.04918540e-04
144      1.49107701e-06    1.10518966e+00    6.41637360e+00    6.41712667e+00    3.64214464e-07    3.99804266e-07    1.90204668e-04    1.80075114e-04   -1.90568887e-04
145      1.51029211e-06    1.09667226e+00    6.43766604e+00    6.43840329e+00    3.24548448e-07    4.01741487e-07    1.76548553e-04    1.67269264e-04   -1.76873106e-04
146      1.52950721e-06    1.08873881e+00    6.45860297e+00    6.45932449e+00    3.52714846e-07    3.79756466e-07    1.63639176e-04    1.55137133e-04   -1.63991895e-04
147      1.54872231e-06    1.08135271e+00    6.47918119e+00    6.47988721e+00    3.12944699e-07    3.82120463e-07    1.51405059e-04    1.43640429e-04   -1.51718008e-04
148      1.56793742e-06    1.07448132e+00    6.49939789e+00    6.50008847e+00    3.41020538e-07    3.60520559e-07    1.39871352e-04    1.32778009e-04   -1.40212376e-04
149      1.58715252e-06    1.06809274e+00    6.51924995e+00    6.51992531e+00    3.01149588e-07    3.63253985e-07    1.28966851e-04    1.22511401e-04   -1.29268005e-04
150      1.60636762e-06    1.06215847e+00    6.53873468e+00    6.53939485e+00    3.29138157e-07    3.41988055e-07    1.18716987e-04    1.12839321e-04   -1.19046129e-04
151      1.62558273e-06    1.05665046e+00    6.55784907e+00    6.55849424e+00    2.89169877e-07    3.45042953e-07    1.09050900e-04    1.03723264e-04   -1.09340074e-04
152      1.64479783e-06    1.05154370e+00    6.57659053e+00    6.57722071e+00    3.17074524e-07    3.24067594e-07    9.99943707e-05    9.51619971e-05   -1.00311449e-04
153      1.66401293e-06    1.04681328e+00    6.59495614e+00    6.59557152e+00    2.77012337e-07    3.27404611e-07    9.14769545e-05    8.71169611e-05   -9.17539709e-05
154      1.68322804e-06    1.04243716e+00    6.61294343e+00    6.61354399e+00    3.04836614e-07    3.06682310e-07    8.35248454e-05    7.95872007e-05   -8.38296861e-05
155      1.70244314e-06    1.03839313e+00    6.63054961e+00    6.63113552e+00    2.64684023e-07    3.10267211e-07    7.60680823e-05    7.25343189e-05   -7.63327704e-05
156      1.72165824e-06    1.03466162e+00    6.64777229e+00    6.64834353e+00    2.92431414e-07    2.89767023e-07    6.91333421e-05    6.59575933e-05   -6.94257776e-05
157      1.74087335e-06    1.03122276e+00    6.66460879e+00    6.66516552e+00    2.52192074e-07    2.93570139e-07    6.26512100e-05    5.98189456e-05   -6.29034062e-05
158      1.76008845e-06    1.02805908e+00    6.68105685e+00    6.68159903e+00    2.79866066e-07    2.73265424e-07    5.66489115e-05    5.41179871e-05   -5.69287817e-05
