Index    TIME    V(5)mean    V(5)meanPlus    V(5)meanMinus    V(5)meanPlusTwoSigma    V(5)meanMinusTwoSigma    V(5)stddev    V(5)variance    V(5)quad_pce_mean    V(5)quad_pce_meanPlus    V(5)quad_pce_meanMinus    V(5)quad_pce_meanPlusTwoSigma    V(5)quad_pce_meanMinusTwoSigma    V(5)quad_pce_stddev    V(5)quad_pce_variance    V(2)mean    V(2)meanPlus    V(2)meanMinus    V(2)meanPlusTwoSigma    V(2)meanMinusTwoSigma    V(2)stddev    V(2)variance    V(2)quad_pce_mean    V(2)quad_pce_meanPlus    V(2)quad_pce_meanMinus    V(2)quad_pce_meanPlusTwoSigma    V(2)quad_pce_meanMinusTwoSigma    V(2)quad_pce_stddev    V(2)quad_pce_variance    
95   1.39940000e-08   1.76354100e+00   1.89105300e+00   1.63602900e+00   2.01856500e+00   1.50851700e+00   1.27512100e-01   1.62593300e-02   1.77124500e+00   1.84311300e+00   1.69937800e+00   1.91498000e+00   1.62751100e+00   7.18673200e-02   5.16491200e-03   2.99107200e+00   3.04443600e+00   2.93770900e+00   3.09779900e+00   2.88434600e+00   5.33632100e-02   2.84763200e-03   3.00167200e+00   3.03249400e+00   2.97084900e+00   3.06331700e+00   2.94002700e+00   3.08225100e-02   9.50027200e-04   
96   1.42164300e-08   1.77435600e+00   1.89742000e+00   1.65129200e+00   2.02048400e+00   1.52822800e+00   1.23064000e-01   1.51447500e-02   1.78099700e+00   1.85034600e+00   1.71164900e+00   1.91969400e+00   1.64230000e+00   6.93485700e-02   4.80922400e-03   2.99220000e+00   3.04253700e+00   2.94186300e+00   3.09287300e+00   2.89152700e+00   5.03365600e-02   2.53376900e-03   3.00228400e+00   3.03173100e+00   2.97283700e+00   3.06117700e+00   2.94339100e+00   2.94465900e-02   8.67101700e-04   
97   1.44388700e-08   1.78687300e+00   1.90794400e+00   1.66580200e+00   2.02901500e+00   1.54473100e+00   1.21071000e-01   1.46582000e-02   1.79300500e+00   1.86135200e+00   1.72465700e+00   1.92970000e+00   1.65630900e+00   6.83478000e-02   4.67142200e-03   2.99112600e+00   3.03943700e+00   2.94281400e+00   3.08774800e+00   2.89450300e+00   4.83112000e-02   2.33397200e-03   3.00056700e+00   3.02929600e+00   2.97183800e+00   3.05802600e+00   2.94310900e+00   2.87292000e-02   8.25367200e-04   
98   1.46613000e-08   1.80092700e+00   1.92007200e+00   1.68178200e+00   2.03921800e+00   1.56263700e+00   1.19145100e-01   1.41955600e-02   1.80687000e+00   1.87433800e+00   1.73940100e+00   1.94180700e+00   1.67193200e+00   6.74686100e-02   4.55201300e-03   2.98895900e+00   3.03474600e+00   2.94317300e+00   3.08053200e+00   2.89738700e+00   4.57863300e-02   2.09638800e-03   2.99747700e+00   3.02516700e+00   2.96978800e+00   3.05285600e+00   2.94209900e+00   2.76891500e-02   7.66689000e-04   
99   1.51061700e-08   1.83137400e+00   1.94573400e+00   1.71701400e+00   2.06009500e+00   1.60265300e+00   1.14360300e-01   1.30782800e-02   1.83733800e+00   1.90238400e+00   1.77229100e+00   1.96743000e+00   1.70724500e+00   6.50462900e-02   4.23102000e-03   2.98422500e+00   3.02180600e+00   2.94664300e+00   3.05938700e+00   2.90906200e+00   3.75813500e-02   1.41235800e-03   2.99044900e+00   3.01391500e+00   2.96698400e+00   3.03738000e+00   2.94351900e+00   2.34652500e-02   5.50617900e-04   
100   1.55510400e-08   1.86326300e+00   1.96304300e+00   1.76348400e+00   2.06282200e+00   1.66370500e+00   9.97791100e-02   9.95587100e-03   1.86774400e+00   1.92466500e+00   1.81082300e+00   1.98158600e+00   1.75390200e+00   5.69210200e-02   3.24000300e-03   2.98347900e+00   3.01184500e+00   2.95511200e+00   3.04021200e+00   2.92674500e+00   2.83667100e-02   8.04670100e-04   2.98591000e+00   3.00439500e+00   2.96742500e+00   3.02288000e+00   2.94894000e+00   1.84849700e-02   3.41694200e-04   
101   1.59959000e-08   1.89338300e+00   1.96890000e+00   1.81786600e+00   2.04441800e+00   1.74234900e+00   7.55172800e-02   5.70285900e-03   1.89453900e+00   1.93799300e+00   1.85108600e+00   1.98144600e+00   1.80763300e+00   4.34533100e-02   1.88819000e-03   2.98734100e+00   3.03375900e+00   2.94092400e+00   3.08017600e+00   2.89450600e+00   4.64175700e-02   2.15459100e-03   2.98468900e+00   3.01232000e+00   2.95705800e+00   3.03995200e+00   2.92942600e+00   2.76312600e-02   7.63486700e-04   
102   1.64407700e-08   1.91883600e+00   1.97209200e+00   1.86557900e+00   2.02534900e+00   1.81232200e+00   5.32566000e-02   2.83626500e-03   1.91635100e+00   1.94757400e+00   1.88512800e+00   1.97879700e+00   1.85390500e+00   3.12229900e-02   9.74875000e-04   2.99301700e+00   3.07309100e+00   2.91294400e+00   3.15316400e+00   2.83287100e+00   8.00731100e-02   6.41170300e-03   2.98526100e+00   3.03135600e+00   2.93916600e+00   3.07745000e+00   2.89307100e+00   4.60948800e-02   2.12473800e-03   
103   1.68856400e-08   1.93995800e+00   1.98176000e+00   1.89815700e+00   2.02356200e+00   1.85635500e+00   4.18019100e-02   1.74740000e-03   1.93366700e+00   1.95883600e+00   1.90849900e+00   1.98400400e+00   1.88333100e+00   2.51683600e-02   6.33446300e-04   2.99948100e+00   3.11639700e+00   2.88256600e+00   3.23331200e+00   2.76565000e+00   1.16915500e-01   1.36692400e-02   2.98655100e+00   3.05329200e+00   2.91980900e+00   3.12003400e+00   2.85306700e+00   6.67417000e-02   4.45445500e-03   
104   1.73305100e-08   1.95781400e+00   2.00829700e+00   1.90733000e+00   2.05878100e+00   1.85684700e+00   5.04835000e-02   2.54858300e-03   1.94746200e+00   1.97747500e+00   1.91744900e+00   2.00748900e+00   1.88743500e+00   3.00133200e-02   9.00799100e-04   3.00627400e+00   3.16172000e+00   2.85082800e+00   3.31716500e+00   2.69538300e+00   1.55445600e-01   2.41633200e-02   2.98804700e+00   3.07652300e+00   2.89957100e+00   3.16499900e+00   2.81109500e+00   8.84761200e-02   7.82802300e-03   
105   1.77753700e-08   1.97300900e+00   2.04649300e+00   1.89952400e+00   2.11997700e+00   1.82604000e+00   7.34842900e-02   5.39994100e-03   1.95847400e+00   2.00115300e+00   1.91579500e+00   2.04383200e+00   1.87311600e+00   4.26788800e-02   1.82148700e-03   3.01312200e+00   3.20780200e+00   2.81844300e+00   3.40248200e+00   2.62376300e+00   1.94679800e-01   3.79002300e-02   2.98950800e+00   3.10009200e+00   2.87892300e+00   3.21067700e+00   2.76833900e+00   1.10584500e-01   1.22289200e-02   
106   1.86651100e-08   1.99402900e+00   2.10510600e+00   1.88295300e+00   2.21618200e+00   1.77187700e+00   1.11076300e-01   1.23379500e-02   1.97359800e+00   2.03709300e+00   1.91010300e+00   2.10058800e+00   1.84660900e+00   6.34947600e-02   4.03158400e-03   3.02115100e+00   3.26448400e+00   2.77781700e+00   3.50781800e+00   2.53448300e+00   2.43333600e-01   5.92112600e-02   2.99059600e+00   3.12828700e+00   2.85290500e+00   3.26597800e+00   2.71521400e+00   1.37691000e-01   1.89588200e-02   
107   1.93928400e-08   2.00117900e+00   2.11679600e+00   1.88556200e+00   2.23241300e+00   1.76994600e+00   1.15616800e-01   1.33672500e-02   1.98005100e+00   2.04586500e+00   1.91423700e+00   2.11168000e+00   1.84842200e+00   6.58143600e-02   4.33153000e-03   3.01662900e+00   3.24528200e+00   2.78797600e+00   3.47393500e+00   2.55932200e+00   2.28653200e-01   5.22822700e-02   2.98809400e+00   3.11725800e+00   2.85893100e+00   3.24642100e+00   2.72976700e+00   1.29163400e-01   1.66831900e-02   
108   2.00000000e-08   2.00086100e+00   2.09941300e+00   1.90230800e+00   2.19796500e+00   1.80375600e+00   9.85522200e-02   9.71254000e-03   1.98238300e+00   2.03882200e+00   1.92594400e+00   2.09526000e+00   1.86950500e+00   5.64387500e-02   3.18533300e-03   3.00449500e+00   3.18077300e+00   2.82821700e+00   3.35705100e+00   2.65193900e+00   1.76278100e-01   3.10739800e-02   2.98356400e+00   3.08349700e+00   2.88363100e+00   3.18343000e+00   2.78369800e+00   9.99330800e-02   9.98662100e-03   
109   2.00250600e-08   2.00310300e+00   2.10160900e+00   1.90459700e+00   2.20011500e+00   1.80609100e+00   9.85058900e-02   9.70341100e-03   1.98461000e+00   2.04114600e+00   1.92807400e+00   2.09768100e+00   1.87153800e+00   5.65357300e-02   3.19628800e-03   3.00489900e+00   3.17832100e+00   2.83147700e+00   3.35174400e+00   2.65805500e+00   1.73422300e-01   3.00752800e-02   2.98435800e+00   3.08269300e+00   2.88602200e+00   3.18102800e+00   2.78768700e+00   9.83353100e-02   9.66983400e-03   
110   2.00465200e-08   2.00412900e+00   2.10261700e+00   1.90564100e+00   2.20110500e+00   1.80715300e+00   9.84878500e-02   9.69985700e-03   1.98562100e+00   2.04225000e+00   1.92899200e+00   2.09887900e+00   1.87236300e+00   5.66289700e-02   3.20684100e-03   3.00553800e+00   3.17651300e+00   2.83456200e+00   3.34748900e+00   2.66358700e+00   1.70975400e-01   2.92326000e-02   2.98533900e+00   3.08230300e+00   2.88837400e+00   3.17926800e+00   2.79140900e+00   9.69646200e-02   9.40213800e-03   
111   2.00679900e-08   2.00473100e+00   2.10317000e+00   1.90629200e+00   2.20160800e+00   1.80785300e+00   9.84388200e-02   9.69020200e-03   1.98621400e+00   2.04291300e+00   1.92951600e+00   2.09961200e+00   1.87281700e+00   5.66988900e-02   3.21476400e-03   3.00625600e+00   3.17477600e+00   2.83773700e+00   3.34329500e+00   2.66921700e+00   1.68519500e-01   2.83988300e-02   2.98640200e+00   3.08199000e+00   2.89081500e+00   3.17757800e+00   2.79522700e+00   9.55877800e-02   9.13702300e-03   
112   2.01109200e-08   2.00465700e+00   2.10250500e+00   1.90680800e+00   2.20035400e+00   1.80896000e+00   9.78484800e-02   9.57432500e-03   1.98620800e+00   2.04272500e+00   1.92969100e+00   2.09924100e+00   1.87317500e+00   5.65166900e-02   3.19413600e-03   3.00792900e+00   3.17147700e+00   2.84438100e+00   3.33502500e+00   2.68083300e+00   1.63548000e-01   2.67479600e-02   2.98877900e+00   3.08157200e+00   2.89598600e+00   3.17436500e+00   2.80319300e+00   9.27929700e-02   8.61053600e-03   
113   2.01967800e-08   2.00405500e+00   2.09973100e+00   1.90837900e+00   2.19540600e+00   1.81270300e+00   9.56757900e-02   9.15385700e-03   1.98592100e+00   2.04142700e+00   1.93041500e+00   2.09693200e+00   1.87490900e+00   5.55058300e-02   3.08089700e-03   3.01194100e+00   3.16528400e+00   2.85859800e+00   3.31862800e+00   2.70525500e+00   1.53343200e-01   2.35141500e-02   2.99423500e+00   3.08126400e+00   2.90720600e+00   3.16829400e+00   2.82017600e+00   8.70293700e-02   7.57411100e-03   
114   2.02826400e-08   2.00359900e+00   2.09720300e+00   1.90999500e+00   2.19080800e+00   1.81639000e+00   9.36042800e-02   8.76176100e-03   1.98576100e+00   2.04030900e+00   1.93121400e+00   2.09485700e+00   1.87666600e+00   5.45477900e-02   2.97546100e-03   3.01700800e+00   3.15991200e+00   2.87410500e+00   3.30281500e+00   2.73120200e+00   1.42903400e-01   2.04213800e-02   3.00077400e+00   3.08187300e+00   2.91967400e+00   3.16297200e+00   2.83857500e+00   8.10992400e-02   6.57708700e-03   
115   2.04543600e-08   2.00233800e+00   2.09266600e+00   1.91201000e+00   2.18299400e+00   1.82168200e+00   9.03279800e-02   8.15914300e-03   1.98486300e+00   2.03719900e+00   1.93252700e+00   2.08953400e+00   1.88019200e+00   5.23355900e-02   2.73901400e-03   3.03040500e+00   3.15217900e+00   2.90863100e+00   3.27395300e+00   2.78685700e+00   1.21774000e-01   1.48289200e-02   3.01713100e+00   3.08624400e+00   2.94801700e+00   3.15535800e+00   2.87890300e+00   6.91138100e-02   4.77671900e-03   
116   2.06260800e-08   2.00048900e+00   2.08821900e+00   1.91275900e+00   2.17594900e+00   1.82502800e+00   8.77302300e-02   7.69659400e-03   1.98327200e+00   2.03356000e+00   1.93298500e+00   2.08384800e+00   1.88269700e+00   5.02877800e-02   2.52886100e-03   3.04811300e+00   3.14935400e+00   2.94687300e+00   3.25059400e+00   2.84563300e+00   1.01240200e-01   1.02495700e-02   3.03771300e+00   3.09533500e+00   2.98009200e+00   3.15295700e+00   2.92247000e+00   5.76215700e-02   3.32024600e-03   
117   2.07977900e-08   1.99821900e+00   2.08429300e+00   1.91214600e+00   2.17036700e+00   1.82607200e+00   8.60736200e-02   7.40866700e-03   1.98120700e+00   2.03039400e+00   1.93202000e+00   2.07958000e+00   1.88283400e+00   4.91866500e-02   2.41932700e-03   3.07004300e+00   3.15266400e+00   2.98742200e+00   3.23528500e+00   2.90480100e+00   8.26211500e-02   6.82625400e-03   3.06226800e+00   3.10963800e+00   3.01489900e+00   3.15700700e+00   2.96753000e+00   4.73694900e-02   2.24386800e-03   
118   2.08208600e-08   1.99879300e+00   2.08578400e+00   1.91180200e+00   2.17277500e+00   1.82481100e+00   8.69909000e-02   7.56741700e-03   1.98163400e+00   2.03133400e+00   1.93193400e+00   2.08103400e+00   1.88223400e+00   4.96999000e-02   2.47008000e-03   3.07322600e+00   3.15355900e+00   2.99289400e+00   3.23389200e+00   2.91256100e+00   8.03327400e-02   6.45335000e-03   3.06578000e+00   3.11190200e+00   3.01965800e+00   3.15802400e+00   2.97353600e+00   4.61218400e-02   2.12722400e-03   
119   2.08669900e-08   2.00586400e+00   2.09735600e+00   1.91437100e+00   2.18884900e+00   1.82287900e+00   9.14925900e-02   8.37089300e-03   1.98809100e+00   2.04040400e+00   1.93577800e+00   2.09271700e+00   1.88346500e+00   5.23129800e-02   2.73664700e-03   3.07858400e+00   3.15445700e+00   3.00271100e+00   3.23033000e+00   2.92683800e+00   7.58730000e-02   5.75671200e-03   3.07177700e+00   3.11547100e+00   3.02808300e+00   3.15916400e+00   2.98439000e+00   4.36936000e-02   1.90913000e-03   
120   2.09131300e-08   2.01526400e+00   2.11375700e+00   1.91677100e+00   2.21225000e+00   1.81827800e+00   9.84928600e-02   9.70084400e-03   1.99650800e+00   2.05283100e+00   1.94018500e+00   2.10915400e+00   1.88386200e+00   5.63230200e-02   3.17228300e-03   3.08103400e+00   3.15263000e+00   3.00943900e+00   3.22422500e+00   2.93784300e+00   7.15955800e-02   5.12592600e-03   3.07483500e+00   3.11619200e+00   3.03347800e+00   3.15754900e+00   2.99212200e+00   4.13569600e-02   1.71039800e-03   
121   2.09592600e-08   2.02279100e+00   2.12956700e+00   1.91601500e+00   2.23634200e+00   1.80923900e+00   1.06775800e-01   1.14010700e-02   2.00282800e+00   2.06384400e+00   1.94181100e+00   2.12486100e+00   1.88079400e+00   6.10166800e-02   3.72303500e-03   3.07840000e+00   3.14585400e+00   3.01094500e+00   3.21330900e+00   2.94349000e+00   6.74548200e-02   4.55015200e-03   3.07278300e+00   3.11185900e+00   3.03370600e+00   3.15093500e+00   2.99463000e+00   3.90761000e-02   1.52694200e-03   
122   2.10000000e-08   2.02912100e+00   2.14361000e+00   1.91463200e+00   2.25809900e+00   1.80014300e+00   1.14488800e-01   1.31076900e-02   2.00799900e+00   2.07333800e+00   1.94266000e+00   2.13867600e+00   1.87732200e+00   6.53386100e-02   4.26913400e-03   3.07025200e+00   3.13412500e+00   3.00637900e+00   3.19799700e+00   2.94250700e+00   6.38727000e-02   4.07972100e-03   3.06513000e+00   3.10221100e+00   3.02805000e+00   3.13929100e+00   2.99096900e+00   3.70804300e-02   1.37495800e-03   
123   2.10046100e-08   2.02917500e+00   2.14442500e+00   1.91392500e+00   2.25967500e+00   1.79867500e+00   1.15250200e-01   1.32826000e-02   2.00792700e+00   2.07368800e+00   1.94216600e+00   2.13944900e+00   1.87640500e+00   6.57609700e-02   4.32450600e-03   3.06884800e+00   3.13231300e+00   3.00538300e+00   3.19577800e+00   2.94191700e+00   6.34653100e-02   4.02784500e-03   3.06378200e+00   3.10063300e+00   3.02693000e+00   3.13748500e+00   2.99007900e+00   3.68514400e-02   1.35802800e-03   
124   2.10092300e-08   2.02889500e+00   2.14479600e+00   1.91299500e+00   2.26069700e+00   1.79709400e+00   1.15900800e-01   1.34329900e-02   2.00752800e+00   2.07364800e+00   1.94140800e+00   2.13976800e+00   1.87528800e+00   6.61198600e-02   4.37183500e-03   3.06729900e+00   3.13035100e+00   3.00424700e+00   3.19340300e+00   2.94119500e+00   6.30519100e-02   3.97554300e-03   3.06228800e+00   3.09890700e+00   3.02567000e+00   3.13552500e+00   2.98905200e+00   3.66183600e-02   1.34090400e-03   
125   2.10184500e-08   2.02838500e+00   2.14535500e+00   1.91141500e+00   2.26232500e+00   1.79444500e+00   1.16970000e-01   1.36819800e-02   2.00677200e+00   2.07348000e+00   1.94006400e+00   2.14018800e+00   1.87335600e+00   6.67080700e-02   4.44996600e-03   3.06397200e+00   3.12617900e+00   3.00176500e+00   3.18838700e+00   2.93955800e+00   6.22072100e-02   3.86973700e-03   3.05907200e+00   3.09521300e+00   3.02293000e+00   3.13135500e+00   2.98678800e+00   3.61416700e-02   1.30622100e-03   
126   2.10369100e-08   2.03071600e+00   2.14834400e+00   1.91308800e+00   2.26597200e+00   1.79545900e+00   1.17628100e-01   1.38363700e-02   2.00892800e+00   2.07599300e+00   1.94186300e+00   2.14305800e+00   1.87479700e+00   6.70652800e-02   4.49775200e-03   3.05651000e+00   3.11689500e+00   2.99612600e+00   3.17727900e+00   2.93574100e+00   6.03845100e-02   3.64628900e-03   3.05184700e+00   3.08695700e+00   3.01673700e+00   3.12206700e+00   2.98162700e+00   3.51100500e-02   1.23271600e-03   
127   2.10553600e-08   2.03530200e+00   2.15204500e+00   1.91855900e+00   2.26878900e+00   1.80181600e+00   1.16743100e-01   1.36289600e-02   2.01377900e+00   2.08025500e+00   1.94730200e+00   2.14673200e+00   1.88082600e+00   6.64765100e-02   4.41912700e-03   3.04835800e+00   3.10680700e+00   2.98991000e+00   3.16525600e+00   2.93146100e+00   5.84486000e-02   3.41623900e-03   3.04398500e+00   3.07800500e+00   3.00996400e+00   3.11202600e+00   2.97594300e+00   3.40208100e-02   1.15741500e-03   
128   2.10738100e-08   2.03556100e+00   2.15172100e+00   1.91940100e+00   2.26788100e+00   1.80324000e+00   1.16160200e-01   1.34931800e-02   2.01425400e+00   2.08028100e+00   1.94822600e+00   2.14630900e+00   1.88219800e+00   6.60277000e-02   4.35965700e-03   3.03908700e+00   3.09560100e+00   2.98257300e+00   3.15211500e+00   2.92605900e+00   5.65140300e-02   3.19383500e-03   3.03502700e+00   3.06796800e+00   3.00208500e+00   3.10091000e+00   2.96914300e+00   3.29416900e-02   1.08515500e-03   
129   2.10922600e-08   2.03252100e+00   2.14857100e+00   1.91647000e+00   2.26462200e+00   1.80042000e+00   1.16050500e-01   1.34677100e-02   2.01131200e+00   2.07717700e+00   1.94544700e+00   2.14304200e+00   1.87958100e+00   6.58652900e-02   4.33823700e-03   3.02851200e+00   3.08309100e+00   2.97393300e+00   3.13766900e+00   2.91935400e+00   5.45787100e-02   2.97883600e-03   3.02476100e+00   3.05662400e+00   2.99289700e+00   3.08848800e+00   2.96103400e+00   3.18635700e-02   1.01528700e-03   
130   2.11291700e-08   2.02454000e+00   2.14003300e+00   1.90904800e+00   2.25552500e+00   1.79355600e+00   1.15492400e-01   1.33385000e-02   2.00350800e+00   2.06883500e+00   1.93818100e+00   2.13416200e+00   1.87285400e+00   6.53270400e-02   4.26762200e-03   3.00499700e+00   3.05559200e+00   2.95440200e+00   3.10618700e+00   2.90380700e+00   5.05947900e-02   2.55983300e-03   3.00189100e+00   3.03154900e+00   2.97223400e+00   3.06120600e+00   2.94257700e+00   2.96573600e-02   8.79559200e-04   
131   2.11660800e-08   2.01618700e+00   2.13078800e+00   1.90158600e+00   2.24538900e+00   1.78698400e+00   1.14601200e-01   1.31334300e-02   1.99535200e+00   2.05996100e+00   1.93074300e+00   2.12456900e+00   1.86613500e+00   6.46086100e-02   4.17427200e-03   2.97940600e+00   3.02589500e+00   2.93291700e+00   3.07238400e+00   2.88642800e+00   4.64891000e-02   2.16123600e-03   2.97700500e+00   3.00442900e+00   2.94958100e+00   3.03185300e+00   2.92215800e+00   2.74237500e-02   7.52061900e-04   
132   2.12029800e-08   2.00904900e+00   2.12234000e+00   1.89575900e+00   2.23563000e+00   1.78246900e+00   1.13290300e-01   1.28347000e-02   1.98852700e+00   2.05220900e+00   1.92484600e+00   2.11589000e+00   1.86116500e+00   6.36811300e-02   4.05528700e-03   2.95268600e+00   2.99510200e+00   2.91027000e+00   3.03751700e+00   2.86785500e+00   4.24156700e-02   1.79908900e-03   2.95107100e+00   2.97634400e+00   2.92579800e+00   3.00161700e+00   2.90052500e+00   2.52729000e-02   6.38719700e-04   
133   2.12767900e-08   1.99828200e+00   2.10998000e+00   1.88658300e+00   2.22167800e+00   1.77488500e+00   1.11698400e-01   1.24765400e-02   1.97860800e+00   2.04166200e+00   1.91555300e+00   2.10471700e+00   1.85249800e+00   6.30548400e-02   3.97591300e-03   2.89799700e+00   2.93415500e+00   2.86184000e+00   2.97031300e+00   2.82568200e+00   3.61577900e-02   1.30738600e-03   2.89822300e+00   2.92050900e+00   2.87593600e+00   2.94279600e+00   2.85365000e+00   2.22864000e-02   4.96683700e-04   
134   2.13506100e-08   1.99199300e+00   2.10123200e+00   1.88275400e+00   2.21047000e+00   1.77351600e+00   1.09238700e-01   1.19331000e-02   1.97378600e+00   2.03629900e+00   1.91127400e+00   2.09881200e+00   1.84876100e+00   6.25126600e-02   3.90783300e-03   2.84322100e+00   2.87939700e+00   2.80704500e+00   2.91557300e+00   2.77086900e+00   3.61760000e-02   1.30870300e-03   2.84563400e+00   2.86851100e+00   2.82275700e+00   2.89138800e+00   2.79988000e+00   2.28769100e-02   5.23353200e-04   
135   2.14244200e-08   1.98985300e+00   2.09419200e+00   1.88551400e+00   2.19853100e+00   1.78117500e+00   1.04338800e-01   1.08865900e-02   1.97335200e+00   2.03357100e+00   1.91313300e+00   2.09379000e+00   1.85291300e+00   6.02192100e-02   3.62635300e-03   2.78989400e+00   2.83377000e+00   2.74601800e+00   2.87764500e+00   2.70214200e+00   4.38757400e-02   1.92508000e-03   2.79466000e+00   2.82203500e+00   2.76728400e+00   2.84941100e+00   2.73990900e+00   2.73755900e-02   7.49422900e-04   
136   2.14982300e-08   1.99037100e+00   2.08790000e+00   1.89284200e+00   2.18542900e+00   1.79531300e+00   9.75289200e-02   9.51188900e-03   1.97653000e+00   2.03322000e+00   1.91984000e+00   2.08991100e+00   1.86315000e+00   5.66901900e-02   3.21377700e-03   2.73877700e+00   2.79542600e+00   2.68212800e+00   2.85207500e+00   2.62547900e+00   5.66490600e-02   3.20911600e-03   2.74593400e+00   2.78029100e+00   2.71157700e+00   2.81464800e+00   2.67722000e+00   3.43569500e-02   1.18040000e-03   
137   2.15720400e-08   1.99312000e+00   2.08458200e+00   1.90165800e+00   2.17604400e+00   1.81019600e+00   9.14619700e-02   8.36529300e-03   1.98248000e+00   2.03554800e+00   1.92941200e+00   2.08861600e+00   1.87634300e+00   5.30681200e-02   2.81622600e-03   2.69081200e+00   2.76004800e+00   2.62157500e+00   2.82928500e+00   2.55233900e+00   6.92364300e-02   4.79368300e-03   2.69994300e+00   2.74103100e+00   2.65885600e+00   2.78211800e+00   2.61776900e+00   4.10872800e-02   1.68816400e-03   
138   2.16458500e-08   1.99803800e+00   2.08501900e+00   1.91105700e+00   2.17200000e+00   1.82407600e+00   8.69811700e-02   7.56572500e-03   1.99077300e+00   2.04065900e+00   1.94088700e+00   2.09054500e+00   1.89100100e+00   4.98860700e-02   2.48862000e-03   2.64743800e+00   2.72215900e+00   2.57271700e+00   2.79688100e+00   2.49799600e+00   7.47212600e-02   5.58326700e-03   2.65730200e+00   2.70107400e+00   2.61353000e+00   2.74484600e+00   2.56975900e+00   4.37719600e-02   1.91598400e-03   
139   2.17196600e-08   2.00457000e+00   2.09101200e+00   1.91812900e+00   2.17745300e+00   1.83168700e+00   8.64414200e-02   7.47211900e-03   2.00074400e+00   2.04951000e+00   1.95197800e+00   2.09827600e+00   1.90321200e+00   4.87660700e-02   2.37813000e-03   2.61094400e+00   2.67563400e+00   2.54625400e+00   2.74032300e+00   2.48156400e+00   6.46898600e-02   4.18477800e-03   2.61910000e+00   2.65657000e+00   2.58163100e+00   2.69403900e+00   2.54416200e+00   3.74692000e-02   1.40394100e-03   
140   2.17934800e-08   2.01280500e+00   2.10416800e+00   1.92144200e+00   2.19553000e+00   1.83008000e+00   9.13626700e-02   8.34713800e-03   2.01225500e+00   2.06307400e+00   1.96143600e+00   2.11389400e+00   1.91061700e+00   5.08193000e-02   2.58260100e-03   2.57994300e+00   2.62853100e+00   2.53135600e+00   2.67711800e+00   2.48276800e+00   4.85876200e-02   2.36075700e-03   2.58539400e+00   2.61485700e+00   2.55593100e+00   2.64432000e+00   2.52646900e+00   2.94627700e-02   8.68055000e-04   
141   2.18672900e-08   2.02246700e+00   2.12302500e+00   1.92191000e+00   2.22358200e+00   1.82135300e+00   1.00557100e-01   1.01117300e-02   2.02495400e+00   2.08048200e+00   1.96942500e+00   2.13601000e+00   1.91389700e+00   5.55283500e-02   3.08339700e-03   2.55230100e+00   2.59394500e+00   2.51065700e+00   2.63558900e+00   2.46901300e+00   4.16441200e-02   1.73423300e-03   2.55642300e+00   2.58196800e+00   2.53087800e+00   2.60751400e+00   2.50533200e+00   2.55453100e-02   6.52562800e-04   
142   2.19411000e-08   2.03370000e+00   2.14522800e+00   1.92217100e+00   2.25675700e+00   1.81064300e+00   1.11528600e-01   1.24386300e-02   2.03881100e+00   2.10031500e+00   1.97730600e+00   2.16182000e+00   1.91580200e+00   6.15045400e-02   3.78280900e-03   2.52947400e+00   2.56514900e+00   2.49379900e+00   2.60082400e+00   2.45812400e+00   3.56751300e-02   1.27271500e-03   2.53254300e+00   2.55476200e+00   2.51032500e+00   2.57698000e+00   2.48810600e+00   2.22185500e-02   4.93663900e-04   
143   2.20149100e-08   2.04592400e+00   2.16948100e+00   1.92236800e+00   2.29303700e+00   1.79881200e+00   1.23556200e-01   1.52661400e-02   2.05342400e+00   2.12163500e+00   1.98521300e+00   2.18984700e+00   1.91700200e+00   6.82112700e-02   4.65277700e-03   2.51063200e+00   2.54194900e+00   2.47931600e+00   2.57326500e+00   2.44799900e+00   3.13165100e-02   9.80723900e-04   2.51297900e+00   2.53260400e+00   2.49335400e+00   2.55222900e+00   2.47372800e+00   1.96252800e-02   3.85151600e-04   
144   2.21625300e-08   2.07299800e+00   2.22015100e+00   1.92584500e+00   2.36730400e+00   1.77869200e+00   1.47152900e-01   2.16539800e-02   2.08463800e+00   2.16622600e+00   2.00305100e+00   2.24781300e+00   1.92146300e+00   8.15875000e-02   6.65652000e-03   2.48179200e+00   2.50641300e+00   2.45717200e+00   2.53103400e+00   2.43255100e+00   2.46208000e-02   6.06183600e-04   2.48299100e+00   2.49885000e+00   2.46713200e+00   2.51470900e+00   2.45127200e+00   1.58592900e-02   2.51517000e-04   
145   2.23101600e-08   2.10298800e+00   2.27137000e+00   1.93460500e+00   2.43975300e+00   1.76622300e+00   1.68382400e-01   2.83526500e-02   2.11810500e+00   2.21173100e+00   2.02448000e+00   2.30535600e+00   1.93085400e+00   9.36255700e-02   8.76574700e-03   2.46038100e+00   2.48108700e+00   2.43967400e+00   2.50179400e+00   2.41896800e+00   2.07064000e-02   4.28755000e-04   2.46082100e+00   2.47444700e+00   2.44719400e+00   2.48807400e+00   2.43356800e+00   1.36266000e-02   1.85684200e-04   
