Index    TIME    V(5)mean    V(5)meanPlus    V(5)meanMinus    V(5)meanPlusTwoSigma    V(5)meanMinusTwoSigma    V(5)stddev    V(5)variance    V(5)quad_pce_mean    V(5)quad_pce_meanPlus    V(5)quad_pce_meanMinus    V(5)quad_pce_meanPlusTwoSigma    V(5)quad_pce_meanMinusTwoSigma    V(5)quad_pce_stddev    V(5)quad_pce_variance    V(2)mean    V(2)meanPlus    V(2)meanMinus    V(2)meanPlusTwoSigma    V(2)meanMinusTwoSigma    V(2)stddev    V(2)variance    V(2)quad_pce_mean    V(2)quad_pce_meanPlus    V(2)quad_pce_meanMinus    V(2)quad_pce_meanPlusTwoSigma    V(2)quad_pce_meanMinusTwoSigma    V(2)quad_pce_stddev    V(2)quad_pce_variance    
197   3.26300800e-08   2.92577700e+00   3.24241700e+00   2.60913700e+00   3.55905700e+00   2.29249800e+00   3.16639900e-01   1.00260800e-01   2.97189800e+00   3.15165800e+00   2.79213700e+00   3.33141800e+00   2.61237700e+00   1.79760300e-01   3.23137700e-02   1.72495600e+00   2.02392300e+00   1.42598900e+00   2.32289000e+00   1.12702200e+00   2.98967100e-01   8.93813100e-02   1.75630600e+00   1.92540200e+00   1.58721100e+00   2.09449700e+00   1.41811500e+00   1.69095600e-01   2.85933200e-02   
198   3.28239600e-08   2.93648300e+00   3.23340900e+00   2.63955700e+00   3.53033500e+00   2.34263000e+00   2.96926300e-01   8.81652300e-02   2.98010300e+00   3.14869200e+00   2.81151300e+00   3.31728200e+00   2.64292400e+00   1.68589400e-01   2.84224000e-02   1.72951700e+00   2.01647600e+00   1.44255700e+00   2.30343600e+00   1.15559800e+00   2.86959500e-01   8.23457800e-02   1.75890200e+00   1.92108200e+00   1.59672300e+00   2.08326100e+00   1.43454400e+00   1.62179200e-01   2.63020900e-02   
199   3.30178300e-08   2.94213500e+00   3.22343000e+00   2.66084000e+00   3.50472500e+00   2.37954500e+00   2.81294900e-01   7.91268100e-02   2.98376300e+00   3.14352800e+00   2.82399700e+00   3.30329400e+00   2.66423100e+00   1.59765800e-01   2.55251000e-02   1.73668000e+00   2.01718600e+00   1.45617500e+00   2.29769100e+00   1.17567000e+00   2.80505200e-01   7.86831800e-02   1.76483300e+00   1.92329500e+00   1.60637000e+00   2.08175800e+00   1.44790700e+00   1.58462700e-01   2.51104100e-02   
200   3.32117000e-08   2.94456100e+00   3.21383600e+00   2.67528600e+00   3.48311100e+00   2.40601100e+00   2.69275000e-01   7.25090100e-02   2.98455100e+00   3.13756300e+00   2.83153900e+00   3.29057500e+00   2.67852700e+00   1.53012000e-01   2.34126700e-02   1.74561400e+00   2.02332000e+00   1.46790800e+00   2.30102500e+00   1.19020200e+00   2.77705800e-01   7.71205200e-02   1.77309300e+00   1.92995600e+00   1.61623000e+00   2.08681800e+00   1.45936800e+00   1.56862700e-01   2.46059000e-02   
201   3.35994400e-08   2.94409200e+00   3.19697300e+00   2.69121000e+00   3.44985400e+00   2.43832900e+00   2.52881300e-01   6.39489700e-02   2.98132100e+00   3.12514000e+00   2.83750200e+00   3.26895900e+00   2.69368300e+00   1.43819000e-01   2.06839100e-02   1.76775700e+00   2.04228500e+00   1.49322800e+00   2.31681300e+00   1.21870000e+00   2.74528400e-01   7.53658400e-02   1.79483700e+00   1.94998900e+00   1.63968500e+00   2.10514100e+00   1.48453300e+00   1.55151800e-01   2.40721000e-02   
202   3.39871900e-08   2.93951400e+00   3.18528600e+00   2.69374100e+00   3.43105900e+00   2.44796900e+00   2.45772500e-01   6.04041200e-02   2.97499900e+00   3.11485200e+00   2.83514500e+00   3.25470500e+00   2.69529200e+00   1.39853300e-01   1.95589600e-02   1.79419900e+00   2.06291500e+00   1.52548300e+00   2.33163100e+00   1.25676800e+00   2.68715900e-01   7.22082200e-02   1.82118100e+00   1.97316400e+00   1.66919900e+00   2.12514600e+00   1.51721600e+00   1.51982600e-01   2.30987000e-02   
203   3.43749300e-08   2.93337300e+00   3.18336600e+00   2.68338000e+00   3.43335900e+00   2.43338700e+00   2.49992800e-01   6.24964000e-02   2.96903300e+00   3.11103700e+00   2.82703000e+00   3.25304100e+00   2.68502600e+00   1.42003800e-01   2.01650800e-02   1.82216800e+00   2.07878200e+00   1.56555300e+00   2.33539600e+00   1.30893900e+00   2.56614400e-01   6.58509700e-02   1.84820600e+00   1.99346600e+00   1.70294600e+00   2.13872500e+00   1.55768600e+00   1.45259900e-01   2.11004300e-02   
204   3.47626800e-08   2.92931800e+00   3.18210400e+00   2.67653300e+00   3.43488900e+00   2.42374700e+00   2.52785500e-01   6.39004900e-02   2.96525000e+00   3.10882000e+00   2.82168000e+00   3.25238900e+00   2.67811100e+00   1.43569700e-01   2.06122600e-02   1.84857300e+00   2.08826000e+00   1.60888600e+00   2.32794700e+00   1.36919900e+00   2.39686900e-01   5.74498200e-02   1.87277600e+00   2.00849700e+00   1.73705500e+00   2.14421800e+00   1.60133400e+00   1.35721200e-01   1.84202300e-02   
205   3.51504200e-08   2.92757700e+00   3.17976200e+00   2.67539200e+00   3.43194800e+00   2.42320700e+00   2.52185200e-01   6.35974000e-02   2.96341500e+00   3.10660900e+00   2.82022100e+00   3.24980200e+00   2.67702800e+00   1.43193700e-01   2.05044200e-02   1.87152100e+00   2.09328100e+00   1.64976100e+00   2.31504200e+00   1.42800000e+00   2.21760300e-01   4.91776400e-02   1.89361000e+00   2.01916500e+00   1.76805400e+00   2.14472100e+00   1.64249900e+00   1.25555500e-01   1.57641700e-02   
206   3.55381600e-08   2.92702500e+00   3.17718700e+00   2.67686300e+00   3.42734900e+00   2.42670100e+00   2.50161900e-01   6.25809700e-02   2.96257300e+00   3.10462500e+00   2.82052000e+00   3.24667800e+00   2.67846800e+00   1.42052500e-01   2.01789100e-02   1.89051400e+00   2.09574100e+00   1.68528700e+00   2.30096800e+00   1.48006100e+00   2.05226900e-01   4.21180700e-02   1.91058900e+00   2.02678700e+00   1.79439200e+00   2.14298400e+00   1.67819400e+00   1.16197600e-01   1.35018900e-02   
207   3.63136500e-08   2.92700700e+00   3.17150100e+00   2.68251400e+00   3.41599400e+00   2.43802100e+00   2.44493300e-01   5.97769600e-02   2.96172300e+00   3.10053700e+00   2.82290900e+00   3.23935100e+00   2.68409500e+00   1.38814100e-01   1.92693600e-02   1.91847600e+00   2.09726300e+00   1.73968900e+00   2.27605000e+00   1.56090200e+00   1.78787000e-01   3.19647800e-02   1.93531000e+00   2.03651900e+00   1.83410200e+00   2.13772800e+00   1.73289300e+00   1.01208800e-01   1.02432300e-02   
208   3.70891400e-08   2.92717300e+00   3.16508200e+00   2.68926300e+00   3.40299200e+00   2.45135400e+00   2.37909400e-01   5.66008700e-02   2.96090300e+00   3.09598200e+00   2.82582300e+00   3.23106100e+00   2.69074400e+00   1.35079100e-01   1.82463700e-02   1.93642200e+00   2.09615300e+00   1.77669100e+00   2.25588400e+00   1.61696000e+00   1.59731100e-01   2.55140100e-02   1.95089200e+00   2.04129100e+00   1.86049200e+00   2.13169100e+00   1.77009200e+00   9.03997800e-02   8.17212100e-03   
209   3.78646300e-08   2.92724900e+00   3.15814500e+00   2.69635200e+00   3.38904100e+00   2.46545600e+00   2.30896300e-01   5.33130800e-02   2.95995200e+00   3.09103500e+00   2.82886800e+00   3.22211900e+00   2.69778400e+00   1.31083800e-01   1.71829700e-02   1.94797600e+00   2.09404200e+00   1.80190900e+00   2.24010900e+00   1.65584200e+00   1.46066700e-01   2.13354700e-02   1.96070400e+00   2.04333600e+00   1.87807300e+00   2.12596700e+00   1.79544200e+00   8.26311600e-02   6.82790800e-03   
210   3.94156000e-08   2.92774700e+00   3.14416100e+00   2.71133400e+00   3.36057500e+00   2.49492000e+00   2.16413800e-01   4.68349100e-02   2.95836500e+00   3.08122800e+00   2.83550200e+00   3.20409000e+00   2.71263900e+00   1.22862700e-01   1.50952400e-02   1.96116200e+00   2.08889700e+00   1.83342700e+00   2.21663200e+00   1.70569200e+00   1.27734900e-01   1.63162100e-02   1.97146700e+00   2.04370100e+00   1.89923200e+00   2.11593500e+00   1.82699800e+00   7.22341300e-02   5.21777000e-03   
211   4.00000000e-08   2.92815600e+00   3.13885400e+00   2.71745800e+00   3.34955300e+00   2.50676000e+00   2.10698200e-01   4.43937200e-02   2.95796200e+00   3.07757100e+00   2.83835200e+00   3.19718100e+00   2.71874200e+00   1.19609600e-01   1.43064600e-02   1.96393600e+00   2.08682100e+00   1.84105200e+00   2.20970500e+00   1.71816700e+00   1.22884500e-01   1.51006000e-02   1.97359500e+00   2.04308700e+00   1.90410400e+00   2.11257800e+00   1.83461200e+00   6.94914800e-02   4.82906600e-03   
End of Xyce(TM) Simulation
