Index      TIME           V(1)           V(2)           V(3)           I(VMON)
871     8.65805526e-03   3.53105421e+01   5.70445224e+01   3.86773533e+01   4.59179228e+00   
872     8.66805526e-03   3.51959279e+01   5.68647887e+01   3.85554902e+01   4.57732463e+00   
873     8.67805526e-03   3.50816748e+01   5.66855936e+01   3.84339922e+01   4.56290035e+00   
874     8.68805526e-03   3.49677818e+01   5.65069356e+01   3.83128584e+01   4.54851929e+00   
875     8.69805526e-03   3.48542478e+01   5.63288133e+01   3.81920879e+01   4.53418136e+00   
876     8.70805526e-03   3.47410716e+01   5.61512252e+01   3.80716795e+01   4.51988642e+00   
877     8.71805526e-03   3.46282524e+01   5.59741698e+01   3.79516323e+01   4.50563437e+00   
878     8.72805526e-03   3.45157888e+01   5.57976457e+01   3.78319454e+01   4.49142508e+00   
879     8.73805526e-03   3.44036800e+01   5.56216514e+01   3.77126176e+01   4.47725844e+00   
880     8.74805526e-03   3.42919249e+01   5.54461855e+01   3.75936482e+01   4.46313433e+00   
881     8.75805526e-03   3.41805223e+01   5.52712466e+01   3.74750360e+01   4.44905264e+00   
882     8.76805526e-03   3.40694712e+01   5.50968331e+01   3.73567801e+01   4.43501325e+00   
883     8.77805526e-03   3.39587705e+01   5.49229437e+01   3.72388795e+01   4.42101605e+00   
884     8.78805526e-03   3.38484193e+01   5.47495769e+01   3.71213333e+01   4.40706091e+00   
885     8.79805526e-03   3.37384164e+01   5.45767313e+01   3.70041405e+01   4.39314772e+00   
886     8.80805526e-03   3.36287609e+01   5.44044055e+01   3.68873000e+01   4.37927637e+00   
887     8.81805526e-03   3.35194516e+01   5.42325980e+01   3.67708110e+01   4.36544675e+00   
888     8.82805526e-03   3.34104875e+01   5.40613074e+01   3.66546725e+01   4.35165873e+00   
889     8.83805526e-03   3.33018676e+01   5.38905323e+01   3.65388835e+01   4.33791220e+00   
890     8.84805526e-03   3.31935909e+01   5.37202712e+01   3.64234430e+01   4.32420706e+00   
891     8.85805526e-03   3.30856562e+01   5.35505228e+01   3.63083501e+01   4.31054318e+00   
892     8.86805526e-03   3.29780627e+01   5.33812857e+01   3.61936039e+01   4.29692046e+00   
893     8.87805526e-03   3.28708092e+01   5.32125584e+01   3.60792033e+01   4.28333877e+00   
894     8.88805526e-03   3.27638947e+01   5.30443395e+01   3.59651474e+01   4.26979801e+00   
895     8.89805526e-03   3.26573182e+01   5.28766276e+01   3.58514354e+01   4.25629807e+00   
896     8.90805526e-03   3.25510788e+01   5.27094214e+01   3.57380661e+01   4.24283882e+00   
897     8.91805526e-03   3.24451753e+01   5.25427194e+01   3.56250388e+01   4.22942016e+00   
898     8.92805526e-03   3.23396068e+01   5.23765203e+01   3.55123524e+01   4.21604198e+00   
899     8.93805526e-03   3.22343722e+01   5.22108226e+01   3.54000060e+01   4.20270417e+00   
900     8.94805526e-03   3.21294705e+01   5.20456250e+01   3.52879986e+01   4.18940661e+00   
901     8.95805526e-03   3.20249008e+01   5.18809261e+01   3.51763294e+01   4.17614918e+00   
902     8.96805526e-03   3.19206621e+01   5.17167245e+01   3.50649973e+01   4.16293179e+00   
903     8.97805526e-03   3.18167533e+01   5.15530188e+01   3.49540015e+01   4.14975432e+00   
904     8.98805526e-03   3.17131734e+01   5.13898077e+01   3.48433410e+01   4.13661666e+00   
905     8.99805526e-03   3.16099214e+01   5.12270897e+01   3.47330149e+01   4.12351870e+00   
906     9.00805526e-03   3.15069964e+01   5.10648636e+01   3.46230223e+01   4.11046033e+00   
907     9.01805526e-03   3.14043974e+01   5.09031279e+01   3.45133622e+01   4.09744143e+00   
908     9.02805526e-03   3.13021234e+01   5.07418814e+01   3.44040337e+01   4.08446191e+00   
909     9.03805526e-03   3.12001733e+01   5.05811226e+01   3.42950360e+01   4.07152165e+00   
910     9.04805526e-03   3.10985463e+01   5.04208501e+01   3.41863680e+01   4.05862054e+00   
911     9.05805526e-03   3.09972413e+01   5.02610627e+01   3.40780288e+01   4.04575847e+00   
912     9.06805526e-03   3.08962574e+01   5.01017590e+01   3.39700177e+01   4.03293533e+00   
913     9.07805526e-03   3.07955936e+01   4.99429376e+01   3.38623335e+01   4.02015102e+00   
914     9.08805526e-03   3.06952489e+01   4.97845972e+01   3.37549755e+01   4.00740543e+00   
915     9.09805526e-03   3.05952224e+01   4.96267365e+01   3.36479427e+01   3.99469845e+00   
916     9.10805526e-03   3.04955130e+01   4.94693541e+01   3.35412342e+01   3.98202997e+00   
917     9.11805526e-03   3.03961199e+01   4.93124487e+01   3.34348491e+01   3.96939989e+00   
918     9.12805526e-03   3.02970421e+01   4.91560189e+01   3.33287866e+01   3.95680809e+00   
919     9.13805526e-03   3.01982785e+01   4.90000635e+01   3.32230456e+01   3.94425448e+00   
920     9.14805526e-03   3.00998284e+01   4.88445811e+01   3.31176253e+01   3.93173894e+00   
921     9.15805526e-03   3.00016906e+01   4.86895704e+01   3.30125249e+01   3.91926137e+00   
922     9.16805526e-03   2.99038644e+01   4.85350300e+01   3.29077434e+01   3.90682166e+00   
923     9.17805526e-03   2.98063486e+01   4.83809587e+01   3.28032799e+01   3.89441971e+00   
924     9.18805526e-03   2.97091424e+01   4.82273552e+01   3.26991335e+01   3.88205541e+00   
925     9.19805526e-03   2.96122449e+01   4.80742180e+01   3.25953034e+01   3.86972865e+00   
926     9.20805526e-03   2.95156551e+01   4.79215460e+01   3.24917887e+01   3.85743934e+00   
927     9.21805526e-03   2.94193720e+01   4.77693379e+01   3.23885884e+01   3.84518736e+00   
928     9.22805526e-03   2.93233948e+01   4.76175923e+01   3.22857018e+01   3.83297261e+00   
929     9.23805526e-03   2.92277224e+01   4.74663079e+01   3.21831279e+01   3.82079499e+00   
930     9.24805526e-03   2.91323541e+01   4.73154834e+01   3.20808658e+01   3.80865440e+00   
931     9.25805526e-03   2.90372888e+01   4.71651176e+01   3.19789147e+01   3.79655072e+00   
932     9.26805526e-03   2.89425256e+01   4.70152091e+01   3.18772737e+01   3.78448385e+00   
933     9.27805526e-03   2.88480637e+01   4.68657568e+01   3.17759420e+01   3.77245370e+00   
934     9.28805526e-03   2.87539020e+01   4.67167592e+01   3.16749185e+01   3.76046016e+00   
935     9.29805526e-03   2.86600398e+01   4.65682151e+01   3.15742026e+01   3.74850312e+00   
936     9.30805526e-03   2.85664760e+01   4.64201233e+01   3.14737934e+01   3.73658249e+00   
937     9.31805526e-03   2.84732097e+01   4.62724825e+01   3.13736899e+01   3.72469816e+00   
938     9.32805526e-03   2.83802402e+01   4.61252914e+01   3.12738913e+01   3.71285003e+00   
939     9.33805526e-03   2.82875663e+01   4.59785487e+01   3.11743967e+01   3.70103799e+00   
940     9.34805526e-03   2.81951874e+01   4.58322531e+01   3.10752053e+01   3.68926195e+00   
941     9.35805526e-03   2.81031023e+01   4.56864035e+01   3.09763163e+01   3.67752180e+00   
942     9.36805526e-03   2.80113104e+01   4.55409986e+01   3.08777288e+01   3.66581744e+00   
943     9.37805526e-03   2.79198106e+01   4.53960370e+01   3.07794419e+01   3.65414878e+00   
944     9.38805526e-03   2.78286020e+01   4.52515176e+01   3.06814548e+01   3.64251571e+00   
945     9.39805526e-03   2.77376839e+01   4.51074391e+01   3.05837666e+01   3.63091813e+00   
946     9.40805526e-03   2.76470552e+01   4.49638003e+01   3.04863765e+01   3.61935593e+00   
947     9.41805526e-03   2.75567152e+01   4.48205999e+01   3.03892837e+01   3.60782903e+00   
948     9.42805526e-03   2.74666629e+01   4.46778366e+01   3.02924873e+01   3.59633732e+00   
949     9.43805526e-03   2.73768975e+01   4.45355093e+01   3.01959865e+01   3.58488070e+00   
950     9.44805526e-03   2.72874180e+01   4.43936167e+01   3.00997804e+01   3.57345907e+00   
951     9.45805526e-03   2.71982236e+01   4.42521576e+01   3.00038682e+01   3.56207234e+00   
952     9.46805526e-03   2.71093135e+01   4.41111307e+01   2.99082491e+01   3.55072040e+00   
953     9.47805526e-03   2.70206868e+01   4.39705349e+01   2.98129223e+01   3.53940315e+00   
954     9.48805526e-03   2.69323425e+01   4.38303688e+01   2.97178868e+01   3.52812050e+00   
955     9.49805526e-03   2.68442799e+01   4.36906314e+01   2.96231420e+01   3.51687235e+00   
956     9.50805526e-03   2.67564980e+01   4.35513213e+01   2.95286869e+01   3.50565860e+00   
957     9.51805526e-03   2.66689961e+01   4.34124374e+01   2.94345208e+01   3.49447915e+00   
958     9.52805526e-03   2.65817732e+01   4.32739784e+01   2.93406427e+01   3.48333391e+00   
959     9.53805526e-03   2.64948285e+01   4.31359432e+01   2.92470520e+01   3.47222278e+00   
960     9.54805526e-03   2.64081612e+01   4.29983304e+01   2.91537478e+01   3.46114566e+00   
961     9.55805526e-03   2.63217704e+01   4.28611391e+01   2.90607292e+01   3.45010246e+00   
962     9.56805526e-03   2.62356552e+01   4.27243678e+01   2.89679955e+01   3.43909308e+00   
963     9.57805526e-03   2.61498149e+01   4.25880156e+01   2.88755459e+01   3.42811742e+00   
964     9.58805526e-03   2.60642485e+01   4.24520810e+01   2.87833795e+01   3.41717538e+00   
965     9.59805526e-03   2.59789553e+01   4.23165630e+01   2.86914955e+01   3.40626688e+00   
966     9.60805526e-03   2.58939343e+01   4.21814604e+01   2.85998932e+01   3.39539181e+00   
967     9.61805526e-03   2.58091849e+01   4.20467720e+01   2.85085717e+01   3.38455008e+00   
968     9.62805526e-03   2.57247060e+01   4.19124966e+01   2.84175302e+01   3.37374160e+00   
969     9.63805526e-03   2.56404970e+01   4.17786331e+01   2.83267680e+01   3.36296626e+00   
970     9.64805526e-03   2.55565569e+01   4.16451802e+01   2.82362842e+01   3.35222399e+00   
971     9.65805526e-03   2.54728849e+01   4.15121367e+01   2.81460780e+01   3.34151467e+00   
972     9.66805526e-03   2.53894803e+01   4.13795016e+01   2.80561487e+01   3.33083822e+00   
973     9.67805526e-03   2.53063422e+01   4.12472737e+01   2.79664955e+01   3.32019455e+00   
974     9.68805526e-03   2.52234698e+01   4.11154517e+01   2.78771175e+01   3.30958355e+00   
975     9.69805526e-03   2.51408622e+01   4.09840345e+01   2.77880140e+01   3.29900515e+00   
976     9.70805526e-03   2.50585187e+01   4.08530211e+01   2.76991841e+01   3.28845923e+00   
977     9.71805526e-03   2.49764384e+01   4.07224101e+01   2.76106272e+01   3.27794572e+00   
978     9.72805526e-03   2.48946206e+01   4.05922005e+01   2.75223425e+01   3.26746451e+00   
979     9.73805526e-03   2.48130644e+01   4.04623911e+01   2.74343290e+01   3.25701552e+00   
980     9.74805526e-03   2.47317690e+01   4.03329808e+01   2.73465862e+01   3.24659865e+00   
981     9.75805526e-03   2.46507337e+01   4.02039684e+01   2.72591131e+01   3.23621381e+00   
982     9.76805526e-03   2.45699575e+01   4.00753528e+01   2.71719091e+01   3.22586091e+00   
983     9.77805526e-03   2.44894398e+01   3.99471328e+01   2.70849733e+01   3.21553986e+00   
984     9.78805526e-03   2.44091797e+01   3.98193073e+01   2.69983051e+01   3.20525056e+00   
985     9.79805526e-03   2.43291765e+01   3.96918752e+01   2.69119035e+01   3.19499293e+00   
986     9.80805526e-03   2.42494293e+01   3.95648354e+01   2.68257679e+01   3.18476687e+00   
987     9.81805526e-03   2.41699374e+01   3.94381867e+01   2.67398975e+01   3.17457230e+00   
988     9.82805526e-03   2.40906999e+01   3.93119279e+01   2.66542915e+01   3.16440912e+00   
989     9.83805526e-03   2.40117161e+01   3.91860581e+01   2.65689491e+01   3.15427724e+00   
990     9.84805526e-03   2.39329853e+01   3.90605760e+01   2.64838697e+01   3.14417657e+00   
991     9.85805526e-03   2.38545065e+01   3.89354805e+01   2.63990524e+01   3.13410703e+00   
992     9.86805526e-03   2.37762791e+01   3.88107706e+01   2.63144965e+01   3.12406852e+00   
993     9.87805526e-03   2.36983023e+01   3.86864451e+01   2.62302013e+01   3.11406095e+00   
994     9.88805526e-03   2.36205753e+01   3.85625029e+01   2.61461660e+01   3.10408424e+00   
995     9.89805526e-03   2.35430973e+01   3.84389429e+01   2.60623898e+01   3.09413829e+00   
996     9.90805526e-03   2.34658676e+01   3.83157641e+01   2.59788720e+01   3.08422302e+00   
997     9.91805526e-03   2.33888854e+01   3.81929652e+01   2.58956118e+01   3.07433834e+00   
998     9.92805526e-03   2.33121499e+01   3.80705452e+01   2.58126086e+01   3.06448416e+00   
999     9.93805526e-03   2.32356605e+01   3.79485031e+01   2.57298615e+01   3.05466039e+00   
1000    9.94805526e-03   2.31594162e+01   3.78268377e+01   2.56473699e+01   3.04486695e+00   
1001    9.95805526e-03   2.30834163e+01   3.77055479e+01   2.55651329e+01   3.03510374e+00   
1002    9.96805526e-03   2.30076602e+01   3.75846327e+01   2.54831500e+01   3.02537068e+00   
1003    9.97805526e-03   2.29321471e+01   3.74640910e+01   2.54014202e+01   3.01566769e+00   
1004    9.98805526e-03   2.28568761e+01   3.73439216e+01   2.53199429e+01   3.00599467e+00   
1005    9.99805526e-03   2.27818466e+01   3.72241236e+01   2.52387174e+01   2.99635154e+00   
1006    1.00000000e-02   2.27672833e+01   3.72008681e+01   2.52229494e+01   2.99447967e+00   
End of Xyce(TM) Simulation
